
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,29,27,25,23,22,21,83,75,62,1013,1012,1011,10,10,10,27,18,,0.00,5,,92<br />
2012-1-2,30,28,25,23,22,19,89,73,51,1013,1011,1009,10,10,10,24,14,,0.00,3,,88<br />
2012-1-3,30,28,25,23,23,22,89,77,62,1013,1011,1009,10,10,10,26,13,,0.00,3,,93<br />
2012-1-4,30,28,25,23,22,21,89,75,58,1013,1011,1010,10,10,10,27,18,,0.00,4,,94<br />
2012-1-5,30,28,26,23,22,21,83,74,58,1013,1011,1010,10,10,10,27,18,,0.00,4,,103<br />
2012-1-6,30,28,26,23,23,22,83,77,62,1013,1012,1010,10,10,10,27,18,,0.00,4,,86<br />
2012-1-7,30,28,25,23,22,20,83,74,55,1013,1011,1009,10,10,10,34,21,,0.00,3,,95<br />
2012-1-8,30,28,25,23,22,20,89,74,55,1015,1011,1009,10,10,10,29,19,,0.00,2,,104<br />
2012-1-9,29,27,25,24,23,22,89,79,66,1012,1011,1010,10,10,10,27,19,,0.00,4,,110<br />
2012-1-10,30,27,24,24,22,20,89,74,58,1012,1010,1009,10,10,10,39,23,,0.00,4,,111<br />
2012-1-11,31,28,25,23,22,21,83,73,55,1012,1010,1008,10,10,10,35,23,,0.00,3,,111<br />
2012-1-12,30,28,25,24,23,22,89,76,62,1013,1011,1010,10,10,10,32,21,,0.00,5,,104<br />
2012-1-13,30,28,26,26,23,22,94,78,66,1012,1011,1010,10,10,10,27,21,,0.00,3,,96<br />
2012-1-14,30,28,26,24,23,22,89,78,62,1012,1011,1009,10,10,5,34,23,,0.00,3,Rain,107<br />
