
AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,28,20,12,13,11,7,88,62,22,1015,1013,1011,31,13,10,34,13,50,0.51,5,,209<br />
2013-1-2,21,16,12,13,8,4,88,56,25,1019,1017,1015,31,14,10,29,21,,0.00,6,,183<br />
2013-1-3,38,24,12,11,7,4,82,38,6,1019,1014,1010,31,29,26,27,11,,0.00,,,73<br />
2013-1-4,41,32,23,20,8,5,44,21,6,1010,1007,1004,,,,50,27,69,0.00,,,359<br />
2013-1-5,33,24,17,15,11,6,78,47,13,1022,1014,1004,26,15,10,32,23,,0.00,2,,183<br />
2013-1-6,26,20,14,16,13,11,88,67,34,1023,1022,1020,31,12,10,39,19,,0.00,3,,193<br />
2013-1-7,34,24,14,16,14,13,100,62,20,1021,1014,1008,26,13,10,26,16,,0.00,5,,219<br />
2013-1-8,33,23,14,16,11,-1,88,57,6,1007,1002,997,31,14,7,42,16,58,0.00,6,Rain,226<br />
2013-1-9,20,16,11,8,5,0,76,50,22,1010,1005,1002,31,12,9,35,29,52,0.00,4,,200<br />
2013-1-10,26,17,8,13,7,4,76,51,18,1010,1007,1004,31,16,10,24,11,,0.00,3,,207<br />
2013-1-11,40,28,17,14,6,-5,77,38,4,1008,1003,999,31,13,10,52,24,66,0.00,6,Rain,321<br />
2013-1-12,24,18,13,13,11,8,88,62,28,1014,1011,1007,31,12,10,35,18,,0.00,6,,192<br />
2013-1-13,19,17,13,12,9,7,77,63,38,1018,1014,1012,31,12,10,34,16,48,0.00,6,,199<br />
2013-1-14,20,14,9,8,6,3,82,54,26,1021,1019,1018,31,11,10,32,18,,0.00,3,,187<br />
2013-1-15,29,19,9,12,8,-1,87,52,14,1019,1016,1013,,,,35,16,40,0.00,,,276<br />
2013-1-16,27,19,11,12,11,5,94,60,25,1016,1015,1013,31,17,10,29,13,,0.00,5,,212<br />
2013-1-17,40,26,12,12,2,-7,88,36,4,1013,1005,999,31,31,31,32,16,50,0.00,,,331<br />
2013-1-18,30,23,17,16,8,-2,69,41,6,1013,1003,996,31,12,10,39,26,,0.00,6,,190<br />
2013-1-19,21,17,13,10,8,4,72,52,23,1017,1015,1012,31,12,10,32,21,,0.00,4,,185<br />
2013-1-20,25,18,11,14,11,8,94,62,27,1017,1015,1013,31,12,10,29,18,,0.00,1,,176<br />
2013-1-21,27,21,16,15,14,13,82,67,36,1014,1011,1008,31,10,6,29,14,,0.00,6,,200<br />
2013-1-22,24,19,15,13,11,7,77,57,24,1016,1012,1009,31,13,10,29,18,,0.00,6,,188<br />
2013-1-23,23,19,15,12,9,4,82,55,25,1019,1016,1015,31,14,10,35,26,,0.00,3,,178<br />
2013-1-24,36,23,12,12,7,-1,94,43,4,1015,1011,1006,31,21,14,40,18,53,0.00,,,343<br />
2013-1-25,29,22,16,14,8,4,68,37,13,1016,1009,1002,31,14,10,52,27,71,0.00,6,,200<br />
2013-1-26,20,17,14,10,8,7,68,54,35,1016,1014,1012,31,12,10,32,26,,0.00,6,,171<br />
2013-1-27,23,18,13,15,12,9,100,69,31,1012,1011,1010,31,12,3,29,21,48,0.00,4,Rain,189<br />
2013-1-28,24,18,12,13,12,7,94,69,35,1012,1010,1009,31,12,10,32,16,50,0.00,4,,205<br />
2013-1-29,20,17,13,15,8,4,100,61,27,1014,1013,1012,27,9,2,35,26,45,0.00,5,Rain,181<br />
2013-1-30,28,18,8,13,7,5,82,49,15,1015,1013,1010,31,12,10,26,13,,0.00,1,,241<br />
2013-1-31,25,18,12,14,12,9,95,74,30,1013,1010,1005,31,9,4,60,19,82,9.91,6,Rain-Thunderstorm,236<br />
2013-2-1,18,13,8,11,7,2,94,68,26,1017,1014,1012,31,12,7,42,21,58,0.51,5,Rain,203<br />
2013-2-2,20,16,11,13,7,4,77,56,29,1018,1017,1016,31,12,10,35,21,53,0.00,4,Rain,186<br />
2013-2-3,24,19,15,15,13,12,100,76,37,1021,1018,1017,31,11,3,39,13,,0.00,5,Rain,196<br />
2013-2-4,22,18,14,13,10,8,82,59,31,1023,1022,1020,31,12,10,27,18,,0.00,4,,182<br />
2013-2-5,29,22,14,13,11,-1,88,57,17,1022,1020,1017,31,12,10,27,14,,0.00,4,,251<br />
2013-2-6,37,24,12,14,2,-8,82,33,4,1018,1013,1008,19,16,14,40,18,48,0.00,,,334<br />
2013-2-7,31,23,16,16,10,4,78,43,20,1014,1009,1006,31,17,10,42,16,,0.00,4,,167<br />
2013-2-8,29,22,14,16,13,9,88,61,20,1015,1013,1011,31,14,10,27,11,,0.00,2,,181<br />
2013-2-9,31,22,13,16,12,7,88,61,18,1016,1013,1010,31,17,7,27,13,,0.00,5,,196<br />
2013-2-10,22,19,15,17,9,4,100,56,23,1021,1019,1016,31,12,10,37,23,53,0.00,5,Rain,183<br />
2013-2-11,25,19,13,14,10,8,77,56,28,1021,1019,1017,31,13,10,34,23,,0.00,2,,174<br />
2013-2-12,25,19,13,15,12,11,82,64,38,1021,1020,1018,26,13,10,32,18,,0.00,4,,188<br />
2013-2-13,32,22,13,14,12,10,94,56,20,1021,1018,1014,31,23,18,32,14,,0.00,,,250<br />
2013-2-14,33,24,16,16,14,10,88,56,17,1019,1017,1015,31,16,10,32,16,,0.00,4,,268<br />
2013-2-15,31,24,17,17,15,12,94,60,26,1020,1018,1016,31,14,10,27,16,,0.00,3,Thunderstorm,236<br />
2013-2-16,34,25,16,16,13,6,88,48,12,1020,1017,1015,31,26,10,40,16,48,0.00,,,27<br />
2013-2-17,35,26,17,14,11,7,77,39,12,1018,1016,1014,31,28,26,39,14,,0.00,,,25<br />
2013-2-18,36,27,19,11,9,6,56,30,9,1014,1012,1009,31,30,26,55,24,72,0.00,,,358<br />
2013-2-19,28,22,17,19,13,8,94,69,22,1019,1014,1009,31,10,5,32,23,,0.25,7,Rain,188<br />
2013-2-20,27,21,14,15,10,7,88,53,29,1019,1017,1013,31,13,10,32,21,,0.00,5,,169<br />
2013-2-21,30,22,14,20,16,14,94,74,29,1018,1016,1013,31,12,5,35,13,32,7.11,5,Rain-Thunderstorm,85<br />
2013-2-22,31,24,18,17,14,11,88,57,20,1020,1017,1015,31,18,10,29,13,,0.00,4,,113<br />
2013-2-23,31,23,16,17,13,7,94,54,14,1017,1015,1012,31,31,31,29,14,,0.00,,,41<br />
2013-2-24,34,26,17,15,11,4,73,44,11,1012,1010,1008,31,29,26,27,13,,0.00,,,92<br />
2013-2-25,33,26,19,18,16,11,88,62,33,1018,1014,1011,26,15,10,32,14,,0.00,6,Rain,197<br />
2013-2-26,28,22,16,21,18,13,100,83,48,1018,1015,1011,26,10,3,24,13,,2.03,6,Rain,239<br />
2013-2-27,28,22,16,21,18,13,94,79,47,1013,1011,1009,31,12,1,47,21,,7.87,6,Rain,303<br />
2013-2-28,18,16,14,15,9,4,100,65,33,1020,1016,1013,31,11,4,39,24,53,0.25,6,Rain,179<br />
2013-3-1,23,18,12,11,8,4,88,57,19,1024,1021,1019,31,14,10,40,26,52,0.00,3,,148<br />
2013-3-2,26,19,13,11,9,6,82,53,21,1025,1023,1020,31,15,10,32,24,48,0.00,1,,146<br />
2013-3-3,28,19,10,14,9,-1,88,57,8,1023,1020,1017,,,,21,11,,0.00,,,297<br />
2013-3-4,31,22,13,14,11,7,82,46,15,1021,1018,1016,,,,34,19,,0.00,,,357<br />
2013-3-5,32,23,16,13,10,6,77,45,12,1019,1017,1015,31,31,31,50,19,,0.00,,,6<br />
2013-3-6,33,24,16,12,11,8,68,39,15,1017,1015,1013,31,31,31,40,19,39,0.00,,,359<br />
2013-3-7,35,28,20,17,12,10,78,38,16,1018,1016,1014,31,31,31,29,19,,0.00,,,349<br />
2013-3-8,34,26,18,18,17,13,94,65,24,1020,1017,1015,31,14,6,24,11,,0.00,6,,249<br />
2013-3-9,35,28,22,17,12,9,65,37,12,1016,1015,1013,31,31,31,52,23,47,0.00,,,355<br />
2013-3-10,35,27,19,18,14,10,83,47,16,1017,1015,1014,31,25,10,27,16,35,0.00,,Rain,327<br />
2013-3-11,37,27,17,17,13,9,88,48,11,1017,1016,1014,31,31,31,27,11,,0.00,,,20<br />
2013-3-12,36,29,23,13,12,11,47,33,14,1015,1013,1009,,,,48,26,,0.00,,,358<br />
2013-3-13,28,21,15,16,11,5,68,46,22,1015,1009,1005,26,11,10,40,31,53,0.00,5,,239<br />
2013-3-14,22,18,13,12,9,7,77,57,29,1018,1015,1014,31,13,10,27,19,,0.00,5,,194<br />
