
KGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,11,4,0,-1,-4,-6,48,38,27,1023,1020,1017,19,19,19,40,6,,0.00,8,,-1<br />
2015-1-2,7,2,-2,-2,-4,-6,95,64,35,1022,1019,1016,19,12,0,18,6,,0.00,8,Fog-Snow,-1<br />
2015-1-3,0,-2,-3,-1,-3,-3,99,90,78,1029,1028,1026,10,8,3,11,6,,2.03,8,Snow,-1<br />
2015-1-4,3,-2,-6,-3,-5,-8,93,73,52,1026,1021,1017,19,19,19,6,5,,0.00,8,,-1<br />
2015-1-5,8,1,-5,-4,-6,-7,86,54,23,1023,1021,1019,19,19,19,6,3,,0.00,8,,-1<br />
2015-1-6,9,4,-1,-2,-4,-6,56,41,30,1029,1025,1021,19,19,19,6,5,,0.00,,,-1<br />
2015-1-7,11,4,-2,-6,-7,-10,58,40,12,1029,1024,1020,19,19,19,6,3,,0.00,8,,-1<br />
2015-1-8,17,7,-3,-6,-8,-9,48,29,12,1020,1015,1009,19,19,19,3,3,,0.00,,,-1<br />
2015-1-9,12,7,1,3,-4,-8,97,44,25,1028,1014,1010,19,17,10,14,5,,4.06,8,Rain-Snow,-1<br />
2015-1-10,1,-1,-3,-1,-2,-3,99,90,82,1034,1032,1028,10,10,10,6,5,,4.06,8,Snow,-1<br />
2015-1-11,2,-1,-2,0,-2,-3,96,87,76,1027,1022,1018,10,7,0,14,6,,3.05,8,Fog-Snow,-1<br />
2015-1-12,4,2,-2,1,-1,-3,97,84,57,1031,1029,1027,19,17,10,11,5,,4.06,8,Snow,-1<br />
2015-1-13,8,2,-4,-2,-4,-6,97,67,30,1035,1032,1029,19,19,19,3,2,,0.00,8,Fog,-1<br />
2015-1-14,10,2,-3,-4,-7,-8,52,41,19,1029,1028,1025,19,19,19,6,5,,0.00,8,,-1<br />
2015-1-15,2,-1,-4,-2,-4,-8,96,68,43,1042,1035,1027,19,11,2,26,8,,10.92,8,Snow,-1<br />
2015-1-16,6,-2,-9,-8,-9,-13,73,51,23,1042,1035,1028,19,19,19,3,3,,3.05,,,-1<br />
2015-1-17,11,1,-6,-4,-9,-12,67,33,16,1027,1022,1019,19,19,19,11,5,,0.00,,,-1<br />
2015-1-18,10,6,1,-2,-4,-7,73,45,28,1028,1025,1022,19,19,19,6,5,,0.00,8,,-1<br />
2015-1-19,0,-2,-3,-2,-3,-4,98,93,81,1030,1028,1026,3,2,0,3,3,,0.00,8,Fog,-1<br />
2015-1-20,2,-1,-2,-1,-2,-3,88,81,67,1026,1024,1020,19,13,3,6,3,,2.03,8,Snow,-1<br />
2015-1-21,2,-3,-7,-2,-6,-9,100,71,41,1034,1032,1028,19,19,19,14,8,,3.05,8,Snow,-1<br />
2015-1-22,0,-1,-7,-7,-8,-8,83,57,22,1029,1027,1025,10,10,10,3,2,,0.00,8,,-1<br />
2015-1-23,-1,-4,-6,-7,-10,-11,60,50,39,1030,1029,1028,19,19,19,6,3,,0.00,8,,-1<br />
2015-1-24,-4,-5,-8,-6,-7,-9,93,80,59,1038,1032,1029,10,6,3,6,5,,2.03,8,Snow,-1<br />
2015-1-25,-7,-8,-10,-9,-11,-13,91,80,59,1043,1041,1040,19,15,3,3,3,,2.03,8,Snow,-1<br />
2015-1-26,-4,-10,-13,-12,-13,-16,85,71,48,1044,1041,1038,19,17,10,6,2,,0.25,8,Snow,-1<br />
2015-1-27,-2,-10,-17,-12,-16,-18,84,64,31,1045,1041,1035,19,14,10,72,8,,0.00,,,-1<br />
2015-1-28,-4,-10,-16,-14,-16,-18,81,64,33,1039,1035,1030,19,12,10,3,2,,0.00,,,-1<br />
2015-1-29,-4,-10,-17,-12,-15,-19,80,67,41,1034,1031,1027,19,12,10,3,0,,0.00,8,,-1<br />
2015-1-30,6,-3,-12,-9,-14,-17,57,36,11,1029,1026,1021,19,17,10,3,2,,0.00,8,,-1<br />
2015-1-31,7,0,-5,-4,-8,-11,56,45,24,1025,1022,1019,19,17,10,6,2,,0.00,8,,-1<br />
2015-2-1,2,-1,-3,-3,-6,-7,92,67,55,1029,1020,1016,19,17,10,6,2,,0.00,8,Snow,-1<br />
