
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,-3,-4,-4,-5,-6,-7,86,82,80,1001,1000,999,24,15,5,23,16,,0.00,8,Snow,145<br />
2006-1-2,-2,-3,-4,-5,-6,-9,86,80,69,1003,1001,1000,24,9,3,14,10,,0.00,8,Snow,117<br />
2006-1-3,-2,-3,-4,-6,-7,-8,80,77,74,1011,1007,1004,24,15,8,14,10,,0.00,8,Snow,89<br />
2006-1-4,-4,-10,-15,-8,-11,-19,80,75,72,1023,1017,1012,24,11,0,14,6,,0.00,7,Fog-Snow,164<br />
2006-1-5,-16,-21,-25,-20,-26,-30,100,67,54,1024,1021,1016,24,17,1,11,5,,0.00,2,Fog,307<br />
2006-1-6,-19,-21,-23,-24,-26,-28,71,66,59,1016,1014,1012,19,8,0,3,0,,0.00,7,Fog-Snow,306<br />
2006-1-7,-19,-23,-28,-24,-31,-34,71,61,58,1015,1014,1012,24,21,8,13,6,,0.00,3,Snow,336<br />
2006-1-8,-19,-23,-27,-23,-26,-32,71,66,60,1014,1011,1009,24,11,2,13,5,,0.00,7,Snow,23<br />
2006-1-9,-19,-21,-25,-23,-27,-30,71,64,59,1010,1007,1006,24,17,4,10,5,,0.00,6,Snow,68<br />
2006-1-10,-18,-22,-27,-22,-27,-32,72,63,58,1006,1004,1002,19,7,0,8,3,,0.00,7,Fog-Snow,67<br />
2006-1-11,-17,-19,-21,-22,-23,-26,66,65,60,1008,1004,1002,19,11,3,8,2,,0.00,8,Snow,322<br />
2006-1-12,-20,-22,-26,-25,-27,-32,65,63,58,1018,1014,1008,24,16,2,6,3,,0.00,6,Snow,312<br />
2006-1-13,-24,-29,-34,-30,-35,-43,64,57,29,1021,1020,1017,24,24,24,8,0,,0.00,2,,15<br />
2006-1-14,-18,-21,-24,-23,-26,-29,66,63,55,1016,1012,1010,24,17,4,10,3,,0.00,7,Snow,79<br />
