
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2007-1-1,22,19,17,20,18,17,100,96,78,1021,1019,1017,10,9,4,19,8,,0.00,5,Rain-Thunderstorm,69<br />
2007-1-2,25,21,18,20,18,18,100,88,65,1022,1019,1017,10,10,10,19,3,,0.00,5,Rain-Thunderstorm,60<br />
2007-1-3,25,21,18,20,18,16,100,89,65,1021,1019,1017,10,10,7,14,5,,0.00,6,Rain-Thunderstorm,96<br />
2007-1-4,27,22,18,18,17,13,100,78,44,1020,1017,1013,10,10,10,23,5,,0.00,6,,2<br />
2007-1-5,26,22,19,20,18,13,94,81,44,1018,1016,1013,10,10,8,19,5,,0.00,6,Rain-Thunderstorm,81<br />
2007-1-6,28,23,18,20,18,17,100,85,54,1018,1016,1014,10,8,0,11,5,,0.00,6,Fog-Rain-Thunderstorm,346<br />
2007-1-7,25,21,18,19,18,16,100,87,57,1022,1019,1015,10,10,7,19,5,,0.00,6,Rain,350<br />
2007-1-8,27,21,16,20,18,16,100,83,58,1020,1018,1016,10,10,10,21,5,,0.00,4,Rain,79<br />
2007-1-9,30,24,18,20,18,13,100,72,35,1019,1017,1014,10,10,10,16,3,,0.00,5,,90<br />
2007-1-10,27,23,19,20,19,18,100,84,58,1018,1017,1015,10,9,5,16,5,,0.00,6,Rain-Thunderstorm,18<br />
2007-1-11,26,22,18,21,18,17,100,85,61,1019,1017,1014,10,9,4,19,5,,0.00,6,Rain-Thunderstorm,254<br />
2007-1-12,28,23,19,20,18,17,94,80,51,1018,1015,1012,10,10,5,29,8,,0.00,6,Rain-Thunderstorm,279<br />
2007-1-13,23,21,20,20,19,19,100,92,78,1016,1014,1011,10,9,4,16,8,,0.00,6,Rain,299<br />
2007-1-14,24,21,19,20,19,18,100,92,73,1017,1015,1013,10,9,0,26,8,,0.00,6,Rain-Thunderstorm,307<br />
2007-1-15,27,23,19,20,19,18,100,87,61,1019,1016,1014,10,9,1,27,8,,0.00,7,Rain,316<br />
2007-1-16,27,23,20,20,19,18,100,83,58,1020,1017,1014,10,9,4,19,3,,0.00,6,Rain,81<br />
2007-1-17,29,23,18,20,18,13,100,76,37,1019,1017,1014,10,10,9,24,6,,0.00,4,Rain-Thunderstorm,63<br />
2007-1-18,30,24,19,20,18,14,100,74,37,1020,1017,1014,10,9,1,19,3,,0.00,3,Rain-Thunderstorm,42<br />
2007-1-19,30,24,19,20,19,16,100,77,45,1020,1017,1014,10,10,9,14,5,,0.00,4,Rain,5<br />
2007-1-20,30,25,20,20,17,13,94,66,37,1021,1017,1015,10,10,10,11,6,,0.00,5,,50<br />
2007-1-21,32,26,19,20,16,10,100,63,26,1020,1018,1015,10,10,10,14,5,,0.00,3,Thunderstorm,85<br />
2007-1-22,29,23,18,19,17,16,100,73,48,1019,1017,1014,10,10,9,23,8,,0.00,5,Rain-Thunderstorm,208<br />
2007-1-23,26,22,18,20,18,17,100,85,65,1018,1016,1014,10,10,10,14,10,,0.00,6,Rain-Thunderstorm,293<br />
2007-1-24,26,22,18,20,18,17,100,81,57,1019,1017,1014,10,10,10,14,5,,0.00,5,,109<br />
2007-1-25,27,22,18,20,18,16,100,84,51,1019,1017,1016,10,9,3,26,6,,0.00,6,Rain-Thunderstorm,324<br />
2007-1-26,28,23,19,20,19,16,100,84,51,1020,1017,1015,10,9,5,21,5,,0.00,5,Rain-Thunderstorm,137<br />
2007-1-27,23,21,19,20,19,19,100,92,78,1020,1019,1017,10,9,4,14,3,,0.00,7,Rain,262<br />
2007-1-28,28,23,18,20,19,16,100,85,48,1020,1018,1014,10,7,0,21,5,,0.00,5,Fog-Rain,18<br />
2007-1-29,27,23,19,20,19,16,100,82,51,1021,1018,1015,10,10,6,32,11,,0.00,6,Rain,319<br />
2007-1-30,23,21,19,20,19,18,100,93,78,1021,1019,1016,10,9,2,19,6,,0.00,7,Rain,314<br />
2007-1-31,28,23,19,19,18,15,100,80,45,1019,1017,1013,10,10,10,19,5,,0.00,6,Thunderstorm,314<br />
2007-2-1,26,22,19,20,19,17,100,88,57,1019,1017,1015,10,9,1,23,6,,0.00,7,Rain-Thunderstorm,298<br />
2007-2-2,26,22,19,19,18,15,100,83,57,1020,1018,1015,10,10,10,23,6,,0.00,6,,297<br />
2007-2-3,24,21,19,20,19,17,100,92,65,1019,1017,1014,10,9,2,26,8,,0.00,7,Rain,304<br />
2007-2-4,25,22,19,20,19,19,100,93,69,1018,1016,1013,10,9,4,26,5,,0.00,7,Rain,298<br />
2007-2-5,23,21,19,20,19,19,100,94,78,1019,1017,1015,10,9,4,23,10,,0.00,7,Rain,319<br />
2007-2-6,25,21,18,20,19,18,100,94,69,1019,1017,1015,10,9,3,19,6,,0.00,7,Rain-Thunderstorm,341<br />
2007-2-7,22,20,19,21,19,19,100,96,83,1020,1017,1015,10,9,4,19,3,,0.00,7,Rain,348<br />
2007-2-8,27,23,19,20,19,16,100,85,54,1020,1018,1016,10,9,2,16,8,,0.00,7,Rain,19<br />
2007-2-9,28,23,18,20,17,14,100,72,42,1022,1020,1018,10,10,10,19,8,,0.00,3,Rain,74<br />
2007-2-10,29,21,14,17,14,11,100,63,33,1023,1020,1017,10,10,10,13,5,,0.00,2,,115<br />
2007-2-11,29,23,17,20,17,14,100,71,40,1020,1018,1015,10,10,10,14,5,,0.00,3,,307<br />
2007-2-12,26,22,18,20,18,16,100,80,57,1019,1016,1013,10,10,5,29,10,,0.00,5,Rain,290<br />
2007-2-13,23,20,18,19,18,17,100,89,69,1018,1015,1013,10,10,8,27,10,,0.00,6,Rain,295<br />
2007-2-14,24,21,18,21,19,18,100,92,73,1015,1013,1011,10,8,3,26,10,,0.00,7,Rain,306<br />
2007-2-15,28,23,18,19,18,15,100,80,45,1015,1014,1011,10,10,9,14,6,,0.00,3,,310<br />
2007-2-16,28,23,19,20,18,17,100,79,51,1016,1014,1011,10,10,10,16,5,,0.00,4,,339<br />
2007-2-17,27,22,18,20,18,16,100,85,58,1017,1015,1013,10,9,0,27,5,47,0.00,5,Rain-Thunderstorm,273<br />
2007-2-18,26,22,19,19,18,17,94,82,57,1017,1015,1012,10,9,3,19,6,,0.00,6,Rain-Thunderstorm,181<br />
2007-2-19,28,23,18,20,18,16,100,90,48,1018,1014,1011,10,9,1,27,8,,0.00,7,Rain-Thunderstorm,79<br />
2007-2-20,26,22,18,20,19,17,100,93,61,1017,1015,1013,10,9,1,40,11,61,0.00,7,Rain,56<br />
2007-2-21,24,21,18,19,18,17,100,88,65,1020,1017,1015,10,10,10,32,16,,0.00,6,,56<br />
2007-2-22,26,22,18,20,18,17,94,81,61,1022,1020,1018,10,10,6,23,11,,0.00,3,Rain,82<br />
2007-2-23,28,23,18,18,17,14,94,74,45,1024,1021,1019,10,10,10,23,11,,0.00,3,,86<br />
2007-2-24,28,22,16,18,16,15,94,72,45,1023,1020,1018,10,10,10,16,6,,0.00,3,,75<br />
2007-2-25,27,21,16,18,17,13,100,77,42,1021,1019,1016,10,10,6,27,5,,0.00,4,Rain-Thunderstorm,61<br />
2007-2-26,27,21,16,20,18,16,100,84,51,1020,1018,1015,10,10,9,23,5,,0.00,6,Rain-Thunderstorm,71<br />
2007-2-27,26,22,18,19,18,17,100,85,57,1021,1019,1016,10,9,0,32,11,,0.00,6,Rain-Thunderstorm,63<br />
2007-2-28,25,21,18,19,18,17,100,87,61,1021,1019,1015,10,9,1,26,10,,0.00,6,Fog-Rain-Thunderstorm,93<br />
2007-3-1,28,23,19,19,17,13,100,74,39,1020,1017,1015,10,10,4,27,13,,0.00,5,Rain,60<br />
2007-3-2,27,22,18,17,16,12,88,69,39,1021,1019,1016,10,10,10,23,11,,0.00,4,,87<br />
2007-3-3,26,22,18,17,16,13,94,70,44,1021,1019,1017,10,10,10,29,14,,0.00,2,,86<br />
2007-3-4,26,22,18,17,16,14,88,70,47,1021,1019,1017,10,10,10,26,13,,0.00,4,,84<br />
2007-3-5,27,21,15,17,15,13,88,68,45,1021,1019,1017,10,10,10,23,11,48,0.00,2,,81<br />
2007-3-6,28,22,17,17,16,14,88,68,45,1022,1020,1018,10,10,10,23,8,,0.00,5,,79<br />
2007-3-7,28,23,19,18,17,14,88,71,42,1023,1021,1019,10,10,10,26,13,,0.00,4,,76<br />
2007-3-8,27,22,17,18,15,12,94,66,39,1021,1019,1017,10,10,10,23,6,,0.00,5,,79<br />
2007-3-9,28,21,15,16,13,9,94,62,30,1020,1018,1015,10,10,10,14,3,,0.00,5,,113<br />
2007-3-10,28,22,17,17,15,13,88,64,39,1020,1017,1014,10,10,10,26,6,,0.00,4,,82<br />
2007-3-11,27,22,18,16,13,9,88,57,32,1020,1017,1014,10,10,10,19,6,,0.00,3,,96<br />
2007-3-12,28,21,15,17,14,11,94,65,39,1020,1018,1015,10,10,10,16,6,,0.00,3,,82<br />
2007-3-13,28,23,18,17,16,13,94,67,39,1021,1019,1016,10,10,10,16,5,,0.00,3,,80<br />
2007-3-14,29,23,18,18,16,13,94,67,39,1020,1017,1014,10,10,10,23,6,,0.00,4,,44<br />
2007-3-15,29,24,19,18,17,14,88,71,42,1020,1017,1014,10,10,10,19,8,,0.00,4,,70<br />
2007-3-16,26,21,17,19,18,17,100,85,61,1020,1019,1016,10,9,3,26,8,,0.00,5,Rain-Thunderstorm,36<br />
2007-3-17,26,22,18,20,18,17,100,82,61,1020,1018,1015,10,10,10,16,3,,0.00,4,Rain,276<br />
2007-3-18,28,23,19,19,18,15,100,82,51,1020,1017,1015,10,10,10,29,3,50,0.00,5,Thunderstorm,97<br />
2007-3-19,28,23,18,19,17,15,100,75,45,1020,1019,1016,10,10,10,26,8,,0.00,5,,296<br />
2007-3-20,28,23,18,19,17,15,94,73,45,1020,1018,1015,10,10,10,26,5,,0.00,4,,256<br />
2007-3-21,27,22,17,20,18,17,100,85,54,1019,1017,1015,10,9,4,23,3,,0.00,6,Rain-Thunderstorm,142<br />
2007-3-22,29,23,17,19,17,14,100,70,40,1019,1017,1014,10,10,10,23,5,,0.00,4,,75<br />
2007-3-23,29,23,17,18,16,14,100,67,40,1020,1018,1017,10,10,10,26,8,39,0.00,4,,88<br />
2007-3-24,29,24,19,18,16,13,94,65,37,1021,1020,1018,10,10,10,26,10,,0.00,3,,84<br />
2007-3-25,29,23,17,26,16,12,94,65,37,1021,1018,1009,10,10,10,24,10,,0.00,3,,85<br />
2007-3-26,29,23,17,17,14,6,88,58,35,1020,1018,1015,10,10,10,23,10,,0.00,5,,89<br />
2007-3-27,29,22,16,17,15,12,94,62,35,1021,1018,1016,10,10,10,37,11,,0.00,4,,80<br />
2007-3-28,29,23,18,16,14,11,83,56,35,1021,1019,1017,10,10,10,23,11,,0.00,2,,85<br />
2007-3-29,29,22,16,16,13,10,94,61,30,1020,1017,1014,10,10,10,23,6,,0.00,6,,76<br />
2007-3-30,31,23,15,20,12,8,88,58,27,1020,1017,1012,10,10,10,26,6,,0.00,6,,61<br />
2007-3-31,29,22,15,16,13,12,88,60,35,1019,1017,1015,10,10,10,19,3,,0.00,3,,76<br />
2007-4-1,30,23,17,16,13,9,88,58,29,1019,1017,1015,10,10,10,19,5,,0.00,4,,111<br />
2007-4-2,30,23,17,16,14,11,88,59,31,1020,1017,1015,10,10,10,23,5,,0.00,3,,83<br />
2007-4-3,26,21,17,18,16,14,88,71,54,1020,1017,1015,10,10,10,13,3,,0.00,6,,111<br />
