
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,31,27,24,24,22,20,94,74,58,1013,1012,1010,10,10,4,27,13,,0.00,4,Rain,154<br />
2006-1-2,31,27,24,24,23,21,94,80,58,1013,1011,1009,10,9,2,23,14,,0.00,5,Rain,144<br />
2006-1-3,32,28,25,23,22,20,89,69,49,1011,1009,1008,10,10,10,27,14,,0.00,4,,137<br />
2006-1-4,32,28,25,24,23,22,89,73,59,1011,1010,1008,10,10,10,23,13,,0.00,2,,118<br />
2006-1-5,32,28,24,24,23,21,89,73,55,1011,1010,1008,10,10,10,19,13,,0.00,3,,108<br />
2006-1-6,31,27,24,25,23,20,94,75,58,1011,1009,1007,10,10,10,26,10,,0.00,4,Rain,79<br />
2006-1-7,32,27,22,25,22,21,94,74,55,1010,1008,1005,10,10,10,16,6,,0.00,1,,348<br />
2006-1-8,33,29,26,26,24,22,94,78,59,1008,1006,1004,10,10,4,26,13,,0.00,3,Rain-Thunderstorm,326<br />
2006-1-9,29,27,24,26,24,20,100,83,70,1008,1007,1004,10,9,4,21,6,,0.00,6,Rain-Thunderstorm,322<br />
2006-1-10,31,27,23,25,22,21,100,81,62,1010,1008,1005,10,9,4,23,10,,0.00,6,Rain,166<br />
2006-1-11,32,28,24,24,23,22,100,84,59,1010,1008,1006,10,9,2,34,13,,0.00,6,Rain,138<br />
2006-1-12,32,28,24,25,24,22,94,83,66,1010,1008,1006,10,10,5,21,14,,0.00,5,Rain,154<br />
2006-1-13,31,27,24,24,23,22,100,87,62,1009,1008,1006,10,8,2,23,13,,0.00,6,Rain,155<br />
2006-1-14,32,28,24,24,23,22,100,82,58,1010,1008,1006,10,10,6,24,11,,0.00,5,Rain,145<br />
2006-1-15,31,27,24,25,23,22,94,80,58,1010,1008,1007,10,10,4,26,13,,0.00,5,Rain,139<br />
2006-1-16,31,27,23,24,23,22,100,82,58,1009,1008,1006,10,8,2,27,14,,0.00,6,Rain,154<br />
2006-1-17,29,26,23,24,23,21,100,84,66,1010,1008,1006,10,9,4,21,14,,0.00,5,Rain,164<br />
2006-1-18,32,28,24,23,22,19,94,72,49,1008,1007,1004,10,10,5,24,14,,0.00,4,Rain,136<br />
2006-1-19,33,28,24,23,22,21,89,72,52,1009,1007,1005,10,10,10,29,14,,0.00,3,,139<br />
2006-1-20,33,29,25,24,23,22,84,70,55,1008,1007,1004,10,10,10,32,18,,0.00,1,,142<br />
2006-1-21,33,29,26,26,24,22,100,72,52,1008,1006,1003,10,10,6,29,18,,0.00,2,Rain,144<br />
2006-1-22,31,28,26,26,24,23,94,84,66,1006,1005,1003,10,9,3,27,16,,0.00,5,Rain,149<br />
2006-1-23,31,28,25,25,24,23,94,81,62,1006,1004,1003,10,10,8,19,11,,0.00,5,Rain,116<br />
2006-1-24,30,27,24,26,24,23,100,89,70,1007,1005,1004,10,9,3,14,5,,0.00,5,Rain,95<br />
2006-1-25,27,26,25,25,24,23,100,92,79,1008,1006,1004,10,9,2,21,5,,0.00,6,Rain,123<br />
2006-1-26,30,27,24,25,24,24,100,91,70,1006,1004,1002,10,9,1,14,3,,0.00,6,Rain,121<br />
2006-1-27,31,28,25,26,24,23,100,88,66,1004,1001,999,10,8,1,21,5,,0.00,5,Rain-Thunderstorm,242<br />
2006-1-28,31,27,24,26,24,24,100,90,66,1005,1003,1001,10,9,2,16,8,,0.00,6,Rain,165<br />
2006-1-29,29,27,24,26,24,22,100,92,74,1006,1004,1003,10,8,2,19,6,,0.00,6,Rain,207<br />
2006-1-30,29,27,24,24,24,23,100,88,74,1006,1005,1003,10,10,9,24,10,,0.00,6,Rain,183<br />
2006-1-31,31,27,24,25,24,23,94,82,66,1006,1004,1002,10,10,10,16,6,,0.00,5,Rain,314<br />
2006-2-1,31,27,24,24,23,21,100,78,58,1007,1005,1004,10,10,10,16,6,,0.00,1,,38<br />
2006-2-2,32,27,23,24,22,21,94,76,52,1009,1007,1005,10,10,10,21,6,,0.00,1,,330<br />
2006-2-3,31,27,24,25,23,22,94,80,62,1009,1007,1005,10,9,0,26,6,,0.00,3,Rain,307<br />
2006-2-4,33,28,24,24,23,21,94,74,49,1009,1007,1005,10,10,10,29,8,,0.00,2,,152<br />
2006-2-5,33,29,26,25,23,22,84,71,55,1010,1008,1007,10,10,10,27,16,,0.00,2,,144<br />
2006-2-6,34,30,26,25,23,22,84,70,49,1010,1009,1006,10,10,10,27,13,,0.00,2,,142<br />
2006-2-7,32,28,25,25,24,22,94,75,55,1010,1009,1006,10,10,10,21,8,,0.00,3,,85<br />
2006-2-8,33,29,26,25,23,20,89,70,46,1011,1009,1008,10,10,10,29,13,,0.00,1,,142<br />
2006-2-9,32,28,24,23,22,21,94,69,52,1012,1009,1007,10,10,10,24,13,,0.00,2,Rain,149<br />
2006-2-10,33,29,25,23,22,20,89,69,49,1010,1008,1006,10,10,10,27,13,,0.00,3,,143<br />
2006-2-11,33,28,24,23,21,18,89,67,43,1011,1009,1007,10,10,10,29,14,,0.00,2,,141<br />
2006-2-12,30,27,24,26,23,20,94,82,66,1011,1010,1008,10,10,2,23,11,,0.00,4,Rain,154<br />
2006-2-13,33,29,25,26,24,23,94,77,62,1011,1009,1007,10,10,6,34,18,,0.00,3,Rain,154<br />
2006-2-14,31,28,26,26,25,24,94,87,70,1012,1010,1009,10,9,3,34,14,,0.00,4,Rain-Thunderstorm,162<br />
2006-2-15,32,28,25,26,24,23,94,82,66,1011,1010,1008,10,9,1,35,18,50,0.00,4,Rain,151<br />
2006-2-16,28,27,25,25,24,23,94,89,74,1011,1009,1008,10,9,3,24,14,,0.00,6,Rain,172<br />
2006-2-17,32,28,24,26,23,21,100,80,55,1011,1009,1007,10,9,3,29,14,,0.00,4,Rain-Thunderstorm,150<br />
2006-2-18,32,27,23,24,22,19,94,74,49,1010,1009,1007,10,10,9,24,13,,0.00,5,Rain,140<br />
2006-2-19,32,28,24,24,22,19,94,74,46,1010,1008,1007,10,10,10,23,13,,0.00,6,,135<br />
2006-2-20,32,27,23,24,22,20,94,72,49,1009,1008,1006,10,10,6,32,16,,0.00,3,Rain,150<br />
2006-2-21,31,27,24,25,23,21,100,77,55,1009,1007,1006,10,9,1,32,16,,0.00,2,Rain,150<br />
2006-2-22,31,28,25,26,23,21,89,74,55,1009,1007,1006,10,10,5,32,18,,0.00,2,Rain,156<br />
2006-2-23,27,24,23,25,23,22,100,91,83,1009,1008,1006,10,6,0,27,19,40,0.00,6,Rain-Thunderstorm,171<br />
2006-2-24,31,27,24,23,22,21,94,78,55,1010,1008,1007,10,9,5,34,19,55,0.00,4,Rain,155<br />
2006-2-25,31,27,23,24,23,21,100,85,62,1010,1008,1007,10,8,1,27,16,48,0.00,4,Rain,163<br />
2006-2-26,31,27,23,25,22,21,94,75,55,1010,1008,1007,10,10,8,32,19,,0.00,1,Rain,150<br />
2006-2-27,32,27,23,24,22,21,94,73,52,1010,1008,1007,10,10,10,37,19,,0.00,2,Rain,144<br />
2006-2-28,31,28,25,26,24,23,94,85,74,1010,1009,1007,10,10,4,21,14,,0.00,2,Rain,159<br />
2006-3-1,32,28,24,27,24,23,94,83,70,1010,1008,1006,10,10,10,29,16,,0.00,1,,142<br />
2006-3-2,32,28,25,24,23,23,89,76,59,1010,1009,1007,10,10,10,27,16,,0.00,1,,151<br />
2006-3-3,28,26,24,25,23,22,100,86,78,1011,1010,1008,10,9,1,32,13,,0.00,4,Rain,145<br />
2006-3-4,32,28,24,24,23,22,94,75,55,1012,1010,1008,10,10,8,32,14,,0.00,2,Rain,140<br />
2006-3-5,29,27,25,26,24,23,100,89,74,1011,1009,1007,10,9,0,27,13,,0.00,5,Rain,155<br />
2006-3-6,29,27,24,26,24,22,100,90,79,1009,1008,1006,10,9,5,21,13,,0.00,6,Rain,156<br />
2006-3-7,29,27,25,26,25,24,100,91,79,1010,1008,1007,10,9,4,23,8,,0.00,6,Rain,119<br />
2006-3-8,30,28,25,26,25,24,100,89,74,1012,1010,1008,10,8,1,24,8,,0.00,6,Rain,113<br />
2006-3-9,31,28,25,27,25,24,100,86,70,1013,1012,1010,10,9,2,27,11,,0.00,5,Rain-Thunderstorm,138<br />
2006-3-10,29,27,25,26,24,23,100,89,74,1013,1011,1010,10,9,3,27,13,,0.00,6,Rain,158<br />
2006-3-11,30,27,24,24,23,22,100,85,66,1011,1008,1006,10,8,0,32,18,35,0.00,5,Rain-Thunderstorm,161<br />
2006-3-12,30,27,23,25,23,21,100,87,62,1009,1008,1006,10,6,0,45,23,55,0.00,5,Rain-Thunderstorm,156<br />
2006-3-13,30,27,24,25,23,22,94,84,66,1011,1009,1008,10,8,2,39,23,53,0.00,5,Rain,153<br />
2006-3-14,29,27,24,24,23,21,94,84,66,1011,1009,1008,10,8,4,40,23,48,0.00,6,Rain,156<br />
2006-3-15,30,27,24,22,21,19,89,72,58,1011,1009,1008,10,10,4,32,21,,0.00,5,Rain,144<br />
2006-3-16,31,26,22,21,20,17,88,69,45,1010,1008,1006,10,10,10,27,18,,0.00,6,,148<br />
2006-3-17,31,26,22,21,21,19,88,72,49,1009,1008,1006,10,10,10,24,14,,0.00,3,,143<br />
2006-3-18,31,26,22,22,21,19,94,72,52,1010,1008,1007,10,10,10,29,16,,0.00,4,,143<br />
2006-3-19,32,27,22,24,22,19,94,72,55,1009,1007,1004,10,10,10,27,13,,0.00,5,,157<br />
2006-3-20,29,27,24,26,23,21,94,84,62,1009,1001,990,10,8,3,50,19,84,0.00,7,Rain,318<br />
2006-3-21,31,27,24,25,24,23,94,84,66,1010,1007,1005,10,10,6,24,13,,0.00,5,Rain,151<br />
2006-3-22,29,27,24,25,24,23,100,90,74,1008,1006,1004,10,7,2,29,18,,0.00,6,Rain,154<br />
2006-3-23,30,27,24,24,23,23,100,85,66,1008,1006,1005,10,9,4,29,19,47,0.00,6,Rain,155<br />
2006-3-24,29,27,24,24,23,21,100,86,66,1010,1008,1005,10,8,4,27,16,,0.00,5,Rain,157<br />
2006-3-25,30,27,24,24,22,20,94,77,62,1012,1010,1008,10,10,5,32,18,,0.00,4,Rain,156<br />
2006-3-26,30,28,25,22,21,20,78,71,55,1013,1011,1010,10,10,10,29,18,,0.00,1,Rain,147<br />
2006-3-27,30,27,23,23,21,20,94,76,58,1013,1012,1010,10,9,4,26,16,,0.00,4,Rain,162<br />
2006-3-28,30,27,24,23,22,21,89,76,58,1013,1012,1010,10,10,4,32,19,,0.00,3,Rain,152<br />
2006-3-29,28,26,24,25,24,22,100,91,74,1014,1012,1010,10,7,0,27,16,,0.00,6,Rain,158<br />
2006-3-30,28,26,24,25,24,23,100,91,79,1013,1011,1010,10,8,0,23,16,,0.00,6,Rain,170<br />
2006-3-31,30,27,24,26,24,23,100,91,70,1013,1010,1008,10,8,1,23,11,,0.00,6,Rain,151<br />
2006-4-1,30,28,25,26,24,24,100,87,74,1010,1008,1006,10,10,8,14,8,,0.00,5,Rain,79<br />
2006-4-2,31,27,24,26,24,24,100,86,70,1010,1008,1007,10,10,3,24,8,,0.00,3,Rain,127<br />
2006-4-3,28,27,26,27,25,24,94,91,84,1011,1009,1007,10,8,2,21,13,,0.00,5,Rain,156<br />
2006-4-4,29,27,25,26,25,23,100,90,79,1012,1010,1009,10,8,2,21,8,24,0.00,5,Rain,331<br />
2006-4-5,30,27,24,26,24,24,100,88,74,1012,1010,1008,10,9,2,16,6,,0.00,4,Rain,335<br />
2006-4-6,30,28,25,25,25,24,100,87,74,1011,1009,1006,10,10,6,21,6,,0.00,5,Rain,3<br />
2006-4-7,30,28,25,25,24,24,100,88,74,1009,1008,1006,10,10,5,21,8,,0.00,4,Rain-Thunderstorm,356<br />
2006-4-8,30,28,25,26,24,23,100,85,70,1009,1007,1005,10,9,1,19,5,,0.00,5,Rain-Thunderstorm,61<br />
2006-4-9,30,28,25,26,24,24,100,89,74,1011,1008,1006,10,9,5,14,6,,0.00,5,Rain-Thunderstorm,108<br />
2006-4-10,30,28,25,25,24,23,100,85,70,1012,1010,1009,10,9,4,16,8,,0.00,5,Rain,118<br />
2006-4-11,29,27,24,25,24,22,100,87,70,1013,1011,1009,10,9,4,21,11,,0.00,5,Rain,153<br />
2006-4-12,30,27,24,25,23,22,100,84,66,1012,1011,1009,10,9,3,34,18,,0.00,5,Rain,154<br />
2006-4-13,28,26,24,25,24,23,100,90,79,1012,1011,1009,10,8,1,26,18,,0.00,6,Rain,162<br />
2006-4-14,31,28,25,25,23,2,94,83,22,1013,1011,1009,10,9,2,29,19,,0.00,6,Rain,159<br />
