
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,18,14,11,10,6,-1,74,58,36,1022,1020,1018,16,10,6,11,3,,0.00,4,,319<br />
2001-1-2,22,14,7,11,4,-2,83,56,31,1025,1023,1021,16,14,8,19,6,,0.00,0,,308<br />
2001-1-3,23,16,9,4,0,-7,68,39,14,1026,1024,1023,16,15,13,13,3,,0.00,4,,300<br />
2001-1-4,24,17,10,-1,-5,-8,39,23,13,1023,1021,1019,16,15,11,19,5,,0.00,3,,326<br />
2001-1-5,19,16,13,10,2,-4,64,40,21,1021,1019,1018,16,14,11,11,2,,0.00,4,,195<br />
2001-1-6,19,16,12,14,7,-1,94,62,29,1019,1018,1016,16,13,6,14,5,,0.00,3,,276<br />
2001-1-7,20,15,10,13,9,4,100,75,42,1018,1017,1015,16,9,2,13,3,,0.00,4,,335<br />
2001-1-8,15,13,12,13,11,8,100,90,75,1017,1014,1011,16,8,3,21,6,,7.87,7,Rain,136<br />
2001-1-9,16,13,11,11,10,9,100,84,69,1019,1014,1011,16,10,2,14,8,,8.64,5,Rain,143<br />
2001-1-10,16,13,11,11,9,8,92,78,67,1021,1019,1016,16,13,8,32,13,47,1.78,6,Rain,147<br />
2001-1-11,13,11,10,12,9,7,100,88,80,1017,1015,1013,16,12,3,37,24,60,27.43,7,Rain,111<br />
2001-1-12,12,11,9,9,8,7,93,86,77,1020,1016,1013,16,13,5,26,11,42,20.83,6,Rain,91<br />
2001-1-13,15,11,8,9,7,6,93,76,55,1025,1023,1020,16,15,8,23,5,,0.00,2,,345<br />
2001-1-14,15,11,7,9,7,5,90,79,62,1024,1022,1020,16,13,8,21,3,,0.00,1,,295<br />
2001-1-15,15,12,9,9,6,3,93,69,51,1020,1017,1015,16,12,6,27,8,27,0.00,5,,239<br />
2001-1-16,14,11,7,4,2,-3,76,58,30,1021,1018,1015,16,16,16,23,13,,0.00,2,,353<br />
2001-1-17,15,11,6,2,-1,-8,65,46,20,1025,1023,1021,16,16,16,26,6,,0.00,0,,312<br />
2001-1-18,16,11,6,3,-1,-6,63,47,25,1025,1024,1023,16,16,16,13,3,,0.00,1,,268<br />
2001-1-19,18,12,6,8,2,-6,72,52,19,1025,1023,1021,16,16,11,14,3,,0.00,3,,322<br />
2001-1-20,19,13,8,12,6,0,93,60,28,1023,1022,1021,16,14,10,14,5,,0.00,1,,304<br />
2001-1-21,20,14,8,14,6,0,100,65,28,1024,1022,1021,16,14,5,14,5,,0.00,3,,209<br />
2001-1-22,16,13,10,12,10,8,93,81,64,1022,1020,1018,16,12,8,16,3,,0.00,2,,276<br />
2001-1-23,16,12,9,11,9,6,93,83,64,1024,1022,1020,16,9,6,19,6,,0.00,1,,328<br />
2001-1-24,14,11,8,12,9,7,100,84,72,1025,1023,1021,16,12,5,19,6,,1.52,5,Rain,283<br />
2001-1-25,14,11,8,8,7,2,93,75,44,1028,1025,1023,16,16,16,16,6,,0.00,4,,40<br />
2001-1-26,12,10,8,9,7,5,96,87,71,1022,1016,1012,16,12,5,21,8,,14.22,6,Rain,114<br />
2001-1-27,12,10,7,8,6,5,96,80,66,1016,1012,1010,16,16,13,19,8,,1.02,5,Rain,128<br />
2001-1-28,14,11,8,9,7,5,86,75,62,1025,1021,1016,16,16,14,16,8,,0.00,3,,160<br />
2001-1-29,14,11,9,8,8,7,89,77,64,1026,1024,1022,16,16,13,21,6,,0.00,6,,306<br />
2001-1-30,15,11,8,10,7,3,86,75,58,1023,1022,1020,16,15,11,16,6,,0.00,0,,328<br />
2001-1-31,17,12,7,4,0,-6,63,48,21,1023,1022,1020,16,16,16,21,6,,0.00,0,,314<br />
2001-2-1,18,12,6,6,2,-3,66,49,30,1027,1024,1022,16,16,16,24,6,,0.00,1,,315<br />
2001-2-2,20,13,7,6,1,-3,68,45,22,1026,1024,1022,16,16,11,19,6,,0.00,0,,314<br />
2001-2-3,25,17,9,8,4,0,66,45,20,1022,1020,1017,16,15,11,21,5,,0.00,0,,299<br />
2001-2-4,28,20,12,14,8,4,84,52,29,1021,1019,1017,16,16,13,16,5,,0.00,0,,302<br />
2001-2-5,23,18,13,12,9,6,83,62,33,1018,1016,1014,16,16,14,14,3,,0.00,3,,182<br />
2001-2-6,14,13,12,14,12,8,100,89,67,1014,1013,1012,16,13,6,23,8,,0.00,6,,194<br />
2001-2-7,13,9,6,7,4,1,93,69,43,1013,1011,1009,16,16,13,29,19,37,1.52,6,Rain-Thunderstorm,265<br />
2001-2-8,13,9,6,8,6,4,93,76,57,1022,1017,1011,16,16,16,23,8,,0.00,1,,135<br />
2001-2-9,14,10,7,8,6,3,86,71,57,1024,1022,1020,16,16,13,14,6,,0.00,1,,199<br />
2001-2-10,13,10,7,10,8,5,96,81,64,1019,1017,1016,16,16,13,21,6,,0.25,4,Rain,176<br />
2001-2-11,14,11,8,9,8,7,100,81,60,1020,1018,1017,16,15,10,21,8,,0.76,3,Rain,153<br />
2001-2-12,14,12,11,11,8,6,84,75,64,1017,1013,1006,16,16,16,32,21,48,0.00,7,Rain,135<br />
2001-2-13,14,11,8,9,8,6,96,81,64,1015,1010,1004,16,14,5,39,26,64,14.48,7,Rain,176<br />
2001-2-14,13,10,7,8,6,5,93,78,59,1021,1018,1015,16,16,16,16,8,,0.25,4,Rain,135<br />
2001-2-15,14,11,7,8,7,5,90,76,58,1023,1022,1021,16,16,14,24,5,,0.00,0,,298<br />
2001-2-16,17,12,8,8,6,3,90,63,38,1024,1023,1022,16,15,11,14,3,,0.00,0,,277<br />
2001-2-17,19,14,10,13,7,2,97,68,32,1022,1021,1020,16,15,6,11,3,,0.00,5,,260<br />
2001-2-18,17,13,10,13,11,6,97,86,52,1022,1021,1020,16,11,6,14,5,,0.00,4,,164<br />
2001-2-19,16,13,11,14,12,11,100,91,72,1022,1021,1020,16,14,8,21,8,,0.00,6,Rain,169<br />
2001-2-20,17,14,12,13,12,8,100,88,60,1025,1024,1022,16,15,5,23,8,,0.76,3,Rain,301<br />
2001-2-21,17,13,9,12,10,8,96,82,60,1027,1023,1021,16,16,14,29,6,35,0.00,1,,332<br />
2001-2-22,14,13,12,13,11,6,100,87,66,1020,1017,1015,16,14,11,24,8,35,0.00,6,Rain,300<br />
2001-2-23,12,10,8,9,7,5,96,82,66,1015,1013,1010,16,14,4,26,14,47,9.14,6,Rain,293<br />
