
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,30,28,26,22,21,20,70,66,62,1011,1009,1008,10,10,10,26,16,,0.00,3,,119<br />
2011-1-2,30,28,26,22,21,20,74,67,58,1010,1008,1007,10,10,10,26,18,,0.00,3,,109<br />
2011-1-3,30,28,26,22,21,20,74,67,55,1010,1009,1008,10,10,10,19,13,,0.00,3,,111<br />
2011-1-4,29,27,24,23,22,21,94,79,66,1011,1010,1008,10,9,3,27,16,,0.00,4,Rain,156<br />
2011-1-5,29,27,24,23,21,21,89,72,62,1012,1011,1010,10,10,6,27,16,,0.00,4,Rain,143<br />
2011-1-6,30,28,26,23,21,20,83,68,55,1011,1010,1009,10,10,10,35,23,,0.00,3,,156<br />
2011-1-7,30,28,26,21,20,19,70,64,55,1012,1010,1009,10,10,10,27,21,,0.00,2,,150<br />
2011-1-8,30,28,26,21,21,20,74,66,58,1011,1010,1009,10,10,10,23,16,,0.00,3,,136<br />
2011-1-9,30,28,26,22,21,20,78,67,55,1011,1010,1008,10,10,4,26,18,,0.00,3,Rain,110<br />
2011-1-10,29,27,24,23,22,21,89,75,62,1011,1010,1008,10,9,5,21,13,,0.00,4,Rain,26<br />
2011-1-11,30,27,23,23,22,21,89,74,58,1012,1011,1009,10,10,10,23,10,,0.00,3,,64<br />
2011-1-12,30,28,26,23,23,22,83,73,66,1013,1011,1010,10,10,10,23,18,,0.00,3,,87<br />
2011-1-13,30,28,27,24,22,20,74,68,58,1013,1011,1010,10,10,10,26,19,,0.00,3,,110<br />
2011-1-14,30,28,24,21,20,19,83,65,55,1011,1010,1008,10,10,5,34,19,,0.00,3,Rain,137<br />
2011-1-15,30,27,23,22,21,21,88,72,58,1011,1009,1007,10,10,8,29,11,,0.00,3,,124<br />
2011-1-16,30,28,25,22,21,20,78,66,55,1012,1010,1008,10,10,10,27,14,,0.00,3,,105<br />
2011-1-17,30,28,27,22,21,20,70,66,58,1012,1011,1009,10,10,10,29,16,,0.00,3,,124<br />
2011-1-18,30,28,25,21,21,19,74,65,51,1012,1010,1009,10,10,10,34,18,,0.00,3,,145<br />
2011-1-19,29,27,24,22,21,21,83,71,62,1010,1008,1007,10,10,10,21,14,,0.00,3,,131<br />
2011-1-20,30,27,24,22,22,21,83,71,58,1009,1008,1006,10,10,10,23,10,,0.00,5,,63<br />
2011-1-21,27,24,23,22,22,21,94,82,70,1010,1008,1006,10,9,1,23,10,,0.00,6,Rain,95<br />
2011-1-22,28,26,23,23,22,20,94,84,62,1010,1009,1007,10,9,2,21,6,,0.00,6,Rain,205<br />
2011-1-23,28,26,23,23,22,21,94,84,70,1011,1010,1009,10,8,4,27,8,,0.00,6,Rain,151<br />
2011-1-24,29,26,23,22,22,21,94,80,66,1011,1010,1008,10,9,4,19,6,,0.00,5,Rain,149<br />
2011-1-25,29,26,22,22,21,20,94,77,58,1012,1011,1009,10,9,3,19,10,,0.00,4,Rain,61<br />
2011-1-26,29,26,22,23,22,21,94,76,62,1012,1011,1009,10,10,8,26,10,,0.00,2,,126<br />
2011-1-27,29,27,26,23,22,20,78,71,65,1012,1011,1009,10,10,8,26,18,,0.00,4,,129<br />
2011-1-28,30,27,24,22,21,20,89,72,58,1013,1012,1010,10,9,4,24,16,,0.00,4,Rain,131<br />
2011-1-29,29,27,25,23,22,20,83,71,66,1014,1013,1011,10,10,10,26,13,,0.00,2,,133<br />
2011-1-30,30,28,25,23,22,21,83,73,62,1014,1013,1011,10,10,10,23,16,,0.00,3,,122<br />
2011-1-31,31,28,25,22,22,21,83,69,55,1013,1012,1010,10,10,8,27,14,,0.00,3,,128<br />
2011-2-1,30,28,27,22,22,20,74,68,58,1013,1012,1010,10,10,10,26,19,,0.00,3,,128<br />
2011-2-2,30,28,27,22,22,21,74,68,62,1013,1012,1011,10,10,10,21,16,,0.00,3,,108<br />
2011-2-3,30,28,25,22,22,21,83,70,62,1012,1011,1009,10,10,6,27,18,,0.00,3,,124<br />
2011-2-4,30,28,26,22,21,20,74,67,58,1012,1010,1008,10,10,8,21,18,,0.00,3,,123<br />
2011-2-5,30,28,26,22,21,20,78,66,58,1012,1010,1008,10,10,7,21,16,,0.00,3,,113<br />
