
PET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,15,11,7,8,6,4,87,73,39,1031,1029,1027,10,9,5,21,3,,0.00,6,,79<br />
2014-1-2,22,13,5,7,5,3,87,57,19,1030,1027,1022,14,10,9,21,3,,0.00,5,,263<br />
2014-1-3,18,13,8,9,8,6,88,66,42,1031,1028,1025,14,10,8,23,6,,0.00,7,Rain,313<br />
2014-1-4,19,14,8,8,7,4,87,68,42,1033,1031,1027,10,10,8,16,8,,0.00,6,Rain,68<br />
2014-1-5,18,13,8,9,7,5,87,68,39,1035,1031,1028,14,10,8,23,5,,0.00,6,Rain,247<br />
2014-1-6,21,14,8,9,7,4,82,61,33,1032,1030,1026,14,10,8,26,6,,0.00,5,Rain-Hail,30<br />
2014-1-7,17,13,9,10,8,6,94,73,47,1031,1029,1026,14,10,8,26,5,,4.06,6,Rain,88<br />
2014-1-8,19,14,9,8,7,5,87,64,45,1032,1029,1025,14,10,10,14,3,,0.00,6,Rain,159<br />
2014-1-9,19,14,9,8,7,4,87,66,34,1032,1029,1025,14,10,9,16,5,,0.00,7,Rain,87<br />
2014-1-10,19,14,10,8,7,5,87,63,35,1031,1028,1025,14,10,9,24,5,,0.00,6,Rain,47<br />
2014-1-11,21,14,8,8,6,1,87,55,22,1033,1030,1026,10,10,10,23,5,,0.00,4,,27<br />
2014-1-12,20,14,9,8,5,1,82,60,19,1036,1032,1030,10,10,8,19,5,,0.00,6,Rain-Thunderstorm,80<br />
2014-1-13,18,13,7,8,6,3,81,61,36,1035,1032,1029,14,10,9,26,6,,0.00,5,Rain,100<br />
2014-1-14,21,14,8,7,4,1,82,53,23,1034,1031,1027,14,10,9,24,5,,0.00,6,,41<br />
2014-1-15,21,14,8,7,4,3,82,54,27,1033,1030,1025,14,10,10,16,5,,0.00,5,,17<br />
2014-1-16,16,12,8,8,6,5,82,69,49,1033,1030,1027,10,10,8,16,5,,0.00,6,Rain,61<br />
2014-1-17,17,11,6,8,6,3,87,64,36,1034,1031,1028,14,10,8,23,5,,0.00,6,Rain,288<br />
2014-1-18,19,13,7,9,7,5,87,69,42,1034,1032,1029,10,10,8,24,5,,0.00,6,Rain,254<br />
2014-1-19,20,13,7,8,6,2,93,63,22,1035,1031,1026,14,9,6,21,6,,0.00,6,Rain-Thunderstorm,237<br />
2014-1-20,17,12,7,8,6,5,87,68,40,1034,1031,1027,14,9,4,14,3,,0.00,6,Rain,77<br />
2014-1-21,21,14,8,10,7,3,87,61,29,1032,1029,1025,14,10,10,24,5,,0.00,5,Rain-Thunderstorm,269<br />
2014-1-22,19,12,6,9,6,4,87,63,35,1033,1030,1027,14,10,8,24,6,,0.00,6,Rain-Thunderstorm,201<br />
2014-1-23,18,13,8,9,6,5,93,66,35,1032,1030,1026,14,10,8,24,8,,0.00,6,Rain-Thunderstorm,243<br />
2014-1-24,22,16,8,8,6,2,87,56,22,1032,1029,1025,14,10,9,32,5,50,0.00,5,Rain,264<br />
2014-1-25,22,13,6,7,3,-5,87,50,9,1031,1027,1022,14,10,10,21,3,,0.00,5,,250<br />
