
CAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,30,24,18,17,16,12,77,54,40,1017,1015,1012,10,10,10,27,18,,0.00,4,Rain-Thunderstorm,351<br />
2001-1-2,30,26,22,19,17,15,78,60,43,1017,1016,1014,10,10,10,19,11,,0.00,6,Thunderstorm,338<br />
2001-1-3,25,21,17,17,16,14,94,79,61,1021,1019,1017,10,10,10,24,10,,0.00,6,Rain-Thunderstorm,132<br />
2001-1-4,22,19,17,16,16,14,88,78,64,1021,1020,1018,10,10,10,19,11,,0.00,6,Rain,111<br />
2001-1-5,27,21,16,15,12,10,88,62,39,1021,1019,1017,10,10,10,16,10,,0.00,4,,145<br />
2001-1-6,24,21,18,14,13,11,77,60,44,1019,1018,1017,,,,10,8,,0.00,,,125<br />
2001-1-7,29,22,16,20,13,10,100,62,30,1020,1018,1016,10,10,10,21,8,,0.00,2,,103<br />
2001-1-8,28,22,17,14,13,10,73,56,34,1028,1019,1015,10,10,10,19,8,,0.00,3,,145<br />
2001-1-9,29,22,16,16,14,6,88,62,37,1019,1017,1014,10,10,10,14,11,,0.00,2,,142<br />
2001-1-10,31,24,19,17,15,13,83,59,35,1019,1017,1014,10,10,10,16,6,,0.00,4,Rain,82<br />
2001-1-11,31,24,19,18,16,13,88,67,33,1019,1017,1017,10,10,10,19,10,,0.00,1,,51<br />
2001-1-13,29,23,17,15,13,10,83,57,33,1019,1017,1014,10,10,10,21,8,,0.00,3,,124<br />
2001-1-14,27,23,20,17,16,15,83,65,48,1018,1016,1013,10,10,10,14,10,,0.00,6,,8<br />
2001-1-15,25,21,18,18,17,16,94,82,57,1018,1017,1016,10,10,10,23,8,,0.00,6,Rain,42<br />
2001-1-16,25,21,19,18,17,16,88,74,61,1018,1017,1015,10,10,10,37,8,,0.00,5,Rain-Thunderstorm,336<br />
2001-1-17,27,23,19,15,14,13,78,60,42,1021,1019,1017,10,10,10,23,16,,0.00,2,,126<br />
2001-1-18,24,20,17,18,16,13,88,73,57,1021,1019,1017,10,10,10,23,10,,0.00,5,Rain,90<br />
