
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,31,26,22,18,17,16,73,60,34,1018,1016,1014,19,12,10,27,16,47,1.02,4,Rain-Thunderstorm,314<br />
2013-1-2,25,21,18,19,17,15,88,80,66,1022,1019,1016,19,8,3,34,16,,0.51,6,Rain,160<br />
2013-1-3,20,19,17,17,16,15,88,82,73,1023,1022,1019,19,8,5,24,16,,2.03,7,Rain,140<br />
2013-1-4,24,21,18,18,17,16,88,77,65,1024,1022,1021,19,10,8,26,14,,0.00,6,,133<br />
2013-1-5,30,25,20,20,18,14,88,69,28,1022,1020,1017,19,10,5,24,11,,0.00,5,Thunderstorm,115<br />
2013-1-6,30,26,22,19,18,15,83,67,40,1019,1016,1014,19,10,6,27,11,50,0.00,4,Rain-Thunderstorm,26<br />
2013-1-7,31,26,21,18,16,13,78,49,25,1017,1014,1013,19,13,10,27,13,42,0.00,1,,314<br />
2013-1-8,31,26,22,20,18,16,88,62,40,1017,1015,1013,19,9,2,29,14,,8.89,4,Rain-Thunderstorm,338<br />
2013-1-9,26,23,21,20,19,18,83,76,61,1017,1016,1014,19,11,3,24,13,,76.96,6,Rain,251<br />
2013-1-10,23,20,18,19,17,14,83,80,69,1018,1016,1015,14,8,4,37,14,55,5.08,7,Rain,170<br />
2013-1-11,21,18,16,14,13,11,82,70,55,1017,1016,1015,19,11,7,27,21,,0.00,6,,162<br />
2013-1-12,19,18,16,17,14,12,88,79,67,1018,1016,1014,19,9,2,21,11,,12.95,7,Rain,132<br />
2013-1-13,24,21,17,16,16,15,88,78,57,1020,1019,1017,19,8,4,14,6,,1.02,5,Rain,24<br />
2013-1-14,27,22,18,17,16,15,88,77,43,1020,1018,1016,19,8,2,21,11,39,8.89,6,Rain-Thunderstorm,8<br />
2013-1-15,24,21,18,18,17,16,88,78,65,1017,1015,1012,19,7,2,26,10,34,0.00,6,Rain,39<br />
2013-1-16,24,21,19,18,17,16,88,80,58,1014,1012,1011,18,8,1,27,8,,12.95,6,Rain,123<br />
2013-1-17,26,22,19,18,16,14,88,69,41,1015,1013,1012,19,10,8,27,14,,0.00,5,,335<br />
2013-1-18,28,23,19,20,16,1,88,69,25,1015,1014,1012,19,10,8,32,8,,7.87,4,Rain,196<br />
2013-1-19,26,23,19,18,17,16,88,72,54,1017,1014,1012,19,11,9,26,11,,0.51,5,Rain,138<br />
2013-1-20,24,21,18,17,15,13,88,73,40,1019,1016,1014,19,11,7,32,16,,0.51,6,,162<br />
2013-1-21,21,19,18,16,15,14,83,79,67,1023,1020,1018,19,9,5,27,18,,2.03,7,Rain,147<br />
2013-1-22,23,20,17,16,14,12,83,71,51,1023,1021,1020,19,11,10,27,16,,0.00,5,,136<br />
2013-1-23,26,22,18,18,16,14,83,74,47,1022,1019,1017,19,9,4,23,14,,2.03,7,Rain-Thunderstorm,127<br />
2013-1-24,30,24,19,19,17,16,83,68,32,1018,1015,1012,19,11,5,24,10,40,0.00,5,,57<br />
2013-1-25,29,24,20,20,18,18,88,68,41,1014,1012,1010,19,10,8,27,13,45,0.25,5,Rain-Thunderstorm,341<br />
2013-1-26,22,20,19,19,18,17,88,81,73,1017,1014,1012,19,9,3,24,11,,14.99,7,Rain,265<br />
2013-1-27,22,20,18,18,17,15,88,81,69,1020,1019,1017,14,9,3,24,16,,0.51,7,,131<br />
2013-1-28,21,19,18,17,15,13,83,75,60,1022,1020,1019,19,10,4,23,16,,0.51,7,Rain,126<br />
2013-1-29,22,20,18,17,16,14,88,78,67,1021,1020,1019,10,9,5,24,16,,0.00,8,,138<br />
