
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,6,1,-4,-2,-3,-5,100,75,49,1032,1030,1029,16,15,10,13,6,18,0.00,0,,343<br />
2013-1-2,6,1,-5,-2,-5,-6,92,71,49,1028,1026,1024,16,16,16,29,12,35,0.00,0,Snow,39<br />
2013-1-3,4,0,-5,-1,-4,-6,88,68,48,1025,1023,1022,16,16,16,27,6,35,T,4,Rain,341<br />
2013-1-4,6,3,-1,4,2,-1,100,91,82,1028,1025,1023,16,7,0,13,3,13,T,7,Fog-Rain,298<br />
2013-1-5,4,3,1,1,-1,-2,100,85,70,1024,1023,1022,16,14,8,16,3,21,T,7,Rain,265<br />
2013-1-6,6,3,1,5,2,0,100,90,79,1025,1022,1018,14,7,3,11,2,14,2.29,8,Rain,152<br />
2013-1-7,12,9,6,9,7,5,97,90,74,1023,1019,1016,16,14,8,24,14,29,3.30,8,Rain,189<br />
2013-1-8,12,9,6,9,8,5,100,89,77,1023,1018,1012,16,12,4,29,14,40,3.05,8,Rain,174<br />
2013-1-9,11,5,-1,7,3,-1,100,87,74,1016,1012,1006,16,15,10,34,8,43,3.56,6,Rain,217<br />
2013-1-10,5,2,-2,1,0,-3,100,90,79,1020,1018,1016,16,10,0,14,2,19,1.27,7,Fog-Rain-Snow,272<br />
2013-1-11,4,0,-4,0,-3,-5,100,80,59,1027,1025,1020,16,9,0,14,4,21,0.00,1,Fog,265<br />
2013-1-12,-1,-3,-6,-2,-4,-7,100,94,88,1031,1028,1027,10,2,0,13,1,16,0.00,6,Fog,340<br />
2013-1-13,-2,-2,-3,-3,-4,-5,92,89,85,1034,1032,1030,14,6,0,10,3,11,T,8,Fog-Snow,301<br />
2013-1-14,0,-1,-3,-1,-2,-4,92,89,85,1035,1035,1033,13,5,2,10,2,11,0.51,8,Snow,251<br />
2013-1-15,3,2,0,1,0,-1,100,91,82,1039,1037,1035,16,6,0,16,5,19,0.00,8,Fog,359<br />
2013-1-16,2,1,-1,0,-1,-1,100,95,89,1038,1036,1033,16,5,1,10,2,11,0.00,8,Fog,45<br />
2013-1-17,6,2,-3,1,-2,-4,100,84,67,1033,1030,1027,16,6,1,10,3,14,0.00,5,Fog,333<br />
2013-1-18,6,1,-4,1,-3,-4,100,85,70,1028,1027,1026,16,3,0,8,1,10,0.00,3,Fog,350<br />
2013-1-19,2,-1,-3,1,-2,-5,100,92,84,1028,1027,1025,6,1,0,10,1,11,0.00,5,Fog,311<br />
2013-1-20,6,1,-4,1,-3,-6,100,84,67,1029,1027,1025,16,6,0,8,1,10,0.00,1,Fog,327<br />
2013-1-21,6,0,-6,-2,-5,-7,100,79,57,1026,1024,1022,16,7,0,10,2,11,0.00,2,Fog,281<br />
2013-1-22,6,-1,-7,-2,-4,-7,100,75,49,1022,1019,1015,16,12,5,10,2,11,0.00,0,,296<br />
2013-1-23,2,1,0,1,-1,-4,100,82,64,1024,1017,1014,16,10,4,14,3,14,5.59,8,Rain,308<br />
2013-1-24,4,2,0,3,2,0,100,93,85,1025,1022,1020,8,3,0,23,1,26,3.05,8,Fog-Rain,253<br />
2013-1-25,8,6,3,7,4,3,100,93,86,1021,1018,1015,10,5,1,11,2,13,2.29,8,Rain,316<br />
2013-1-26,7,4,0,4,3,0,100,85,70,1020,1016,1014,16,9,0,19,5,24,4.06,7,Fog-Rain,227<br />
2013-1-27,6,3,1,3,2,1,100,91,82,1022,1020,1018,16,8,0,16,6,21,1.27,8,Fog-Rain,251<br />
2013-1-28,7,4,2,5,3,2,100,95,89,1023,1021,1020,16,11,4,13,3,18,5.84,8,Rain,217<br />
2013-1-29,9,7,4,7,6,4,96,89,82,1032,1028,1023,16,10,3,19,7,26,0.51,8,Rain,179<br />
2013-1-30,11,8,6,7,6,4,93,84,74,1032,1031,1030,16,16,10,23,10,29,0.51,8,Rain,180<br />
