
PET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,21,14,8,8,5,1,82,60,27,1032,1030,1027,10,10,8,24,6,,0.00,5,Rain,32<br />
2013-1-2,19,13,7,7,5,4,87,59,25,1035,1031,1026,14,10,7,27,6,,0.00,6,Rain-Thunderstorm,63<br />
2013-1-3,20,13,7,8,6,3,87,66,22,1035,1032,1028,14,10,9,29,5,48,0.00,6,Rain,87<br />
2013-1-4,21,14,8,7,6,3,87,55,21,1034,1032,1027,14,10,10,23,5,,0.00,6,Rain,29<br />
2013-1-5,16,11,7,8,6,5,93,76,56,1036,1033,1029,10,9,8,,,,0.00,6,Rain,-1<br />
2013-1-6,18,13,8,8,6,3,87,63,37,1032,1029,1026,14,10,10,,,,0.00,5,Rain,-1<br />
2013-1-7,19,13,7,8,6,4,87,68,34,1032,1030,1026,14,10,8,,,,0.00,5,Rain-Thunderstorm,-1<br />
2013-1-8,16,12,7,8,6,4,93,71,52,1035,1031,1028,10,10,8,14,6,,0.00,6,Rain-Thunderstorm,73<br />
2013-1-9,19,12,4,8,6,3,93,67,36,1034,1032,1028,14,10,8,26,8,,0.00,4,,6<br />
2013-1-10,19,12,4,8,6,3,87,60,27,1034,1031,1028,14,10,10,34,6,,0.00,4,Rain,36<br />
2013-1-11,18,13,8,9,6,5,87,63,32,1034,1030,1025,10,10,6,14,3,,0.00,5,Rain,321<br />
2013-1-12,19,13,8,19,7,5,100,68,37,1043,1028,1025,10,10,8,23,6,,0.00,6,Rain,340<br />
2013-1-13,18,12,7,8,6,4,87,68,36,1032,1030,1028,14,10,8,21,3,,0.00,6,Rain,335<br />
2013-1-14,18,13,9,8,7,5,87,67,45,1033,1030,1026,14,10,9,26,6,,0.00,6,Rain,95<br />
2013-1-15,19,14,9,8,6,5,82,60,31,1031,1028,1024,14,10,10,19,5,,0.00,6,Rain,17<br />
2013-1-16,18,13,9,8,6,2,87,61,28,1030,1028,1025,10,10,10,24,5,,0.00,5,Rain,83<br />
2013-1-17,17,12,8,8,6,4,87,70,45,1034,1030,1028,10,10,8,21,6,,0.00,6,Rain,75<br />
2013-1-18,20,14,8,8,6,3,87,68,26,1034,1031,1028,14,10,8,27,5,,0.00,6,Rain,132<br />
2013-1-19,19,13,8,8,6,4,87,68,37,1035,1032,1027,14,10,7,14,3,,0.00,6,Rain,281<br />
2013-1-20,21,14,8,8,6,2,82,55,21,1033,1029,1025,14,10,10,19,5,,0.00,4,,348<br />
2013-1-21,19,14,9,8,6,3,87,69,31,1035,1031,1028,10,10,8,26,8,47,0.00,6,Rain-Thunderstorm,154<br />
2013-1-22,13,10,6,6,4,3,82,65,46,1036,1034,1030,10,10,9,14,3,,0.00,7,Rain,311<br />
2013-1-23,21,14,8,8,5,2,87,59,30,1037,1033,1029,10,10,9,24,6,,0.00,6,Rain,110<br />
2013-1-24,19,13,7,7,5,3,87,59,33,1034,1032,1029,10,10,9,24,5,,0.00,6,,86<br />
2013-1-25,19,13,7,7,5,3,87,63,35,1035,1032,1029,10,10,8,24,5,,0.00,5,Rain,320<br />
2013-1-26,22,13,5,8,5,2,87,57,25,1034,1031,1026,10,10,10,27,6,,0.00,3,,43<br />
2013-1-27,21,14,8,8,6,4,93,60,26,1035,1033,1030,10,10,8,24,8,,0.00,6,Rain,13<br />
2013-1-28,21,14,7,8,5,2,87,54,22,1036,1033,1028,14,10,10,23,6,40,0.00,4,,62<br />
2013-1-29,20,14,9,7,6,3,82,55,28,1035,1032,1028,14,10,10,23,6,,0.00,4,,42<br />
2013-1-30,18,13,9,10,7,5,87,69,42,1034,1032,1028,10,10,5,24,8,40,0.00,6,Rain,87<br />
2013-1-31,20,14,9,9,7,5,87,67,42,1032,1029,1026,10,10,9,24,6,,0.00,6,Rain-Thunderstorm,88<br />
2013-2-1,21,14,8,7,6,3,87,61,33,1033,1030,1025,10,10,8,34,6,52,0.00,6,Rain,87<br />
2013-2-2,20,14,8,9,7,4,88,69,40,1036,1032,1027,14,10,9,16,5,,0.00,6,Rain-Thunderstorm,107<br />
2013-2-3,18,13,8,9,7,5,94,70,39,1033,1030,1026,10,10,6,24,5,,0.00,6,Rain,122<br />
