
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,29,27,24,26,25,24,100,92,79,1008,1007,1005,10,8,5,16,8,,0.00,5,Rain-Thunderstorm,288<br />
2000-1-2,30,27,23,27,25,23,100,93,79,1008,1007,1005,10,8,6,21,8,,0.00,5,Rain,263<br />
2000-1-3,29,27,24,26,25,24,100,94,84,1009,1007,1005,10,7,5,21,8,,0.00,5,Rain,258<br />
2000-1-4,30,27,24,26,25,24,100,91,74,1010,1008,1005,10,7,4,19,6,,0.00,5,Rain-Thunderstorm,260<br />
2000-1-5,31,27,24,26,24,24,100,89,70,1011,1009,1006,10,7,4,19,11,,0.00,6,Rain-Thunderstorm,230<br />
2000-1-6,32,28,24,26,24,23,100,89,66,1010,1009,1006,10,7,2,21,10,40,0.00,5,Rain-Thunderstorm,231<br />
2000-1-7,30,27,23,26,24,23,100,94,70,1010,1008,1007,10,7,5,16,8,,0.00,6,Rain-Thunderstorm,248<br />
2000-1-8,29,27,24,26,24,23,100,93,79,1011,1009,1007,10,8,4,16,5,,0.00,6,Thunderstorm,348<br />
2000-1-9,30,27,23,26,24,23,100,92,74,1011,1009,1007,10,7,2,23,8,,0.00,5,Rain,258<br />
2000-1-10,31,27,23,26,24,23,100,88,70,1010,1008,1006,10,9,5,19,8,,0.00,3,Thunderstorm,296<br />
2000-1-11,30,27,24,26,25,24,100,92,74,1009,1008,1006,10,7,4,13,5,,0.00,5,Rain-Thunderstorm,245<br />
2000-1-12,32,27,22,26,24,21,100,89,70,1009,1008,1005,10,6,4,19,5,,0.00,4,Rain-Thunderstorm,174<br />
2000-1-13,31,26,22,27,24,22,100,88,70,1009,1007,1005,10,8,4,19,5,,0.00,5,,100<br />
2000-1-14,28,27,25,25,24,24,100,92,79,1009,1007,1005,10,7,4,16,5,,0.00,6,Rain,303<br />
2000-1-15,30,27,24,26,25,24,100,90,74,1010,1008,1006,10,8,4,23,8,,0.00,5,Thunderstorm,287<br />
2000-1-16,31,28,25,26,25,24,100,90,74,1011,1009,1006,10,8,3,24,8,,0.00,5,Thunderstorm,259<br />
2000-1-17,28,26,23,25,24,23,100,93,79,1012,1009,1006,10,8,2,24,16,,0.00,6,Rain,253<br />
2000-1-18,28,26,23,25,24,23,100,95,84,1010,1009,1007,8,7,5,26,14,,0.00,6,Rain,281<br />
2000-1-19,30,27,23,25,24,22,100,88,70,1011,1009,1007,10,8,5,27,11,,0.00,6,,251<br />
2000-1-20,28,26,24,26,24,24,100,95,84,1012,1009,1007,9,7,4,19,8,,0.00,7,Rain-Thunderstorm,264<br />
2000-1-21,30,27,23,25,24,23,100,90,74,1011,1010,1008,10,8,5,27,11,,0.00,5,,304<br />
2000-1-22,30,28,24,25,24,23,100,83,70,1011,1009,1007,10,8,6,24,14,,0.00,6,,300<br />
2000-1-23,31,27,23,26,24,23,100,85,66,1010,1008,1006,10,8,5,21,6,,0.00,5,,301<br />
2000-1-24,30,28,25,26,26,24,100,90,79,1010,1008,1007,10,8,3,24,10,,0.00,6,,311<br />
2000-1-25,30,28,25,26,26,25,100,92,79,1009,1008,1006,10,8,4,23,5,,0.00,5,,323<br />
2000-1-26,28,26,23,26,24,23,100,95,89,1010,1008,1007,10,7,4,40,10,64,0.00,6,Rain,252<br />
2000-1-27,29,27,24,26,24,24,100,94,79,1011,1009,1007,10,6,4,23,16,,0.00,7,Rain-Thunderstorm,305<br />
2000-1-28,30,27,24,26,25,24,100,88,74,1011,1010,1007,10,8,4,23,8,,0.00,5,,303<br />
2000-1-29,30,28,24,26,25,24,100,87,74,1012,1010,1008,10,8,5,21,10,,0.00,5,Rain-Thunderstorm,334<br />
2000-1-30,28,26,24,26,25,24,100,94,84,1013,1011,1008,8,6,4,16,8,42,0.00,7,Rain-Thunderstorm,316<br />
2000-1-31,28,26,24,26,25,23,100,93,84,1013,1011,1009,10,8,3,19,10,,0.00,7,Rain,325<br />
2000-2-1,29,27,24,26,25,24,100,91,79,1012,1010,1008,10,7,4,23,10,,0.00,6,Rain,297<br />
2000-2-2,30,27,24,26,24,24,100,91,79,1012,1010,1008,10,8,3,24,11,,0.00,6,Rain-Thunderstorm,283<br />
2000-2-3,29,26,23,25,24,23,100,97,79,1012,1010,1008,9,6,5,29,16,,0.00,7,Rain,267<br />
2000-2-4,30,27,23,26,24,23,100,91,70,1012,1009,1006,10,8,5,27,13,,0.00,7,Rain,265<br />
2000-2-5,30,27,23,26,24,23,100,86,66,1010,1008,1006,10,9,5,19,6,,0.00,3,,289<br />
2000-2-6,29,27,24,26,25,24,100,96,79,1010,1008,1007,10,7,3,19,8,,0.00,5,Rain-Thunderstorm,246<br />
2000-2-7,28,26,23,25,24,23,100,96,84,1010,1008,1007,10,7,5,14,10,,0.00,6,Rain,235<br />
2000-2-8,27,26,24,26,24,24,100,97,89,1009,1008,1006,10,8,5,21,11,,0.00,6,Rain,251<br />
2000-2-9,28,26,23,26,24,23,100,92,79,1010,1008,1006,10,8,4,21,13,24,0.00,6,Rain,248<br />
2000-2-10,30,27,23,25,23,22,100,88,70,1010,1009,1007,10,8,5,34,11,,0.00,6,,246<br />
2000-2-11,29,26,23,26,25,23,100,92,84,1011,1009,1007,10,8,4,24,8,,0.00,6,Rain,343<br />
2000-2-12,30,27,23,26,25,23,100,89,79,1010,1008,1005,10,8,3,19,6,,0.00,6,Rain,313<br />
2000-2-13,29,27,24,25,24,24,100,91,79,1010,1008,1005,10,9,6,13,6,,0.00,5,Rain,314<br />
2000-2-14,31,27,24,26,25,24,100,88,66,1009,1007,1005,10,8,5,19,8,,0.00,5,,302<br />
2000-2-15,31,28,25,26,25,23,100,88,66,1010,1008,1006,10,8,4,13,5,,0.00,4,,309<br />
2000-2-16,30,27,24,26,25,24,100,88,74,1009,1008,1006,10,9,5,19,8,,0.00,5,Rain,309<br />
2000-2-17,32,27,23,26,24,23,100,83,66,1009,1008,1005,10,8,4,24,10,37,0.00,2,,253<br />
2000-2-18,31,27,24,26,25,24,100,89,70,1009,1008,1006,10,7,5,26,13,,0.00,4,Rain,276<br />
2000-2-19,31,26,22,26,25,22,100,90,70,1012,1009,1006,10,7,3,23,6,,0.00,5,Rain-Thunderstorm,299<br />
2000-2-20,29,26,23,25,24,23,100,91,79,1011,1009,1007,10,8,5,13,5,,0.00,6,Rain,319<br />
2000-2-21,30,28,25,26,25,24,100,89,74,1011,1009,1007,10,9,5,14,5,,0.00,5,,336<br />
2000-2-22,31,27,24,27,25,24,100,88,66,1011,1009,1007,10,8,4,14,5,,0.00,3,,267<br />
2000-2-23,25,,25,25,25,25,100,100,100,1010,1010,1010,6,6,6,6,6,,0.00,6,,220<br />
2000-3-28,26,,26,26,26,26,100,100,100,1011,1011,1011,7,7,7,6,6,,0.00,6,,190<br />
2000-3-29,31,28,25,26,25,24,100,87,70,1012,1010,1007,10,7,5,14,6,,0.00,4,,310<br />
2000-3-30,34,29,24,27,25,23,100,83,56,1011,1008,1005,10,8,6,19,8,,0.00,5,Thunderstorm,260<br />
2000-3-31,32,28,25,27,26,24,100,87,62,1009,1007,1005,10,8,6,19,10,34,0.00,6,,261<br />
2000-4-1,32,28,25,26,25,24,100,88,66,1009,1007,1004,9,7,5,13,6,,0.00,6,Thunderstorm,220<br />
2000-4-2,33,29,25,27,26,25,100,88,63,1010,1008,1005,9,7,5,19,10,,0.00,5,Thunderstorm,233<br />
2000-4-3,33,28,24,26,25,24,100,89,62,1010,1008,1006,10,8,5,19,8,,0.00,5,Rain-Thunderstorm,215<br />
2000-4-4,33,28,24,28,25,24,100,89,63,1010,1008,1005,10,8,5,19,10,,0.00,6,,249<br />
2000-4-5,34,29,24,28,26,24,100,86,59,1010,1007,1004,10,7,5,19,11,37,0.00,4,Rain,240<br />
2000-4-6,31,28,25,27,26,25,100,91,70,1009,1008,1006,10,8,6,21,8,,0.00,6,Thunderstorm,249<br />
2000-4-7,30,28,24,26,24,23,100,89,74,1011,1009,1007,10,9,6,27,14,,0.00,5,,259<br />
2000-4-8,31,27,24,26,24,23,100,86,62,1010,1008,1006,10,9,6,29,14,,0.00,6,,267<br />
2000-4-9,31,27,24,26,25,24,100,86,70,1009,1007,1005,8,8,7,19,10,34,0.00,5,Rain-Thunderstorm,267<br />
2000-4-10,33,29,26,26,24,24,94,80,62,1010,1008,1005,10,8,5,26,14,,0.00,5,,238<br />
2000-4-11,33,29,25,26,24,24,94,81,59,1010,1008,1006,10,9,6,19,13,,0.00,6,,216<br />
2000-4-12,35,29,24,25,23,22,100,75,49,1010,1008,1005,10,8,7,24,8,,0.00,5,Thunderstorm,240<br />
