
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,23,18,13,13,10,8,77,60,41,1022,1020,1019,10,10,10,26,13,,0.00,3,,292<br />
2006-1-2,22,17,12,10,6,2,77,51,29,1024,1021,1020,,,,26,19,,0.00,,,62<br />
2006-1-3,24,17,10,9,7,4,76,55,27,1023,1021,1019,,,,24,13,,0.00,,,78<br />
2006-1-4,24,17,10,11,7,2,71,53,25,1023,1021,1019,,,,27,14,,0.00,,,63<br />
2006-1-5,25,18,10,10,6,1,63,48,21,1024,1021,1019,6,6,6,29,16,,0.00,1,,60<br />
2006-1-6,25,18,10,9,5,-5,71,50,14,1023,1021,1018,,,,29,16,,0.00,,,56<br />
2006-1-7,24,17,10,10,3,-2,62,46,18,1021,1019,1017,10,10,10,14,11,,0.00,1,,79<br />
2006-1-8,25,18,12,6,3,0,55,38,19,1019,1016,1015,,,,23,10,,0.00,,,141<br />
2006-1-9,25,19,14,7,4,2,52,39,26,1017,1015,1014,,,,19,10,,0.00,,,117<br />
2006-1-10,27,20,14,10,7,2,72,48,20,1019,1016,1015,,,,21,13,,0.00,,,89<br />
2006-1-11,28,21,14,14,9,7,77,54,28,1019,1016,1014,,,,19,13,,0.00,,,113<br />
2006-1-12,28,21,15,16,11,9,73,54,32,1018,1015,1013,8,8,8,27,14,,0.00,0,,131<br />
2006-1-13,29,22,16,13,11,9,64,50,35,1017,1014,1012,,,,24,14,,0.00,,,138<br />
2006-1-14,32,24,18,20,14,9,88,61,29,1012,1010,1008,10,4,1,35,21,,0.00,4,,204<br />
2006-1-15,22,20,19,16,13,11,78,63,50,1016,1014,1012,10,10,10,26,18,,0.00,5,,322<br />
2006-1-16,22,19,17,12,10,7,64,55,38,1018,1016,1015,10,10,10,29,18,,0.00,3,,314<br />
2006-1-17,21,18,16,11,10,8,68,57,43,1019,1017,1016,,,,29,16,,0.00,,,318<br />
2006-1-18,21,19,17,11,10,8,64,58,46,1022,1019,1018,10,9,7,35,18,,0.00,4,,332<br />
2006-1-19,20,18,16,10,8,5,63,54,37,1024,1022,1020,10,10,10,34,19,,0.00,2,,321<br />
2006-1-20,21,18,15,9,8,7,67,55,40,1024,1023,1021,,,,27,16,,0.00,,,320<br />
2006-1-21,21,16,11,12,9,7,77,67,46,1023,1021,1018,10,10,10,13,8,,0.00,2,,241<br />
2006-1-22,22,17,12,13,11,9,82,66,46,1022,1020,1019,10,9,6,29,13,,0.00,4,,284<br />
2006-1-23,21,19,17,14,12,10,82,65,53,1023,1021,1020,10,8,6,21,14,,0.00,4,,308<br />
2006-1-24,21,17,13,13,12,10,94,75,56,1023,1021,1020,8,6,4,16,10,,0.00,2,,280<br />
2006-1-25,24,17,11,14,11,6,94,73,31,1023,1021,1018,8,7,3,26,10,,0.00,0,,98<br />
2006-1-26,27,19,12,13,9,5,88,59,24,1022,1020,1018,8,7,4,21,13,34,0.00,1,,122<br />
2006-1-27,28,21,14,12,10,8,72,51,30,1020,1018,1016,,,,26,14,,0.00,,,133<br />
2006-1-28,27,22,17,18,12,9,94,60,32,1017,1016,1014,6,6,6,21,14,,0.00,2,,233<br />
2006-1-29,23,20,17,18,16,13,94,78,61,1018,1016,1014,10,6,4,23,10,,0.00,3,,286<br />
2006-1-30,20,18,17,13,11,8,73,61,52,1019,1017,1015,10,10,10,29,19,,0.00,3,Rain,320<br />
2006-1-31,20,17,13,11,9,7,72,61,52,1022,1020,1019,10,10,10,19,10,,0.00,4,,319<br />
2006-2-1,24,18,12,13,11,8,82,65,41,1023,1021,1019,,,,21,8,,0.00,,,42<br />
