
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,25,21,18,21,19,17,94,90,74,1011,1007,1002,10,7,4,34,21,,0.00,5,Rain-Thunderstorm,58<br />
2011-1-2,25,22,19,19,18,17,94,80,65,1018,1009,1004,10,9,3,48,27,66,0.00,4,Fog,244<br />
2011-1-3,24,21,18,18,17,15,94,79,61,1023,1021,1018,10,10,6,29,18,,0.00,3,,129<br />
2011-1-4,24,21,18,18,17,17,94,83,69,1022,1019,1017,10,10,8,45,26,64,0.00,6,,76<br />
2011-1-5,23,21,19,20,19,18,94,90,78,1018,1017,1016,10,9,5,39,31,61,0.00,6,Rain,75<br />
2011-1-6,24,21,19,19,18,17,94,84,69,1016,1013,1010,10,10,5,47,27,69,0.00,4,,76<br />
2011-1-7,25,21,17,17,17,15,94,79,57,1011,1007,1004,9,8,8,35,23,,0.00,1,,62<br />
2011-1-8,23,19,15,18,16,14,100,86,65,1006,1005,1004,10,5,1,37,19,,0.00,5,Fog,229<br />
2011-1-9,25,22,19,19,18,16,94,77,57,1011,1007,1006,10,10,5,39,18,,0.00,4,,242<br />
2011-1-10,24,20,17,19,16,11,94,77,50,1020,1015,1010,10,10,10,50,29,71,0.00,4,Rain,237<br />
2011-1-11,23,20,17,16,15,13,94,73,53,1021,1020,1019,10,10,8,21,10,,0.00,7,Rain,77<br />
2011-1-12,24,21,17,18,16,15,94,79,61,1020,1014,1009,10,10,10,45,19,64,0.00,5,,75<br />
2011-1-13,27,22,17,21,19,16,100,82,65,1013,1011,1008,10,9,2,32,19,,0.00,4,,191<br />
2011-1-14,25,21,17,20,18,16,94,85,69,1016,1009,1005,10,9,4,37,18,53,0.00,5,Fog-Rain,238<br />
2011-1-15,25,20,15,18,16,13,100,77,50,1017,1014,1010,10,10,10,35,13,,0.00,1,,75<br />
2011-1-16,26,21,16,17,16,15,94,73,51,1016,1010,1007,10,10,10,69,24,89,0.00,3,,249<br />
2011-1-17,23,20,18,17,15,11,94,71,47,1018,1016,1015,10,10,9,29,19,,0.00,7,,111<br />
2011-1-18,26,22,18,19,17,16,94,79,61,1014,1009,1005,10,9,7,27,23,,0.00,4,,81<br />
2011-1-19,26,22,19,20,18,16,94,81,65,1010,1007,1004,10,8,3,32,24,,0.00,6,Fog,235<br />
2011-1-20,22,20,19,18,16,13,94,79,60,1018,1014,1010,10,9,5,39,23,,0.00,6,Rain,206<br />
