
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,30,27,23,24,23,22,94,84,66,1011,1009,1006,10,8,4,14,5,,0.00,4,Rain,330<br />
2009-1-2,30,27,23,24,23,22,100,82,59,1012,1009,1007,11,9,5,19,5,,8.89,5,Rain,194<br />
2009-1-3,31,27,23,24,23,22,97,85,58,1013,1010,1007,14,7,3,21,5,,39.12,5,Rain-Thunderstorm,344<br />
2009-1-4,31,27,22,25,23,22,95,82,57,1012,1010,1007,14,9,4,14,5,,4.06,4,Rain-Thunderstorm,321<br />
2009-1-5,31,27,23,24,23,22,95,81,54,1011,1009,1006,10,8,6,14,2,,8.89,4,Rain-Thunderstorm,11<br />
2009-1-6,32,27,22,24,23,21,94,78,54,1012,1010,1007,10,8,5,11,2,,0.00,3,Rain,48<br />
2009-1-7,31,27,22,24,23,23,94,81,61,1019,1011,1008,10,6,3,11,2,,0.00,4,Thunderstorm,316<br />
2009-1-8,31,27,23,25,23,21,94,76,54,1015,1012,1009,10,8,5,19,3,,0.00,4,,326<br />
2009-1-9,29,26,23,24,22,21,94,79,63,1015,1013,1010,10,7,5,19,6,,0.00,5,Rain,282<br />
2009-1-10,29,26,23,25,21,19,94,74,49,1015,1012,1010,10,8,6,34,5,,0.51,5,Rain,331<br />
2009-1-11,30,26,21,23,21,19,94,76,53,1014,1012,1009,8,7,5,19,3,,0.00,4,,332<br />
2009-1-12,29,25,21,23,22,20,94,77,55,1016,1013,1011,8,7,4,19,10,,2.03,5,Rain,297<br />
2009-1-13,31,26,22,24,22,21,94,78,55,1016,1014,1011,7,5,3,14,6,,0.00,4,Rain,298<br />
2009-1-14,31,27,22,24,22,21,94,77,51,1015,1014,1011,8,6,4,23,5,,12.95,4,Rain,307<br />
2009-1-15,27,24,23,23,22,21,94,88,73,1016,1014,1012,7,5,2,14,5,,13.97,6,Rain-Thunderstorm,241<br />
2009-1-16,28,24,21,23,22,19,94,80,60,1016,1013,1011,8,6,5,14,3,,0.00,4,Rain,288<br />
2009-1-17,31,26,21,23,22,21,96,79,49,1014,1012,1009,10,7,4,14,3,,2.03,4,Rain,35<br />
2009-1-18,31,27,22,24,23,11,94,78,29,1013,1011,1008,10,6,3,21,3,,0.00,4,,77<br />
2009-1-19,32,28,24,24,23,21,94,76,45,1012,1010,1007,6,5,3,19,3,,0.00,4,Rain,54<br />
2009-1-20,30,27,24,24,23,23,94,82,68,1012,1010,1007,6,5,3,14,2,,1.02,5,Rain,300<br />
2009-1-21,31,27,24,24,23,20,94,80,53,1012,1010,1008,10,6,3,13,5,,9.91,5,Rain,291<br />
2009-1-22,31,27,23,24,22,7,94,77,24,1011,1009,1006,11,7,3,11,3,,0.00,5,,343<br />
2009-1-23,31,27,23,28,23,21,94,77,55,1010,1008,1006,8,6,5,14,6,,0.00,4,,204<br />
