
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,26,19,13,18,15,11,94,77,44,1017,1014,1013,3,1,0,10,2,,0.00,0,Fog,167<br />
2005-1-2,28,21,15,20,18,15,100,86,58,1017,1014,1012,4,1,0,10,2,,0.00,1,Fog,203<br />
2005-1-3,28,22,17,20,18,17,100,81,54,1016,1013,1012,4,1,0,10,2,,0.00,1,Fog,309<br />
2005-1-4,26,22,19,19,18,15,100,82,51,1018,1016,1013,3,1,1,11,3,,0.00,3,Fog,355<br />
2005-1-5,25,20,16,18,14,11,100,76,41,1019,1016,1014,4,2,1,13,5,,0.00,0,Fog,3<br />
2005-1-6,25,20,15,14,12,8,94,67,34,1018,1015,1012,5,2,1,14,3,,0.00,0,Fog,350<br />
2005-1-7,24,19,14,14,11,8,94,66,36,1018,1014,1012,5,2,1,19,3,,0.00,0,Fog,338<br />
2005-1-8,24,19,14,13,11,8,94,68,36,1017,1014,1012,6,2,1,16,5,,0.00,0,Fog,351<br />
2005-1-9,25,18,12,13,11,10,100,69,41,1016,1013,1010,4,2,1,14,3,,0.00,0,Fog,321<br />
2005-1-10,26,19,12,16,14,11,100,77,44,1014,1011,1009,4,2,1,10,2,,0.00,0,Fog,157<br />
2005-1-11,21,19,17,21,18,15,100,94,83,1013,1011,1009,3,2,1,16,8,,0.00,6,Fog-Rain,79<br />
2005-1-12,21,18,15,17,16,14,100,90,73,1018,1015,1013,3,2,0,13,8,,0.00,3,Fog,6<br />
2005-1-13,23,18,13,18,14,10,100,84,44,1017,1014,1012,4,1,0,11,3,,0.00,0,Fog,336<br />
2005-1-14,24,18,13,15,13,11,100,76,44,1015,1013,1010,3,1,0,16,2,,0.00,0,Fog,338<br />
2005-1-15,25,18,12,15,13,9,100,74,36,1016,1013,1011,4,2,0,13,2,,0.00,1,Fog,335<br />
2005-1-16,26,20,14,15,12,9,94,68,34,1016,1014,1012,4,1,0,10,2,,0.00,1,Fog,326<br />
2005-1-17,27,19,12,17,13,11,100,73,37,1016,1013,1011,4,1,0,10,2,,0.00,0,Fog,169<br />
2005-1-18,25,19,14,17,14,13,94,73,50,1016,1013,1011,4,2,1,13,3,,0.00,1,Fog,59<br />
2005-1-19,24,20,16,16,16,15,94,75,57,1017,1014,1012,4,2,1,13,6,,0.00,3,Fog-Rain,1<br />
2005-1-20,23,18,14,14,12,9,94,67,41,1020,1017,1016,5,3,1,11,5,,0.00,0,,347<br />
2005-1-21,23,17,11,12,9,7,94,64,36,1022,1019,1017,5,3,1,11,5,,0.00,1,,17<br />
2005-1-22,23,18,13,12,11,9,77,58,44,1021,1017,1014,5,3,1,14,8,,0.00,2,,359<br />
2005-1-23,24,21,18,14,13,11,77,61,44,1016,1014,1012,5,3,2,10,6,,0.00,5,,30<br />
2005-1-24,22,18,15,15,14,13,94,78,60,1017,1015,1013,3,2,1,13,5,,0.00,4,Fog,346<br />
2005-1-25,23,18,13,14,13,11,94,73,50,1018,1014,1012,5,3,1,11,6,,0.00,0,Fog,339<br />
2005-1-26,24,19,14,13,12,10,88,70,44,1014,1011,1010,4,2,1,13,5,,0.00,1,Fog,342<br />
2005-1-27,25,19,13,16,13,11,94,73,44,1015,1011,1003,3,2,1,11,2,,0.00,2,Fog,41<br />
2005-1-28,23,19,15,17,16,13,94,83,53,1015,1013,1011,2,1,0,11,3,,0.00,4,Fog-Rain,337<br />
2005-1-29,24,20,17,16,16,15,94,82,61,1015,1012,1011,3,1,0,10,3,,0.00,3,Fog,338<br />
2005-1-30,25,20,16,16,15,14,94,75,54,1017,1014,1013,4,2,1,19,6,,0.00,3,Fog,353<br />
2005-1-31,27,21,15,16,14,13,94,69,42,1016,1014,1012,5,2,1,13,5,,0.00,2,,347<br />
2005-2-1,21,19,17,16,14,13,94,78,60,1017,1014,1012,4,3,1,14,10,,0.00,3,Rain,342<br />
2005-2-2,24,19,15,15,13,12,94,71,47,1017,1015,1013,5,3,1,19,8,,0.00,1,,328<br />
2005-2-3,23,17,12,13,10,8,94,67,38,1018,1016,1014,5,2,1,14,5,,0.00,0,Fog,350<br />
2005-2-4,24,18,12,13,11,8,88,65,36,1018,1015,1012,4,2,1,11,5,,0.00,0,Fog,336<br />
2005-2-5,27,19,12,14,12,9,94,67,34,1017,1013,1011,4,2,1,8,0,,0.00,0,Fog,325<br />
2005-2-6,29,22,15,17,16,14,94,69,45,1016,1013,1011,4,2,0,11,3,,0.00,1,Fog,187<br />
2005-2-7,29,23,17,19,18,15,94,76,55,1018,1016,1014,4,2,0,13,3,,0.00,2,Fog,287<br />
2005-2-8,29,23,18,17,15,14,83,64,42,1019,1016,1014,4,2,1,11,3,,0.00,1,,356<br />
2005-2-9,29,23,18,19,17,15,94,71,42,1019,1016,1014,4,2,1,10,2,,0.00,0,Fog,350<br />
2005-2-10,29,23,18,18,16,13,94,65,39,1019,1016,1014,5,3,1,13,3,,0.00,0,Fog,336<br />
