
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,1,-3,-7,-5,-8,-11,69,61,42,1027,1022,1017,24,24,24,34,23,47,0.00,4,Snow,285<br />
2013-1-2,-2,-9,-17,-9,-13,-18,85,67,45,1028,1024,1017,24,24,24,26,14,,0.00,5,,188<br />
2013-1-3,0,-7,-13,-10,-13,-14,79,63,40,1021,1019,1016,24,24,24,13,10,,0.00,4,,202<br />
2013-1-4,-6,-11,-16,-9,-13,-19,92,83,71,1022,1020,1018,24,24,24,16,6,,0.00,5,,198<br />
2013-1-5,-3,-10,-17,-9,-10,-15,86,76,61,1024,1020,1013,24,24,24,21,13,,0.00,5,,189<br />
2013-1-6,-1,-6,-11,-2,-7,-12,93,80,62,1012,1007,1006,24,19,1,29,13,42,0.51,7,Snow,260<br />
2013-1-7,-4,-9,-14,-10,-13,-17,80,67,48,1010,1004,999,24,24,24,23,16,,0.00,5,,209<br />
2013-1-8,-1,-7,-12,-4,-9,-17,86,66,48,1012,1008,1000,24,23,4,35,19,50,0.00,5,Snow,256<br />
2013-1-9,-4,-8,-13,-6,-8,-12,93,83,59,1012,1005,1001,24,20,5,29,18,39,0.00,8,Snow,31<br />
2013-1-10,-7,-16,-26,-10,-18,-29,86,81,68,1031,1024,1014,24,20,4,29,21,39,0.25,7,Snow,338<br />
2013-1-11,-17,-21,-26,-19,-23,-28,85,79,70,1030,1028,1024,24,13,1,24,6,,0.00,5,Fog-Snow,184<br />
2013-1-12,-9,-17,-24,-11,-15,-21,93,82,58,1026,1025,1023,24,19,3,19,10,,1.02,7,Snow,279<br />
2013-1-13,-9,-16,-22,-12,-16,-25,92,86,76,1028,1026,1024,24,20,3,16,10,,0.25,6,Snow,232<br />
