
WGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,-8,-9,-9,-8,-9,-10,100,95,86,986,981,977,10,6,3,35,26,,0.00,7,Snow,5<br />
2000-1-3,-9,-11,-12,-11,-13,-16,100,90,58,996,995,977,10,4,0,40,21,53,0.00,7,Snow,158<br />
2000-1-4,-8,-11,-14,-9,-13,-15,100,89,58,1001,996,991,10,3,0,45,24,39,0.00,6,Snow,239<br />
2000-1-5,-12,-13,-13,-13,-16,-17,92,78,67,1001,995,987,10,9,3,35,26,,0.00,6,Snow,124<br />
2000-1-6,-10,-11,-13,-11,-12,-16,100,90,67,991,982,978,10,5,1,34,16,,0.00,6,Snow,348<br />
2000-1-7,-15,-16,-16,-16,-16,-18,100,97,85,999,998,997,10,5,1,23,14,37,0.00,6,Snow,292<br />
2000-1-8,-14,-16,-16,-17,-18,-18,92,83,78,1000,999,997,10,10,10,34,24,,0.00,3,Snow,101<br />
2000-1-9,-16,-17,-18,-17,-18,-19,100,94,85,993,989,986,10,10,10,21,14,,0.00,1,,59<br />
2000-1-10,-14,-16,-17,-16,-18,-20,100,89,72,1011,1006,1002,10,10,10,29,16,,0.00,1,Snow,74<br />
2000-1-11,-4,-8,-12,-4,-9,-16,100,89,67,1014,1010,1008,10,7,1,64,32,97,0.00,6,Snow,148<br />
2000-1-12,1,-1,-2,0,-3,-7,100,87,60,1003,997,993,10,5,1,85,39,134,0.00,8,Snow,166<br />
2000-1-13,0,-3,-6,-1,-3,-6,100,99,93,1012,998,990,10,4,0,39,23,,0.00,7,Rain-Snow,34<br />
2000-1-14,2,-1,-3,0,-1,-3,100,98,87,993,986,983,10,3,0,74,23,97,0.00,7,Rain-Snow,169<br />
2000-1-15,-1,-4,-8,-2,-5,-8,100,96,86,1008,995,986,7,3,1,53,26,60,0.00,8,Snow,227<br />
2000-1-16,-9,-10,-10,-9,-10,-10,100,95,93,1025,1020,1015,10,7,6,24,19,,0.00,6,Snow,345<br />
2000-1-17,4,-3,-10,1,-8,-12,93,86,79,1028,1018,994,10,9,2,95,32,116,0.00,5,Rain-Snow,10<br />
2000-1-18,-4,-6,-7,-4,-6,-7,100,100,93,1012,1010,1008,3,1,0,39,26,,0.00,8,Snow,44<br />
