
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,25,20,15,16,13,10,82,63,46,1017,1015,1013,31,17,3,26,11,,0.00,4,,3<br />
2015-1-2,22,18,13,13,9,7,82,58,40,1019,1017,1016,31,16,3,27,11,,0.25,4,Rain,41<br />
2015-1-3,21,17,12,11,8,4,71,52,37,1022,1020,1019,31,18,3,29,13,,0.00,1,,19<br />
2015-1-4,24,19,15,13,11,9,77,54,38,1022,1020,1018,31,17,3,32,18,,0.00,0,,18<br />
2015-1-5,23,20,17,15,13,11,77,63,44,1021,1019,1018,31,16,3,37,21,,0.00,2,,18<br />
2015-1-6,24,21,18,19,13,10,77,60,36,1021,1019,1017,26,16,3,23,6,,0.00,8,,354<br />
2015-1-7,27,22,17,16,12,6,88,53,25,1020,1018,1016,31,16,3,32,11,,0.25,5,Rain,10<br />
2015-1-8,29,21,14,15,11,7,82,54,28,1018,1016,1014,31,16,3,19,6,,0.00,2,,317<br />
2015-1-9,30,21,13,12,7,1,67,38,18,1019,1016,1014,31,16,3,21,8,,0.00,1,,299<br />
2015-1-10,29,21,13,15,12,8,82,54,31,1018,1016,1014,31,17,3,23,8,,0.00,0,,333<br />
2015-1-11,30,21,11,15,9,4,82,49,18,1020,1018,1016,31,17,3,14,5,,0.00,1,,288<br />
2015-1-12,27,20,13,17,13,8,82,61,34,1021,1018,1016,31,16,3,24,8,,0.00,5,,353<br />
2015-1-13,25,21,18,17,14,13,83,66,51,1018,1016,1014,31,15,3,23,10,,0.00,7,,3<br />
2015-1-14,22,20,17,16,14,13,88,69,55,1019,1018,1016,26,16,3,23,8,,0.00,7,,21<br />
2015-1-15,23,20,17,14,12,9,73,58,46,1020,1018,1016,31,16,3,32,14,,0.00,6,Rain,19<br />
2015-1-16,24,21,18,15,13,11,72,60,43,1020,1018,1015,26,15,3,23,14,,0.00,6,Rain,5<br />
2015-1-17,24,22,19,16,13,11,68,60,52,1022,1020,1018,26,16,3,24,13,,0.00,7,Rain,11<br />
2015-1-18,27,23,20,13,9,6,60,41,28,1021,1019,1018,31,16,3,32,14,,0.00,5,,15<br />
2015-1-19,28,22,16,13,9,3,77,43,13,1020,1017,1015,31,17,3,19,6,,0.00,0,,322<br />
2015-1-20,29,23,16,14,8,1,68,41,13,1017,1014,1012,31,17,3,19,8,,0.00,1,,275<br />
2015-1-21,29,23,17,16,12,6,88,55,26,1016,1014,1011,31,16,3,16,10,,0.00,3,,198<br />
2015-1-22,26,21,15,13,9,5,88,49,28,1020,1018,1015,31,16,3,26,10,,0.00,2,,13<br />
2015-1-23,23,20,17,11,8,5,63,45,33,1020,1018,1016,31,16,3,26,13,,0.00,4,,21<br />
2015-1-24,20,18,16,16,12,9,88,67,51,1017,1015,1013,26,15,3,24,10,,0.00,8,Rain,12<br />
2015-1-25,21,18,16,15,13,11,88,73,50,1017,1015,1012,26,15,3,11,5,,1.27,8,Rain,349<br />
2015-1-26,23,19,16,19,17,14,88,81,69,1019,1017,1014,26,15,3,23,8,,0.00,7,Rain,346<br />
2015-1-27,26,22,18,18,16,12,89,71,48,1021,1019,1017,31,17,3,23,10,,0.00,5,,344<br />
2015-1-28,26,22,18,17,16,15,83,69,51,1018,1016,1015,31,17,3,29,16,,0.00,2,,6<br />
