
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,28,24,21,20,19,18,88,76,61,1015,1013,1011,6,5,3,11,2,,0.00,2,,27<br />
2009-1-2,29,24,20,20,18,17,94,72,51,1016,1014,1012,7,5,3,16,3,,0.00,1,,41<br />
2009-1-3,30,24,19,19,17,15,94,65,40,1017,1015,1013,8,5,2,19,5,,0.00,1,,32<br />
2009-1-4,30,25,20,19,18,17,94,70,45,1016,1014,1012,7,5,3,19,3,,0.00,2,,38<br />
2009-1-5,30,25,20,21,19,17,94,72,48,1014,1012,1010,7,5,2,13,3,,0.00,2,,39<br />
2009-1-6,30,25,20,20,18,16,88,67,43,1014,1012,1010,8,6,3,13,3,,0.00,1,,35<br />
2009-1-7,27,24,23,22,21,18,94,79,65,1015,1013,1012,6,4,2,14,2,,0.00,6,Rain,332<br />
2009-1-8,30,26,22,23,22,21,94,83,66,1017,1015,1013,8,5,2,19,3,,0.00,5,,64<br />
2009-1-9,29,26,22,22,20,17,94,72,48,1018,1016,1014,8,6,2,23,6,,0.00,2,,32<br />
2009-1-10,30,27,23,20,19,18,83,69,51,1018,1016,1014,10,6,4,23,3,,0.00,2,,46<br />
2009-1-11,30,26,22,22,19,17,78,67,51,1018,1016,1014,10,6,2,19,5,,0.00,2,,59<br />
2009-1-12,30,26,22,20,19,17,88,68,45,1019,1017,1015,8,6,4,19,5,,0.00,2,,31<br />
2009-1-13,31,26,21,22,19,18,88,67,58,1020,1017,1016,7,5,1,23,6,,0.00,3,Fog,48<br />
2009-1-14,31,28,25,20,19,18,69,60,46,1019,1017,1015,8,5,3,26,14,,0.00,3,,43<br />
2009-1-15,30,27,23,21,19,18,88,65,48,1019,1017,1015,7,5,3,26,8,,0.00,3,,29<br />
2009-1-16,31,27,23,21,18,15,83,64,45,1019,1017,1015,8,6,4,19,8,,0.00,2,,42<br />
2009-1-17,30,26,21,20,19,17,94,69,45,1018,1016,1014,10,6,3,19,3,,0.00,2,,35<br />
2009-1-18,29,24,21,20,19,18,88,71,51,1017,1015,1013,8,6,4,19,3,,0.00,2,,28<br />
2009-1-19,30,24,19,19,18,17,88,68,48,1016,1014,1011,8,6,3,19,3,,0.00,1,,22<br />
2009-1-20,30,26,21,21,19,17,88,71,55,1017,1014,1012,7,5,2,23,5,,0.00,3,,30<br />
2009-1-21,30,25,20,21,18,17,94,70,48,1017,1014,1012,7,5,2,14,3,,0.00,2,,47<br />
2009-1-22,30,25,20,19,18,16,88,68,48,1016,1013,1011,6,4,2,13,2,,0.00,1,,66<br />
2009-1-23,30,25,20,20,18,17,88,69,48,1014,1012,1010,6,5,2,14,3,,0.00,1,,70<br />
2009-1-24,29,24,20,20,18,16,94,71,45,1014,1012,1010,6,5,2,16,2,,0.00,2,,93<br />
2009-1-25,30,26,21,20,19,18,88,71,48,1015,1012,1010,7,5,2,14,2,,0.00,2,,49<br />
2009-1-26,29,24,21,22,20,18,94,75,55,1015,1013,1011,6,5,3,16,3,,0.00,4,,56<br />
2009-1-27,31,26,22,23,21,19,94,74,58,1015,1013,1011,8,5,1,11,3,,0.00,2,Fog,93<br />
2009-1-28,31,27,23,23,21,18,88,70,51,1014,1012,1011,8,6,2,19,3,,0.00,2,,118<br />
2009-1-29,31,26,22,23,21,18,100,75,55,1015,1013,1011,8,5,1,11,2,,0.00,3,Fog,77<br />
2009-1-30,33,27,20,21,19,16,94,70,43,1015,1013,1011,8,5,0,11,3,,0.00,2,Fog,85<br />
2009-1-31,31,26,22,21,20,19,88,71,49,1014,1012,1010,8,5,1,13,3,,0.00,2,,110<br />
2009-2-1,31,26,22,21,20,17,94,72,48,1015,1013,1012,8,6,1,11,2,,0.00,2,Fog,120<br />
2009-2-2,31,26,21,22,21,20,94,74,55,1016,1014,1011,8,5,2,11,3,,0.00,3,,131<br />
2009-2-3,31,26,22,21,21,20,88,69,52,1016,1013,1011,8,6,3,14,5,,0.00,1,,139<br />
2009-2-4,32,27,22,22,21,20,88,69,49,1016,1014,1012,7,5,2,13,3,,0.00,2,,164<br />
