
ACDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,25,19,12,16,10,4,72,50,26,1016,1015,1014,,,,27,11,,0.00,,,204<br />
2013-1-2,31,22,12,18,12,8,82,56,16,1017,1015,1013,31,11,10,27,11,,0.00,1,,185<br />
2013-1-3,39,29,20,13,3,-5,49,19,4,1015,1010,1006,,,,27,14,,0.00,,,53<br />
2013-1-4,44,33,23,19,2,-13,65,19,4,1006,1003,1001,31,31,31,34,18,,0.00,,,352<br />
2013-1-5,31,24,19,12,9,5,64,37,12,1019,1013,1007,31,31,31,32,26,,0.00,,,148<br />
2013-1-6,33,26,18,12,6,-6,64,32,4,1021,1018,1016,31,22,10,32,24,47,0.00,1,,142<br />
2013-1-7,32,24,18,20,9,0,83,35,11,1016,1013,1009,31,31,31,24,13,,0.00,,,229<br />
2013-1-8,26,22,17,18,14,8,83,60,31,1010,1008,1007,31,14,10,40,16,52,0.00,3,,215<br />
2013-1-9,22,19,16,9,7,4,59,42,25,1011,1010,1008,31,15,10,39,24,47,0.00,6,,183<br />
2013-1-10,32,21,11,9,5,-3,77,38,8,1010,1006,1002,31,31,31,26,14,,0.00,,,77<br />
2013-1-11,30,26,20,17,11,1,64,40,12,1010,1004,999,31,31,31,29,16,,0.00,,,275<br />
2013-1-12,23,20,18,14,12,11,68,57,37,1016,1013,1008,31,13,10,27,16,,0.00,7,Rain,161<br />
2013-1-13,23,19,15,14,12,8,94,67,32,1020,1016,1012,31,12,9,27,16,,7.11,5,Rain,154<br />
2013-1-14,25,18,11,11,7,2,72,48,20,1022,1019,1016,31,15,10,26,14,,0.00,1,,135<br />
2013-1-15,28,20,11,16,10,3,82,50,15,1018,1014,1012,,,,27,14,,0.00,,,187<br />
2013-1-16,32,23,14,16,11,2,72,44,14,1014,1012,1008,,,,26,11,,0.00,,,185<br />
2013-1-17,41,29,17,14,5,-7,73,27,4,1008,1003,999,31,29,26,34,11,,0.00,,,263<br />
2013-1-18,26,22,18,20,14,9,88,59,33,1016,1008,1001,31,12,10,37,26,,0.00,3,,209<br />
2013-1-19,25,20,15,10,8,5,63,46,19,1018,1016,1014,31,14,10,32,19,,0.00,5,,158<br />
2013-1-20,29,22,15,14,11,8,68,50,19,1016,1014,1011,10,10,10,29,19,,0.00,1,,164<br />
2013-1-21,26,20,14,17,13,11,82,61,31,1013,1011,1009,31,16,10,32,14,,0.00,1,,188<br />
2013-1-22,26,20,14,14,12,11,77,58,34,1017,1014,1012,10,10,10,37,18,,0.00,1,,187<br />
2013-1-23,30,22,15,13,10,5,82,50,12,1018,1015,1011,10,10,10,35,16,,0.00,1,,153<br />
2013-1-24,36,24,13,15,8,0,77,38,5,1013,1008,1003,,,,29,10,,0.00,,,196<br />
2013-1-25,28,22,17,19,9,2,83,45,15,1018,1013,1005,31,13,10,39,24,60,0.00,5,Rain,184<br />
2013-1-26,23,18,13,10,8,5,77,48,26,1019,1017,1015,31,13,10,39,18,53,0.00,1,,192<br />
2013-1-27,23,18,13,14,12,9,88,61,32,1017,1015,1013,31,12,10,27,13,,0.00,1,,202<br />
2013-1-28,22,19,16,16,11,4,88,58,28,1017,1014,1012,31,12,7,39,18,58,0.00,5,Rain,187<br />
2013-1-29,21,17,12,8,6,3,62,45,23,1019,1017,1016,31,14,10,32,16,,0.00,3,,189<br />
2013-1-30,23,17,12,15,10,7,77,55,35,1018,1016,1014,31,13,10,23,13,,0.00,3,,303<br />
