
HST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,26,24,21,22,20,18,100,87,73,1021,1019,1017,16,13,3,29,11,35,3.30,7,Rain,27<br />
2006-1-2,27,24,20,21,21,20,100,85,69,1020,1018,1016,16,16,13,32,9,34,0.25,5,Rain,57<br />
2006-1-3,29,24,20,23,21,17,100,85,69,1018,1016,1013,16,16,10,29,13,40,0.00,2,Rain,321<br />
2006-1-4,25,22,18,16,14,12,84,67,50,1020,1019,1017,16,16,16,27,14,37,T,4,,353<br />
2006-1-5,25,22,18,16,14,12,73,62,50,1022,1020,1018,16,16,16,40,22,50,0.00,2,,44<br />
2006-1-6,27,23,20,17,17,15,81,66,51,1021,1020,1018,16,16,16,39,23,50,0.00,1,,58<br />
2006-1-7,27,24,22,17,16,13,73,59,45,1021,1019,1017,16,16,16,42,26,50,T,4,Rain,62<br />
2006-1-8,26,24,22,17,16,14,68,58,48,1022,1020,1017,16,16,16,37,26,52,T,4,,61<br />
2006-1-9,27,24,21,19,17,14,84,71,58,1022,1020,1019,16,16,16,37,22,45,T,4,Rain,60<br />
2006-1-10,27,24,22,18,17,14,73,64,54,1021,1019,1017,16,16,16,37,24,45,0.00,2,,57<br />
2006-1-11,28,25,22,18,17,16,73,64,54,1022,1019,1018,16,16,16,35,22,45,T,3,Rain,56<br />
2006-1-12,27,24,22,18,16,14,73,59,45,1021,1019,1017,16,16,16,42,27,52,T,4,Rain,56<br />
2006-1-13,27,24,21,21,19,16,100,79,58,1021,1019,1017,16,13,3,35,19,45,3.56,6,Rain,56<br />
2006-1-14,27,23,19,20,19,17,97,78,58,1020,1019,1017,16,16,16,23,10,32,0.25,4,,79<br />
