
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,17,10,3,8,3,-4,86,66,49,1004,997,992,16,14,6,24,11,29,0.00,1,,80<br />
2006-1-2,14,8,3,7,3,1,93,83,53,1016,1004,992,16,8,3,27,14,40,0.00,7,,302<br />
2006-1-3,13,7,2,3,2,0,93,75,47,1017,1012,1007,16,9,2,19,10,,0.00,4,,165<br />
2006-1-4,13,9,5,2,0,-2,73,58,40,1022,1017,1007,16,15,10,32,18,48,0.00,2,,299<br />
2006-1-5,6,3,0,-2,-3,-4,76,68,58,1027,1024,1022,16,14,10,24,14,34,0.00,5,,335<br />
2006-1-6,5,2,0,-3,-3,-4,75,66,55,1028,1023,1014,16,13,10,23,16,,0.00,4,,243<br />
2006-1-7,15,8,0,-1,-3,-4,79,51,33,1014,1008,997,16,16,14,21,10,,0.00,0,,199<br />
2006-1-8,14,8,1,0,-2,-3,79,58,37,1019,1002,993,16,13,8,34,14,55,0.00,3,Rain,289<br />
2006-1-9,4,2,0,0,-2,-5,76,70,64,1030,1027,1018,16,11,6,21,14,26,0.00,7,,18<br />
2006-1-10,1,-1,-2,-2,-3,-6,93,83,69,1028,1020,1016,16,8,1,16,11,,2.03,7,Fog-Rain-Snow,1<br />
2006-1-11,10,3,-3,1,-2,-5,88,65,46,1016,1011,1007,16,14,6,26,16,35,0.25,0,,201<br />
2006-1-12,13,7,2,2,0,-2,76,57,37,1008,1003,999,16,16,13,27,14,53,0.00,1,,250<br />
2006-1-13,6,3,-1,-1,-4,-7,79,59,43,1024,1017,1008,16,15,10,40,26,55,0.00,3,Rain-Snow,316<br />
2006-1-14,11,4,-3,-2,-4,-6,84,58,38,1025,1021,1012,16,13,8,23,6,29,0.00,0,,171<br />
2006-1-15,17,12,8,-3,-4,-6,42,33,23,1011,1002,998,16,16,16,32,19,48,0.00,0,,201<br />
2006-1-16,9,4,1,0,-2,-6,73,61,44,1011,1004,998,16,14,6,29,14,47,0.00,5,,317<br />
2006-1-17,4,1,-3,-7,-8,-11,69,53,33,1014,1012,1009,16,16,14,29,18,48,0.00,2,,313<br />
2006-1-18,14,5,-4,-4,-7,-9,72,44,25,1013,1010,1006,16,15,11,24,6,,0.00,0,,189<br />
2006-1-19,16,10,3,-2,-5,-7,62,37,21,1014,1007,1003,16,16,13,35,14,45,0.00,0,,252<br />
2006-1-20,2,1,0,-1,-2,-3,89,83,67,1025,1016,1013,13,6,2,26,16,35,4.32,7,Rain-Snow,15<br />
2006-1-21,6,3,-1,1,-1,-3,88,78,65,1031,1028,1025,13,9,5,14,11,,0.00,4,,177<br />
2006-1-22,7,2,-2,1,-2,-3,93,86,63,1030,1028,1026,14,6,2,16,10,,0.00,2,,60<br />
2006-1-23,4,1,-1,-1,-2,-3,93,82,65,1028,1024,1019,14,6,3,26,10,,0.00,5,,240<br />
2006-1-24,14,8,2,-1,-5,-11,76,46,24,1031,1023,1018,16,16,13,34,19,52,0.00,0,,286<br />
2006-1-25,9,3,-2,-7,-9,-11,61,41,26,1035,1032,1030,16,16,16,14,5,,0.00,0,,233<br />
2006-1-26,17,10,3,-2,-5,-8,48,36,25,1030,1027,1024,16,16,16,27,13,42,0.00,0,,192<br />
2006-1-27,16,12,9,5,-1,-5,59,43,35,1024,1021,1018,16,16,16,29,23,42,0.00,4,,195<br />
2006-1-28,14,11,8,11,8,-2,94,82,36,1017,1007,999,16,10,4,23,16,29,12.70,7,Rain,193<br />
2006-1-29,13,8,3,7,1,-6,87,65,27,1011,1005,1000,16,16,11,23,18,35,0.51,2,Rain,268<br />
2006-1-30,9,4,1,-1,-2,-3,79,65,43,1017,1015,1011,16,15,11,26,8,37,0.00,0,,301<br />
2006-1-31,18,8,-1,-2,-4,-7,82,46,19,1016,1011,1006,16,14,8,35,11,50,0.00,0,,194<br />
2006-2-1,13,8,4,1,-1,-4,79,54,34,1010,1008,1006,16,16,16,21,11,32,0.00,0,,286<br />
2006-2-2,17,10,3,1,-1,-2,79,53,29,1007,1003,999,16,15,8,14,6,,0.00,1,,342<br />
2006-2-3,5,2,-1,0,-4,-9,82,60,46,1019,1012,1004,16,16,13,27,10,42,0.00,2,,320<br />
2006-2-4,2,-2,-6,-8,-10,-11,75,55,39,1022,1020,1019,16,16,16,26,16,34,0.00,0,,319<br />
2006-2-5,2,-2,-6,-8,-10,-11,75,55,42,1022,1017,1015,16,16,16,14,6,,0.00,2,,51<br />
2006-2-6,4,-1,-6,-9,-11,-13,68,51,31,1028,1026,1022,16,16,13,14,8,,0.00,1,,316<br />
2006-2-7,8,2,-3,-3,-6,-9,85,55,37,1028,1026,1022,16,15,10,19,10,,0.00,4,,261<br />
2006-2-8,3,-1,-6,0,-6,-13,86,66,48,1032,1026,1021,16,15,10,26,13,34,0.51,6,Rain,3<br />
2006-2-9,6,-1,-7,-7,-10,-13,77,53,31,1032,1024,1018,16,16,16,23,8,,0.00,0,,184<br />
2006-2-10,7,3,-2,-3,-7,-11,75,54,30,1024,1021,1020,16,16,16,32,13,40,0.00,3,,302<br />
2006-2-11,-2,-3,-4,-6,-8,-11,84,72,60,1027,1025,1022,16,8,1,26,16,35,0.00,8,Snow,322<br />
2006-2-12,3,-2,-6,-8,-9,-11,74,58,35,1028,1025,1022,16,16,14,29,13,45,0.00,5,,301<br />
2006-2-13,16,4,-6,-8,-9,-11,71,42,17,1027,1019,1012,16,16,14,34,16,45,0.00,0,,229<br />
2006-2-14,19,10,2,-2,-7,-9,48,32,16,1014,1010,1006,16,16,16,34,14,42,0.00,0,,212<br />
2006-2-15,7,4,2,0,-3,-5,73,60,51,1014,1012,1011,16,16,16,32,21,40,0.00,5,,50<br />
