
AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,39,28,17,15,11,6,59,30,10,1015,1010,1004,31,11,7,60,19,82,0.00,3,,312<br />
2006-1-2,31,24,18,17,11,-1,94,51,10,1015,1012,1008,31,11,9,35,14,48,0.00,4,Rain,357<br />
2006-1-3,32,23,14,14,5,-2,73,31,12,1015,1010,1007,10,10,10,32,18,47,0.00,,,325<br />
2006-1-4,25,20,15,14,12,10,82,63,31,1018,1015,1010,31,12,10,34,14,,0.00,5,,72<br />
2006-1-5,18,17,14,13,11,10,77,68,54,1018,1016,1014,10,10,10,21,14,,0.00,7,,122<br />
2006-1-6,29,22,16,17,14,11,100,72,26,1020,1015,1010,19,10,4,37,11,48,4.06,6,Rain-Thunderstorm,141<br />
2006-1-7,27,20,14,15,13,11,94,66,30,1021,1019,1015,10,10,10,29,13,,0.00,5,,84<br />
2006-1-8,31,21,12,15,12,8,94,57,17,1021,1019,1014,26,11,10,29,11,,0.00,2,,80<br />
2006-1-9,31,22,14,18,13,8,88,57,17,1021,1017,1012,31,11,10,26,11,,0.00,4,,66<br />
2006-1-10,36,26,16,18,14,9,100,53,12,1017,1014,1008,31,11,7,27,10,,0.00,4,,109<br />
2006-1-11,35,27,19,21,17,14,88,64,23,1018,1012,1008,10,10,3,39,13,60,6.10,5,Rain-Thunderstorm,78<br />
2006-1-12,33,26,18,19,15,10,83,61,16,1018,1014,1009,31,11,10,39,13,,0.00,6,,62<br />
2006-1-13,24,20,17,18,16,13,83,71,50,1019,1016,1013,31,12,10,29,14,35,0.00,6,,82<br />
2006-1-14,34,26,17,17,13,5,88,60,11,1019,1015,1009,10,10,10,35,11,42,0.00,5,,321<br />
2006-1-15,28,21,15,16,13,11,83,65,35,1020,1017,1013,26,11,10,35,13,,0.00,6,,78<br />
2006-1-16,24,21,18,20,17,14,97,83,62,1019,1016,1012,19,10,1,16,10,,37.08,6,Rain-Thunderstorm,120<br />
2006-1-17,30,24,18,19,17,13,95,74,26,1016,1011,1007,19,10,0,32,11,48,19.05,6,Rain,4<br />
2006-1-18,18,17,15,16,14,12,94,84,64,1021,1016,1012,31,10,6,27,14,,7.87,7,Rain-Thunderstorm,113<br />
2006-1-19,22,18,13,13,12,12,94,73,47,1024,1022,1019,31,11,8,29,14,,0.00,6,Rain,95<br />
2006-1-20,28,22,15,14,13,9,88,60,21,1022,1019,1013,10,10,10,19,8,,0.00,6,,10<br />
2006-1-21,34,24,16,19,16,13,94,61,21,1017,1014,1010,31,11,10,34,8,58,0.00,2,Rain-Thunderstorm,302<br />
2006-1-22,35,27,18,19,16,12,94,51,17,1014,1011,1006,31,14,10,23,8,,0.00,2,,293<br />
2006-1-23,37,28,18,17,14,10,83,46,13,1011,1008,1004,31,13,10,26,8,,0.00,4,,262<br />
2006-1-24,23,19,16,17,15,12,88,72,56,1019,1012,1005,26,11,8,32,11,,0.00,6,Rain,77<br />
2006-1-25,22,18,14,16,12,5,83,65,37,1021,1019,1015,10,10,10,24,10,,0.00,7,,77<br />
2006-1-26,33,24,17,19,16,15,94,64,27,1019,1015,1009,31,12,8,23,13,,0.00,7,,14<br />
2006-1-27,35,27,18,19,17,14,94,58,19,1013,1011,1006,31,12,10,29,10,,0.00,5,Thunderstorm,261<br />
2006-1-28,33,27,21,20,18,15,83,66,27,1015,1013,1009,31,11,10,34,8,,0.00,5,Rain-Thunderstorm,151<br />
2006-1-29,32,24,18,19,16,11,88,61,20,1015,1013,1008,10,10,10,14,11,,0.00,4,,71<br />
2006-1-30,36,27,17,19,17,14,88,60,19,1013,1010,1004,31,13,10,34,13,,0.00,5,,68<br />
2006-1-31,29,21,14,16,14,10,83,64,34,1014,1011,1005,10,10,10,29,14,,0.00,5,,63<br />
2006-2-1,37,27,18,20,17,14,88,61,17,1011,1008,1002,31,13,5,35,13,40,3.05,7,Rain,20<br />
2006-2-2,37,28,20,21,18,12,88,64,16,1016,1010,1007,26,11,10,32,13,,0.00,4,,112<br />
2006-2-3,35,26,17,18,16,13,83,63,20,1017,1014,1008,31,11,10,26,13,,0.00,6,Rain,42<br />
2006-2-4,27,21,15,15,13,10,94,66,28,1019,1016,1013,26,11,10,32,13,,0.00,5,Rain,67<br />
2006-2-5,27,21,16,16,13,11,82,60,27,1020,1017,1012,26,11,10,24,13,,0.00,6,,77<br />
2006-2-6,32,24,17,16,11,1,83,48,11,1016,1011,1006,26,11,10,34,16,52,0.00,6,,335<br />
2006-2-7,23,17,11,13,5,-2,77,46,15,1024,1019,1012,31,11,10,29,16,45,0.00,4,,117<br />
2006-2-8,28,20,12,12,8,3,82,50,14,1023,1019,1012,31,13,10,21,11,,0.00,5,,54<br />
2006-2-9,31,21,12,16,11,2,94,54,17,1015,1009,1003,31,12,10,60,14,71,0.00,2,,298<br />
2006-2-10,24,16,6,8,4,0,87,47,12,1015,1012,1008,10,10,10,27,11,,0.00,1,,93<br />
2006-2-11,27,17,8,13,8,-2,93,58,9,1018,1014,1011,10,10,10,37,10,,0.00,2,,105<br />
2006-2-12,30,22,14,14,11,2,88,51,13,1018,1014,1008,31,13,10,32,13,45,0.00,6,,289<br />
2006-2-13,29,19,9,13,4,-4,82,40,5,1020,1013,1010,10,10,10,35,11,48,0.00,4,,355<br />
2006-2-14,27,21,14,14,12,10,88,63,25,1022,1020,1016,31,11,10,32,11,50,0.00,5,,84<br />
2006-2-15,31,23,17,18,16,13,94,66,24,1022,1017,1010,31,11,1,39,13,60,19.05,6,Rain-Thunderstorm,87<br />
2006-2-16,30,23,17,18,16,12,94,67,25,1016,1014,1008,31,12,10,45,11,37,0.00,4,Thunderstorm,7<br />
2006-2-17,33,23,14,17,13,10,94,55,17,1015,1012,1007,10,10,10,27,10,,0.00,2,,346<br />
2006-2-18,36,27,17,17,13,8,83,48,14,1013,1010,1006,31,11,10,35,11,50,0.00,1,,330<br />
2006-2-19,32,23,15,17,13,4,100,62,10,1017,1012,1009,31,11,10,32,11,,0.00,4,,353<br />
2006-2-20,27,22,17,15,14,13,83,66,30,1022,1017,1014,31,12,10,34,13,,0.00,5,,88<br />
2006-2-21,29,22,14,16,14,11,94,65,22,1022,1020,1015,31,12,10,32,11,,0.00,4,,76<br />
2006-2-22,31,24,17,15,14,12,83,61,23,1024,1021,1016,31,12,10,32,14,,0.00,6,,79<br />
