
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,19,16,12,13,11,7,94,76,52,1018,1016,1013,10,10,10,45,16,63,0.00,4,Rain,65<br />
2011-1-2,30,22,15,14,11,8,88,49,32,1012,1010,1008,10,10,10,42,23,50,0.00,3,Rain,337<br />
2011-1-3,32,24,16,16,12,9,88,45,27,1012,1009,1008,10,10,10,26,18,,0.00,3,,337<br />
2011-1-4,21,18,15,14,13,11,94,79,64,1018,1015,1012,10,10,10,29,19,,0.00,6,,180<br />
2011-1-5,18,17,15,16,14,12,100,91,77,1019,1016,1012,10,9,3,19,14,,0.00,6,Rain,74<br />
2011-1-6,29,22,15,17,16,14,100,82,40,1012,1003,995,10,10,10,37,14,,0.00,5,Rain,83<br />
2011-1-7,26,20,15,15,13,10,94,77,44,1015,1006,1000,10,10,10,26,18,,0.00,3,,106<br />
2011-1-8,19,14,11,13,9,8,100,71,49,1029,1023,1016,10,10,10,34,13,,0.00,4,Rain,212<br />
2011-1-9,21,13,7,11,9,6,94,74,49,1030,1027,1025,10,10,10,32,11,,0.00,1,,55<br />
2011-1-10,22,17,13,13,11,10,88,73,50,1026,1024,1024,10,10,10,27,18,,0.00,2,,122<br />
2011-1-11,17,14,13,14,12,11,100,83,68,1026,1023,1017,10,9,4,27,13,,0.00,5,Rain,107<br />
2011-1-12,17,13,10,13,11,9,94,84,63,1020,1016,1015,10,10,10,35,13,,0.00,6,Rain,197<br />
2011-1-13,19,14,9,9,7,4,100,69,42,1020,1019,1016,10,10,10,21,11,35,0.00,5,Rain,219<br />
2011-1-14,21,13,6,12,9,5,100,75,49,1022,1019,1018,10,10,10,27,10,,0.00,1,,88<br />
2011-1-15,30,21,12,14,9,1,100,61,16,1018,1010,1002,10,10,10,47,19,64,0.00,5,,18<br />
2011-1-16,33,24,16,13,9,4,82,45,23,1008,999,994,10,10,10,45,21,66,0.00,5,,300<br />
2011-1-17,19,17,14,16,15,13,100,90,73,1009,1007,1003,10,9,5,34,19,,0.00,6,Rain,67<br />
2011-1-18,22,18,15,18,17,15,100,94,69,1002,994,982,10,8,0,26,14,,0.00,5,Fog-Rain,63<br />
2011-1-19,28,20,13,18,10,5,100,59,23,1008,991,980,10,10,10,42,21,71,0.00,3,Rain,254<br />
2011-1-20,14,12,10,10,8,6,94,75,63,1025,1018,1010,10,10,5,32,21,,0.00,6,,182<br />
2011-1-21,16,13,11,10,8,5,94,71,59,1027,1026,1025,10,10,8,29,16,,0.00,6,Rain,67<br />
2011-1-22,18,14,11,13,11,10,100,87,63,1026,1023,1020,10,10,10,26,10,,0.00,6,Rain,83<br />
2011-1-23,17,13,11,12,11,9,100,81,63,1020,1014,1010,10,10,10,26,14,,0.00,5,Rain,66<br />
2011-1-24,21,16,10,12,11,8,100,74,43,1009,1007,1005,10,10,10,24,10,,0.00,4,,211<br />
2011-1-25,21,17,14,15,13,11,94,81,68,1012,1010,1008,10,10,10,29,19,,0.00,5,,64<br />
2011-1-26,26,18,10,15,12,9,100,69,36,1014,1011,1005,10,10,10,29,8,,0.00,1,Fog,350<br />
2011-1-27,23,19,16,14,12,9,82,66,50,1018,1012,1004,10,10,10,34,23,,0.00,5,,200<br />
2011-1-28,21,16,11,15,13,9,94,81,64,1017,1008,997,10,10,10,35,18,,0.00,2,Rain,63<br />
2011-1-29,20,17,11,14,11,8,88,71,52,1013,1000,993,10,10,10,48,18,61,0.00,3,Rain,209<br />
2011-1-30,24,16,8,11,8,5,100,64,31,1013,1008,999,10,10,10,34,13,53,0.00,2,,11<br />
2011-1-31,22,17,13,12,10,6,82,69,40,1011,1001,990,10,10,10,48,21,71,0.00,5,Rain,47<br />
2011-2-1,23,14,5,11,8,2,100,62,25,1014,1011,1007,10,10,10,32,14,,0.00,3,,53<br />
2011-2-2,30,22,15,13,10,7,82,54,30,1016,1005,998,10,10,10,48,23,76,0.00,3,,337<br />
2011-2-3,20,16,11,16,12,8,94,75,56,1016,1010,1002,10,10,10,40,23,,0.00,3,Rain,64<br />
2011-2-4,21,18,15,16,14,12,94,79,60,1013,1010,1003,10,10,10,40,18,58,0.00,3,Rain,69<br />
2011-2-5,22,19,16,17,16,14,94,86,69,1015,1013,1010,10,10,10,21,14,,0.00,4,Rain,84<br />
2011-2-6,35,27,18,19,16,12,94,52,28,1010,1006,1001,,,,53,14,85,0.00,,,4<br />
2011-2-7,28,20,12,16,13,11,100,88,39,1012,1008,1000,10,8,3,37,24,,0.00,6,Rain,187<br />
2011-2-8,24,18,12,13,12,9,100,72,38,1009,1003,999,10,10,10,24,13,,0.00,3,,60<br />
2011-2-9,17,13,10,13,9,5,94,76,45,1019,1012,1002,10,10,5,39,21,,0.00,5,Rain,181<br />
2011-2-10,23,14,5,11,6,0,100,61,23,1025,1019,1017,,,,26,13,,0.00,,,60<br />
2011-2-11,19,14,11,15,12,9,94,78,60,1028,1026,1023,10,10,10,47,19,,0.00,6,,59<br />
2011-2-12,29,22,15,16,12,6,100,64,25,1022,1015,1011,10,10,10,35,21,42,0.00,2,,35<br />
2011-2-13,21,18,15,15,14,11,94,76,56,1019,1015,1010,10,10,10,23,10,,0.00,3,Rain,90<br />
2011-2-14,19,16,13,16,12,7,100,79,52,1023,1016,1009,10,10,8,35,18,,0.00,5,Rain,200<br />
2011-2-15,21,14,8,13,9,4,100,72,35,1029,1025,1023,10,10,10,24,10,,0.00,3,,56<br />
2011-2-16,21,14,8,13,11,8,100,77,49,1031,1029,1029,10,10,10,26,13,,0.00,2,,65<br />
2011-2-17,20,15,10,14,12,10,100,79,60,1030,1027,1024,10,10,10,42,23,,0.00,1,,63<br />
2011-2-18,22,18,15,16,14,13,94,82,64,1023,1018,1015,10,10,10,29,23,,0.00,3,,64<br />
2011-2-19,19,17,15,16,14,13,94,84,73,1023,1021,1018,10,10,8,26,14,,0.00,5,,213<br />
2011-2-20,21,17,14,15,14,12,100,82,56,1022,1016,1011,10,10,8,45,21,,0.00,4,,64<br />
2011-2-21,28,22,16,16,15,10,94,70,39,1011,1004,1000,10,10,10,26,19,,0.00,1,,85<br />
2011-2-22,21,16,12,15,12,11,100,86,56,1008,1005,1002,10,9,5,34,16,,0.00,6,Rain,225<br />
2011-2-23,16,13,12,13,12,11,100,92,72,1010,1008,1007,10,10,4,19,10,,0.00,6,Rain,224<br />
2011-2-24,21,16,10,14,12,10,100,83,60,1009,1005,1002,10,9,3,24,11,,0.00,3,Fog,59<br />
2011-2-25,16,13,12,15,13,10,100,91,72,1011,1006,1002,10,9,6,34,14,,0.00,5,Rain,215<br />
2011-2-26,16,13,10,11,9,8,94,79,59,1015,1013,1012,10,10,10,23,10,,0.00,5,,229<br />
2011-2-27,19,13,7,14,11,6,100,82,63,1014,1011,1009,10,10,10,27,14,,0.00,1,,58<br />
2011-2-28,25,18,10,15,12,8,100,78,34,1012,1010,1008,10,5,0,23,10,,0.00,1,Fog,22<br />
2011-3-1,28,21,14,16,12,7,94,65,26,1011,1006,998,10,10,10,29,14,,0.00,1,,40<br />
2011-3-2,28,20,12,16,7,-1,64,40,21,1012,997,988,10,10,10,58,27,84,0.00,1,,345<br />
2011-3-3,23,12,2,12,5,0,87,58,27,1014,1011,1004,10,10,10,29,11,,0.00,1,,61<br />
2011-3-4,30,22,12,13,7,0,94,46,20,1004,1000,997,10,10,10,40,21,,0.00,1,,356<br />
2011-3-5,26,17,9,13,10,6,100,72,28,1010,1003,999,10,10,10,42,16,,0.00,3,Rain,216<br />
2011-3-6,15,11,7,8,7,3,93,78,48,1019,1014,1010,10,10,10,32,14,55,0.00,4,Rain,230<br />
2011-3-7,16,11,6,10,7,5,94,76,48,1024,1022,1019,10,10,10,21,10,,0.00,4,Rain,231<br />
2011-3-8,18,12,7,9,7,5,100,71,45,1023,1022,1021,10,10,10,19,8,,0.00,4,,217<br />
2011-3-9,19,12,6,11,9,6,100,79,56,1024,1022,1021,10,10,10,24,10,,0.00,2,,32<br />
2011-3-10,19,14,10,14,12,9,100,83,64,1021,1017,1015,10,10,10,26,14,,0.00,2,,63<br />
2011-3-11,19,14,10,15,13,10,100,91,68,1025,1018,1015,10,8,0,21,6,,0.00,4,Fog-Rain,250<br />
2011-3-12,16,14,13,14,13,13,100,92,82,1031,1029,1026,10,9,3,21,10,,0.00,6,Rain,81<br />
2011-3-13,20,17,13,15,14,13,100,88,68,1030,1027,1024,10,10,10,24,16,,0.00,5,,62<br />
2011-3-14,28,20,12,13,10,6,100,66,26,1023,1016,1012,10,7,1,35,13,47,0.00,7,Fog,4<br />
2011-3-15,21,17,13,13,11,7,100,69,40,1024,1018,1012,10,9,5,35,21,48,0.00,5,Rain,237<br />
2011-3-16,18,13,9,14,11,8,100,84,68,1024,1017,1013,10,10,10,32,14,,0.00,4,,60<br />
2011-3-17,22,16,9,14,12,9,100,84,46,1013,1009,1007,10,10,10,24,6,,0.00,2,,260<br />
2011-3-18,22,16,10,13,11,5,100,76,40,1009,1006,1002,10,9,1,45,13,63,0.00,5,Fog,13<br />
2011-3-19,19,14,11,12,8,5,94,72,40,1019,1013,1002,10,9,2,37,24,,0.00,5,Rain,69<br />
2011-3-20,15,13,12,13,12,12,100,96,88,1027,1024,1020,10,6,3,19,11,,0.00,6,Rain,154<br />
2011-3-21,18,16,13,15,13,12,100,91,68,1027,1025,1022,10,10,5,24,8,,0.00,5,,38<br />
2011-3-22,16,14,13,15,14,13,100,98,94,1022,1019,1017,10,7,1,26,10,,0.00,6,Fog-Rain,218<br />
2011-3-23,15,12,10,12,10,8,94,86,72,1027,1024,1020,10,10,10,26,18,,0.00,5,,219<br />
2011-3-24,16,10,5,10,8,5,100,83,59,1026,1024,1021,10,10,10,32,8,,0.00,3,Fog,31<br />
2011-3-25,18,14,10,14,11,8,94,81,68,1021,1016,1010,10,10,10,34,18,,0.00,3,Rain,50<br />
2011-3-26,28,21,15,17,14,9,94,78,30,1009,1006,1003,10,10,10,24,21,,0.00,1,,66<br />
2011-3-27,18,14,10,15,13,10,100,94,83,1007,1003,994,10,8,2,53,13,72,0.00,4,Rain,217<br />
