
MSK,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,-3,-6,-8,-5,-9,-10,93,85,80,1024,1020,1013,6,5,4,11,6,,0.00,7,Snow,282<br />
2000-1-2,-7,-11,-14,-8,-12,-18,93,85,72,1027,1026,1025,6,6,2,18,6,,0.00,8,Snow,81<br />
2000-1-3,-11,-15,-19,-15,-18,-22,79,73,66,1026,1022,1019,6,4,2,14,10,,0.00,8,Snow,37<br />
2000-1-4,-10,-18,-25,-13,-22,-28,79,75,71,1019,1017,1012,6,5,3,18,3,,0.00,6,Snow,185<br />
2000-1-5,0,-4,-9,-2,-6,-12,93,84,74,1011,1006,1004,6,4,2,26,19,,0.00,6,Snow,215<br />
2000-1-6,1,0,-2,-1,-3,-7,87,81,69,1016,1011,1007,6,5,1,18,14,35,0.00,7,Snow,272<br />
2000-1-7,0,-3,-6,-6,-8,-10,80,67,59,1018,1016,1013,6,6,6,18,10,,0.00,8,,256<br />
2000-1-8,-1,-3,-6,-1,-6,-10,100,77,68,1014,1013,1012,6,6,6,18,13,29,0.00,8,Snow,251<br />
2000-1-9,1,-1,-2,-1,-4,-6,87,77,69,1018,1015,1013,6,6,3,18,11,,0.00,8,Snow,255<br />
2000-1-10,1,0,0,-3,-4,-6,75,70,64,1019,1018,1017,6,6,6,11,10,,0.00,8,,270<br />
2000-1-11,1,0,-1,-4,-6,-8,75,65,52,1026,1022,1018,6,6,6,18,11,,0.00,8,,325<br />
2000-1-12,0,-1,-1,-2,-4,-8,87,76,60,1027,1026,1025,6,6,6,18,10,,0.00,8,Snow,242<br />
2000-1-13,1,-1,-2,-1,-3,-5,93,82,65,1026,1020,1017,6,5,2,21,16,,0.00,8,Snow,221<br />
2000-1-14,1,-1,-3,-4,-8,-13,75,59,47,1020,1018,1016,6,6,6,14,10,,0.00,8,,256<br />
2000-1-15,-1,-2,-3,-5,-6,-7,80,74,69,1023,1021,1019,6,6,6,14,11,,0.00,8,,248<br />
2000-1-16,-3,-6,-8,-5,-8,-10,86,84,80,1019,1015,1009,6,5,3,14,8,,0.00,8,Snow,233<br />
2000-1-17,-8,-10,-11,-10,-12,-15,86,77,62,1008,997,990,6,6,2,29,19,,0.00,8,Snow,196<br />
2000-1-18,-2,-7,-9,-3,-11,-13,93,74,68,990,989,989,6,6,4,26,19,,0.00,8,Snow,159<br />
