
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,12,10,8,8,7,7,90,84,77,1022,1020,1017,16,16,13,37,16,47,0.00,6,,269<br />
2000-1-2,13,9,5,8,5,2,90,76,57,1030,1027,1023,16,16,16,34,14,,0.00,1,,273<br />
2000-1-3,18,11,5,9,6,4,96,76,40,1032,1031,1030,16,16,16,19,8,,0.00,2,,271<br />
2000-1-4,18,13,8,12,8,3,100,80,50,1033,1030,1029,16,16,11,16,6,,0.25,7,,217<br />
2000-1-5,20,14,8,10,6,0,99,72,39,1029,1027,1025,16,16,16,21,11,,0.00,2,,308<br />
2000-1-6,12,8,4,6,2,-2,77,62,40,1030,1028,1026,16,16,14,19,5,,0.00,4,,90<br />
2000-1-7,12,9,6,10,6,2,100,81,57,1029,1027,1026,16,14,8,27,6,,0.00,6,,255<br />
2000-1-8,13,11,9,10,9,8,97,90,77,1028,1026,1024,16,15,11,26,11,,0.00,6,,250<br />
2000-1-9,13,10,8,10,8,8,100,88,72,1028,1026,1025,16,16,11,39,13,40,0.00,7,,239<br />
2000-1-10,14,12,10,11,10,9,96,87,75,1025,1023,1021,16,15,4,24,10,,0.00,7,,162<br />
2000-1-11,14,12,10,13,11,8,100,92,83,1022,1019,1017,16,11,2,39,19,50,10.67,8,Rain,201<br />
2000-1-12,11,9,6,9,7,6,97,88,80,1025,1023,1022,16,16,16,14,5,,0.25,7,,166<br />
2000-1-13,14,11,8,12,9,7,100,86,67,1024,1023,1022,16,14,2,26,10,,0.25,6,,129<br />
2000-1-14,13,10,8,11,10,8,97,90,83,1023,1021,1020,16,16,14,13,6,,0.00,6,,56<br />
2000-1-15,16,13,11,12,10,7,100,84,60,1020,1014,1010,16,16,10,55,10,72,3.56,8,Rain-Thunderstorm,108<br />
2000-1-16,14,11,9,12,7,4,93,73,49,1022,1019,1011,16,14,4,47,24,63,14.48,4,Rain,200<br />
2000-1-17,12,10,8,11,9,7,100,90,77,1023,1020,1017,16,13,4,24,8,29,3.56,6,Rain,36<br />
2000-1-18,15,13,11,13,11,10,100,96,87,1021,1017,1015,16,10,2,26,8,,15.49,7,Rain,27<br />
2000-1-19,16,13,12,14,12,12,100,95,88,1021,1020,1019,16,12,3,21,5,,2.54,7,Rain,162<br />
2000-1-20,14,12,10,11,8,6,100,78,62,1022,1021,1019,16,16,13,14,8,,0.00,6,,254<br />
2000-1-21,15,12,9,11,9,7,93,83,72,1021,1020,1019,16,16,11,21,6,,0.76,6,Rain,159<br />
2000-1-22,13,12,11,11,11,10,100,94,83,1021,1019,1017,16,12,5,13,6,,4.83,7,Rain,40<br />
2000-1-23,15,13,12,14,12,11,100,94,88,1017,1016,1014,16,8,3,42,13,50,29.97,8,Rain,122<br />
2000-1-24,14,13,12,13,12,11,100,96,90,1016,1015,1014,16,8,2,34,13,47,43.94,8,Rain,230<br />
2000-1-25,15,13,11,12,11,7,100,89,75,1021,1017,1016,16,16,10,29,11,40,0.25,7,,263<br />
2000-1-26,13,11,9,9,7,7,90,80,69,1025,1024,1022,16,16,16,19,13,,0.00,4,,289<br />
2000-1-27,16,12,8,9,7,6,93,82,53,1026,1024,1023,16,16,11,21,5,,0.00,4,,265<br />
2000-1-28,13,10,7,9,7,4,96,83,69,1023,1021,1019,16,15,13,16,6,,0.00,4,,56<br />
2000-1-29,14,11,8,11,8,6,97,81,69,1020,1017,1015,16,15,8,16,6,,0.00,6,,110<br />
2000-1-30,13,12,12,12,9,6,96,82,69,1022,1015,1012,16,14,3,42,24,72,13.72,7,Rain,175<br />
2000-1-31,13,11,10,10,9,6,96,86,66,1028,1025,1023,16,13,3,21,8,26,1.02,8,Rain,135<br />
2000-2-1,15,13,11,12,11,10,100,90,78,1029,1027,1025,16,15,10,16,5,,0.00,6,,11<br />
2000-2-2,17,13,11,12,10,9,94,84,67,1025,1021,1017,16,13,10,21,13,,0.00,3,,68<br />
2000-2-3,17,14,11,11,9,3,96,83,38,1017,1015,1012,16,14,8,40,11,64,6.35,5,Rain,120<br />
2000-2-4,16,13,10,10,8,7,89,77,60,1019,1017,1016,16,16,16,24,11,,0.00,7,,124<br />
2000-2-5,14,12,11,12,11,8,97,86,72,1023,1019,1016,16,15,4,29,18,35,6.86,6,Rain,142<br />
2000-2-6,16,13,10,12,11,9,100,92,72,1025,1024,1022,16,10,1,14,5,,0.25,6,Fog,41<br />
2000-2-7,16,12,9,12,11,9,100,96,72,1026,1024,1023,13,4,0,34,10,,0.25,7,Fog,279<br />
2000-2-8,14,11,9,11,10,8,100,95,82,1023,1022,1019,16,6,1,35,10,,0.25,6,Fog,271<br />
2000-2-9,14,12,11,12,11,9,100,91,77,1018,1015,1013,16,12,2,27,11,29,1.27,7,Rain,147<br />
2000-2-10,13,11,9,11,10,8,96,87,72,1016,1011,1008,16,13,3,24,16,,16.51,6,Rain,136<br />
2000-2-11,12,10,9,11,9,7,96,90,83,1016,1012,1008,16,11,4,42,14,72,40.13,8,Rain,137<br />
2000-2-12,13,11,9,11,9,8,96,88,80,1014,1012,1010,16,14,3,24,16,,5.84,8,Rain,155<br />
2000-2-13,16,13,11,14,12,9,100,92,83,1012,1008,1006,16,9,2,50,21,71,34.29,8,Rain,165<br />
