
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-3,-30,-30,-31,-34,-35,-36,69,65,63,1014,1012,1011,24,19,13,14,11,,0.00,2,,263<br />
2012-1-4,-24,-24,-26,-28,-29,-30,70,69,64,1004,1003,1003,24,24,24,19,13,,0.00,4,,250<br />
2012-1-5,-21,-26,-32,-24,-31,-37,84,69,63,1016,1013,1008,24,20,0,60,24,55,0.00,2,Snow,276<br />
2012-1-6,-29,-30,-32,-33,-34,-36,76,70,69,999,999,999,24,24,24,8,3,,0.00,1,,186<br />
2012-1-9,-30,-30,-31,-34,-35,-36,69,67,63,1004,1003,1003,24,24,24,8,3,,0.00,6,,100<br />
2012-1-10,-26,-27,-28,-30,-31,-32,70,70,70,1007,1006,1006,24,22,16,14,8,,0.00,7,,277<br />
2012-1-11,-23,-24,-28,-29,-29,-31,76,66,59,1010,1009,1008,16,9,2,48,40,47,0.00,3,Snow,230<br />
2012-1-12,-30,-31,-33,-34,-36,-37,76,70,63,1022,1020,1015,24,24,24,6,2,,0.00,0,,204<br />
2012-1-13,-25,-29,-34,-28,-33,-38,77,70,68,1014,1009,1004,24,13,1,37,18,,0.00,4,Snow,310<br />
2012-1-16,-21,-22,-31,-25,-27,-36,77,71,63,991,988,987,24,24,24,14,5,,0.00,0,,102<br />
2012-1-17,-31,-33,-34,-35,-37,-38,69,67,62,995,994,992,24,24,24,14,6,,0.00,0,,304<br />
2012-1-18,-21,-26,-30,-24,-29,-34,77,73,69,998,996,994,24,24,24,19,8,,0.00,2,,237<br />
2012-1-19,-15,-20,-25,-18,-23,-29,78,73,61,1017,1013,1011,24,15,2,45,29,50,0.00,0,Snow,241<br />
2012-1-20,-23,-23,-24,-27,-28,-28,71,70,65,1010,1010,1010,16,16,16,10,6,,0.00,8,Snow,2<br />
2012-1-23,-32,-33,-38,-35,-38,-43,76,68,61,1027,1026,1021,24,24,24,6,2,,0.00,0,,285<br />
2012-1-24,-36,-37,-38,-40,-41,-42,68,66,61,1021,1019,1017,24,24,24,13,8,,0.00,1,,286<br />
2012-1-25,-33,-34,-38,-37,-39,-41,75,67,62,1025,1023,1020,24,24,24,11,5,,0.00,2,,216<br />
2012-1-26,-31,-36,-40,-35,-42,-44,75,67,55,1025,1023,1021,24,24,24,11,3,,0.00,0,,239<br />
2012-1-27,-38,-40,-42,-43,-44,-45,74,69,61,1018,1017,1017,24,24,24,0,0,,0.00,0,,-1<br />
2012-1-30,-30,-33,-36,-35,-37,-40,75,65,57,1020,1020,1019,24,24,24,14,3,,0.00,1,,185<br />
2012-1-31,-30,-33,-37,-33,-39,-42,76,65,56,1019,1017,1016,24,24,24,10,3,,0.00,0,,238<br />
2012-2-1,-33,-36,-39,-38,-42,-44,68,63,56,1014,1014,1014,24,24,24,6,3,,0.00,2,,186<br />
2012-2-2,-21,-31,-41,-25,-38,-45,82,65,37,1017,1015,1011,24,23,13,37,3,,0.00,0,Snow,215<br />
2012-2-3,-33,-34,-35,-38,-38,-39,68,66,62,1005,1004,1003,24,24,24,3,2,,0.00,6,,150<br />
2012-2-6,-30,-33,-36,-35,-38,-41,69,64,62,1008,1007,1006,13,13,13,8,6,,0.00,8,Snow,137<br />
2012-2-7,-29,-30,-32,-33,-34,-37,69,66,63,1014,1011,1008,24,16,13,14,6,,0.00,7,Snow,355<br />
2012-2-8,-28,-29,-31,-32,-33,-36,70,67,58,1018,1017,1017,24,24,24,13,8,,0.00,5,,233<br />
2012-2-9,-21,-22,-24,-26,-27,-29,71,66,64,1016,1015,1014,24,24,24,23,11,,0.00,8,Snow,223<br />
2012-2-10,-22,-23,-24,-26,-27,-28,71,71,70,1006,1004,1003,24,24,24,21,13,,0.00,8,,300<br />
2012-2-13,-29,-33,-38,-31,-38,-41,83,70,56,1013,1012,1011,24,24,24,16,3,,0.00,1,,224<br />
2012-2-14,-30,-32,-34,-35,-36,-38,76,67,62,1011,1009,1007,24,24,24,8,5,,0.00,1,,196<br />
2012-2-15,-32,-34,-37,-37,-39,-42,69,66,61,1005,1002,1001,24,21,16,8,5,,0.00,6,Snow,316<br />
2012-2-16,-32,-33,-36,-37,-38,-40,69,64,62,1009,1008,1006,24,20,16,11,5,,0.00,6,,182<br />
2012-2-17,-32,-36,-40,-37,-41,-45,82,63,50,1012,1011,1011,24,24,24,6,3,,0.00,3,,176<br />
2012-2-20,-35,-35,-35,-39,-39,-39,68,68,68,1019,1018,1018,24,24,24,3,3,,0.00,6,,140<br />
2012-2-21,-32,-34,-35,-36,-38,-39,69,67,62,1016,1015,1014,24,18,13,3,3,,0.00,8,Snow,138<br />
2012-2-22,-26,-27,-29,-29,-31,-33,77,71,69,1012,1011,1011,10,8,6,23,11,,0.00,8,Snow,340<br />
2012-2-23,-30,-31,-33,-35,-36,-37,69,66,63,1015,1015,1014,16,6,2,11,6,,0.00,8,,127<br />
2012-2-24,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2012-2-27,-30,,-30,-37,-37,-37,52,52,52,1007,1007,1007,24,24,24,14,14,,0.00,1,,160<br />
2012-2-29,-28,-29,-31,-33,-34,-36,69,67,63,1019,1018,1017,24,24,24,14,10,,0.00,4,,293<br />
2012-3-1,-30,-31,-32,-35,-36,-36,69,65,63,1018,1017,1017,24,17,10,10,8,,0.00,6,,299<br />
2012-3-2,-36,-36,-38,-40,-41,-42,68,65,61,1018,1018,1017,24,23,16,6,2,,0.00,4,,90<br />
2012-3-5,-34,-39,-43,-39,-42,-45,82,73,62,998,997,996,8,8,8,3,0,,0.00,8,Snow,190<br />
2012-3-6,-37,-38,-39,-41,-42,-43,75,69,67,1005,1004,1003,24,24,24,14,11,,0.00,1,,303<br />
2012-3-7,-31,-34,-39,-36,-41,-43,69,64,61,1025,1021,1014,24,23,16,26,13,,0.00,3,Snow,252<br />
2012-3-8,-29,-29,-29,-33,-33,-33,69,69,69,1012,1009,1006,16,12,10,29,26,,0.00,8,Snow,323<br />
2012-3-9,-24,-24,-25,-28,-29,-29,70,70,70,1001,1000,999,16,3,0,48,42,53,0.00,4,Snow,234<br />
