
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,1,-5,-11,-6,-8,-11,93,74,44,1034,1024,1022,7,5,2,11,6,,0.00,4,,75<br />
2014-1-2,0,-4,-8,-3,-4,-8,93,87,73,1034,1027,1025,6,4,1,8,3,,0.25,8,Rain,278<br />
2014-1-3,1,-2,-4,-2,-4,-7,100,83,45,1034,1028,1026,10,4,1,11,2,,0.00,8,Fog-Rain,306<br />
2014-1-4,-2,-3,-4,-6,-8,-9,80,70,47,1035,1028,1026,11,9,8,19,11,,0.00,7,,35<br />
2014-1-5,-1,-6,-9,-8,-10,-12,86,66,37,1034,1026,1024,11,9,6,14,11,,0.00,3,,66<br />
2014-1-6,-3,-7,-11,-9,-12,-14,86,71,38,1037,1027,1025,10,8,6,14,8,,0.00,2,,46<br />
2014-1-7,-4,-9,-14,-10,-13,-16,85,71,44,1037,1027,1024,9,7,5,11,8,,0.00,0,,29<br />
2014-1-8,-3,-8,-13,-10,-13,-16,85,70,46,1040,1027,1023,8,7,5,14,10,,0.00,2,,66<br />
2014-1-9,-4,-9,-14,-9,-13,-16,85,71,46,1042,1030,1026,10,6,5,14,10,,0.00,0,,32<br />
2014-1-10,-2,-7,-11,-9,-12,-15,86,65,32,1037,1026,1024,8,6,3,14,8,,0.00,1,,54<br />
2014-1-11,-3,-7,-11,-9,-12,-14,79,69,48,1033,1023,1019,8,6,3,14,10,,0.00,5,,51<br />
2014-1-12,-1,-6,-10,-5,-8,-11,93,77,51,1034,1025,1021,5,4,3,11,5,,0.00,7,Rain,316<br />
2014-1-13,-3,-4,-7,-4,-6,-8,100,85,68,1031,1023,1017,5,4,1,14,5,,0.00,8,Rain,331<br />
2014-1-14,5,-2,-8,-1,-5,-8,93,72,47,1024,1018,1015,26,9,5,34,11,,0.00,1,,334<br />
2014-1-15,2,-2,-5,-5,-7,-9,80,66,40,1034,1025,1021,18,11,10,23,10,,0.00,6,,69<br />
2014-1-16,4,-2,-8,-5,-8,-11,86,67,40,1038,1030,1026,19,11,10,19,11,,0.00,5,,72<br />
2014-1-17,3,-2,-6,-3,-6,-8,86,72,44,1031,1024,1021,10,8,6,14,10,,0.00,4,,65<br />
2014-1-18,5,0,-5,-4,-6,-8,86,66,33,1030,1023,1021,19,12,10,14,10,,0.00,5,,68<br />
2014-1-19,4,-1,-6,-4,-7,-9,86,68,44,1031,1024,1022,18,10,8,14,10,,0.00,5,,74<br />
2014-1-20,7,1,-4,-1,-4,-7,86,66,34,1028,1022,1021,11,9,6,14,8,,0.00,4,,59<br />
2014-1-21,7,2,-4,-1,-4,-6,86,72,42,1027,1021,1020,11,7,6,19,11,,0.00,4,,71<br />
2014-1-22,6,1,-4,-1,-4,-7,93,71,45,1027,1020,1017,11,6,4,14,10,,0.00,6,,67<br />
2014-1-23,10,4,-2,1,-2,-4,93,71,26,1021,1016,1014,19,9,7,26,8,,0.00,2,,318<br />
2014-1-24,7,3,-1,1,-1,-4,93,77,47,1022,1017,1016,14,10,10,14,6,,0.00,3,Rain,1<br />
2014-1-25,6,1,-4,0,-3,-5,93,76,35,1025,1020,1018,19,9,6,19,10,,0.00,3,,70<br />
2014-1-26,9,3,-2,-1,-3,-4,93,69,29,1023,1019,1017,11,9,6,14,10,,0.00,4,,58<br />
2014-1-27,8,4,-1,2,-2,-3,87,67,36,1020,1016,1014,11,10,6,14,10,,0.51,6,Rain,67<br />
2014-1-28,7,4,3,5,3,1,93,86,68,1013,1010,1007,18,9,4,26,10,,6.10,7,Rain,34<br />
2014-1-29,10,5,0,3,1,-1,93,75,42,1020,1017,1011,26,11,10,26,16,,0.00,2,,291<br />
2014-1-30,11,4,-1,2,-1,-3,93,67,27,1022,1018,1015,26,11,7,39,13,42,8.89,2,Rain,305<br />
2014-1-31,1,-1,-4,1,-5,-10,100,71,49,1031,1024,1017,31,11,6,34,16,,1.02,4,Rain-Snow,90<br />
2014-2-1,-5,-8,-11,-11,-14,-18,63,51,30,1040,1028,1024,26,12,10,37,24,,0.00,3,,95<br />
2014-2-2,-7,-10,-12,-17,-19,-21,62,47,22,1041,1030,1026,31,12,10,45,27,47,0.00,1,,77<br />
2014-2-3,-6,-9,-13,-17,-19,-21,67,45,22,1037,1025,1022,26,12,10,35,23,,0.00,2,,84<br />
2014-2-4,-4,-8,-11,-10,-16,-19,74,48,22,1032,1021,1018,23,10,4,35,21,39,0.00,4,Snow,85<br />
2014-2-5,0,-6,-11,-12,-15,-19,73,51,18,1030,1020,1017,18,12,10,14,11,,0.00,1,,345<br />
2014-2-6,1,-6,-11,-11,-15,-23,73,47,19,1029,1020,1017,18,12,10,14,6,,0.00,,,77<br />
2014-2-7,3,-3,-10,-11,-13,-18,73,49,16,1031,1023,1020,11,10,10,19,6,,0.00,,,57<br />
2014-2-8,3,-3,-9,-9,-12,-14,79,55,21,1031,1023,1021,11,8,6,14,8,,0.00,0,,74<br />
2014-2-9,3,-2,-8,-8,-11,-12,79,55,22,1033,1025,1023,10,6,5,19,10,,0.00,0,,38<br />
2014-2-10,6,0,-7,-7,-9,-11,80,53,18,1028,1021,1018,10,8,6,14,8,,0.00,0,,6<br />
2014-2-11,8,2,-4,-3,-7,-11,86,54,21,1027,1020,1018,11,9,7,26,8,,0.00,2,,38<br />
2014-2-12,9,2,-4,-2,-6,-9,86,54,17,1030,1025,1023,19,11,8,14,8,,0.00,1,,26<br />
2014-2-13,10,3,-4,-3,-6,-8,80,56,22,1028,1024,1022,14,12,10,14,10,,0.00,,,33<br />
2014-2-14,10,3,-4,-2,-5,-7,86,56,21,1027,1023,1020,18,11,10,14,10,,0.00,3,,26<br />
2014-2-15,13,4,-3,-2,-5,-7,86,52,14,1022,1016,1013,11,9,7,19,8,,0.00,2,,24<br />
