
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,25,19,14,15,14,12,94,73,50,1023,1021,1020,30,30,30,23,8,,0.00,1,,358<br />
2003-1-2,24,19,14,15,13,13,94,69,50,1023,1021,1019,,,,21,11,,0.00,2,,50<br />
2003-1-3,25,20,16,16,14,12,88,67,44,1021,1019,1017,,,,19,10,,0.00,4,,25<br />
2003-1-4,24,20,16,17,16,14,94,75,53,1018,1017,1016,,,,23,11,,0.00,5,,23<br />
2003-1-5,24,21,18,18,17,16,94,82,65,1017,1016,1015,30,23,5,21,14,,0.00,6,Rain,17<br />
2003-1-6,22,20,17,19,17,14,100,86,73,1016,1015,1014,30,19,4,23,10,,0.00,6,Rain,227<br />
2003-1-7,24,20,16,19,16,14,88,77,61,1017,1016,1015,30,27,10,21,11,,0.00,4,,120<br />
2003-1-8,20,18,15,16,14,12,88,80,60,1017,1014,1010,30,14,6,29,19,,0.00,6,Rain,118<br />
2003-1-9,23,19,15,20,17,13,100,89,78,1009,1006,1004,30,13,4,40,29,61,0.00,6,Rain,68<br />
2003-1-10,21,19,17,20,18,16,100,92,83,1012,1009,1007,20,11,3,34,18,50,0.00,6,Rain,66<br />
2003-1-11,24,21,18,16,15,14,88,74,57,1015,1014,1012,30,28,15,35,24,,0.00,4,Rain,66<br />
2003-1-12,24,20,16,16,15,14,94,77,57,1015,1013,1010,,,,26,13,,0.00,4,,74<br />
2003-1-13,22,19,17,17,16,15,94,82,64,1012,1011,1009,30,26,10,23,8,,0.00,6,Rain,71<br />
2003-1-14,21,17,13,15,11,7,94,70,43,1014,1012,1011,30,15,6,26,16,,0.00,4,Rain,143<br />
2003-1-15,20,15,10,11,7,5,71,60,40,1018,1015,1014,30,30,30,24,14,,0.00,2,,175<br />
2003-1-16,21,17,14,13,11,8,82,65,53,1019,1019,1018,30,30,30,23,10,,0.00,2,,228<br />
2003-1-17,22,17,13,15,13,12,94,74,57,1019,1018,1017,,,,24,13,,0.00,3,,214<br />
2003-1-18,23,18,14,15,14,12,94,74,57,1020,1019,1018,,,,23,11,,0.00,2,,209<br />
2003-1-19,23,18,14,15,14,12,94,74,56,1021,1019,1018,,,,23,6,,0.00,2,,215<br />
2003-1-20,23,19,16,16,15,13,88,74,61,1020,1019,1018,30,30,30,26,10,,0.00,5,,259<br />
2003-1-21,22,20,18,19,17,15,94,85,73,1020,1019,1018,30,13,3,27,14,,0.00,4,Rain,256<br />
2003-1-22,25,21,18,18,17,15,88,79,61,1019,1015,1011,30,25,20,27,14,,0.00,5,Rain,275<br />
2003-1-23,22,19,17,18,15,11,94,78,60,1010,1008,1007,30,20,6,39,23,47,0.00,5,Rain,270<br />
2003-1-24,22,19,16,14,13,11,82,71,57,1010,1008,1007,30,23,5,42,31,58,0.00,5,Rain,253<br />
2003-1-25,19,16,13,14,12,10,82,71,56,1008,1006,1005,25,18,6,45,35,63,0.00,4,Rain,232<br />
2003-1-26,19,16,13,12,9,6,77,63,49,1012,1010,1007,30,27,25,35,23,,0.00,3,,206<br />
2003-1-27,22,19,16,16,14,12,82,73,64,1011,1009,1007,30,27,20,39,23,,0.00,6,,259<br />
2003-1-28,20,18,16,17,12,9,94,67,56,1013,1010,1007,30,23,8,37,31,,0.00,4,Rain,224<br />
2003-1-29,21,18,16,13,11,10,77,66,52,1016,1013,1012,30,26,5,37,29,52,0.00,3,Rain,225<br />
2003-1-30,24,18,12,15,12,11,94,69,44,1023,1020,1017,,,,16,11,,0.00,1,,189<br />
2003-1-31,24,19,14,16,14,13,94,73,50,1023,1022,1020,,,,24,10,27,0.00,1,Fog,19<br />
2003-2-1,24,19,15,16,14,13,94,72,50,1023,1022,1020,30,30,30,24,10,,0.00,3,,268<br />
2003-2-2,25,20,15,16,14,11,94,70,41,1022,1019,1016,30,30,30,23,8,,0.00,3,,226<br />
2003-2-3,22,19,17,17,14,11,88,71,57,1017,1016,1015,30,24,15,34,18,,0.00,5,,225<br />
2003-2-4,21,19,18,15,13,11,83,70,60,1018,1015,1014,25,25,25,40,31,,0.00,5,,221<br />
2003-2-5,23,19,15,16,14,12,94,72,53,1027,1023,1018,,,,19,10,,0.00,5,,62<br />
2003-2-6,24,20,17,16,14,13,88,71,53,1028,1027,1025,,,,26,13,,0.00,5,,298<br />
2003-2-7,25,21,17,16,14,12,94,72,50,1027,1025,1024,30,30,30,29,13,,0.00,2,,196<br />
2003-2-8,23,19,16,16,13,11,82,70,47,1025,1023,1021,,,,24,11,,0.00,5,,196<br />
2003-2-9,23,19,15,16,15,13,94,75,57,1022,1021,1019,,,,26,11,,0.00,4,,216<br />
2003-2-10,25,20,16,16,15,14,94,76,53,1021,1020,1019,30,30,30,24,13,,0.00,2,,201<br />
2003-2-11,24,20,16,17,16,14,94,77,53,1020,1018,1016,30,30,30,26,10,,0.00,4,,222<br />
2003-2-12,24,20,17,17,17,16,94,80,61,1018,1016,1015,30,29,25,26,16,,0.00,3,,203<br />
2003-2-13,25,21,17,17,16,13,94,73,47,1016,1014,1012,25,23,20,21,10,29,0.00,4,,57<br />
2003-2-14,26,21,16,17,16,14,94,76,50,1013,1010,1008,10,10,10,34,13,,0.00,3,Fog-Rain,260<br />
2003-2-15,22,19,16,15,11,8,83,61,49,1017,1013,1010,30,25,15,35,29,,0.00,2,,211<br />
2003-2-16,24,18,12,14,12,10,94,70,46,1025,1022,1018,,,,23,10,,0.00,1,,216<br />
2003-2-17,25,19,13,15,13,11,94,70,41,1025,1022,1019,,,,23,8,,0.00,3,,10<br />
2003-2-18,26,20,15,16,14,12,88,68,47,1019,1015,1011,30,30,30,37,13,,0.00,3,,343<br />
2003-2-19,20,18,17,19,17,16,100,91,78,1012,1011,1009,30,17,2,19,11,,0.00,6,Rain,317<br />
2003-2-20,21,19,17,16,13,10,94,72,49,1015,1014,1011,30,23,6,27,16,,0.00,5,,252<br />
2003-2-21,21,18,15,16,12,10,94,74,56,1016,1014,1013,30,25,8,42,24,,0.00,5,Rain,259<br />
2003-2-22,20,17,14,11,9,6,82,61,40,1020,1018,1016,30,29,25,19,11,,0.00,6,,189<br />
2003-2-23,20,16,11,13,11,7,88,73,59,1020,1019,1018,30,30,30,14,5,,0.00,4,,161<br />
2003-2-24,21,17,14,14,13,11,94,77,56,1019,1017,1016,30,30,30,11,5,,0.00,5,Rain,130<br />
2003-2-25,20,18,15,16,14,12,94,84,73,1017,1015,1012,30,21,10,37,19,,0.00,6,Rain,140<br />
2003-2-26,21,19,18,16,15,14,88,79,73,1013,1011,1009,30,19,8,48,31,64,0.00,6,Rain,135<br />
2003-2-27,21,19,18,19,17,16,94,87,78,1011,1010,1009,20,12,6,40,31,,0.00,6,Rain,126<br />
2003-2-28,24,21,18,20,18,17,94,88,73,1009,1009,1008,30,16,5,35,16,,0.00,5,Rain,75<br />
2003-3-1,27,22,18,20,18,17,100,82,57,1009,1008,1007,30,30,30,19,6,,0.00,4,,43<br />
2003-3-2,26,22,18,20,18,16,100,81,54,1009,1007,1002,30,28,10,35,14,,0.00,5,Rain,43<br />
2003-3-3,23,20,18,19,16,13,100,78,57,1006,1002,999,30,19,5,42,31,61,0.00,4,Rain,295<br />
2003-3-4,20,18,16,12,11,10,72,64,52,1016,1011,1006,30,29,25,32,24,,0.00,2,,230<br />
2003-3-5,21,16,12,13,12,10,88,72,52,1020,1018,1016,30,30,25,16,10,,0.00,3,,183<br />
2003-3-6,22,18,14,16,13,12,88,77,53,1021,1020,1019,30,30,30,23,8,,0.00,5,,176<br />
2003-3-7,25,20,15,16,14,13,88,78,54,1022,1021,1020,30,30,30,19,8,,0.00,4,,114<br />
