
HST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,24,21,18,20,18,16,94,83,69,1018,1016,1014,16,12,1,19,6,,0.00,1,,341<br />
2000-1-2,26,22,18,20,18,17,97,80,58,1020,1019,1017,16,16,16,19,6,,0.25,0,,356<br />
2000-1-3,27,23,19,21,19,18,90,80,64,1021,1019,1017,16,16,16,16,8,,0.00,1,,9<br />
2000-1-4,27,23,20,20,19,18,90,75,62,1020,1019,1017,16,16,16,26,13,37,0.00,1,,55<br />
2000-1-5,27,24,23,20,19,18,79,72,60,1021,1020,1017,16,16,16,29,23,40,0.00,1,,68<br />
2000-1-6,27,24,22,19,18,18,81,72,60,1022,1020,1019,16,16,16,32,24,45,0.00,1,Rain,63<br />
2000-1-7,27,24,22,19,18,17,79,70,56,1022,1020,1018,16,16,16,39,26,48,0.00,1,,64<br />
2000-1-8,28,24,22,19,18,18,84,71,58,1020,1019,1018,16,16,14,35,24,40,0.00,1,Rain,64<br />
2000-1-9,26,23,21,19,18,17,90,74,64,1020,1018,1016,16,16,14,26,21,37,1.02,3,Rain,60<br />
2000-1-10,27,24,22,20,18,17,81,73,56,1018,1016,1014,16,16,16,32,21,50,0.00,3,Rain,62<br />
2000-1-11,27,24,22,20,19,18,79,73,66,1017,1015,1014,16,16,16,35,23,42,0.00,2,,70<br />
2000-1-12,27,24,21,19,19,17,84,75,62,1016,1015,1013,16,16,16,29,18,37,0.00,1,Rain,59<br />
2000-1-13,26,22,19,19,18,17,87,76,60,1017,1015,1013,16,16,16,27,11,37,0.00,2,,21<br />
2000-1-14,27,23,21,19,18,17,90,73,60,1019,1016,1015,16,16,16,27,14,37,0.00,3,Rain,60<br />
2000-1-15,24,22,21,19,18,17,90,76,69,1020,1018,1016,16,16,14,34,19,48,0.25,5,Rain,64<br />
2000-1-16,26,23,21,17,16,14,81,69,58,1021,1019,1018,16,16,16,35,19,47,0.00,1,,60<br />
2000-1-17,24,21,19,16,16,14,81,68,60,1021,1018,1016,16,16,16,32,19,42,0.25,2,Rain,60<br />
2000-1-18,26,22,18,17,16,14,90,71,50,1018,1016,1014,16,16,16,32,14,47,0.25,3,,55<br />
2000-1-19,22,20,18,19,18,16,94,87,78,1016,1015,1013,16,14,4,29,14,34,12.70,5,Rain,61<br />
2000-1-20,23,21,19,19,18,17,97,83,73,1016,1015,1013,16,14,3,24,14,37,9.40,4,Rain,49<br />
2000-1-21,24,22,20,19,18,16,84,78,71,1018,1016,1015,16,16,16,32,18,37,0.00,4,Rain,48<br />
2000-1-22,24,21,19,16,14,13,73,64,57,1017,1016,1015,16,16,14,35,18,45,0.00,0,,39<br />
2000-1-23,24,21,17,14,13,12,75,61,50,1019,1017,1015,16,16,16,27,14,40,0.00,2,,34<br />
2000-1-24,24,19,15,15,13,12,87,67,51,1020,1018,1016,16,16,16,26,10,32,0.00,1,,60<br />
2000-1-25,25,21,16,16,14,13,90,68,50,1020,1019,1016,16,16,16,21,8,35,0.00,1,,21<br />
2000-1-26,22,20,19,19,17,14,94,83,65,1023,1021,1019,16,14,4,35,14,50,8.13,6,Rain,41<br />
