
EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,17,10,4,9,6,3,93,79,55,1018,1017,1016,8,8,8,0,0,,0.00,1,,-1<br />
2000-1-2,15,9,4,8,6,2,93,80,55,1017,1016,1015,10,7,6,8,2,,0.00,3,,115<br />
2000-1-3,12,10,8,9,7,4,93,83,58,1012,1009,1007,10,9,3,14,5,,0.00,6,Rain,74<br />
2000-1-4,11,8,6,9,7,5,100,90,71,1008,1006,1005,10,8,1,19,2,,0.00,6,Rain-Thunderstorm,192<br />
2000-1-5,8,7,6,6,5,4,100,88,81,1008,1006,1005,10,10,10,19,8,,0.00,7,Rain,96<br />
2000-1-6,10,7,4,6,4,2,100,87,71,1016,1011,1007,10,7,1,19,10,,0.00,5,Fog,277<br />
2000-1-7,10,6,2,6,4,2,100,86,71,1019,1017,1016,10,8,0,23,8,,0.00,6,Fog-Rain,126<br />
2000-1-8,8,7,5,6,4,2,100,89,76,1019,1018,1017,10,9,6,29,18,,0.00,7,Rain,125<br />
2000-1-9,10,7,3,6,4,3,100,89,71,1019,1017,1017,10,9,0,14,3,,0.00,5,Fog-Rain,9<br />
2000-1-10,8,4,1,6,3,0,100,93,81,1019,1018,1017,10,5,0,19,3,,0.00,5,Fog-Rain,285<br />
2000-1-11,11,7,3,4,2,0,93,79,47,1021,1019,1017,10,10,10,19,11,,0.00,3,,298<br />
2000-1-12,11,4,-1,1,-1,-5,93,70,47,1022,1020,1020,10,10,10,11,2,,0.00,2,,2<br />
2000-1-13,9,3,-2,1,-2,-6,87,67,49,1023,1022,1020,10,10,10,8,3,,0.00,2,,57<br />
2000-1-14,8,3,-2,0,-2,-5,93,70,52,1023,1022,1021,10,10,10,19,2,,0.00,3,,86<br />
2000-1-15,8,4,1,-2,-6,-9,75,50,29,1021,1019,1018,,,,23,16,,0.00,,,82<br />
2000-1-16,9,2,-4,-4,-6,-8,86,60,32,1020,1018,1018,,,,3,0,,0.00,,,145<br />
2000-1-17,8,1,-5,-2,-6,-9,93,61,31,1019,1016,1013,10,10,10,19,5,,0.00,6,,136<br />
2000-1-18,6,3,2,5,-1,-8,100,77,48,1009,1002,996,10,6,1,29,16,,0.00,7,Rain-Snow,116<br />
2000-1-19,11,8,5,6,3,0,100,78,47,1007,1001,996,10,8,4,48,26,,0.00,4,Rain,270<br />
2000-1-21,7,4,3,0,-5,-10,81,56,29,1016,1015,1014,10,10,10,19,11,,0.00,5,,325<br />
2000-1-22,6,3,1,3,1,-2,93,89,75,1016,1015,1014,10,8,2,11,3,,0.00,8,Rain,107<br />
2000-1-23,7,4,2,6,4,1,93,92,87,1021,1018,1015,8,6,2,8,2,,0.00,7,Rain,116<br />
2000-1-24,9,7,4,8,5,3,100,91,87,1022,1020,1017,10,7,3,14,11,,0.00,7,Rain,121<br />
2000-1-25,12,8,5,8,6,3,100,82,62,1016,1013,1012,10,10,10,23,8,,0.00,5,Rain,173<br />
2000-1-26,10,7,3,7,3,-1,87,72,58,1011,1010,1009,10,10,10,40,23,,0.00,6,,282<br />
2000-1-27,6,3,1,3,2,0,93,84,70,1010,1009,1008,10,9,3,34,10,,0.00,6,Rain-Snow,125<br />
2000-1-28,9,4,1,-1,-3,-6,87,63,37,1016,1011,1009,10,9,3,26,18,,0.00,6,Snow,35<br />
2000-1-29,11,6,0,2,-2,-5,87,63,44,1024,1019,1016,10,10,10,37,11,,0.00,1,,283<br />
2000-1-30,16,7,-1,7,1,-2,100,73,54,1029,1027,1025,10,10,10,19,5,,0.00,3,,77<br />
2000-1-31,11,6,0,3,1,-2,93,74,54,1028,1025,1022,10,10,10,23,8,,0.00,4,,107<br />
2000-2-1,13,8,3,5,3,1,93,77,58,1023,1021,1019,10,9,6,14,3,,0.00,5,,300<br />
2000-2-2,14,7,1,2,-1,-5,87,62,27,1022,1021,1020,10,10,10,23,6,,0.00,1,,307<br />
2000-2-3,11,4,-1,-1,-4,-7,81,59,28,1024,1023,1022,,,,11,3,,0.00,,,89<br />
2000-2-4,12,6,-1,2,-2,-5,86,65,38,1023,1022,1020,2,2,2,11,2,,0.00,,,91<br />
2000-2-5,10,7,4,4,2,-1,93,75,50,1020,1016,1013,10,10,10,14,6,,0.00,7,Rain,48<br />
2000-2-6,9,6,3,4,1,-6,100,77,46,1015,1012,1010,10,10,10,23,10,,0.00,6,Rain,346<br />
2000-2-7,12,4,-2,0,-3,-6,93,62,28,1021,1019,1017,,,,14,6,,0.00,,,276<br />
2000-2-8,11,3,-4,2,-2,-5,93,76,41,1022,1020,1019,,,,3,0,,0.00,,,289<br />
2000-2-9,13,6,-2,3,-1,-4,93,74,38,1022,1021,1020,6,5,4,14,2,,0.00,0,,242<br />
2000-2-10,13,6,-1,3,-1,-3,93,65,33,1025,1024,1023,,,,19,8,,0.00,,,83<br />
2000-2-11,14,8,2,2,-1,-3,93,56,31,1023,1022,1021,10,10,10,19,10,,0.00,5,,67<br />
2000-2-12,15,8,0,4,-1,-4,81,56,29,1021,1017,1013,10,10,10,26,10,,0.00,4,,85<br />
2000-2-13,14,10,6,6,4,2,81,69,48,1013,1010,1009,10,10,8,26,14,,0.00,5,Rain,1<br />
2000-2-14,14,9,4,9,4,3,93,79,51,1017,1014,1012,10,10,10,26,10,,0.00,4,,256<br />
2000-2-15,10,8,6,8,6,4,100,93,87,1019,1016,1014,10,6,2,19,10,,0.00,7,Rain-Thunderstorm,68<br />
2000-2-16,10,8,6,8,6,4,100,90,81,1014,1011,1009,10,9,3,29,13,,0.00,7,Rain-Thunderstorm,168<br />
2000-2-17,13,7,2,6,4,2,100,77,54,1021,1018,1013,10,10,10,34,14,,0.00,2,,255<br />
2000-2-18,12,6,1,6,3,0,100,80,62,1023,1021,1020,10,10,10,14,6,,0.00,4,,83<br />
2000-2-19,14,8,2,7,4,1,93,79,55,1020,1015,1012,10,10,8,40,16,,0.00,6,Rain,155<br />
2000-2-20,14,9,5,7,4,3,93,77,51,1021,1019,1015,10,10,10,23,13,,0.00,5,Rain,255<br />
2000-2-21,14,7,1,9,4,1,100,83,51,1021,1020,1016,10,8,0,14,3,,0.00,4,Fog,89<br />
2000-2-22,12,7,2,7,4,1,93,84,66,1015,1012,1009,10,9,8,26,8,,0.00,5,Rain,125<br />
2000-5-4,27,22,17,14,12,9,73,55,36,1008,1007,1005,10,10,10,34,13,,0.00,6,Rain,57<br />
2000-5-5,26,21,16,13,11,8,82,55,34,1012,1009,1007,10,10,10,29,18,,0.00,4,,306<br />
2000-5-6,24,17,10,9,8,5,87,54,33,1014,1013,1012,10,10,10,29,13,,0.00,4,,294<br />
2000-5-7,24,17,10,10,8,3,87,58,27,1016,1014,1012,10,10,10,26,10,,0.00,5,,285<br />
2000-5-8,25,18,11,11,8,4,82,54,29,1014,1012,1011,10,10,10,45,21,,0.00,2,,277<br />
2000-5-9,26,18,10,9,3,-8,94,46,10,1017,1016,1015,4,4,4,19,11,,0.00,,,315<br />
2000-5-10,28,19,10,9,1,-7,58,29,10,1019,1017,1015,,,,14,8,,0.00,,,335<br />
