
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,25,18,12,14,12,10,100,67,39,1021,1019,1017,16,7,0,19,10,,0.00,3,Fog,80<br />
2006-1-2,25,20,15,14,12,11,94,65,44,1020,1017,1015,8,7,1,19,11,,0.00,3,,86<br />
2006-1-3,29,22,15,15,13,12,100,70,37,1018,1016,1014,8,6,3,19,10,,0.00,5,,87<br />
2006-1-4,26,20,15,19,14,13,94,70,50,1018,1015,1013,10,6,2,19,10,,0.00,3,,83<br />
2006-1-5,27,22,17,17,16,14,94,71,45,1018,1015,1013,10,6,2,14,8,,0.00,5,,92<br />
2006-1-6,25,21,18,17,16,13,94,73,53,1018,1015,1013,8,6,2,14,11,,0.00,3,,88<br />
2006-1-7,26,20,15,18,15,14,94,69,47,1019,1016,1014,10,9,6,19,13,,0.00,4,,93<br />
2006-1-8,26,22,19,19,17,16,94,77,57,1019,1016,1014,10,7,2,19,11,,0.00,4,,85<br />
2006-1-9,27,23,20,19,17,15,94,74,48,1019,1016,1013,10,7,2,19,11,,0.00,3,,85<br />
2006-1-10,27,22,17,19,14,9,94,64,36,1019,1016,1013,8,6,3,19,13,,0.00,3,,87<br />
2006-1-11,28,21,15,17,8,2,94,47,20,1018,1015,1013,10,6,4,19,11,,0.00,6,,82<br />
2006-1-12,28,22,16,16,12,10,83,56,34,1018,1016,1013,10,7,2,19,11,,0.00,3,,86<br />
2006-1-13,28,21,15,17,11,4,94,57,24,1018,1015,1013,8,6,2,19,10,,0.00,1,,84<br />
2006-1-14,28,22,17,15,8,4,88,41,21,1018,1016,1013,10,7,2,14,10,,0.00,1,,83<br />
2006-1-15,27,21,15,16,14,10,100,63,45,1018,1016,1014,10,7,0,14,8,,0.00,3,Fog,86<br />
2006-1-16,28,23,18,18,17,15,100,73,48,1019,1017,1015,10,7,0,19,6,,0.00,3,Fog,74<br />
2006-1-17,27,23,19,19,16,10,100,71,39,1020,1017,1015,10,5,0,175,13,,0.00,2,Fog,74<br />
2006-1-18,29,23,17,17,11,6,88,50,25,1020,1017,1015,8,6,2,23,8,,0.00,0,,58<br />
2006-1-19,29,22,15,12,8,4,82,43,20,1020,1017,1015,8,6,6,19,6,,0.00,0,,79<br />
2006-1-20,28,21,14,12,7,3,72,41,20,1020,1018,1015,8,7,2,23,11,,0.00,0,,71<br />
2006-1-21,29,21,14,14,10,8,88,52,27,1021,1019,1016,10,5,2,19,8,,0.00,0,,67<br />
2006-1-22,28,21,15,14,9,7,82,47,28,1021,1018,1016,8,6,2,11,8,,0.00,0,,58<br />
2006-1-23,29,22,15,11,9,7,63,43,25,1019,1016,1014,8,8,8,11,6,,0.00,0,,61<br />
2006-1-24,28,22,17,14,12,10,72,48,32,1020,1017,1015,8,6,3,11,5,,0.00,1,,103<br />
2006-1-25,27,22,18,13,11,9,73,50,34,1020,1018,1016,10,7,3,19,11,,0.00,1,,82<br />
2006-1-26,27,21,15,13,9,3,88,47,23,1023,1019,1015,10,8,6,19,11,,0.00,1,,81<br />
2006-1-27,26,21,17,15,12,9,77,57,41,1021,1019,1017,8,7,2,26,13,,0.00,4,,85<br />
2006-1-28,27,22,17,15,12,9,82,56,32,1020,1017,1015,8,7,4,23,16,,0.00,2,,86<br />
2006-1-29,26,20,14,14,11,6,100,60,28,1021,1017,1015,10,6,0,23,13,,0.00,2,Fog,76<br />
2006-1-30,27,21,15,13,8,5,88,50,24,1021,1019,1017,10,6,1,23,10,,0.00,0,,81<br />
2006-1-31,27,20,14,16,10,7,94,53,28,1021,1019,1017,8,5,1,21,11,,0.00,1,,100<br />
2006-2-1,25,19,13,16,13,11,100,73,41,1021,1019,1017,8,6,0,26,11,,0.00,1,Fog,104<br />
2006-2-2,26,20,14,19,13,9,94,69,36,1020,1018,1011,8,6,2,27,11,,0.00,0,Fog,103<br />
2006-2-3,26,20,14,16,13,11,100,60,39,1022,1019,1017,10,8,0,34,13,,0.00,2,Fog,115<br />
2006-2-4,27,21,16,18,14,12,94,60,39,1022,1020,1018,10,8,1,19,10,,0.00,2,,97<br />
2006-2-5,29,23,17,19,12,8,100,55,27,1021,1019,1015,10,8,1,29,13,,0.00,2,,91<br />
2006-2-6,28,21,15,11,7,4,77,42,23,1020,1017,1015,8,6,3,23,10,,0.00,0,,96<br />
2006-2-7,28,21,15,11,8,5,77,45,24,1020,1017,1015,8,6,2,24,10,,0.00,0,,96<br />
2006-2-8,25,19,14,13,8,5,94,50,28,1021,1018,1016,8,7,6,23,10,,0.00,6,,79<br />
2006-2-9,27,20,13,11,7,3,88,46,21,1022,1019,1017,8,7,2,14,6,,0.00,5,,63<br />
2006-2-10,28,21,15,15,8,2,100,48,19,1022,1019,1016,10,6,1,19,10,,0.00,0,Fog,77<br />
2006-2-11,27,20,14,15,10,6,100,58,26,1020,1017,1012,10,6,0,24,10,,0.00,1,Fog,96<br />
2006-2-12,26,20,15,19,9,4,94,51,24,1019,1017,1015,8,7,6,23,14,,0.00,1,,87<br />
2006-2-13,27,20,13,10,4,1,72,38,18,1020,1017,1015,8,7,1,23,11,,0.00,0,,84<br />
2006-2-14,28,21,15,10,5,1,72,38,17,1018,1016,1013,8,7,2,14,6,,0.00,0,,87<br />
2006-2-15,30,22,14,11,5,1,82,36,16,1017,1015,1012,8,6,1,19,6,,0.00,3,,60<br />
2006-2-16,31,23,15,9,6,2,63,33,16,1017,1015,1012,8,8,2,23,10,,0.00,0,,73<br />
2006-2-17,31,23,16,15,8,3,88,43,17,1018,1016,1013,8,7,2,19,3,,0.00,0,,70<br />
2006-2-18,31,23,16,15,9,4,77,44,18,1019,1016,1014,8,7,2,27,6,,0.00,0,,87<br />
2006-2-19,31,23,17,15,9,5,83,44,19,1018,1016,1011,8,7,2,23,8,,0.00,0,,97<br />
2006-2-20,32,23,16,18,10,6,72,43,20,1018,1016,1013,8,8,6,23,6,,0.00,0,,94<br />
2006-2-21,29,23,17,14,9,4,77,44,20,1018,1015,1013,8,7,2,19,8,,0.00,0,,97<br />
2006-2-22,31,23,15,11,5,1,77,35,15,1018,1015,1013,8,7,3,26,11,,0.00,0,,91<br />
2006-2-23,29,22,16,11,4,-1,72,34,15,1018,1015,1012,8,7,2,23,11,,0.00,0,,92<br />
2006-2-24,30,22,15,7,2,-2,59,28,12,1016,1014,1012,8,7,1,27,11,,0.00,,,86<br />
2006-2-25,31,23,15,10,4,0,63,30,14,1017,1014,1012,8,7,1,23,8,,0.00,0,,100<br />
2006-2-26,31,23,15,12,7,4,67,38,19,1017,1014,1011,8,7,3,19,6,,0.00,0,,98<br />
2006-2-27,29,23,17,14,12,10,82,55,30,1018,1014,1011,10,7,2,27,6,,0.00,0,,94<br />
2006-2-28,29,24,20,23,16,12,88,57,37,1015,1013,1011,10,7,3,174,8,,0.00,3,,126<br />
2006-3-1,31,26,20,18,16,14,88,60,35,1016,1014,1011,8,5,2,19,5,,0.00,3,,152<br />
2006-3-2,30,25,20,18,16,14,78,59,37,1017,1014,1011,10,7,3,19,6,,0.00,2,,116<br />
2006-3-3,30,26,21,19,18,16,88,62,43,1018,1015,1012,8,7,6,27,11,,0.00,3,,120<br />
2006-3-4,31,26,20,20,18,13,94,64,37,1018,1016,1014,10,8,5,24,10,,0.00,4,Rain-Thunderstorm,133<br />
2006-3-5,32,26,20,19,18,14,94,64,33,1018,1015,1012,10,7,4,14,6,,0.00,2,Rain-Thunderstorm,95<br />
2006-3-6,30,24,19,20,18,15,94,70,45,1019,1016,1014,10,7,4,19,8,,0.00,4,Rain-Thunderstorm,160<br />
2006-3-7,30,26,21,20,15,11,94,57,33,1019,1016,1013,8,6,2,10,5,,0.00,3,,107<br />
2006-3-8,30,24,19,19,13,7,94,53,23,1019,1016,1014,10,8,2,19,8,,0.00,3,,124<br />
2006-3-9,29,24,20,19,17,11,94,64,48,1020,1017,1014,8,7,2,19,11,,0.00,3,,129<br />
2006-3-10,29,24,20,20,18,17,94,72,48,1018,1015,1013,10,7,3,14,5,,0.00,3,Rain-Thunderstorm,178<br />
2006-3-11,28,24,21,20,18,15,94,70,45,1017,1015,1013,10,7,2,16,5,,0.00,3,Rain-Thunderstorm,326<br />
2006-3-12,30,24,19,19,13,8,88,53,25,1016,1014,1011,10,9,6,19,3,,0.00,2,,280<br />
2006-3-13,30,24,18,19,15,12,100,57,37,1016,1013,1011,10,8,0,19,5,,0.00,3,Fog,158<br />
2006-3-14,28,24,20,20,18,16,94,72,51,1018,1015,1013,10,8,2,19,6,,0.00,3,Thunderstorm,123<br />
2006-3-15,29,24,20,19,17,15,88,63,42,1018,1015,1013,10,8,6,11,6,,0.00,3,,141<br />
2006-3-16,29,24,21,19,16,14,83,58,42,1017,1014,1011,8,7,4,11,5,,0.00,5,,311<br />
2006-3-17,30,26,21,20,14,10,94,55,29,1018,1015,1012,10,8,6,14,8,,0.00,5,,55<br />
2006-3-18,30,25,20,19,17,11,94,64,33,1017,1015,1012,10,8,2,19,8,,0.00,4,,87<br />
2006-3-19,29,24,19,18,16,12,94,60,35,1019,1015,1013,10,8,2,23,13,,0.00,3,,98<br />
2006-3-20,30,24,19,18,14,10,94,56,30,1019,1015,1013,10,8,2,19,11,,0.00,3,,89<br />
2006-3-21,32,26,19,19,13,6,94,55,20,1017,1014,1011,8,7,2,19,10,,0.00,,,76<br />
2006-3-22,32,26,19,17,14,12,88,53,29,1016,1013,1010,10,7,2,14,5,,0.00,3,,75<br />
2006-3-23,34,27,21,17,14,11,69,46,24,1014,1012,1009,10,7,3,11,5,,0.00,3,,100<br />
2006-3-24,33,27,21,17,14,13,68,50,33,1016,1013,1010,8,6,2,11,2,,0.00,3,,90<br />
