
ACST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,27,25,23,25,24,23,100,94,79,1008,1006,1003,31,9,1,24,11,,30.99,7,Rain,343<br />
2015-1-2,29,27,24,26,24,23,100,90,64,1008,1006,1004,31,10,3,35,16,,4.06,6,Rain,342<br />
2015-1-3,29,27,24,26,24,24,100,91,79,1007,1006,1004,31,10,0,42,19,55,27.94,6,Rain,353<br />
2015-1-4,30,27,24,26,25,24,100,91,79,1006,1005,1003,31,12,3,29,13,,0.51,6,Rain-Thunderstorm,19<br />
2015-1-5,30,28,26,26,24,22,94,82,70,1006,1005,1003,31,12,1,42,23,58,3.05,7,Rain,331<br />
2015-1-6,32,28,24,26,25,24,94,81,57,1006,1004,1002,31,11,2,35,18,,8.89,5,Rain-Thunderstorm,344<br />
2015-1-7,31,28,24,26,24,23,94,79,60,1005,1003,1001,31,10,1,50,23,58,6.10,5,Rain,329<br />
2015-1-8,31,28,25,26,25,23,89,78,63,1006,1004,1002,31,13,6,42,24,60,1.02,7,Rain-Thunderstorm,329<br />
2015-1-9,31,28,24,26,24,23,100,84,62,1006,1004,1002,31,11,0,64,24,76,28.96,5,Rain-Thunderstorm,319<br />
2015-1-10,29,27,23,27,25,23,100,86,72,1006,1004,1002,31,9,1,58,29,77,23.88,4,Rain,290<br />
2015-1-11,31,28,24,26,25,23,89,78,63,1008,1005,1004,31,12,1,35,27,50,6.10,5,Rain,275<br />
2015-1-12,32,29,27,26,24,24,89,75,59,1008,1006,1004,31,13,10,32,21,,0.25,6,Thunderstorm,269<br />
2015-1-13,32,30,28,26,25,24,89,76,59,1008,1006,1004,31,12,10,32,23,,0.00,6,,272<br />
2015-1-14,29,27,24,26,24,23,100,84,71,1009,1006,1004,31,10,1,39,23,48,17.02,6,Rain,248<br />
2015-1-15,29,27,24,25,24,23,94,88,68,1007,1006,1003,31,12,1,32,16,,2.03,6,Rain,275<br />
2015-1-16,29,26,23,25,24,23,100,87,66,1009,1007,1004,31,11,3,27,16,,0.51,6,Rain,235<br />
2015-1-17,31,27,24,25,24,22,100,81,59,1009,1008,1006,31,12,1,40,16,50,8.89,5,Rain-Thunderstorm,310<br />
2015-1-18,32,29,26,25,24,22,89,73,52,1011,1009,1008,31,13,10,24,18,,0.25,5,,324<br />
2015-1-19,33,29,25,26,24,19,100,77,40,1012,1011,1009,31,13,10,32,11,,0.51,4,Rain,297<br />
2015-1-20,32,29,26,26,24,22,94,75,48,1013,1011,1010,31,13,10,26,13,,0.00,6,,273<br />
2015-1-21,32,29,27,25,24,24,89,73,57,1012,1010,1007,31,13,10,32,19,,0.00,6,,271<br />
2015-1-22,32,30,28,26,26,25,89,77,64,1009,1006,1004,31,12,2,42,29,48,1.02,5,Rain,281<br />
2015-1-23,29,27,25,26,25,23,94,84,70,1007,1005,1003,31,10,2,39,26,52,13.97,6,Rain-Thunderstorm,272<br />
