
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,31,27,23,19,18,1,78,60,15,1017,1015,1012,19,11,8,27,18,,4.06,5,Rain-Thunderstorm,322<br />
2014-1-2,32,27,22,20,18,15,83,60,30,1017,1014,1011,19,12,10,26,16,42,1.02,5,Rain,324<br />
2014-1-3,34,29,24,20,17,11,69,50,20,1018,1015,1012,19,14,10,26,14,45,0.00,4,,313<br />
2014-1-4,28,24,20,21,19,17,88,71,54,1022,1019,1018,19,11,4,32,16,50,0.76,5,Rain,167<br />
2014-1-5,28,24,20,20,19,17,88,78,56,1022,1020,1019,19,9,2,29,18,,1.02,6,Rain,150<br />
2014-1-6,29,24,20,19,18,14,83,68,30,1021,1017,1014,19,11,6,26,16,42,0.00,4,Rain,132<br />
2014-1-7,30,24,19,19,16,11,83,63,29,1020,1018,1016,19,12,6,24,13,,0.00,2,,115<br />
2014-1-8,33,27,22,17,15,13,69,49,20,1019,1016,1014,19,13,10,26,11,,0.00,3,Rain-Thunderstorm,22<br />
2014-1-9,31,26,21,20,16,12,73,58,29,1019,1017,1016,19,12,10,26,13,,0.00,3,Thunderstorm,127<br />
2014-1-10,33,28,22,21,17,11,83,60,26,1019,1017,1015,19,11,5,24,8,,0.51,6,Rain-Thunderstorm,69<br />
2014-1-11,32,27,22,19,17,1,73,58,21,1020,1017,1015,19,12,5,34,10,60,2.03,4,Rain-Thunderstorm,18<br />
2014-1-12,29,26,22,20,17,13,88,65,37,1022,1020,1019,19,8,5,26,13,50,2.03,3,Rain-Thunderstorm,145<br />
2014-1-13,29,24,20,19,16,1,83,65,25,1023,1021,1020,19,10,5,27,11,45,0.51,4,Rain-Thunderstorm,107<br />
2014-1-14,32,26,21,18,16,13,83,60,23,1022,1020,1016,19,11,3,32,10,,11.94,5,Rain-Thunderstorm,30<br />
2014-1-15,31,24,18,18,16,12,88,65,23,1020,1018,1015,19,10,0,29,11,69,26.92,3,Rain-Thunderstorm,295<br />
2014-1-16,27,22,18,18,17,16,88,73,51,1019,1018,1017,19,12,1,24,8,39,22.10,4,Rain-Thunderstorm,332<br />
2014-1-17,28,24,20,19,17,15,88,72,45,1020,1018,1017,19,10,0,60,10,,17.02,4,Rain-Thunderstorm,127<br />
2014-1-18,27,23,19,18,17,16,88,70,48,1021,1019,1018,19,11,5,29,11,,0.00,4,,141<br />
2014-1-19,27,23,18,17,16,14,83,66,47,1020,1017,1016,19,11,10,27,11,,0.00,3,,116<br />
2014-1-20,29,24,19,19,17,16,83,67,43,1018,1017,1015,19,12,9,26,10,,0.00,4,,121<br />
2014-1-21,32,27,22,20,17,13,78,59,23,1018,1017,1016,19,13,10,24,11,42,0.25,3,Rain-Thunderstorm,35<br />
2014-1-22,32,27,22,19,17,2,73,57,21,1020,1017,1015,19,11,5,32,13,,4.06,3,Rain-Hail-Thunderstorm,6<br />
2014-1-23,31,27,22,20,18,16,78,64,31,1020,1018,1015,19,12,10,27,11,42,13.97,4,Rain-Thunderstorm,350<br />
2014-1-24,32,26,20,21,16,1,83,60,17,1018,1016,1014,19,10,2,29,11,58,19.05,3,Rain-Thunderstorm,3<br />
2014-1-25,31,26,20,20,17,15,83,64,26,1018,1016,1014,19,14,10,26,13,,0.00,3,,304<br />
2014-1-26,29,26,21,20,19,16,88,68,45,1020,1018,1017,19,11,9,26,13,,0.00,4,,143<br />
2014-1-27,32,27,21,20,18,15,83,66,36,1022,1020,1018,19,10,6,26,13,,0.00,4,,143<br />
2014-1-28,33,27,22,20,17,11,83,61,16,1022,1020,1018,19,10,6,26,10,,0.00,2,Thunderstorm,126<br />
2014-1-29,34,28,23,19,14,4,73,49,11,1022,1020,1017,19,19,19,27,10,,0.00,,,83<br />
2014-1-30,32,28,23,18,13,9,65,40,18,1021,1019,1018,19,19,19,21,10,,0.00,,,88<br />
2014-1-31,34,28,23,18,12,8,69,38,15,1021,1019,1017,19,19,19,24,8,,0.00,,,101<br />
2014-2-1,35,28,21,20,13,4,73,47,8,1020,1018,1015,19,17,10,24,8,,0.00,1,,104<br />
2014-2-2,33,28,23,20,17,11,78,52,26,1019,1017,1015,19,15,10,26,11,,0.00,3,,119<br />
2014-2-3,33,29,24,21,17,13,70,52,29,1018,1016,1015,19,13,10,26,13,45,0.00,3,Rain-Thunderstorm,98<br />
2014-2-4,33,29,25,22,16,1,74,48,18,1019,1017,1016,19,16,8,27,11,52,0.76,1,Rain-Thunderstorm,69<br />
2014-2-5,34,28,23,19,16,12,73,50,18,1019,1018,1016,19,14,10,26,10,,0.00,1,,117<br />
2014-2-6,33,28,22,19,16,12,73,51,29,1019,1018,1016,19,19,19,24,10,,0.00,,,99<br />
2014-2-7,34,29,24,19,13,8,55,39,19,1020,1018,1016,19,17,10,24,10,,0.00,1,,71<br />
2014-2-8,34,29,25,20,14,9,65,39,13,1020,1017,1015,19,17,10,26,10,,0.00,1,,43<br />
2014-2-9,35,29,22,21,15,10,70,47,13,1019,1017,1016,19,16,10,26,11,,0.00,4,Thunderstorm,115<br />
2014-2-10,33,29,24,19,16,12,65,48,26,1020,1018,1017,19,16,10,27,10,,0.00,2,,94<br />
2014-2-11,32,26,21,20,16,12,73,56,29,1020,1018,1016,19,13,8,24,11,,0.00,4,,125<br />
2014-2-12,32,28,23,18,13,11,57,41,19,1018,1015,1012,19,19,19,24,11,50,0.00,,,343<br />
2014-2-13,33,27,21,19,16,12,78,53,18,1015,1013,1011,19,11,5,32,11,63,10.92,4,Rain-Thunderstorm,291<br />
2014-2-14,31,26,20,20,18,14,88,67,35,1019,1016,1014,19,11,1,35,11,39,2.03,5,Rain-Thunderstorm,169<br />
2014-2-15,22,21,19,19,18,17,88,80,69,1020,1019,1017,19,11,10,16,11,,4.06,7,Rain,173<br />
2014-2-16,23,21,19,18,17,17,88,79,69,1020,1019,1017,19,9,5,23,11,,3.05,6,Rain,127<br />
2014-2-17,24,22,19,18,17,16,88,77,54,1020,1019,1017,19,11,5,27,13,48,1.02,6,Rain,146<br />
2014-2-18,24,21,18,17,16,14,83,70,54,1021,1020,1019,19,11,10,27,18,40,0.00,5,,124<br />
2014-2-19,26,22,17,16,15,12,83,67,46,1021,1019,1017,19,12,10,26,14,,0.00,4,,129<br />
2014-2-20,29,23,18,18,16,14,78,65,38,1019,1017,1016,19,12,10,23,11,,0.00,3,,114<br />
2014-2-21,31,26,20,19,16,13,73,55,22,1019,1017,1015,19,14,10,23,11,37,0.00,1,,71<br />
2014-2-22,30,26,22,20,16,13,83,59,26,1020,1018,1016,19,9,4,27,11,42,7.11,4,Rain-Thunderstorm,78<br />
2014-2-23,30,26,21,20,17,15,78,59,30,1019,1017,1016,19,15,10,26,10,35,0.00,4,,24<br />
2014-2-24,27,24,21,19,17,12,73,64,51,1020,1019,1017,19,11,10,14,8,32,0.51,3,Rain-Thunderstorm,283<br />
2014-2-25,29,24,21,18,17,1,83,68,25,1020,1019,1017,19,12,8,34,6,90,2.03,4,Rain-Thunderstorm,21<br />
2014-2-26,33,26,19,20,16,13,83,57,21,1019,1017,1014,19,12,10,23,8,,0.00,2,Thunderstorm,44<br />
