
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-1,2,0,-2,-3,-5,-6,86,73,56,1026,1022,1019,10,8,5,14,3,,0.00,5,,7<br />
2004-1-2,2,0,-2,0,-2,-5,100,88,80,1019,1017,1016,10,5,2,11,5,,0.00,6,Snow,38<br />
2004-1-3,2,0,-1,1,-1,-2,100,94,87,1017,1014,1013,10,4,1,6,0,,0.00,7,Snow,290<br />
2004-1-4,3,1,0,1,0,-2,100,88,75,1022,1020,1017,9,4,1,11,2,,0.00,7,,271<br />
2004-1-5,5,2,0,1,-1,-2,93,80,61,1019,1016,1013,9,5,2,14,2,,0.00,6,,306<br />
2004-1-6,8,4,1,1,-1,-2,87,71,53,1016,1015,1014,10,9,6,21,3,,0.00,3,,319<br />
2004-1-7,7,3,1,1,-1,-3,93,76,61,1014,1010,1007,10,9,5,14,6,,0.00,4,Rain,75<br />
2004-1-8,6,3,0,2,-4,-11,87,62,29,1013,1010,1006,10,9,6,47,16,47,0.00,4,Rain,233<br />
2004-1-9,3,1,0,0,-2,-4,100,84,65,1015,1014,1013,10,6,1,26,11,,0.00,6,Snow,267<br />
2004-1-10,5,0,-4,-2,-4,-7,93,75,42,1023,1018,1015,10,9,4,26,8,,0.00,3,,15<br />
2004-1-11,6,2,-2,-2,-4,-5,86,71,53,1023,1022,1021,10,10,10,11,3,,0.00,5,,355<br />
2004-1-12,5,3,1,2,0,-2,93,84,65,1022,1020,1016,10,6,3,11,2,,0.00,7,,302<br />
2004-1-13,6,3,1,4,2,-1,93,87,81,1015,1007,1005,8,5,1,26,8,,0.00,7,Rain,348<br />
2004-1-14,8,4,2,2,0,-2,87,76,53,1011,1009,1006,10,10,10,40,18,,0.00,3,,282<br />
2004-1-15,9,4,0,1,-1,-2,87,75,50,1016,1013,1011,10,9,7,29,5,,0.00,3,,284<br />
2004-1-16,9,4,-1,2,-1,-3,87,79,54,1021,1019,1017,10,10,10,26,6,,0.00,3,,320<br />
2004-1-17,9,4,0,5,1,-2,93,79,58,1020,1017,1015,10,8,6,14,5,,0.00,5,Rain,30<br />
2004-1-18,7,4,2,4,2,0,93,83,76,1019,1017,1016,10,9,7,18,5,,0.00,4,Rain,15<br />
2004-1-19,6,2,-1,-1,-5,-9,87,65,36,1022,1020,1019,10,10,10,18,8,,0.00,1,,10<br />
2004-1-20,5,0,-5,-5,-7,-9,80,62,42,1023,1021,1019,,,,14,8,,0.00,,,39<br />
2004-1-21,6,1,-4,-3,-6,-7,86,67,46,1020,1018,1015,10,8,7,14,6,,0.00,5,,34<br />
2004-1-22,8,2,-3,-3,-5,-8,86,64,34,1016,1014,1009,10,9,7,18,8,,0.00,4,,34<br />
2004-1-23,12,8,4,2,-1,-5,70,58,44,1008,1005,1003,10,10,10,26,11,,0.00,4,Rain,278<br />
2004-1-24,9,6,3,1,-2,-5,81,59,37,1014,1009,1004,10,8,4,32,14,,0.00,5,,274<br />
2004-1-25,8,4,1,0,-2,-4,87,68,43,1018,1016,1014,10,6,3,11,3,,0.00,5,,32<br />
2004-1-26,8,4,1,1,-2,-3,87,65,46,1015,1013,1011,10,6,3,18,3,,0.00,5,Snow,348<br />
2004-1-27,4,2,0,2,1,-3,100,89,75,1013,1011,1010,10,4,1,18,3,,0.00,5,Fog-Snow,4<br />
2004-1-28,6,2,-2,0,-3,-6,87,74,57,1020,1016,1013,10,10,10,14,10,,0.00,1,,32<br />
2004-1-29,7,2,-2,-3,-3,-4,86,68,46,1023,1021,1020,10,9,6,14,6,,0.00,2,,22<br />
2004-1-30,7,2,-3,-2,-4,-5,86,69,49,1023,1021,1020,10,9,7,14,8,,0.00,1,,1<br />
2004-1-31,8,3,-2,-2,-3,-5,86,67,40,1019,1018,1017,10,8,6,18,10,,0.00,1,,16<br />
2004-2-1,9,4,-1,0,-3,-6,81,66,34,1019,1017,1014,10,9,6,21,8,,0.00,3,Rain,46<br />
2004-2-2,5,3,0,-1,-2,-4,87,73,60,1018,1014,1011,10,6,2,21,13,,0.00,6,Snow,84<br />
2004-2-3,7,3,-1,0,-2,-4,87,73,53,1020,1018,1017,10,8,7,18,2,,0.00,3,,278<br />
2004-2-4,7,2,-2,-1,-2,-4,93,72,49,1022,1020,1019,10,9,7,26,5,,0.00,2,,354<br />
2004-2-5,6,2,-2,-2,-3,-5,87,71,57,1021,1019,1017,10,7,5,11,5,,0.00,4,,357<br />
2004-2-6,6,1,-3,-1,-3,-5,93,75,56,1017,1013,1010,10,7,4,29,8,,0.00,5,,322<br />
2004-2-7,7,3,-1,-1,-4,-10,87,62,29,1022,1016,1013,10,9,5,40,8,,0.00,4,,309<br />
2004-2-8,10,3,-3,-3,-7,-9,80,53,26,1024,1022,1021,10,10,10,26,11,43,0.00,2,,305<br />
2004-2-9,13,6,-1,-1,-2,-4,87,63,38,1024,1022,1012,10,10,10,29,8,,0.00,3,,296<br />
2004-2-10,13,7,1,0,-2,-4,81,57,33,1023,1021,1017,10,10,10,40,10,,0.00,3,,314<br />
2004-2-11,9,4,1,3,-1,-7,100,69,32,1018,1012,1008,10,7,1,18,10,35,0.00,6,Rain-Snow,18<br />
2004-2-12,10,6,2,1,-1,-5,93,69,35,1019,1015,1010,10,9,5,40,11,43,0.00,3,,296<br />
2004-2-13,12,7,2,4,1,-2,87,64,41,1019,1016,1011,10,10,10,29,11,,0.00,5,Rain,3<br />
2004-2-14,12,9,7,4,-1,-6,66,49,28,1011,1008,1004,10,9,5,43,18,,0.00,3,Rain,216<br />
2004-2-15,8,2,-3,2,-4,-10,93,65,33,1007,1004,1002,10,8,1,50,27,47,0.00,4,Rain-Snow,219<br />
2004-2-16,1,-2,-5,-2,-12,-15,93,51,30,1017,1013,1007,10,10,8,58,34,64,0.00,3,Snow,242<br />
2004-2-17,0,-2,-5,-4,-6,-9,93,81,64,1018,1017,1015,10,6,1,18,8,,0.00,5,Snow,18<br />
2004-2-18,3,-2,-7,-2,-7,-11,87,65,41,1019,1017,1015,10,10,9,14,5,,0.00,6,,43<br />
2004-2-19,8,3,-2,1,-2,-5,93,73,46,1017,1015,1014,10,8,6,21,8,,0.00,2,,14<br />
2004-2-20,8,3,-1,-2,-3,-7,87,66,39,1020,1018,1017,10,10,10,26,8,,0.00,3,,301<br />
2004-2-21,8,3,-1,0,-3,-5,93,66,40,1018,1017,1016,10,10,10,29,10,,0.00,7,,6<br />
2004-2-22,9,4,0,3,-2,-8,93,61,32,1016,1011,1003,10,9,0,50,18,47,0.00,6,Fog-Rain-Snow,95<br />
2004-2-23,-1,-4,-7,-2,-8,-13,93,69,40,1018,1012,1006,10,8,1,32,16,,0.00,5,Snow,249<br />
2004-2-24,4,-1,-5,-5,-6,-8,86,67,45,1023,1021,1018,10,10,10,14,8,,0.00,2,,299<br />
2004-2-25,8,2,-4,-1,-4,-6,86,65,40,1025,1024,1023,10,10,8,18,8,,0.00,2,,353<br />
2004-2-26,14,7,1,2,-1,-2,87,63,41,1023,1022,1020,10,10,10,26,8,,0.00,2,,19<br />
2004-2-27,13,7,1,2,0,-2,93,63,41,1024,1022,1021,10,8,6,21,11,,0.00,4,,346<br />
2004-2-28,13,7,2,3,1,-6,93,68,26,1024,1023,1022,10,9,7,14,8,,0.00,5,,352<br />
2004-2-29,14,8,3,4,2,-1,87,66,44,1025,1024,1023,10,7,4,14,10,,0.00,6,,11<br />
2004-3-1,15,9,4,6,3,1,87,70,45,1024,1022,1020,10,7,5,18,10,,0.00,5,Rain,23<br />
2004-3-2,16,10,5,8,4,2,87,66,39,1024,1021,1019,10,8,6,18,11,,0.00,7,Rain,351<br />
2004-3-3,16,12,8,7,5,4,87,67,45,1023,1021,1020,10,9,7,18,3,,0.00,5,Rain,287<br />
2004-3-4,22,14,8,6,2,-5,82,51,16,1024,1021,1019,10,10,10,35,6,35,0.00,5,,315<br />
2004-3-5,25,17,9,5,-1,-7,54,32,15,1018,1014,1010,10,6,1,64,19,84,0.00,5,,212<br />
2004-3-6,21,17,11,9,2,-2,77,38,25,1015,1011,1009,10,5,3,64,34,84,0.00,6,Rain,232<br />
2004-3-7,16,12,8,8,1,-4,87,51,25,1021,1018,1015,10,9,5,40,27,55,0.00,4,Rain,229<br />
2004-3-8,6,3,1,2,-2,-4,76,68,57,1030,1027,1022,10,10,10,43,19,,0.00,5,,73<br />
2004-3-9,12,7,2,0,-1,-2,81,64,41,1030,1028,1024,10,10,8,21,13,,0.00,5,,72<br />
2004-3-10,15,8,0,1,-1,-3,93,62,29,1023,1021,1017,8,6,5,18,10,,0.00,0,,23<br />
2004-3-11,16,9,3,-1,-6,-15,75,42,11,1017,1015,1013,10,9,7,29,11,43,0.00,4,,270<br />
2004-3-12,12,8,4,4,-2,-8,87,52,26,1017,1016,1014,10,10,8,72,8,,0.00,5,Rain,274<br />
2004-3-13,4,2,1,3,-1,-5,100,80,56,1020,1017,1015,10,7,1,26,18,,0.00,6,Snow,41<br />
2004-3-14,4,1,-1,-3,-5,-7,80,63,48,1022,1021,1020,10,10,10,32,13,,0.00,3,,88<br />
2004-3-15,3,0,-2,-5,-7,-9,80,61,41,1023,1021,1020,10,10,9,35,18,,0.00,3,,90<br />
2004-3-16,6,0,-5,-8,-10,-14,74,51,23,1023,1022,1020,10,10,10,21,13,,0.00,1,,67<br />
2004-3-17,8,3,-2,-7,-10,-13,64,40,23,1022,1020,1018,10,10,10,21,11,,0.00,3,,36<br />
2004-3-18,9,4,1,-1,-5,-10,81,53,25,1022,1019,1018,10,10,8,26,13,,0.00,2,,39<br />
2004-3-19,12,6,-1,-1,-4,-7,86,56,26,1022,1021,1018,10,10,7,26,6,,0.00,4,,62<br />
2004-3-20,11,4,-2,-5,-6,-8,75,47,26,1023,1022,1020,10,10,10,21,6,,0.00,1,,47<br />
2004-3-21,14,7,0,-6,-8,-12,60,39,16,1024,1023,1021,,,,26,11,,0.00,,,357<br />
2004-3-22,17,9,2,-2,-6,-12,60,39,13,1026,1024,1023,10,10,10,21,11,,0.00,3,,348<br />
2004-3-23,19,11,4,-2,-5,-8,52,34,19,1027,1026,1025,,,,18,10,,0.00,,,19<br />
2004-3-24,22,13,6,-3,-6,-11,42,25,14,1026,1024,1021,,,,21,8,,0.00,,,4<br />
2004-3-25,21,13,7,-5,-8,-12,37,21,10,1021,1019,1016,10,10,10,18,10,,0.00,1,,315<br />
2004-3-26,21,13,7,0,-4,-6,46,30,16,1018,1017,1016,10,10,10,32,11,,0.00,1,,25<br />
2004-3-27,21,14,8,-2,-6,-8,40,26,16,1022,1020,1018,10,9,8,18,8,,0.00,6,,38<br />
2004-3-28,22,14,7,-2,-6,-12,46,26,10,1023,1022,1020,10,9,8,18,11,,0.00,6,,337<br />
2004-3-29,22,14,7,1,-5,-9,41,29,12,1022,1020,1017,10,9,7,26,11,,0.00,2,,8<br />
2004-3-30,17,13,8,10,3,-1,93,55,36,1017,1013,1009,10,8,3,40,14,35,0.00,5,Rain-Thunderstorm,30<br />
2004-3-31,11,7,4,7,2,-3,93,68,43,1014,1012,1011,10,9,3,26,13,,0.00,4,Rain-Thunderstorm,22<br />
2004-4-1,10,7,3,-2,-4,-8,65,49,28,1018,1016,1014,10,10,10,21,13,,0.00,2,,56<br />
2004-4-2,13,7,2,3,-1,-4,75,56,36,1018,1013,1008,8,7,6,32,11,,0.00,6,Rain,352<br />
2004-4-3,14,8,2,3,2,0,93,67,38,1011,1007,1005,10,6,1,50,13,55,0.00,7,Rain,22<br />
2004-4-4,3,0,-3,2,-1,-8,100,89,69,1017,1011,1009,10,5,0,32,11,,0.00,7,Fog-Rain-Snow-Hail,17<br />
2004-4-5,0,-4,-8,-7,-11,-16,86,60,30,1023,1021,1018,10,10,8,21,13,,0.00,2,Snow,22<br />
2004-4-6,9,2,-5,-1,-8,-13,74,52,32,1024,1022,1020,10,10,10,18,13,,0.00,1,,17<br />
2004-4-7,14,8,2,0,-4,-7,65,47,23,1022,1020,1019,10,10,8,18,11,,0.00,1,,1<br />
2004-4-8,17,10,3,0,-6,-12,70,39,14,1024,1022,1021,10,10,10,14,8,,0.00,1,,45<br />
2004-4-9,19,12,5,-1,-4,-8,53,35,15,1023,1021,1019,10,10,10,21,10,,0.00,1,,72<br />
2004-4-10,19,12,7,-3,-7,-12,46,30,12,1023,1022,1022,10,10,10,18,11,,0.00,1,,100<br />
2004-4-11,22,14,7,-4,-6,-8,46,24,14,1026,1024,1022,10,10,10,26,10,,0.00,3,,53<br />
2004-4-12,23,17,10,-4,-7,-10,35,21,12,1027,1024,1021,10,10,10,21,6,,0.00,3,,75<br />
2004-4-13,24,16,8,1,-2,-6,43,29,19,1023,1020,1018,,,,18,5,,0.00,,,345<br />
2004-4-14,25,18,10,2,0,-3,54,33,20,1019,1017,1014,10,10,8,18,8,,0.00,1,,308<br />
2004-4-15,24,17,11,10,3,-3,77,45,19,1014,1012,1011,10,8,6,35,14,,0.00,5,Rain,285<br />
2004-4-16,17,11,6,9,5,3,93,68,39,1012,1008,1004,10,7,3,32,14,50,0.00,5,Rain,105<br />
2004-4-17,8,6,3,2,-1,-4,93,67,46,1014,1011,1007,10,9,5,35,14,,0.00,4,Rain-Snow-Hail,55<br />
2004-4-18,15,9,4,3,1,-3,87,61,29,1014,1012,1009,10,10,7,29,10,,0.00,3,Rain,271<br />
2004-4-19,16,12,8,5,2,-2,81,57,33,1010,1009,1008,10,9,5,50,16,,0.00,5,Rain,264<br />
2004-4-20,10,8,7,8,6,3,100,86,62,1015,1011,1009,10,7,3,21,10,,0.00,6,Rain,346<br />
2004-4-21,18,11,5,9,6,0,93,69,30,1018,1016,1015,10,9,5,29,6,,0.00,3,,318<br />
2004-4-22,22,16,10,8,7,4,87,65,31,1015,1012,1008,10,7,4,35,11,,0.00,5,Rain,28<br />
2004-4-23,17,12,7,11,8,4,100,82,48,1012,1009,1007,10,5,2,29,16,,0.00,6,Rain,197<br />
2004-4-24,17,11,6,8,4,0,93,66,32,1014,1012,1010,10,9,1,26,10,,0.00,3,Fog,279<br />
2004-4-25,18,13,8,8,4,-2,87,59,26,1015,1014,1013,10,10,7,29,10,,0.00,4,Rain,275<br />
2004-4-26,17,13,10,7,2,-7,76,48,19,1021,1019,1016,10,10,10,21,13,,0.00,2,,329<br />
2004-4-27,20,14,8,5,1,-5,81,44,19,1024,1023,1022,10,10,8,26,8,,0.00,1,,13<br />
2004-4-28,22,16,10,7,4,1,66,46,27,1025,1023,1020,10,10,10,21,8,,0.00,2,,287<br />
2004-4-29,22,17,13,8,7,4,72,49,31,1021,1019,1015,10,7,5,26,10,,0.00,5,Rain,76<br />
2004-4-30,21,16,12,14,11,6,94,72,38,1015,1013,1011,10,8,4,26,13,,0.00,6,Rain-Thunderstorm,356<br />
2004-5-1,17,13,10,12,11,8,100,87,68,1014,1013,1011,8,5,1,18,8,,0.00,7,Rain,92<br />
2004-5-2,20,15,10,12,7,1,88,64,30,1018,1016,1013,10,10,8,18,6,,0.00,3,,279<br />
2004-5-3,21,17,13,10,8,6,82,61,43,1022,1017,1015,10,9,6,21,10,,0.00,5,Rain-Thunderstorm,54<br />
2004-5-4,22,16,11,12,8,3,88,62,31,1016,1013,1011,10,9,5,35,11,,0.00,2,Thunderstorm,265<br />
2004-5-5,18,14,12,10,8,5,88,68,42,1017,1014,1013,10,10,10,21,6,35,0.00,2,Rain-Thunderstorm,295<br />
2004-5-6,19,14,9,10,7,5,88,62,40,1020,1018,1016,10,10,10,18,5,,0.00,4,,287<br />
2004-5-7,23,17,11,10,8,5,94,54,31,1017,1016,1015,10,9,7,26,11,,0.00,1,,271<br />
2004-5-8,25,19,13,12,7,1,82,50,22,1018,1016,1015,10,8,7,18,6,,0.00,2,,299<br />
2004-5-9,26,20,15,9,5,-1,59,40,20,1015,1014,1013,10,10,10,29,11,,0.00,1,,30<br />
2004-5-10,27,20,13,7,3,-1,63,31,17,1015,1014,1011,8,8,7,32,13,43,0.00,2,,262<br />
2004-5-11,28,24,18,6,3,-6,45,27,15,1011,1008,1005,10,5,1,64,24,58,0.00,4,Thunderstorm,219<br />
2004-5-12,24,18,12,10,6,-2,82,52,18,1010,1008,1005,10,10,10,32,13,,0.00,4,Thunderstorm,335<br />
2004-5-13,13,10,8,10,8,7,94,86,77,1010,1007,1006,10,7,2,29,16,,0.00,7,Rain-Thunderstorm,348<br />
2004-5-14,18,14,10,9,8,5,94,72,42,1011,1010,1007,10,9,7,18,3,,0.00,5,Rain,266<br />
2004-5-15,16,13,10,11,9,7,94,79,55,1008,1005,1002,10,7,3,32,8,,0.00,4,Rain-Thunderstorm,60<br />
