
WET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,9,5,7,5,3,93,79,66,1029,1027,1026,,,,16,8,,0.00,,,20<br />
2000-1-2,13,8,4,9,6,4,100,86,72,1029,1027,1026,10,8,5,19,8,,0.00,1,Fog,4<br />
2000-1-3,12,8,4,7,6,4,100,87,67,1028,1027,1026,9,6,3,13,6,,0.00,1,Fog,25<br />
2000-1-4,12,8,5,9,7,5,100,93,77,1030,1028,1027,9,7,3,13,10,,0.00,1,,36<br />
2000-1-5,12,8,4,10,7,4,100,94,82,1027,1022,1018,10,6,1,14,10,,0.00,3,Fog,54<br />
2000-1-6,15,12,9,12,11,8,100,90,77,1025,1020,1016,10,9,4,23,14,,0.00,6,Rain,87<br />
2000-1-7,14,11,8,8,7,5,87,81,67,1027,1025,1024,,,,21,13,,0.00,,,30<br />
2000-1-8,16,10,5,12,8,4,100,87,63,1027,1026,1025,10,7,4,13,5,,0.00,2,Fog,344<br />
2000-1-9,14,11,9,12,9,5,100,87,72,1028,1026,1025,10,10,10,34,14,,0.00,3,Rain,325<br />
2000-1-10,13,10,7,4,2,0,81,60,44,1029,1028,1027,,,,27,18,,0.00,,,17<br />
2000-1-11,11,8,5,6,3,0,82,70,57,1030,1028,1027,,,,21,14,,0.00,,,34<br />
2000-1-12,13,9,6,7,6,4,93,81,63,1031,1029,1027,10,8,5,14,11,,0.00,2,,22<br />
2000-1-13,13,9,6,11,8,6,100,91,76,1026,1020,1015,10,7,2,35,10,,0.00,5,Fog-Rain,273<br />
2000-1-14,10,8,6,7,6,5,93,89,81,1014,1010,1007,10,10,8,34,18,48,0.00,4,Rain,304<br />
2000-1-15,11,6,2,8,5,2,100,92,71,1016,1011,1007,10,7,0,21,10,,0.00,4,Fog,67<br />
2000-1-16,13,9,6,7,6,4,93,83,67,1021,1019,1016,10,10,10,23,14,,0.00,4,,44<br />
2000-1-17,14,11,8,10,8,6,94,88,77,1026,1024,1021,10,10,10,21,13,,0.00,6,Rain,62<br />
2000-1-18,15,11,8,10,8,5,100,84,67,1025,1024,1022,10,10,10,16,10,,0.00,2,,28<br />
