
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,24,21,17,19,17,16,94,81,60,1016,1014,1012,2,2,1,14,5,,1.02,6,Fog-Rain,81<br />
2015-1-2,28,23,19,22,19,17,94,80,57,1016,1014,1012,4,2,2,23,8,,0.00,6,Rain,76<br />
2015-1-3,31,26,21,24,21,19,94,83,57,1017,1014,1011,4,2,1,19,5,,45.97,4,Fog-Rain-Thunderstorm,96<br />
2015-1-4,25,22,19,20,19,18,94,84,67,1015,1013,1011,3,2,1,16,10,,0.00,4,Fog-Rain,338<br />
2015-1-5,24,21,16,19,16,13,94,74,40,1015,1013,1011,4,2,1,19,6,,0.00,1,,320<br />
2015-1-6,24,19,13,17,13,10,94,72,36,1016,1013,1011,3,2,1,14,3,,0.00,1,Fog,311<br />
2015-1-7,24,18,13,17,13,11,94,75,40,1016,1013,1011,3,2,1,14,3,,0.00,,Fog,321<br />
2015-1-8,25,19,13,15,14,12,94,75,33,1016,1013,1011,3,2,1,14,5,,0.00,2,Fog,318<br />
2015-1-9,23,19,14,15,14,13,94,75,44,1017,1015,1013,2,2,1,14,5,,0.00,1,Fog,319<br />
2015-1-10,25,19,13,15,13,9,94,69,32,1017,1015,1013,4,2,1,13,6,,0.00,,,343<br />
2015-1-11,19,16,12,14,13,11,94,85,60,1020,1017,1015,2,1,1,14,10,,0.00,3,Fog,359<br />
2015-1-12,23,17,11,13,11,7,94,71,24,1019,1016,1013,3,2,1,14,6,,0.00,,Fog,354<br />
2015-1-13,23,18,12,14,12,11,94,73,42,1018,1015,1012,3,2,1,13,6,,0.00,,Fog,337<br />
2015-1-14,24,19,13,16,13,11,94,75,35,1018,1015,1013,2,1,1,14,5,,0.00,,Fog,352<br />
2015-1-15,26,18,11,16,13,11,94,75,38,1018,1015,1012,3,1,1,14,3,,0.00,,Fog,355<br />
2015-1-16,26,20,14,16,14,12,94,69,35,1017,1014,1012,4,2,1,14,5,,0.00,2,,358<br />
2015-1-17,25,20,14,14,12,9,88,63,25,1017,1014,1012,3,2,1,16,10,,0.00,3,,340<br />
2015-1-18,22,17,12,14,12,11,94,76,43,1018,1015,1013,2,2,1,103,10,,0.00,,Fog,345<br />
2015-1-19,22,17,11,14,12,11,94,81,46,1019,1016,1014,2,1,1,11,6,,0.00,1,Fog,360<br />
2015-1-20,23,17,11,14,12,9,100,77,32,1021,1018,1016,3,2,1,16,8,,0.00,1,Fog,353<br />
2015-1-21,25,18,11,13,11,7,94,69,24,1023,1019,1017,3,2,1,19,8,,0.00,1,Fog,347<br />
2015-1-22,26,19,12,14,12,10,94,68,31,1021,1018,1015,3,2,1,11,2,,0.00,1,,317<br />
2015-1-23,28,20,12,14,11,7,94,64,23,1019,1015,1013,3,2,1,10,2,,0.00,,Fog,265<br />
2015-1-24,27,21,14,16,14,11,94,68,31,1018,1016,1014,3,2,1,16,3,,0.00,1,,341<br />
2015-1-25,27,21,14,16,14,12,94,69,32,1020,1017,1015,3,2,1,14,3,,0.00,,,356<br />
2015-1-26,27,21,15,16,13,11,94,67,35,1020,1017,1014,4,2,1,13,5,,0.00,,,350<br />
2015-1-27,27,21,14,16,14,12,88,69,39,1018,1015,1013,4,2,1,14,3,,0.00,,,347<br />
2015-1-28,27,21,16,17,16,14,94,71,37,1016,1014,1012,3,2,1,14,3,,0.00,1,,360<br />
2015-1-29,27,21,16,17,16,12,94,75,43,1017,1015,1012,3,2,2,23,5,,0.00,2,,5<br />
2015-1-30,23,20,16,18,16,14,94,80,51,1019,1016,1014,3,2,1,19,8,,0.00,4,,343<br />
2015-1-31,23,18,12,15,11,7,94,66,26,1021,1017,1015,3,2,1,16,8,,0.00,,,354<br />
2015-2-1,24,18,11,12,10,7,94,64,26,1019,1017,1015,3,2,1,14,5,,0.00,,,349<br />
2015-2-2,25,18,11,12,11,7,94,62,24,1021,1018,1017,3,2,1,14,5,,0.00,,,337<br />
2015-2-3,28,20,12,15,12,8,94,62,21,1022,1019,1017,4,2,1,14,3,,0.00,,,350<br />
2015-2-4,31,22,14,16,13,9,94,63,21,1021,1017,1014,4,2,1,10,2,,0.00,,,267<br />
2015-2-5,28,22,16,17,15,14,94,66,36,1019,1016,1014,3,2,1,16,5,,0.00,3,,21<br />
2015-2-6,25,20,16,16,12,10,83,63,30,1020,1016,1015,3,2,1,16,8,,0.00,2,,353<br />
2015-2-7,25,18,12,13,11,7,94,65,20,1019,1015,1013,4,2,2,13,3,,0.00,2,,337<br />
2015-2-8,29,21,13,15,13,10,94,63,21,1018,1015,1013,3,2,1,10,2,,0.00,1,Fog,296<br />
2015-2-9,28,21,15,17,14,12,94,66,29,1019,1016,1015,3,2,1,19,5,,0.00,2,Fog,346<br />
2015-2-10,28,22,16,17,15,13,94,68,34,1020,1016,1014,3,2,1,14,3,,0.00,3,,353<br />
2015-2-11,27,22,17,17,13,9,94,60,23,1018,1015,1013,4,2,1,14,6,,0.00,1,,360<br />
2015-2-12,28,21,15,16,13,8,88,61,22,1017,1013,1010,4,2,1,11,3,,0.00,2,,347<br />
2015-2-13,27,22,16,17,14,12,94,66,28,1014,1012,1010,3,2,1,13,3,,0.00,2,Fog,355<br />
2015-2-14,29,22,15,19,14,13,88,65,32,1014,1011,1008,3,2,1,14,5,,0.00,1,Fog,81<br />
2015-2-15,31,24,18,22,18,16,100,74,39,1014,1011,1009,3,1,0,19,5,,1.02,3,Fog-Rain-Thunderstorm,128<br />
2015-2-16,31,24,18,21,18,15,94,74,41,1016,1013,1011,5,2,1,14,6,,0.00,2,Rain-Thunderstorm,137<br />
2015-2-17,30,24,19,21,20,18,100,78,47,1014,1012,1009,4,2,0,13,3,,0.00,2,Fog,162<br />
2015-2-18,31,26,21,22,21,17,95,76,44,1014,1011,1008,3,2,1,23,10,,1.02,3,Rain-Thunderstorm,175<br />
2015-2-19,29,24,19,22,20,16,94,75,51,1015,1012,1009,4,2,2,21,14,,0.00,3,,137<br />
2015-2-20,33,27,20,22,18,14,94,68,27,1016,1013,1011,4,2,1,13,3,,0.00,1,,225<br />
2015-2-21,33,27,20,21,19,15,94,65,30,1014,1012,1009,4,2,1,16,5,,0.00,2,,224<br />
2015-2-22,33,27,22,23,19,14,94,68,24,1014,1012,1010,3,2,1,11,8,,0.00,1,,154<br />
2015-2-23,33,27,21,23,20,16,94,70,29,1015,1012,1010,5,2,1,21,8,,0.00,2,Fog,144<br />
2015-2-24,33,27,22,22,21,18,94,70,42,1014,1010,1007,4,2,1,19,8,,0.00,2,,173<br />
2015-2-25,33,27,21,22,21,18,94,69,36,1011,1009,1007,3,2,1,14,5,,0.00,1,Fog,304<br />
2015-2-26,34,28,22,22,21,18,89,67,32,1011,1008,1005,4,2,2,24,11,,0.00,,,177<br />
2015-2-27,34,28,21,23,20,17,94,65,26,1012,1009,1007,4,2,1,21,10,,0.00,,,217<br />
2015-2-28,33,28,23,22,21,17,89,67,30,1014,1011,1009,4,3,2,19,11,,0.00,1,,187<br />
2015-3-1,33,27,21,23,19,16,100,65,33,1014,1012,1010,4,2,0,11,6,,0.00,2,Fog,134<br />
2015-3-2,34,27,21,21,17,13,94,60,24,1015,1012,1010,4,2,1,24,5,,0.00,2,,300<br />
2015-3-3,32,26,21,20,18,17,83,63,32,1013,1010,1007,3,2,2,13,5,,2.03,2,,334<br />
2015-3-4,27,23,20,22,19,18,94,77,51,1014,1010,1007,5,2,1,21,5,,7.87,3,Rain-Thunderstorm,96<br />
2015-3-5,29,24,19,21,13,7,94,55,18,1016,1013,1011,5,3,2,19,10,,0.00,3,,333<br />
2015-3-6,30,23,16,17,13,8,88,56,19,1017,1014,1011,5,3,2,13,3,,0.00,,,299<br />
2015-3-7,29,23,17,17,13,8,94,56,19,1016,1013,1011,6,3,1,16,3,,0.00,,Fog,349<br />
2015-3-8,31,24,17,16,14,10,83,54,23,1017,1014,1012,5,2,1,14,3,,0.00,,,342<br />
2015-3-9,33,26,18,18,15,11,88,55,21,1017,1015,1013,4,2,1,14,3,,0.00,3,,353<br />
2015-3-10,33,27,21,21,15,9,88,52,15,1017,1014,1012,4,2,1,19,3,,0.00,2,,338<br />
2015-3-11,32,26,19,17,13,9,78,49,20,1018,1015,1013,4,2,1,16,6,,0.00,,Fog,357<br />
2015-3-12,32,26,18,17,13,9,73,48,18,1017,1014,1011,4,3,2,14,3,,0.00,,,336<br />
2015-3-13,33,26,18,18,14,9,94,51,15,1015,1013,1010,4,2,1,11,3,,0.00,,Fog,322<br />
2015-3-14,34,28,22,23,18,11,89,56,20,1017,1013,1011,4,2,1,14,6,,0.00,1,Fog,199<br />
2015-3-15,35,29,23,24,17,14,88,51,23,1017,1014,1012,4,2,1,21,8,,0.00,2,,341<br />
2015-3-16,31,27,22,19,16,14,73,51,27,1019,1015,1013,4,3,2,19,8,,0.00,2,,351<br />
2015-3-17,34,28,22,20,18,16,88,54,29,1015,1011,1007,4,2,1,13,3,,0.00,2,,250<br />
2015-3-18,33,28,23,21,17,13,78,53,22,1013,1010,1008,4,3,2,16,6,,0.00,2,,349<br />
2015-3-19,32,27,21,18,15,12,73,50,20,1015,1012,1010,5,3,2,19,6,,0.00,1,,348<br />
2015-3-20,33,27,20,17,14,10,78,50,22,1016,1013,1010,4,3,2,13,6,,0.00,1,,9<br />
2015-3-21,34,27,19,20,16,12,83,52,23,1016,1012,1010,4,3,1,14,3,,0.00,,,340<br />
2015-3-22,34,28,21,22,16,12,89,52,18,1014,1011,1008,5,3,1,14,5,,0.00,1,,328<br />
2015-3-23,36,28,21,19,16,13,83,48,19,1011,1009,1006,5,3,1,14,3,,0.00,1,,227<br />
2015-3-24,36,29,22,24,20,16,94,61,35,1012,1009,1007,5,3,0,23,6,,0.00,1,Fog,166<br />
2015-3-25,35,29,24,26,23,20,100,70,32,1014,1011,1009,4,2,0,19,10,,0.00,2,Fog,184<br />
2015-3-26,34,30,25,24,23,22,94,70,40,1016,1013,1011,4,3,2,19,11,,0.00,2,,164<br />
2015-3-27,34,29,25,25,23,22,94,72,46,1016,1013,1010,4,2,2,23,11,,0.25,3,Rain,178<br />
2015-3-28,32,29,25,25,23,21,89,72,45,1015,1011,1008,4,2,1,23,11,,0.00,3,,172<br />
2015-3-29,34,29,24,25,23,22,94,72,46,1012,1010,1007,4,3,1,23,10,,0.00,2,,166<br />
2015-3-30,34,28,22,24,23,21,100,74,44,1012,1009,1004,4,3,1,27,13,,32.00,4,Rain-Thunderstorm,165<br />
2015-3-31,31,26,21,23,22,21,94,77,49,1012,1009,1007,5,2,1,14,8,,0.00,3,,315<br />
2015-4-1,35,30,25,26,24,23,89,75,51,1010,1007,1004,5,3,1,26,11,,0.00,3,Thunderstorm,181<br />
2015-4-2,37,31,26,26,24,20,94,70,38,1008,1005,1001,4,2,2,24,11,,0.00,2,,186<br />
2015-4-3,37,31,26,26,23,20,89,64,39,1005,1003,1000,4,3,2,19,11,,0.00,2,,178<br />
2015-4-4,37,30,23,27,25,20,94,74,46,1005,1002,999,5,3,2,26,16,,0.00,2,,169<br />
2015-4-5,34,29,23,26,23,20,94,78,53,1007,1005,1002,4,2,2,26,13,,17.02,3,Rain-Thunderstorm,144<br />
2015-4-6,33,28,23,27,24,22,94,83,62,1009,1006,1004,4,2,1,23,6,,0.00,5,Rain-Thunderstorm,96<br />
2015-4-7,35,28,22,27,24,21,100,80,54,1012,1008,1004,3,2,2,29,10,,0.00,4,Rain-Thunderstorm,151<br />
2015-4-8,32,27,21,25,23,21,100,77,58,1012,1010,1007,3,2,2,19,10,,0.00,4,Rain-Thunderstorm,212<br />
2015-4-9,35,29,23,23,20,17,83,59,26,1011,1008,1006,4,3,2,19,8,,0.00,3,,225<br />
2015-4-10,37,31,25,26,22,16,84,61,22,1011,1008,1006,4,3,2,23,10,,0.00,1,,213<br />
2015-4-11,36,31,27,26,24,21,86,69,43,1011,1009,1007,4,3,2,26,14,,0.00,3,,190<br />
2015-4-12,34,28,22,26,23,21,94,77,48,1014,1012,1008,3,2,1,26,8,37,10.92,4,Rain-Thunderstorm,121<br />
2015-4-13,33,28,23,25,22,21,89,70,47,1015,1012,1009,4,2,1,11,5,,0.00,3,,10<br />
2015-4-14,34,29,24,25,23,20,94,69,40,1014,1011,1008,4,3,2,13,5,,0.00,4,,8<br />
2015-4-15,34,30,26,26,22,20,89,62,32,1014,1011,1008,4,3,2,13,5,,0.00,4,,9<br />
2015-4-16,33,30,27,24,22,19,79,62,42,1015,1012,1009,3,3,2,11,6,,0.00,6,Rain,333<br />
2015-4-17,35,30,26,24,21,18,78,60,35,1012,1008,1005,4,2,2,24,8,,0.00,5,Rain,218<br />
2015-4-18,36,31,26,25,23,21,84,65,41,1008,1005,1002,6,3,2,29,14,,0.00,2,Rain,194<br />
2015-4-19,36,31,27,27,25,23,84,69,52,1009,1006,1003,6,4,2,27,18,37,0.00,1,,179<br />
2015-4-20,35,31,27,26,25,17,89,71,26,1011,1007,1004,6,4,2,27,14,,0.00,2,,170<br />
2015-4-21,37,29,22,27,24,16,94,67,35,1008,1005,1002,6,3,2,34,14,55,4.06,3,Rain-Thunderstorm,176<br />
2015-4-22,35,29,23,28,26,20,84,73,62,1008,1004,1001,4,3,1,29,21,47,8.89,5,Rain-Thunderstorm,173<br />
2015-4-23,36,29,22,27,23,21,95,72,44,1009,1006,1003,5,3,1,26,11,,0.00,3,Rain-Thunderstorm,159<br />
2015-4-24,33,28,22,24,22,20,94,72,46,1011,1009,1006,6,3,2,27,16,,0.00,5,Rain-Thunderstorm,173<br />
2015-4-25,32,27,22,24,22,20,100,85,55,1012,1010,1007,3,2,1,26,8,,19.05,5,Rain-Thunderstorm,69<br />
