
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,32,27,23,24,22,21,100,78,45,1011,1009,1007,26,10,4,37,19,27,0.76,4,Rain,163<br />
2013-1-2,32,28,24,24,23,21,94,73,42,1010,1008,1006,26,10,5,29,18,,0.25,4,Rain,157<br />
2013-1-3,33,28,23,23,21,19,94,66,37,1010,1008,1006,31,11,3,34,16,,2.03,3,Rain,149<br />
2013-1-4,32,28,23,24,23,21,94,76,45,1009,1008,1006,31,11,4,35,19,,0.76,4,Rain,166<br />
2013-1-5,32,27,23,24,22,20,94,71,44,1011,1009,1007,26,10,4,37,23,40,2.03,3,Rain,153<br />
2013-1-6,31,28,24,23,22,18,94,72,43,1011,1010,1008,26,10,5,37,21,53,22.10,4,Rain,160<br />
2013-1-7,31,27,23,24,22,19,94,79,46,1011,1010,1008,19,9,3,37,23,48,4.06,5,Rain,159<br />
2013-1-8,31,27,22,23,22,21,94,73,47,1011,1008,1006,31,11,5,32,18,,0.00,5,Rain,162<br />
2013-1-9,31,27,23,23,22,21,89,73,54,1007,1005,1002,31,12,10,19,13,,0.00,3,Rain,93<br />
2013-1-10,32,27,23,25,23,20,94,76,51,1007,1005,1002,31,12,10,19,6,,0.00,1,,27<br />
2013-1-11,31,27,24,25,23,20,94,72,49,1011,1008,1006,31,12,10,26,13,,0.00,2,Rain,124<br />
2013-1-12,33,29,25,26,24,22,94,76,51,1011,1010,1009,31,11,4,27,14,,4.06,3,Rain,137<br />
2013-1-13,33,28,23,23,21,19,94,66,36,1011,1009,1007,26,11,10,24,13,,0.00,2,,135<br />
2013-1-14,31,26,21,22,21,20,100,73,48,1010,1009,1007,31,12,10,19,6,,0.00,1,,359<br />
2013-1-15,31,27,22,24,22,20,94,71,45,1010,1008,1006,31,11,10,23,10,,0.00,4,,82<br />
2013-1-16,30,27,23,23,22,20,94,74,52,1010,1009,1007,26,10,7,19,13,,0.25,6,Rain,121<br />
2013-1-17,31,27,23,23,21,20,94,68,45,1010,1009,1007,31,12,10,24,11,,0.00,5,,113<br />
2013-1-18,31,26,22,23,22,21,94,74,51,1010,1008,1006,31,12,10,16,6,,4.06,6,Rain,55<br />
2013-1-19,27,25,23,24,23,22,100,92,79,1008,1005,1003,10,6,2,24,11,,18.03,7,Rain,162<br />
2013-1-20,31,27,23,24,23,22,95,82,55,1007,1005,1003,31,11,6,23,11,,7.87,6,Rain,155<br />
2013-1-21,31,28,24,25,24,23,100,88,61,1005,1003,1001,31,10,6,23,8,,7.87,6,Rain-Thunderstorm,170<br />
2013-1-22,27,25,23,26,24,23,100,94,83,1002,999,997,14,8,1,32,13,26,73.91,6,Rain,152<br />
2013-1-23,29,27,24,26,25,24,100,91,79,998,994,991,19,7,2,42,24,60,23.11,6,Rain,48<br />
2013-1-24,29,27,24,26,23,22,100,84,63,1000,996,990,31,10,1,39,24,60,26.92,7,Rain-Thunderstorm,322<br />
2013-1-25,36,30,24,26,22,19,89,66,37,1001,999,996,31,12,4,34,13,53,3.05,6,Rain,297<br />
2013-1-26,36,31,27,26,22,19,74,59,41,1003,1000,997,31,13,10,24,14,35,0.00,5,,313<br />
2013-1-27,37,31,26,24,23,22,89,61,38,1002,1000,998,31,11,5,27,14,50,0.00,5,Rain,264<br />
2013-1-28,37,31,25,25,22,20,89,65,36,1005,1002,1000,31,10,4,29,18,42,7.87,5,Rain-Thunderstorm,234<br />
2013-1-29,38,31,24,28,23,20,94,68,27,1006,1004,1001,31,12,8,24,10,39,2.03,5,Rain,308<br />
2013-1-30,35,30,24,27,23,19,89,67,32,1009,1006,1004,31,15,10,24,6,,0.00,4,,268<br />
2013-1-31,32,28,24,26,25,23,94,81,64,1009,1008,1006,31,13,10,21,10,,0.00,3,,4<br />
