
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,21,15,9,3,2,1,56,43,29,1016,1014,1012,16,16,16,16,6,16,0.00,6,,93<br />
2006-1-2,26,18,11,6,1,-2,51,35,19,1016,1014,1012,16,16,16,23,10,27,0.00,6,,84<br />
2006-1-3,21,16,11,8,1,-4,54,37,19,1023,1020,1016,16,16,16,26,9,29,0.00,5,,259<br />
2006-1-4,22,14,7,-1,-2,-4,58,38,18,1027,1024,1023,16,16,16,14,5,21,0.00,2,,136<br />
2006-1-5,27,17,8,0,-6,-12,54,31,8,1029,1025,1022,16,16,14,26,7,34,0.00,0,,60<br />
2006-1-6,27,21,14,-6,-9,-11,22,15,8,1024,1020,1016,16,16,16,37,15,42,0.00,0,,79<br />
2006-1-7,25,18,11,-6,-8,-11,26,18,9,1017,1014,1012,16,16,16,16,8,21,0.00,4,,118<br />
2006-1-8,23,16,8,-3,-6,-9,39,26,12,1019,1016,1014,16,16,16,13,6,19,0.00,1,,124<br />
2006-1-9,22,14,7,-4,-9,-14,37,22,7,1024,1021,1018,16,16,14,21,6,26,0.00,0,,341<br />
2006-1-10,23,15,6,-8,-12,-18,31,19,6,1023,1020,1017,16,16,16,27,7,35,0.00,0,,9<br />
2006-1-11,22,14,6,-7,-11,-15,31,20,8,1019,1016,1013,16,16,16,19,7,19,0.00,0,,107<br />
2006-1-12,22,14,6,-7,-10,-13,33,21,9,1019,1016,1014,16,16,16,19,9,21,0.00,3,,97<br />
2006-1-13,26,16,6,-6,-8,-11,37,23,8,1021,1017,1014,16,16,16,19,5,23,0.00,1,,109<br />
2006-1-14,23,16,9,-3,-6,-9,36,24,12,1016,1014,1012,16,16,14,19,7,21,0.00,6,,121<br />
2006-1-15,18,14,9,3,-2,-7,54,36,18,1016,1014,1013,16,16,16,35,15,45,0.00,4,,257<br />
2006-1-16,16,11,6,-1,-8,-13,53,34,14,1026,1020,1014,16,16,16,29,16,34,0.00,1,,271<br />
2006-1-17,17,10,3,-8,-11,-14,41,26,11,1029,1025,1023,16,16,16,16,5,21,0.00,2,,112<br />
2006-1-18,18,12,5,-8,-11,-15,36,23,10,1022,1019,1014,16,16,16,21,9,24,0.00,5,,104<br />
2006-1-19,18,13,8,-1,-7,-12,33,27,21,1019,1014,1012,16,16,11,45,17,50,0.00,5,,271<br />
2006-1-20,17,10,3,-6,-8,-10,48,31,14,1023,1020,1018,16,16,16,16,6,21,0.00,1,,254<br />
2006-1-21,19,11,2,-7,-11,-14,48,29,9,1020,1017,1015,16,16,13,19,7,23,0.00,1,,248<br />
2006-1-22,20,12,3,-7,-11,-13,40,26,11,1020,1018,1016,16,16,16,13,6,27,0.00,1,,184<br />
2006-1-23,23,14,6,-10,-11,-14,29,19,9,1019,1017,1015,16,16,16,35,15,40,0.00,0,,62<br />
2006-1-24,26,20,14,-7,-9,-11,22,16,9,1019,1015,1013,16,16,16,34,21,40,0.00,3,,76<br />
2006-1-25,21,15,9,-2,-7,-11,34,23,11,1021,1017,1015,16,16,16,34,11,42,0.00,3,,216<br />
2006-1-26,18,12,6,-3,-4,-6,49,35,20,1024,1021,1018,16,16,16,16,8,19,0.00,4,,86<br />
2006-1-27,19,13,6,-1,-4,-7,45,32,18,1021,1018,1016,16,16,16,32,12,37,0.00,1,,168<br />
2006-1-28,19,12,5,-2,-4,-7,53,36,18,1025,1022,1020,16,16,16,19,8,23,0.00,4,,99<br />
2006-1-29,19,12,6,-3,-4,-7,49,34,18,1022,1020,1019,16,16,16,19,8,23,0.00,5,,99<br />
2006-1-30,24,16,7,-1,-4,-4,45,31,16,1020,1017,1012,16,16,14,14,6,16,0.00,1,,100<br />
2006-1-31,21,14,8,-1,-2,-3,49,35,21,1015,1012,1010,16,16,14,27,11,34,0.00,2,,126<br />
2006-2-1,22,15,8,0,-2,-4,53,36,18,1017,1015,1013,16,16,16,16,10,24,0.00,2,,108<br />
2006-2-2,24,16,8,-1,-2,-4,49,33,17,1016,1013,1010,16,16,16,24,10,26,0.00,2,,113<br />
2006-2-3,25,18,10,1,-2,-3,44,30,16,1019,1016,1013,16,16,16,14,6,23,0.00,5,,100<br />
2006-2-4,27,18,9,0,-4,-8,46,28,10,1019,1015,1011,16,16,16,19,6,21,0.00,5,,103<br />
2006-2-5,23,18,12,-2,-4,-6,32,23,14,1018,1014,1011,16,16,16,16,7,21,0.00,6,,108<br />
2006-2-6,24,17,8,-3,-13,-18,39,22,5,1024,1022,1019,16,16,16,37,11,52,0.00,2,,69<br />
2006-2-7,27,21,13,-11,-16,-19,14,9,4,1022,1019,1015,16,16,16,32,12,37,0.00,4,,86<br />
2006-2-8,29,21,12,-12,-16,-18,16,10,4,1018,1015,1012,16,16,16,29,13,35,0.00,4,,82<br />
2006-2-9,26,20,13,5,-6,-14,37,22,7,1015,1013,1012,16,16,14,35,7,42,0.00,6,,165<br />
2006-2-10,24,17,9,5,2,-3,68,43,17,1021,1018,1015,16,16,16,23,9,26,0.00,0,,94<br />
2006-2-11,24,17,9,-1,-9,-18,46,26,6,1026,1023,1021,16,16,16,29,8,35,0.00,0,,60<br />
2006-2-12,26,17,8,-10,-17,-19,18,11,4,1026,1022,1019,16,16,16,34,10,39,0.00,0,,51<br />
2006-2-13,25,17,9,-9,-13,-16,26,16,6,1021,1018,1015,16,16,14,21,5,23,0.00,2,,130<br />
2006-2-14,24,18,11,-7,-12,-14,24,16,7,1014,1011,1008,16,16,16,19,8,21,0.00,4,,108<br />
2006-2-15,26,18,10,2,-7,-12,36,23,9,1011,1009,1005,16,16,13,42,18,53,0.00,1,,202<br />
2006-2-16,20,15,10,1,-6,-11,45,30,15,1017,1014,1011,16,16,16,21,9,23,0.00,3,,266<br />
2006-2-17,18,14,11,-5,-9,-12,27,20,13,1015,1014,1013,16,16,16,21,7,26,0.00,7,,287<br />
2006-2-18,18,12,6,-3,-6,-9,43,31,19,1018,1016,1014,16,16,16,27,11,34,0.00,6,,255<br />
2006-2-19,19,13,7,-1,-3,-5,53,38,22,1020,1018,1016,16,16,16,27,7,34,0.00,3,,264<br />
2006-2-20,18,13,7,-2,-3,-4,49,37,24,1020,1017,1015,16,16,14,19,6,26,0.00,4,,271<br />
2006-2-21,18,12,6,-2,-4,-8,53,37,20,1017,1015,1012,16,16,16,24,10,32,0.00,3,,257<br />
2006-2-22,21,14,6,-6,-9,-12,43,27,11,1019,1016,1014,16,16,14,19,7,24,0.00,1,,267<br />
2006-2-23,24,15,6,-7,-9,-15,39,23,7,1018,1015,1012,16,16,16,14,6,19,0.00,2,,109<br />
