
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,29,28,26,23,22,21,79,71,59,1014,1012,1011,19,12,10,23,14,,0.00,3,,111<br />
2014-1-2,29,27,25,23,22,21,83,71,56,1013,1011,1010,19,12,10,16,13,,0.00,2,,96<br />
2014-1-3,29,28,26,22,21,20,78,67,51,1014,1012,1011,19,12,10,19,13,,0.00,2,,100<br />
2014-1-4,29,28,26,23,22,21,83,69,58,1015,1014,1012,19,12,10,23,14,,0.00,3,,114<br />
2014-1-5,29,27,26,23,22,21,83,74,57,1014,1013,1012,19,12,10,24,14,,13.97,4,,130<br />
2014-1-6,29,26,22,23,22,21,95,78,58,1014,1012,1011,19,12,3,23,14,,0.00,5,Rain,147<br />
2014-1-7,29,28,26,22,21,21,78,69,54,1013,1012,1010,19,12,10,24,21,,0.00,2,,137<br />
2014-1-8,29,26,23,23,22,21,83,73,58,1013,1011,1010,19,12,10,21,14,,0.00,4,,130<br />
2014-1-9,27,24,23,23,22,21,94,85,66,1013,1012,1010,19,10,1,24,8,,1.02,5,Rain,78<br />
2014-1-10,29,26,22,24,23,21,100,80,63,1015,1013,1011,19,12,1,19,8,,0.00,4,Rain,110<br />
2014-1-11,28,26,23,24,22,21,100,85,67,1015,1013,1011,19,10,1,23,11,,7.87,5,Rain,145<br />
2014-1-12,28,26,23,24,23,22,94,80,59,1016,1014,1012,19,12,4,19,10,,0.25,5,Rain,97<br />
2014-1-13,29,27,23,24,23,22,89,75,63,1016,1015,1013,19,12,10,21,13,,0.00,4,,108<br />
2014-1-14,28,27,26,24,23,22,89,76,66,1016,1014,1012,19,12,6,21,14,,1.02,4,Rain,112<br />
2014-1-15,30,27,24,23,22,21,94,72,54,1015,1013,1012,19,12,10,24,18,,0.00,3,,130<br />
2014-1-16,29,27,26,23,22,22,83,73,58,1015,1013,1012,19,12,10,19,13,,0.00,3,,111<br />
2014-1-17,29,27,25,24,23,22,84,75,57,1015,1014,1013,19,12,10,14,11,,0.00,3,,80<br />
2014-1-18,29,28,26,24,24,23,89,77,65,1015,1013,1011,19,12,5,19,13,,1.02,4,Rain,67<br />
2014-1-19,30,28,25,24,23,23,89,75,59,1014,1012,1011,19,12,10,19,13,,0.00,3,,78<br />
2014-1-20,29,28,26,23,22,21,83,71,58,1014,1013,1011,19,12,10,19,13,,0.00,3,,48<br />
2014-1-21,29,28,26,23,22,21,78,69,55,1015,1014,1012,19,12,10,21,13,,0.00,2,,80<br />
2014-1-22,29,28,26,22,22,21,78,70,56,1015,1014,1012,19,12,10,21,16,,0.51,2,,112<br />
2014-1-23,29,27,26,24,23,22,89,73,60,1015,1013,1011,19,12,4,23,14,,0.00,3,Rain,112<br />
2014-1-24,29,28,26,23,22,22,79,72,59,1013,1012,1010,19,12,10,23,16,,0.00,3,,122<br />
2014-1-25,28,26,24,24,23,20,89,79,67,1014,1012,1010,19,12,8,34,13,63,0.76,3,Rain-Thunderstorm,147<br />
2014-1-26,29,27,24,23,23,22,89,75,58,1014,1012,1011,19,12,5,23,14,,2.03,3,Rain,126<br />
2014-1-27,29,27,24,25,23,22,89,78,65,1014,1013,1011,19,12,10,29,18,,0.00,4,,128<br />
2014-1-28,29,28,26,23,22,21,79,69,57,1014,1012,1011,19,12,10,24,18,,0.00,2,,121<br />
2014-1-29,30,27,24,24,23,22,89,75,64,1013,1012,1010,19,12,10,32,21,,0.00,4,,137<br />
2014-1-30,30,28,26,23,23,22,83,73,59,1014,1012,1010,19,12,10,27,21,,0.00,4,Rain,123<br />
2014-1-31,30,28,26,23,22,22,79,70,52,1014,1012,1011,19,12,10,23,16,,0.25,3,,128<br />
2014-2-1,29,27,26,24,22,22,84,73,61,1012,1011,1010,19,12,10,23,16,,0.00,2,,122<br />
2014-2-2,28,27,25,24,23,22,94,80,70,1013,1011,1010,19,12,5,23,14,,0.51,5,Rain,128<br />
2014-2-3,29,27,24,24,23,22,94,80,64,1011,1010,1009,19,11,4,26,14,,1.02,4,Rain,118<br />
2014-2-4,29,27,24,24,22,21,94,74,55,1012,1011,1009,19,12,10,16,11,,0.76,3,Rain,126<br />
2014-2-5,29,27,24,23,22,20,89,71,55,1012,1011,1010,19,12,10,27,13,,0.00,3,,120<br />
2014-2-6,29,26,23,24,23,21,100,80,61,1014,1012,1010,19,10,3,27,14,48,5.08,6,Rain,94<br />
2014-2-7,28,26,23,24,23,22,100,88,70,1014,1013,1012,19,10,4,19,10,,7.87,6,Rain,164<br />
2014-2-8,29,27,24,24,23,22,94,77,64,1014,1013,1011,19,11,5,23,13,,2.03,4,Rain,108<br />
2014-2-9,28,26,22,24,23,22,100,88,70,1014,1012,1011,19,8,3,23,11,,4.06,6,Rain,140<br />
2014-2-10,29,26,23,24,23,23,100,84,64,1014,1012,1011,19,12,3,27,8,,2.03,4,Rain,135<br />
2014-2-11,29,28,26,24,23,22,89,75,61,1013,1011,1010,19,12,10,19,13,,0.00,3,,109<br />
2014-2-12,29,27,25,24,23,22,100,75,63,1012,1010,1009,19,12,8,21,14,,0.00,5,,115<br />
2014-2-13,29,27,24,23,22,21,89,73,58,1013,1011,1009,19,12,10,19,13,,13.97,4,,109<br />
2014-2-14,30,27,24,24,23,23,94,78,65,1014,1012,1011,19,11,5,21,13,,0.00,5,Rain,81<br />
2014-2-15,29,27,24,24,23,22,94,75,64,1014,1012,1011,19,12,10,19,11,,0.00,3,,72<br />
2014-2-16,29,28,26,23,23,22,83,72,60,1013,1011,1009,19,12,10,19,11,,0.00,2,,85<br />
2014-2-17,29,27,23,23,23,21,94,75,61,1012,1011,1009,19,12,10,19,8,,0.00,3,,78<br />
2014-2-18,29,27,23,23,23,22,94,76,61,1012,1011,1010,19,12,10,19,8,,0.00,3,,65<br />
2014-2-19,30,27,24,24,23,22,94,74,60,1013,1011,1010,19,11,2,26,10,,6.10,3,Rain,78<br />
2014-2-20,30,27,24,24,23,22,94,76,65,1013,1012,1010,19,12,10,19,11,,0.00,4,,85<br />
2014-2-21,29,27,25,24,23,22,89,75,61,1013,1012,1011,19,12,8,21,14,,4.06,4,,133<br />
2014-2-22,29,27,25,24,23,22,84,73,62,1013,1011,1010,19,12,10,19,13,,0.00,4,,93<br />
2014-2-23,29,28,26,24,23,23,84,75,58,1014,1012,1011,19,12,10,19,13,,0.00,5,,89<br />
2014-2-24,29,28,27,24,23,22,79,75,64,1014,1012,1011,19,12,10,23,14,,0.00,4,,106<br />
2014-2-25,29,28,26,23,22,22,78,71,60,1013,1011,1010,19,12,10,19,11,,0.00,2,,105<br />
2014-2-26,29,27,24,24,22,22,84,73,62,1013,1011,1010,19,12,10,21,11,,0.00,3,,120<br />
2014-2-27,29,26,23,23,22,20,94,72,48,1013,1011,1010,19,12,10,16,10,,0.00,2,,36<br />
2014-2-28,30,27,23,24,23,22,94,75,55,1013,1012,1010,19,12,10,14,8,,8.89,2,,56<br />
2014-3-1,29,27,24,24,23,22,100,77,62,1013,1011,1009,19,11,3,16,8,,0.00,4,Rain,95<br />
2014-3-2,31,28,24,24,23,22,94,74,55,1012,1010,1008,19,12,10,19,10,,0.00,3,,62<br />
2014-3-3,30,28,26,24,23,22,83,73,63,1012,1010,1009,19,12,5,19,13,,0.51,3,Rain,88<br />
2014-3-4,29,28,27,24,23,22,79,71,61,1013,1012,1010,19,12,10,19,11,,0.00,2,,100<br />
2014-3-5,29,28,27,24,23,22,84,73,62,1014,1012,1011,19,12,10,21,13,,0.00,3,,94<br />
2014-3-6,30,26,22,23,22,21,100,77,56,1014,1012,1010,19,11,4,23,14,,0.00,4,Rain,112<br />
2014-3-7,29,27,23,24,23,21,94,74,61,1014,1012,1011,19,12,10,14,8,,0.00,3,,58<br />
2014-3-8,30,27,24,23,23,22,94,74,60,1015,1013,1011,19,12,10,19,8,,0.00,2,,77<br />
2014-3-9,29,27,24,24,23,23,89,75,59,1015,1013,1011,19,12,10,14,10,,0.00,3,,82<br />
2014-3-10,29,27,26,25,24,22,89,78,65,1015,1012,1011,19,12,5,19,13,,0.00,4,Rain,85<br />
2014-3-11,29,27,24,24,23,23,94,84,66,1014,1012,1010,19,12,4,23,11,,3.05,5,Rain,140<br />
2014-3-12,29,26,23,24,23,22,100,84,66,1014,1013,1011,19,11,5,29,13,,1.02,4,Rain,162<br />
2014-3-13,28,26,23,25,23,23,95,85,69,1014,1012,1011,19,10,2,26,16,,0.00,5,Rain-Thunderstorm,139<br />
2014-3-14,28,26,24,24,23,23,94,82,66,1014,1012,1011,19,12,10,13,5,,1.02,5,,133<br />
2014-3-15,29,27,24,24,23,23,94,77,60,1013,1012,1010,19,12,10,23,11,,0.00,3,,129<br />
2014-3-16,30,28,27,24,23,23,84,74,63,1013,1012,1010,19,12,10,19,13,,0.00,3,,121<br />
2014-3-17,30,27,24,25,24,23,100,82,70,1014,1012,1010,19,12,1,21,13,,0.00,4,Rain,141<br />
2014-3-18,30,28,25,25,24,24,94,82,66,1013,1012,1010,19,10,4,23,14,,2.03,4,Rain,114<br />
2014-3-19,29,27,24,26,24,23,94,84,75,1014,1012,1011,19,11,8,19,11,,0.00,5,,104<br />
2014-3-20,29,27,24,25,24,24,94,81,69,1014,1012,1011,19,12,8,19,10,,0.00,5,Rain,103<br />
2014-3-21,31,29,27,25,24,24,84,76,63,1014,1012,1011,19,11,8,21,14,,0.00,4,,101<br />
2014-3-22,30,28,26,25,23,2,94,75,19,1022,1013,1011,19,11,2,23,14,,3.05,4,Rain,116<br />
2014-3-23,30,28,27,24,23,22,79,73,64,1014,1012,1010,19,12,10,19,13,,0.00,3,,110<br />
2014-3-24,30,27,24,25,23,23,94,75,59,1014,1012,1010,19,12,10,24,14,,0.00,3,,141<br />
2014-3-25,30,27,24,24,23,22,94,78,62,1015,1013,1011,19,12,10,21,11,,0.00,3,,149<br />
2014-3-26,31,27,23,24,23,22,94,75,62,1014,1013,1011,19,12,10,19,10,,0.00,3,,129<br />
2014-3-27,29,27,23,23,22,20,89,71,48,1014,1012,1010,19,12,10,16,8,,0.00,2,,74<br />
2014-3-28,29,27,24,25,24,23,91,78,67,1014,1012,1010,19,12,10,23,13,,0.00,4,,77<br />
2014-3-29,31,29,27,24,23,22,79,72,62,1014,1012,1011,19,12,10,19,14,,3.05,3,,92<br />
2014-3-30,30,28,26,25,24,23,84,77,65,1014,1012,1011,19,12,8,24,14,,0.00,3,,115<br />
2014-3-31,30,28,25,24,23,23,94,78,62,1014,1013,1011,19,12,10,24,16,,1.02,3,Rain,144<br />
2014-4-1,29,27,23,24,23,23,95,78,61,1014,1013,1011,19,12,10,24,14,,0.76,3,,144<br />
2014-4-2,30,28,25,24,23,22,94,77,58,1012,1011,1010,19,12,5,19,14,,0.00,2,Rain,125<br />
2014-4-3,29,27,25,24,24,23,94,76,64,1013,1011,1010,19,12,10,19,13,,2.03,3,,115<br />
2014-4-4,30,27,24,25,24,23,100,80,65,1015,1013,1011,19,12,8,16,10,,0.00,3,,98<br />
2014-4-5,29,27,25,25,24,23,95,85,70,1016,1013,1012,19,11,6,11,8,,2.03,5,Rain-Thunderstorm,35<br />
2014-4-6,31,28,24,25,24,23,94,82,62,1015,1013,1011,19,11,4,16,6,,2.03,4,Rain,48<br />
2014-4-7,30,27,24,25,24,23,97,80,60,1014,1012,1010,19,12,7,14,6,,0.00,2,Rain,90<br />
2014-4-8,31,28,24,25,24,24,94,78,58,1014,1012,1010,19,13,10,14,8,,0.00,1,,36<br />
2014-4-9,31,28,25,26,24,23,94,81,63,1014,1012,1010,19,12,6,19,8,,0.25,2,Rain,29<br />
2014-4-10,31,28,24,25,24,23,94,80,59,1014,1012,1010,19,11,3,19,8,,0.00,3,Rain,38<br />
2014-4-11,30,28,25,25,24,23,94,77,65,1015,1013,1011,19,12,10,19,10,,0.00,3,,92<br />
2014-4-12,30,28,25,25,24,23,94,77,64,1014,1012,1011,19,12,3,19,13,,0.00,2,Rain,101<br />
2014-4-13,29,28,25,25,24,23,94,80,67,1013,1012,1010,19,11,3,19,11,,3.05,3,Rain,117<br />
2014-4-14,30,27,24,25,24,23,100,81,62,1013,1011,1010,19,12,9,16,8,,4.06,3,,125<br />
2014-4-15,31,29,27,24,23,22,79,70,59,1014,1011,1010,19,12,10,19,13,,0.00,3,,109<br />
2014-4-16,30,28,26,24,23,22,83,72,56,1013,1011,1010,19,12,10,23,14,,0.00,3,,118<br />
2014-4-17,30,28,26,24,23,22,94,75,58,1013,1011,1010,19,12,10,19,11,,0.00,2,,123<br />
2014-4-18,30,27,24,24,23,22,94,74,59,1013,1012,1010,19,12,10,14,10,,0.00,2,,104<br />
2014-4-19,30,28,26,24,23,22,89,71,59,1015,1013,1011,19,12,10,19,13,,0.00,2,,116<br />
2014-4-20,31,29,27,24,23,23,79,72,58,1014,1013,1011,19,12,10,23,13,,0.00,2,,127<br />
2014-4-21,30,28,25,25,24,23,94,79,61,1013,1012,1010,19,11,7,16,11,,0.00,4,Rain,115<br />
2014-4-22,29,26,23,25,23,23,100,83,61,1014,1012,1011,19,11,4,23,11,,3.05,3,Rain,120<br />
2014-4-23,30,27,24,24,24,23,94,77,63,1015,1012,1011,19,12,4,16,11,,0.00,3,Rain,105<br />
2014-4-24,30,28,27,24,23,22,79,71,55,1014,1012,1010,19,13,10,16,11,,0.00,3,,101<br />
2014-4-25,31,27,23,24,23,22,94,74,51,1013,1011,1009,19,13,10,14,8,,0.00,2,,52<br />
2014-4-26,31,27,23,24,23,22,94,78,55,1013,1011,1009,19,12,10,14,8,,0.00,2,,27<br />
2014-4-27,30,27,24,24,23,22,94,78,59,1014,1012,1010,19,12,10,14,10,,0.00,2,,77<br />
2014-4-28,30,27,23,24,23,23,100,85,67,1014,1012,1011,19,10,3,29,13,,16.00,4,Rain,175<br />
2014-4-29,29,26,23,25,23,22,100,88,65,1014,1013,1011,19,9,1,26,11,,36.07,7,Rain,186<br />
2014-4-30,28,26,23,25,24,23,100,93,79,1013,1011,1009,14,8,1,29,13,,11.94,7,Rain,147<br />
2014-5-1,29,27,24,25,24,23,100,82,61,1012,1010,1009,19,11,5,19,10,,1.02,4,Rain,104<br />
2014-5-2,28,26,23,25,24,22,100,94,81,1014,1012,1010,19,8,3,34,11,,21.08,6,Rain,187<br />
2014-5-3,29,26,22,25,23,22,100,87,64,1015,1013,1012,19,11,5,21,6,,0.00,4,Rain,174<br />
2014-5-4,29,26,23,24,23,22,94,84,62,1016,1014,1011,19,10,3,24,10,,7.11,4,Rain,188<br />
2014-5-5,28,26,23,25,23,22,100,92,73,1015,1013,1011,19,10,4,23,10,,7.87,6,Rain,193<br />
2014-5-6,29,26,23,25,23,22,100,88,66,1015,1013,1012,19,11,3,23,10,,3.05,4,Rain,168<br />
2014-5-7,29,26,23,25,23,21,100,82,64,1015,1014,1012,19,11,4,23,13,,0.00,4,Rain,124<br />
2014-5-8,28,26,23,25,23,23,96,91,79,1015,1013,1012,19,10,3,32,10,,0.76,6,Rain,175<br />
2014-5-9,29,26,23,24,23,22,95,82,68,1014,1011,1009,19,12,10,21,8,,0.00,2,,168<br />
2014-5-10,30,27,23,24,24,23,94,81,63,1013,1011,1009,19,12,10,16,8,,0.00,2,,157<br />
2014-5-11,29,27,24,24,23,22,94,83,63,1014,1012,1011,19,12,5,34,14,,2.03,5,Rain,184<br />
2014-5-12,29,26,23,24,23,22,100,85,67,1014,1012,1010,19,12,3,29,16,,3.05,4,Rain,170<br />
2014-5-13,28,26,24,25,24,23,100,94,79,1014,1012,1011,19,7,2,34,18,,17.02,6,Rain,158<br />
2014-5-14,28,26,22,25,23,2,100,87,22,1014,1013,1011,19,10,2,21,8,,21.08,4,Rain-Thunderstorm,179<br />
2014-5-15,30,27,24,25,24,23,100,82,67,1014,1012,1011,19,12,10,14,6,,0.00,4,Rain,92<br />
2014-5-16,29,27,24,25,24,23,94,80,65,1013,1011,1009,19,12,10,19,10,,0.00,3,,131<br />
2014-5-17,29,26,23,25,23,23,95,83,66,1013,1011,1010,19,12,10,27,13,,0.00,3,,165<br />
2014-5-18,29,27,23,24,23,22,100,81,62,1013,1012,1011,19,12,8,32,14,,2.03,5,,173<br />
2014-5-19,28,26,23,24,23,22,100,84,65,1014,1012,1011,19,11,6,29,13,,0.51,4,Rain,189<br />
2014-5-20,29,26,22,24,23,22,94,82,63,1014,1012,1011,19,11,8,32,13,,0.00,4,,189<br />
2014-5-21,28,26,23,25,23,21,100,90,74,1014,1012,1011,19,11,3,26,13,,2.03,5,Rain,179<br />
2014-5-22,29,27,23,26,24,23,100,89,74,1015,1013,1011,19,12,8,14,8,,6.10,4,,126<br />
2014-5-23,29,27,25,24,24,23,94,78,65,1015,1013,1012,19,12,10,19,11,,0.00,3,,107<br />
2014-5-24,29,27,23,25,24,23,95,83,70,1022,1013,1011,19,12,10,21,10,,0.00,2,,162<br />
2014-5-25,29,26,23,23,22,21,94,77,58,1015,1014,1012,19,12,10,19,10,,0.00,2,,177<br />
2014-5-26,29,26,22,24,22,20,94,80,64,1017,1015,1013,19,12,10,27,10,,0.00,2,,181<br />
2014-5-27,28,26,23,24,23,21,100,90,70,1017,1015,1013,19,9,3,19,6,,4.06,6,Rain,167<br />
