
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,27,22,17,20,17,12,88,73,39,1018,1016,1014,9,8,7,14,8,,0.00,1,,291<br />
2009-1-2,26,22,18,21,17,10,88,74,50,1016,1014,1012,10,9,8,11,5,,0.00,1,,321<br />
2009-1-3,26,22,18,20,17,15,83,72,61,1018,1016,1014,10,9,6,97,10,,0.00,3,,298<br />
2009-1-4,23,21,20,16,14,12,73,62,53,1019,1017,1015,10,9,8,23,13,,0.00,4,,278<br />
2009-1-5,24,21,19,15,13,11,68,59,53,1018,1016,1014,10,9,8,23,13,,0.00,1,,255<br />
2009-1-6,23,20,18,13,11,9,64,56,46,1017,1015,1014,10,10,9,23,13,,0.00,1,,268<br />
2009-1-7,23,20,18,14,12,11,68,60,53,1018,1016,1015,10,9,8,14,8,,0.00,2,,119<br />
2009-1-8,24,20,16,15,13,12,77,64,53,1020,1018,1016,10,9,8,14,8,,0.00,2,,105<br />
2009-1-9,24,19,15,15,13,11,77,64,50,1021,1019,1018,10,10,9,19,6,,0.00,1,,71<br />
2009-1-10,25,20,15,14,11,7,77,55,36,1021,1019,1016,9,8,7,21,6,,0.00,0,,85<br />
2009-1-11,25,20,16,15,11,4,68,52,34,1021,1019,1017,10,9,7,13,6,,0.00,2,,72<br />
2009-1-12,25,20,16,16,14,12,78,67,47,1021,1019,1018,10,9,7,24,6,,0.00,2,,56<br />
2009-1-13,25,20,16,18,16,13,88,73,57,1022,1019,1016,10,9,1,55,10,74,0.00,3,Rain-Thunderstorm,28<br />
2009-1-14,19,18,17,17,15,12,94,85,68,1024,1021,1018,10,8,4,27,10,,0.00,6,Rain-Thunderstorm,206<br />
2009-1-15,20,18,15,15,13,12,94,82,68,1023,1022,1020,10,9,5,27,11,24,0.00,4,Rain-Thunderstorm,259<br />
2009-1-16,20,18,15,13,11,7,88,67,43,1025,1023,1021,10,10,8,19,11,,0.00,4,,280<br />
2009-1-17,22,17,13,13,9,7,77,60,40,1024,1022,1020,10,10,7,13,6,,0.00,2,,203<br />
2009-1-18,22,18,14,12,10,8,82,60,41,1022,1019,1018,10,10,10,23,5,,0.00,3,,58<br />
