
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,25,20,15,7,3,-1,52,32,20,1007,998,991,10,10,10,35,18,55,0.00,1,,322<br />
2009-1-2,30,20,11,13,7,1,82,44,20,1006,1001,996,10,10,10,42,19,64,0.00,1,Rain,359<br />
2009-1-3,18,13,9,12,10,8,94,82,59,1011,1005,1001,10,10,5,32,19,,0.00,4,Rain,245<br />
2009-1-4,21,13,7,10,7,3,93,65,33,1018,1015,1011,10,10,10,26,8,,0.00,1,,67<br />
2009-1-5,22,16,9,14,11,8,93,72,53,1018,1015,1012,10,10,10,23,13,,0.00,1,,61<br />
2009-1-6,26,19,13,14,9,2,100,60,24,1012,1008,1005,10,8,2,35,14,58,0.00,3,Fog,331<br />
2009-1-7,32,24,17,11,9,6,59,37,26,1011,1007,1005,10,10,10,50,23,69,0.00,1,,311<br />
2009-1-8,35,27,19,12,9,7,64,36,18,1011,1009,1006,,,,24,16,27,0.00,,,341<br />
2009-1-9,28,22,16,13,9,6,82,47,26,1007,1003,1001,10,10,10,24,11,,0.00,1,,352<br />
2009-1-10,18,16,12,13,10,6,94,73,48,1021,1013,1005,10,10,5,32,19,,0.00,4,Rain,205<br />
2009-1-11,18,13,9,8,7,6,87,65,48,1021,1020,1018,10,10,10,29,11,,0.00,3,,60<br />
2009-1-12,19,14,10,10,9,8,87,66,49,1019,1016,1013,10,10,10,32,16,,0.00,2,,55<br />
2009-1-13,21,14,9,11,10,8,94,72,43,1017,1015,1012,10,10,10,21,11,,0.00,4,,109<br />
2009-1-14,21,16,10,12,11,9,94,71,52,1018,1015,1012,10,10,10,34,13,,0.00,2,,61<br />
2009-1-15,24,19,14,15,13,12,88,71,47,1012,1008,1004,10,10,10,26,21,,0.00,3,,69<br />
2009-1-16,28,20,13,16,14,11,100,74,35,1005,1003,1000,10,5,1,23,11,,0.00,5,Fog,46<br />
2009-1-17,27,21,16,14,9,4,88,48,28,1000,996,993,10,10,10,32,14,45,0.00,1,,347<br />
2009-1-18,21,16,11,13,10,4,100,74,35,998,996,994,10,10,5,23,11,,0.00,3,Rain-Hail,183<br />
2009-1-19,19,14,10,12,9,8,94,72,49,1005,1002,998,10,10,10,32,13,,0.00,4,Rain,360<br />
2009-1-20,17,13,11,12,8,7,82,67,55,1019,1013,1006,10,10,10,37,21,,0.00,4,,77<br />
2009-1-21,23,16,8,14,10,7,93,69,43,1021,1019,1018,,,,32,14,,0.00,,,62<br />
2009-1-22,27,21,15,16,13,9,94,69,34,1021,1020,1018,10,10,10,21,13,,0.00,1,,71<br />
2009-1-23,28,22,16,16,13,9,94,68,30,1020,1017,1015,10,10,10,24,13,,0.00,5,,59<br />
2009-1-24,29,19,10,15,11,3,88,64,21,1019,1017,1016,10,10,10,35,10,,0.00,4,,55<br />
2009-1-25,28,22,16,17,14,11,94,72,35,1016,1015,1014,10,10,10,24,16,,0.00,3,,65<br />
2009-1-26,25,20,16,16,14,13,94,76,53,1017,1014,1008,10,10,10,26,14,,0.00,3,,194<br />
2009-1-27,17,14,12,15,10,4,100,77,54,1019,1011,1005,10,9,5,40,19,64,0.00,5,Rain,195<br />
2009-1-28,19,14,11,10,8,6,88,67,43,1019,1018,1016,10,10,10,26,11,,0.00,6,Rain,166<br />
2009-1-29,23,18,14,14,12,7,88,73,36,1016,1014,1013,10,10,10,24,14,,0.00,1,,107<br />
2009-1-30,20,17,13,15,13,12,94,82,64,1017,1014,1010,10,10,10,26,10,,0.00,4,Rain,66<br />
2009-1-31,30,22,14,16,14,12,94,67,35,1012,1010,1008,10,10,10,34,13,,0.00,1,,56<br />
2009-2-1,30,22,15,16,12,6,100,68,29,1014,1005,1001,10,9,2,58,19,77,0.00,5,,127<br />
2009-2-2,16,14,13,7,7,5,67,62,48,1018,1016,1014,10,10,10,24,11,,0.00,5,,165<br />
2009-2-3,22,14,8,12,9,6,93,71,43,1017,1013,1009,10,10,10,19,13,,0.00,2,,54<br />
2009-2-4,18,16,14,13,12,11,94,84,68,1017,1013,1011,10,10,10,21,13,,0.00,5,Rain,219<br />
2009-2-5,20,17,13,13,12,11,88,74,56,1017,1016,1014,10,10,10,39,18,,0.00,4,,69<br />
2009-2-6,30,22,14,15,10,4,94,59,20,1014,1009,1006,10,10,10,32,18,50,0.00,1,,40<br />
2009-2-7,22,18,14,13,9,6,88,62,35,1014,1011,1007,10,10,10,35,14,,0.00,2,,97<br />
2009-2-8,27,21,16,16,14,12,88,69,39,1014,1010,1007,10,10,10,27,18,,0.00,5,,70<br />
2009-2-9,33,24,16,15,12,9,82,53,23,1008,1004,1002,10,10,10,37,13,,0.00,3,,282<br />
2009-2-10,17,16,14,12,10,6,88,69,52,1010,1007,1006,10,10,10,23,13,,0.00,4,,62<br />
2009-2-11,17,14,12,15,12,10,100,87,63,1014,1012,1011,10,7,3,29,11,,0.00,6,Rain,64<br />
2009-2-12,16,13,12,15,13,10,100,94,88,1011,1005,1003,10,7,5,32,13,,0.00,6,Rain,222<br />
2009-2-13,13,11,10,10,7,5,94,77,58,1022,1013,1006,10,9,3,35,14,39,0.00,6,Rain,214<br />
2009-2-14,17,13,9,8,7,6,93,72,52,1026,1024,1023,10,10,10,23,10,,0.00,4,Rain,237<br />
2009-2-15,20,13,7,12,9,5,94,77,56,1023,1017,1011,10,10,10,27,13,,0.00,1,,57<br />
2009-2-16,15,12,10,13,8,4,100,75,48,1021,1015,1010,10,9,5,32,16,42,0.00,6,Rain,197<br />
2009-2-17,18,11,4,10,7,3,93,75,52,1021,1020,1018,10,10,10,23,6,,0.00,2,,55<br />
2009-2-18,16,13,10,12,11,9,94,83,72,1024,1022,1020,10,10,10,23,10,,0.00,5,,18<br />
2009-2-19,19,16,13,14,12,10,88,80,68,1022,1016,1012,10,10,10,27,13,,0.00,5,,59<br />
2009-2-20,16,14,14,14,14,12,100,93,88,1012,1005,997,10,6,2,27,13,,0.00,6,Rain,157<br />
2009-2-21,20,18,15,16,15,14,100,91,73,999,996,994,10,6,1,32,23,,0.00,6,Rain,71<br />
2009-2-22,24,18,13,14,9,5,94,61,31,1000,998,997,10,9,1,32,11,,0.00,3,Fog-Rain,350<br />
2009-2-23,17,13,11,13,9,5,94,74,45,1014,1007,1001,10,10,5,27,16,45,0.00,4,Rain,227<br />
