
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,17,14,12,12,11,10,88,81,68,1005,1002,1000,30,25,15,21,10,,0.00,6,Rain,203<br />
2005-1-2,18,14,11,11,10,9,94,84,64,1012,1008,1003,30,23,10,21,13,,0.00,5,Rain,189<br />
2005-1-3,17,14,12,13,11,9,88,83,68,1012,1010,1008,30,21,10,26,16,,0.00,6,,59<br />
2005-1-4,26,20,14,14,12,10,94,72,36,1007,1002,997,30,17,15,29,16,48,0.00,5,,38<br />
2005-1-5,24,19,14,11,8,4,72,55,31,1000,999,998,,,,29,16,,0.00,4,,355<br />
2005-1-6,17,14,12,13,12,10,94,85,72,1002,1001,1000,30,22,8,24,14,,0.00,6,Rain,204<br />
2005-1-7,21,17,14,15,13,12,100,84,64,1002,1000,998,30,22,5,27,16,,0.00,6,,55<br />
2005-1-8,17,14,13,14,13,12,100,92,82,1003,999,996,25,14,4,21,11,,0.00,6,Rain,233<br />
2005-1-9,17,14,12,13,11,8,100,83,67,1015,1009,1004,30,16,5,21,13,,0.00,6,Rain,207<br />
2005-1-10,17,13,11,12,10,9,94,82,63,1021,1017,1015,30,12,1,26,13,,0.00,6,Rain,207<br />
2005-1-11,19,16,12,11,10,9,88,76,56,1023,1022,1021,30,30,30,21,10,,0.00,6,,188<br />
2005-1-12,18,14,12,13,12,10,88,81,68,1023,1020,1016,30,24,20,34,18,,0.00,6,,72<br />
2005-1-13,29,20,12,13,9,3,100,61,22,1016,1012,1010,20,16,0,26,13,,0.00,6,Fog,357<br />
2005-1-14,25,18,12,14,11,6,82,54,43,1015,1013,1012,,,,32,14,,0.00,0,,78<br />
2005-1-15,33,22,12,14,11,7,94,56,21,1018,1012,1010,30,30,30,24,8,,0.00,2,,16<br />
2005-1-16,22,18,14,15,13,10,88,70,53,1019,1014,1007,30,30,30,32,18,,0.00,4,,53<br />
2005-1-17,27,19,11,13,7,-3,82,45,17,1006,1001,998,,,,52,31,72,0.00,4,,309<br />
2005-1-18,24,16,7,10,6,0,94,58,21,1012,1005,1002,30,30,30,45,14,66,0.00,2,,256<br />
2005-1-19,18,13,8,8,6,1,87,61,34,1020,1015,1012,30,29,20,24,10,,0.00,3,,192<br />
2005-1-20,25,16,7,11,6,2,93,58,22,1020,1014,1011,,,,26,16,,0.00,4,,24<br />
2005-1-21,29,19,10,6,4,2,66,39,19,1015,1013,1011,,,,27,8,,0.00,3,,1<br />
2005-1-22,28,20,13,10,7,6,63,44,26,1015,1012,1010,,,,37,13,,0.00,6,,357<br />
2005-1-23,21,17,14,13,12,10,88,70,53,1021,1018,1013,30,27,20,24,14,,0.00,3,,175<br />
2005-1-24,23,18,13,15,12,11,88,76,50,1025,1022,1020,30,27,15,19,8,,0.00,4,,194<br />
2005-1-25,23,17,10,14,12,9,94,73,47,1030,1025,1023,30,29,25,19,6,,0.00,3,,183<br />
2005-1-26,20,15,10,13,12,8,88,76,60,1030,1029,1027,30,30,30,35,11,,0.00,3,,65<br />
2005-1-27,22,18,15,14,13,12,94,76,53,1027,1024,1021,30,28,20,37,24,,0.00,3,,71<br />
2005-1-28,18,16,13,14,13,12,100,85,72,1024,1023,1022,30,22,5,29,19,,0.00,5,Rain,214<br />
2005-1-29,20,17,13,13,13,12,100,83,60,1024,1022,1019,30,23,6,26,11,,0.00,6,,151<br />
2005-1-30,21,18,15,14,13,12,88,74,56,1020,1015,1012,30,30,30,42,27,,0.00,6,,64<br />
2005-1-31,25,20,15,16,14,13,94,74,47,1016,1013,1011,30,26,10,23,13,,0.00,6,,95<br />
2005-2-1,22,17,12,16,14,11,94,81,64,1019,1017,1016,30,22,5,37,13,,0.00,4,Fog,50<br />
2005-2-2,24,19,15,16,15,13,94,80,61,1019,1017,1015,30,30,30,26,16,,0.00,4,,62<br />
2005-2-3,23,20,17,18,17,16,100,88,69,1017,1016,1014,30,13,1,23,16,,0.00,7,,74<br />
2005-2-4,23,20,18,17,17,16,94,86,69,1018,1017,1015,30,18,5,23,11,,0.00,6,,49<br />
2005-2-5,22,19,17,18,17,16,100,89,73,1017,1014,1012,20,10,2,27,18,,0.00,7,,61<br />
2005-2-6,28,23,18,19,18,17,100,88,58,1012,1009,1006,30,7,1,23,13,,0.00,6,Fog,79<br />
2005-2-7,29,22,16,19,17,13,100,79,39,1006,1003,1001,30,13,0,29,11,,0.00,5,Fog,47<br />
2005-2-8,26,21,17,18,17,16,94,85,61,1005,1003,1001,30,12,2,29,14,,0.00,5,,160<br />
2005-2-9,27,22,17,17,16,13,100,74,44,1005,1004,1002,30,24,5,29,18,,0.00,5,,61<br />
2005-2-10,28,22,16,17,16,10,88,70,48,1004,1000,997,30,26,20,42,19,55,0.00,3,,75<br />
2005-2-11,17,14,13,15,12,9,94,80,67,1003,998,990,30,21,3,27,16,,0.00,5,Rain,178<br />
2005-2-12,20,16,11,14,12,10,100,82,56,1002,993,989,30,29,25,35,13,,0.00,4,Fog-Rain,214<br />
2005-2-13,20,16,11,14,12,10,94,77,60,1009,1006,1002,30,27,20,32,14,,0.00,4,,73<br />
2005-2-14,18,14,12,14,13,10,94,89,77,1015,1010,1008,30,16,3,27,18,,0.00,6,Rain,175<br />
2005-2-15,20,16,12,12,9,8,88,73,46,1017,1014,1010,30,30,30,34,18,,0.00,5,,191<br />
2005-2-16,25,19,14,13,9,3,88,59,34,1009,1006,1005,30,30,30,23,18,,0.00,5,,283<br />
