
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-31,21,21,21,19,18,16,88,80,73,1019,1019,1019,9,9,9,10,8,,0.00,8,Rain,355<br />
2004-2-1,31,26,20,20,18,17,94,73,48,1020,1018,1015,10,10,10,19,8,,0.00,6,Rain-Thunderstorm,357<br />
2004-2-2,30,25,20,20,18,16,88,73,43,1018,1016,1013,10,8,1,27,10,,0.00,4,Rain-Thunderstorm,324<br />
2004-2-3,29,24,21,21,19,17,94,79,55,1017,1016,1014,10,7,4,23,6,,0.00,4,Rain-Thunderstorm,137<br />
2004-2-4,31,26,21,22,20,18,94,79,46,1019,1016,1014,10,7,3,26,10,,0.00,3,Rain-Thunderstorm,80<br />
2004-2-5,30,26,21,23,21,20,94,78,55,1017,1015,1012,10,8,2,116,19,,0.00,6,Rain,346<br />
2004-2-6,24,21,18,23,19,16,94,91,83,1017,1014,1012,10,7,1,27,11,,0.00,7,Rain,182<br />
2004-2-7,22,20,17,17,16,13,94,84,64,1019,1016,1014,10,9,3,27,16,,0.00,6,Rain,160<br />
2004-2-8,22,19,16,16,15,14,94,80,60,1021,1019,1017,10,10,3,32,19,,0.00,5,Rain,148<br />
2004-2-9,23,20,17,16,16,14,94,78,60,1022,1020,1019,10,10,10,35,16,,0.00,5,,142<br />
2004-2-10,29,22,16,23,16,14,94,81,61,1020,1019,1015,10,10,10,34,14,,0.00,6,,145<br />
2004-2-11,24,21,18,18,17,15,88,78,65,1021,1019,1017,10,10,10,27,16,,0.00,5,,129<br />
2004-2-12,26,22,18,19,17,15,88,78,57,1022,1020,1019,10,10,9,34,14,,0.00,4,Rain-Thunderstorm,118<br />
2004-2-13,28,23,19,21,17,14,88,76,48,1022,1019,1017,10,9,5,37,13,,0.00,4,Rain-Hail-Thunderstorm,106<br />
2004-2-14,25,22,19,19,18,17,94,83,61,1018,1015,1012,10,9,5,24,10,,0.00,7,Rain,44<br />
2004-2-15,28,24,20,21,19,17,94,84,54,1014,1011,1009,10,9,4,27,14,,0.00,5,Rain,15<br />
2004-2-16,25,22,19,20,18,17,100,86,69,1018,1015,1012,10,10,8,26,6,,0.00,6,,142<br />
2004-2-17,29,23,18,21,18,14,94,76,40,1019,1017,1016,10,9,8,16,6,,0.00,3,,125<br />
2004-2-18,31,26,20,20,18,12,94,67,31,1019,1017,1014,10,9,7,23,16,,0.00,5,,71<br />
2004-2-19,32,26,20,21,19,15,94,75,36,1017,1015,1012,10,8,0,34,11,55,0.00,5,Rain-Thunderstorm,132<br />
2004-2-20,22,20,18,19,18,17,100,91,78,1018,1016,1015,10,7,2,27,18,,0.00,7,,160<br />
2004-2-21,24,21,18,20,18,16,94,86,73,1020,1018,1017,10,7,3,23,11,,0.00,7,Rain,139<br />
2004-2-22,23,20,18,21,19,17,100,93,83,1019,1018,1017,10,4,1,19,10,,0.00,8,Rain,171<br />
2004-2-23,20,18,17,19,17,16,100,93,88,1019,1017,1016,10,6,3,26,10,42,0.00,8,Rain,181<br />
2004-2-24,21,19,17,17,17,16,100,89,73,1018,1017,1016,10,7,3,16,11,,0.00,8,Rain,111<br />
2004-2-25,20,18,17,17,16,15,100,88,78,1021,1018,1016,10,8,6,21,11,,0.00,8,Rain,123<br />
2004-2-26,21,19,17,18,16,15,94,85,73,1021,1020,1018,10,9,7,19,10,,0.00,6,,138<br />
2004-2-27,29,22,16,17,15,12,94,67,37,1020,1015,1012,,,,26,6,,0.00,,,12<br />
2004-2-28,28,22,16,18,16,13,94,77,42,1016,1011,1009,10,9,5,27,14,,0.00,5,Rain-Thunderstorm,278<br />
