
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,31,28,25,23,21,19,83,70,51,1010,1008,1006,10,10,10,24,14,,0.00,3,,96<br />
2011-1-2,30,28,25,23,22,22,83,75,62,1009,1008,1006,10,10,10,26,16,,0.00,3,,109<br />
2011-1-3,30,28,25,23,23,22,89,78,62,1010,1008,1007,10,10,10,24,13,,0.00,4,,85<br />
2011-1-4,31,27,24,23,22,20,89,73,55,1011,1009,1007,10,10,10,23,11,,0.00,3,,107<br />
2011-1-5,30,26,21,25,23,21,100,86,62,1011,1009,1007,10,9,1,32,13,,0.00,2,Rain-Thunderstorm,111<br />
2011-1-6,30,27,24,23,23,22,94,77,62,1010,1008,1007,10,10,10,27,18,,0.00,3,,119<br />
2011-1-7,30,28,25,23,22,20,83,76,58,1010,1008,1007,10,10,10,27,19,,0.00,5,,111<br />
2011-1-8,28,26,24,23,23,21,94,81,66,1010,1009,1008,10,10,6,26,14,,0.00,4,Rain,105<br />
2011-1-9,28,27,25,24,23,22,94,86,74,1010,1009,1007,10,10,10,21,11,,0.00,4,,87<br />
2011-1-10,24,22,20,23,22,20,100,97,89,1012,1010,1008,10,6,1,19,8,,0.00,7,Rain,72<br />
2011-1-11,29,24,21,24,22,21,100,85,66,1013,1010,1005,10,10,10,19,8,,0.00,4,,137<br />
2011-1-12,29,27,24,24,23,23,94,85,70,1012,1010,1009,10,9,2,32,11,,0.00,4,Rain,121<br />
2011-1-13,29,27,24,25,24,23,100,87,74,1011,1010,1008,10,10,2,27,16,,0.00,5,Rain,111<br />
2011-1-14,29,26,23,23,21,19,94,75,55,1011,1009,1007,10,10,10,27,14,,0.00,2,,115<br />
2011-1-15,30,27,23,23,22,21,94,78,58,1010,1008,1007,10,10,10,19,10,,0.00,3,,111<br />
2011-1-16,29,27,24,24,23,23,94,81,70,1011,1009,1007,10,10,10,26,11,,0.00,4,,103<br />
2011-1-17,29,27,25,25,24,23,94,87,74,1011,1010,1008,10,10,4,26,11,,0.00,6,Rain,93<br />
2011-1-18,29,27,24,24,23,22,100,84,70,1011,1009,1008,10,9,1,26,11,,0.00,3,Rain,97<br />
2011-1-19,25,23,22,23,23,22,100,97,89,1010,1008,1007,10,6,0,16,6,,0.00,6,Rain-Thunderstorm,101<br />
2011-1-20,26,23,22,23,23,22,100,93,78,1009,1008,1006,10,9,2,16,5,,0.00,5,Rain,135<br />
2011-1-21,28,26,23,24,23,22,100,91,74,1008,1007,1006,10,8,1,13,6,,0.00,4,Fog-Rain,182<br />
2011-1-22,26,23,22,23,23,22,100,92,78,1010,1009,1007,10,8,3,11,5,,0.00,5,Rain,69<br />
2011-1-23,28,26,23,24,23,22,94,86,70,1011,1009,1008,10,10,10,14,5,,0.00,4,,319<br />
2011-1-24,24,23,22,23,22,22,100,98,94,1011,1010,1008,10,7,1,16,6,,0.00,6,Rain,308<br />
2011-1-25,26,23,21,23,22,21,100,93,74,1012,1010,1009,10,7,0,10,5,,0.00,7,Rain,289<br />
2011-1-26,30,26,21,23,22,20,100,81,58,1012,1010,1008,10,10,10,19,8,,0.00,2,,129<br />
2011-1-27,30,27,24,24,23,22,94,82,66,1011,1009,1007,10,10,10,32,13,,0.00,4,,115<br />
2011-1-28,28,26,23,25,24,23,100,92,79,1012,1011,1009,10,8,1,23,13,,0.00,4,Rain,114<br />
2011-1-29,29,26,23,24,23,22,100,86,70,1014,1012,1010,10,10,10,24,8,,0.00,4,,114<br />
2011-1-30,27,24,23,24,23,22,100,91,83,1014,1012,1010,10,9,2,26,6,,0.00,4,Rain-Thunderstorm,125<br />
2011-1-31,28,26,23,24,23,21,100,90,74,1013,1011,1009,10,9,3,19,6,,0.00,2,Rain,122<br />
2011-2-1,30,27,24,25,23,22,100,84,62,1013,1011,1009,10,10,10,27,8,,0.00,3,,105<br />
2011-2-2,30,28,25,24,23,22,89,80,62,1013,1011,1009,10,10,10,26,13,,0.00,3,Thunderstorm,100<br />
2011-2-3,30,28,25,24,23,22,94,80,62,1012,1010,1008,10,10,10,26,11,,0.00,3,,113<br />
2011-2-4,30,28,25,23,23,22,89,77,66,1011,1009,1007,10,10,10,24,13,,0.00,4,,102<br />
2011-2-5,30,27,24,23,23,21,94,78,62,1011,1009,1007,10,10,10,27,14,,0.00,4,,101<br />
2011-2-6,30,28,25,24,23,21,89,77,62,1011,1010,1008,10,10,10,32,14,,0.00,3,,114<br />
2011-2-7,31,28,25,24,23,21,89,75,58,1012,1010,1008,10,10,10,32,18,,0.00,4,,114<br />
2011-2-8,30,28,25,24,22,21,84,74,58,1013,1011,1009,10,10,10,27,14,,0.00,2,,108<br />
2011-2-9,30,28,26,23,23,22,83,74,62,1012,1010,1008,10,10,10,27,16,,0.00,4,,90<br />
2011-2-10,28,26,23,24,23,22,100,91,79,1011,1010,1008,10,9,3,24,8,,0.00,4,Rain-Thunderstorm,96<br />
2011-2-11,27,24,23,24,23,22,100,94,79,1012,1010,1008,10,9,3,21,8,,0.00,4,Rain-Thunderstorm,110<br />
2011-2-12,26,24,23,25,23,22,100,93,83,1013,1011,1010,10,8,0,24,8,,0.00,4,Rain-Thunderstorm,100<br />
2011-2-13,29,26,23,25,23,23,100,86,70,1013,1011,1009,10,10,10,19,8,,0.00,5,,117<br />
2011-2-14,28,24,22,26,23,22,100,93,74,1012,1011,1009,10,8,1,24,10,,0.00,6,Rain,134<br />
2011-2-15,25,23,22,24,23,22,100,98,89,1012,1010,1008,10,8,1,16,6,,0.00,6,Rain,137<br />
2011-2-16,29,26,23,24,23,21,100,85,66,1012,1010,1009,10,10,10,24,10,,0.00,5,,126<br />
2011-2-17,28,26,23,24,23,22,100,87,70,1012,1011,1009,10,10,10,16,5,,0.00,4,,138<br />
2011-2-18,27,24,22,24,23,22,100,92,79,1012,1009,1007,10,10,4,21,6,,0.00,5,Rain,118<br />
2011-2-19,29,26,23,24,23,22,94,81,70,1011,1009,1008,10,10,10,23,8,,0.00,5,,76<br />
2011-2-20,27,24,23,25,23,23,100,93,79,1013,1011,1009,10,8,0,32,8,,0.00,4,Rain-Thunderstorm,110<br />
2011-2-21,29,26,23,24,23,23,100,87,70,1013,1012,1010,10,10,9,23,11,,0.00,5,Rain,129<br />
2011-2-22,30,27,24,24,23,22,100,85,66,1012,1010,1009,10,9,5,26,13,,0.00,4,Rain,127<br />
2011-2-23,29,27,24,24,24,23,100,87,74,1011,1009,1007,10,9,0,26,13,,0.00,4,Rain,114<br />
2011-2-24,30,27,24,25,24,23,100,84,70,1010,1008,1007,10,10,10,26,13,,0.00,3,,104<br />
2011-2-25,26,24,23,25,24,23,100,96,89,1011,1010,1008,10,9,2,11,5,,0.00,3,Rain-Thunderstorm,213<br />
2011-2-26,29,26,23,23,23,22,100,88,70,1012,1010,1008,10,10,10,14,8,,0.00,4,,125<br />
2011-2-27,29,27,24,24,23,22,94,82,66,1010,1009,1006,10,10,10,19,8,,0.00,5,,100<br />
2011-2-28,29,26,23,23,22,21,100,86,66,1011,1010,1008,10,10,4,14,8,,0.00,6,Rain,250<br />
2011-3-1,29,26,23,23,22,21,100,86,66,1011,1010,1008,10,10,10,21,11,,0.00,5,,295<br />
2011-3-2,31,26,22,23,22,21,100,80,58,1011,1009,1008,10,9,5,16,6,,0.00,3,,85<br />
2011-3-3,29,27,24,24,23,23,94,82,70,1011,1009,1008,10,10,10,21,8,,0.00,4,,122<br />
