
CAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-2,22,19,19,17,17,17,88,81,73,1012,1012,1011,10,10,10,16,14,,0.00,6,Rain-Thunderstorm,210<br />
2001-1-3,25,,25,13,13,13,47,47,47,1017,1017,1017,10,10,10,23,23,,0.00,6,,0<br />
2001-1-5,24,23,22,19,18,18,78,74,73,1015,1014,1014,10,10,10,21,19,,0.00,1,,168<br />
2001-1-6,27,22,20,18,17,17,83,74,58,1014,1013,1013,10,10,10,16,13,,0.00,2,,195<br />
2001-1-8,29,25,25,22,22,21,78,72,66,1014,1012,1010,10,10,10,19,18,,0.00,4,,150<br />
2001-1-9,31,30,29,23,22,22,66,62,58,1011,1010,1009,10,10,10,6,6,,0.00,3,,46<br />
2001-1-10,34,31,29,24,23,23,70,60,52,1009,1007,1004,10,10,10,32,18,,0.00,1,,360<br />
2001-1-13,30,29,29,20,19,18,58,52,48,1009,1009,1008,10,10,10,29,24,,0.00,1,,78<br />
2001-1-15,22,21,20,19,19,18,94,87,83,1014,1013,1013,10,9,5,23,16,,0.00,5,Rain-Thunderstorm,203<br />
2001-1-16,20,19,19,18,17,16,94,86,78,1013,1013,1013,10,9,8,21,19,,0.00,6,,200<br />
2001-1-17,25,24,23,21,21,20,88,80,74,1019,1017,1016,10,10,10,23,14,,0.00,2,,170<br />
2001-1-18,22,21,21,19,18,18,83,83,83,1017,1016,1016,10,10,10,8,6,,0.00,1,,0<br />
2001-1-23,30,30,30,22,21,20,62,58,55,1010,1009,1009,10,10,10,24,18,,0.00,1,,60<br />
2001-1-24,30,28,27,24,23,22,79,72,62,1013,1013,1013,10,10,10,14,11,,0.00,6,,317<br />
2001-1-25,28,26,24,21,21,20,78,72,62,1017,1016,1015,10,10,10,29,21,,0.00,4,,190<br />
2001-1-26,26,22,22,23,21,19,83,83,83,1016,1016,1015,10,10,9,21,19,,0.00,6,,0<br />
2001-1-27,27,26,26,23,23,22,83,80,78,1015,1015,1014,10,10,10,13,11,,0.00,2,,127<br />
2001-1-28,31,27,23,23,22,21,94,82,55,1014,1013,1009,10,10,10,27,8,,0.00,3,,179<br />
2001-1-29,32,29,27,23,22,21,79,63,55,1012,1010,1009,10,10,10,26,16,,0.00,2,,97<br />
2001-1-30,33,30,27,23,22,19,79,67,43,1010,1008,1006,10,10,10,23,16,,0.00,2,,21<br />
2001-1-31,29,27,24,24,22,20,89,80,58,1013,1011,1007,10,9,8,26,10,,0.00,6,Rain,182<br />
2001-2-1,32,27,23,23,21,19,78,71,59,1012,1009,1004,10,10,10,24,16,,0.00,5,,154<br />
2001-2-2,31,27,23,23,22,22,94,74,58,1007,1005,1002,10,10,10,26,11,40,0.00,1,,45<br />
2001-2-3,32,30,29,26,26,25,84,78,70,1003,1002,1002,10,10,10,23,21,,0.00,1,,93<br />
2001-2-5,28,26,23,19,18,17,73,62,54,1017,1016,1014,10,10,10,32,26,,0.00,4,,160<br />
2001-2-6,25,24,24,22,22,21,83,83,83,1015,1015,1015,10,9,9,16,14,,0.00,6,,200<br />
2001-2-7,30,27,23,25,23,22,94,81,62,1015,1014,1014,10,10,10,13,3,,0.00,2,,134<br />
2001-2-8,32,30,28,23,22,21,66,63,59,1011,1009,1008,10,10,10,27,18,,0.00,2,,85<br />
2001-2-9,30,28,26,23,21,20,74,66,55,1015,1014,1013,10,10,10,23,18,,0.00,3,,175<br />
2001-2-10,27,27,24,24,23,22,89,86,84,1019,1018,1018,10,10,10,14,13,,0.00,6,,205<br />
2001-2-11,23,23,22,22,22,21,94,94,94,1018,1017,1017,10,10,10,16,16,,0.00,6,,210<br />
2001-2-12,30,28,26,23,22,21,83,72,58,1016,1014,1013,10,10,10,23,18,,0.00,2,,107<br />
2001-2-13,32,28,24,23,22,21,89,69,52,1013,1010,1007,10,10,10,24,10,,0.00,2,,133<br />
2001-2-14,29,26,22,25,22,19,94,86,79,1015,1011,1009,10,9,2,34,8,,0.00,5,Rain-Thunderstorm,182<br />
2001-2-15,27,23,21,20,19,16,88,72,61,1017,1016,1015,10,10,10,24,21,,0.00,4,,165<br />
2001-2-16,29,26,23,23,21,18,83,72,62,1016,1013,1011,10,10,10,23,16,,0.00,2,,64<br />
2001-2-17,32,27,23,23,22,21,88,75,59,1016,1012,1008,10,10,10,29,8,,0.00,1,,352<br />
2001-2-18,31,28,26,25,24,23,94,79,66,1013,1011,1009,10,10,10,27,13,,0.00,5,Rain,57<br />
2001-2-19,29,27,25,26,24,23,94,88,74,1011,1009,1007,10,9,5,26,8,,0.00,4,Rain-Thunderstorm,10<br />
2001-2-20,25,24,23,24,23,22,94,94,94,1014,1012,1011,10,9,6,23,16,,0.00,6,Rain,190<br />
2001-2-21,28,26,23,21,20,19,88,75,62,1016,1015,1014,10,10,10,23,14,,0.00,6,,191<br />
2001-2-22,31,26,22,23,20,18,83,70,55,1017,1014,1011,10,10,10,23,14,,0.00,3,,169<br />
2001-2-23,32,29,26,25,24,22,84,73,58,1012,1010,1007,10,10,10,24,16,,0.00,2,,5<br />
2001-2-24,27,24,24,24,23,23,100,89,79,1017,1016,1016,10,9,8,21,11,,0.00,6,Rain,193<br />
2001-2-25,30,26,22,25,22,19,89,73,55,1016,1015,1013,10,10,10,23,11,,0.00,4,,159<br />
2001-2-26,27,24,23,23,22,22,94,88,74,1017,1016,1015,10,9,3,11,8,,0.00,6,Rain,193<br />
2001-2-27,29,26,23,23,21,19,88,69,55,1015,1015,1013,10,10,10,24,11,,0.00,2,,139<br />
2001-2-28,27,24,23,21,20,20,88,73,65,1015,1014,1012,10,10,10,21,14,,0.00,6,,174<br />
2001-3-1,27,24,22,23,21,20,94,81,70,1012,1012,1010,10,10,9,19,14,,0.00,6,,197<br />
2001-3-2,28,26,23,23,22,22,94,84,70,1012,1012,1011,10,10,10,14,10,,0.00,4,,176<br />
2001-3-3,30,,30,23,23,23,66,66,66,1009,1009,1009,10,10,10,19,19,,0.00,1,,110<br />
2001-3-6,30,27,27,23,23,23,79,72,66,1014,1013,1011,10,10,10,14,10,,0.00,2,,145<br />
2001-3-7,31,28,26,25,24,23,94,79,66,1013,1012,1011,10,10,10,19,13,,0.00,3,,124<br />
2001-3-8,32,28,25,24,23,23,89,68,59,1011,1009,1005,10,10,10,23,11,,0.00,2,,83<br />
2001-3-9,32,29,26,25,24,23,89,76,62,1013,1011,1010,10,10,10,29,13,,0.00,2,,165<br />
2001-3-10,29,28,27,25,24,24,89,84,74,1010,1009,1007,10,10,10,24,14,,0.00,1,,85<br />
2001-3-11,33,29,25,24,24,23,94,75,59,1012,1009,1007,10,10,10,19,16,,0.00,2,,131<br />
2001-3-12,39,31,24,25,22,20,94,55,33,1010,1007,1004,10,10,10,29,18,,0.00,2,Thunderstorm,338<br />
