
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,25,22,18,18,17,15,94,72,51,1021,1018,1015,10,9,6,19,8,,0.00,2,,332<br />
2015-1-2,25,20,16,16,14,11,88,61,30,1022,1019,1017,10,9,8,16,6,,0.00,1,,70<br />
2015-1-3,27,21,16,12,9,5,68,44,21,1021,1018,1016,18,10,9,13,3,,0.00,,,52<br />
2015-1-4,26,21,16,16,11,4,68,47,29,1019,1017,1015,10,9,8,21,6,,0.00,,,66<br />
2015-1-5,26,21,17,19,16,13,78,69,55,1020,1017,1016,10,9,8,16,5,,0.00,1,,322<br />
2015-1-6,26,21,17,19,18,16,94,76,61,1021,1018,1017,10,9,8,16,5,,0.00,1,,294<br />
2015-1-7,27,22,16,20,17,9,83,68,49,1020,1017,1015,10,9,6,14,5,,0.00,,,284<br />
2015-1-8,27,22,16,18,13,5,78,55,33,1019,1016,1014,10,8,7,13,3,,0.00,,,280<br />
2015-1-9,27,22,17,18,13,8,83,56,25,1019,1017,1015,10,9,9,14,6,,0.00,,,321<br />
2015-1-10,26,21,17,19,16,13,83,67,54,1019,1016,1015,10,9,8,13,5,,0.00,3,,324<br />
2015-1-11,26,21,17,18,16,14,77,64,46,1022,1019,1017,10,9,8,23,6,,0.00,1,,65<br />
2015-1-12,26,22,18,19,16,12,73,65,52,1022,1020,1018,10,7,5,27,10,,0.00,3,,272<br />
2015-1-13,23,21,19,16,13,11,69,57,37,1024,1021,1020,10,8,6,24,14,,0.00,4,,277<br />
2015-1-14,24,20,16,12,9,6,68,45,25,1022,1020,1019,10,8,7,16,11,,0.00,,,273<br />
2015-1-15,24,20,17,13,10,7,60,48,30,1023,1020,1019,10,9,8,16,8,,0.00,,,21<br />
2015-1-16,24,19,14,13,11,9,72,53,29,1023,1020,1018,10,9,8,16,6,,0.00,,,61<br />
2015-1-17,25,20,15,16,13,10,68,58,36,1021,1018,1017,10,9,8,13,5,,0.00,,,249<br />
2015-1-18,24,20,16,17,13,10,73,58,4,1020,1016,1014,10,9,8,19,6,,0.00,3,,60<br />
2015-1-19,27,21,16,18,14,12,94,67,38,1015,1013,1011,10,8,1,35,8,50,1.02,5,Rain,209<br />
2015-1-20,22,18,14,15,9,4,88,54,30,1019,1016,1013,10,10,10,35,18,,0.00,2,,264<br />
2015-1-21,23,19,16,13,11,7,73,55,31,1023,1021,1018,10,10,8,26,14,,0.00,3,,284<br />
2015-1-22,22,19,15,12,11,9,72,54,37,1025,1022,1021,10,10,10,21,10,,0.00,2,,269<br />
2015-1-23,23,19,14,13,12,10,72,58,41,1022,1020,1018,14,10,10,14,10,,0.00,1,,91<br />
2015-1-24,24,20,16,13,13,12,82,61,40,1023,1020,1018,10,10,10,16,8,24,0.00,4,,47<br />
2015-1-25,23,20,17,14,12,9,77,55,34,1024,1022,1020,10,10,9,14,6,,0.00,3,,44<br />
2015-1-26,24,20,16,11,10,9,68,48,29,1025,1022,1021,10,10,9,13,6,,0.00,1,,18<br />
2015-1-27,24,19,14,13,11,8,68,52,29,1023,1020,1019,10,9,8,14,6,,0.00,,,9<br />
