
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,20,18,15,15,13,12,88,78,60,1009,1006,1004,30,23,8,34,21,52,0.00,5,Rain,320<br />
2005-1-2,20,18,15,14,13,12,88,78,60,1015,1012,1009,30,28,15,29,21,,0.00,5,Rain,250<br />
2005-1-3,18,17,15,14,12,11,88,77,68,1016,1015,1014,25,24,20,19,14,,0.00,6,,225<br />
2005-1-4,22,17,13,14,12,11,94,73,56,1015,1014,1012,30,30,30,16,6,,0.00,6,,347<br />
2005-1-5,23,19,15,17,15,12,88,78,64,1013,1011,1009,30,30,30,29,14,,0.00,6,,337<br />
2005-1-6,22,20,19,20,18,16,94,90,78,1009,1007,1006,30,12,6,29,21,,0.00,6,Rain,317<br />
2005-1-7,20,18,17,19,17,15,100,93,88,1009,1006,1004,20,7,2,21,13,,0.00,7,Rain,350<br />
2005-1-8,21,18,16,19,16,12,100,81,64,1010,1005,1001,30,19,2,39,19,,0.00,6,Rain,285<br />
2005-1-9,21,17,14,15,13,11,94,76,64,1011,1010,1009,30,30,30,23,13,,0.00,5,,326<br />
2005-1-10,21,18,15,16,14,13,94,79,64,1013,1010,1009,,,,32,11,,0.00,4,,204<br />
2005-1-11,22,17,13,15,13,11,88,73,60,1022,1018,1014,30,30,30,19,13,,0.00,2,,188<br />
2005-1-12,22,19,16,16,14,14,88,78,64,1023,1022,1021,30,30,30,14,8,,0.00,5,Rain,322<br />
2005-1-13,21,17,14,17,14,12,94,80,64,1023,1022,1021,30,30,30,26,10,,0.00,3,,239<br />
2005-1-14,21,18,16,15,13,12,83,74,64,1022,1022,1021,,,,34,23,,0.00,4,,219<br />
2005-1-15,21,19,17,15,14,14,83,75,68,1022,1022,1021,,,,34,24,,0.00,5,,218<br />
2005-1-16,22,19,17,17,15,13,88,76,68,1021,1020,1019,,,,26,21,,0.00,5,,217<br />
2005-1-17,22,19,16,17,14,12,88,75,64,1019,1017,1016,30,29,25,26,11,,0.00,4,,272<br />
2005-1-18,20,18,16,17,14,10,94,79,59,1016,1014,1013,30,16,2,35,16,,0.00,4,Rain,263<br />
2005-1-19,19,17,15,12,10,9,72,63,56,1019,1015,1013,30,30,30,39,34,,0.00,3,,216<br />
2005-1-20,21,16,10,16,13,8,88,78,64,1024,1022,1020,30,24,15,27,10,,0.00,4,Rain,37<br />
2005-1-21,25,20,15,16,13,8,94,67,34,1026,1024,1022,30,30,30,23,11,,0.00,3,,20<br />
2005-1-22,24,18,13,16,13,11,88,70,47,1024,1023,1022,,,,21,11,,0.00,3,,33<br />
2005-1-23,26,21,16,17,16,12,94,73,42,1024,1023,1022,30,30,30,19,11,,0.00,3,,33<br />
2005-1-24,26,21,16,18,16,15,94,75,51,1024,1023,1022,30,30,30,21,6,,0.00,3,,45<br />
2005-1-25,26,22,18,18,17,16,94,79,61,1024,1023,1022,25,25,25,24,10,,0.00,5,,223<br />
2005-1-26,27,22,18,18,16,14,94,72,47,1026,1024,1023,30,30,30,26,11,,0.00,3,,90<br />
2005-1-27,24,20,17,16,14,13,83,67,50,1026,1025,1023,,,,24,13,,0.00,3,,82<br />
2005-1-28,25,21,17,15,13,11,88,65,44,1025,1022,1019,30,30,30,19,11,,0.00,4,,74<br />
2005-1-29,25,20,16,15,14,12,83,67,47,1020,1017,1015,,,,26,11,,0.00,4,,85<br />
2005-1-30,27,22,17,15,13,11,83,63,42,1016,1013,1010,30,30,30,21,11,,0.00,5,,103<br />
2005-1-31,27,23,19,18,16,13,73,65,51,1011,1008,1006,30,30,30,27,14,,0.00,6,,106<br />
2005-2-1,26,22,19,21,18,16,88,76,57,1009,1007,1006,30,16,6,24,10,,0.00,4,Rain,139<br />
2005-2-2,27,23,20,21,19,19,94,81,65,1012,1010,1009,30,18,6,32,14,,0.00,6,Rain,79<br />
2005-2-3,29,24,21,20,19,18,88,75,51,1014,1012,1012,30,29,20,24,13,,0.00,5,,56<br />
2005-2-4,27,23,21,22,20,19,94,83,65,1013,1012,1010,30,23,3,21,8,,0.00,5,Rain,112<br />
2005-2-5,25,23,21,20,19,17,94,81,65,1013,1011,1009,30,19,7,40,21,,0.00,6,Rain,82<br />
2005-2-6,24,22,20,18,17,17,83,77,65,1013,1012,1010,30,28,15,34,21,,0.00,6,Rain,67<br />
2005-2-7,24,21,18,19,17,17,94,79,65,1010,1008,1006,30,21,5,24,10,,0.00,6,Rain,69<br />
2005-2-8,26,22,19,19,18,17,88,79,65,1007,1006,1004,30,29,25,26,11,,0.00,4,,194<br />
2005-2-9,25,22,19,20,18,17,94,80,65,1009,1007,1006,30,30,30,34,16,,0.00,2,,218<br />
2005-2-10,26,22,19,18,17,16,88,76,57,1009,1007,1006,30,30,30,26,16,,0.00,2,,222<br />
2005-2-11,25,21,18,19,17,14,94,77,53,1007,1004,1000,30,23,4,32,13,,0.00,4,Rain,2<br />
2005-2-12,24,21,18,19,15,13,94,72,53,1011,1005,1000,30,22,4,40,26,,0.00,4,Rain,270<br />
2005-2-13,23,19,16,16,14,13,83,70,53,1015,1013,1011,30,23,15,24,13,,0.00,5,,287<br />
2005-2-14,23,20,18,17,15,11,88,74,53,1017,1015,1014,30,16,5,35,16,,0.00,4,Rain,306<br />
2005-2-15,23,20,17,16,14,13,88,71,53,1019,1017,1015,30,18,10,24,16,,0.00,2,,262<br />
2005-2-16,23,20,17,14,13,12,77,66,53,1019,1017,1016,,,,21,14,,0.00,2,,233<br />
2005-2-17,24,20,16,15,13,11,88,68,47,1017,1015,1013,,,,29,11,,0.00,4,,305<br />
2005-2-18,23,20,17,16,12,9,88,66,46,1017,1015,1013,30,29,9,32,16,,0.00,4,,220<br />
2005-2-19,23,18,13,17,14,11,94,77,57,1019,1018,1017,30,19,15,14,6,,0.00,3,Rain,197<br />
2005-2-20,23,20,18,16,14,13,88,73,53,1019,1018,1017,30,26,15,34,11,,0.00,5,Rain,215<br />
2005-2-21,27,21,15,16,15,13,94,72,51,1023,1019,1017,25,25,25,26,16,,0.00,3,,83<br />
2005-2-22,24,20,17,17,16,15,88,76,57,1026,1024,1023,30,27,15,21,8,,0.00,5,,61<br />
2005-2-23,22,20,18,19,17,15,94,85,64,1025,1024,1023,30,16,2,16,6,,0.00,6,Rain,5<br />
2005-2-24,25,20,16,18,17,15,94,80,61,1024,1023,1021,30,30,30,21,8,,0.00,4,,241<br />
2005-2-25,25,21,18,18,17,15,94,78,54,1024,1022,1021,30,30,30,23,10,,0.00,3,,200<br />
2005-2-26,24,20,16,18,17,15,94,79,65,1023,1022,1020,,,,24,11,,0.00,2,,214<br />
2005-2-27,25,21,17,18,17,15,94,78,61,1020,1016,1012,30,21,10,26,11,,0.00,3,,293<br />
2005-2-28,21,19,17,17,14,10,94,75,49,1015,1011,1008,30,22,2,39,19,,0.00,5,Rain,260<br />
2005-3-1,23,18,14,13,12,10,82,66,46,1022,1019,1015,30,30,30,23,14,,0.00,2,,200<br />
2005-3-2,22,18,14,13,12,11,88,70,53,1023,1021,1020,30,30,30,24,8,,0.00,2,,221<br />
2005-3-3,23,20,17,15,13,11,78,65,53,1021,1020,1018,30,30,30,27,19,,0.00,6,,245<br />
2005-3-4,22,20,17,18,16,14,94,80,64,1021,1020,1019,30,23,4,19,10,,0.00,5,Rain,234<br />
2005-3-5,24,20,16,16,15,14,88,75,61,1021,1020,1020,30,30,30,23,6,,0.00,4,,180<br />
2005-3-6,25,20,15,17,16,14,94,75,54,1020,1017,1015,,,,27,10,,0.00,3,,19<br />
2005-3-7,22,19,16,17,14,9,88,73,49,1018,1015,1013,30,23,3,26,16,,0.00,4,Rain,277<br />
2005-3-8,22,17,13,13,12,10,88,66,46,1018,1017,1017,30,30,30,23,10,,0.00,6,,298<br />
2005-3-9,24,20,16,15,14,12,88,71,57,1019,1018,1017,30,30,30,24,10,,0.00,4,,273<br />
2005-3-10,25,20,15,16,14,13,94,75,54,1019,1017,1015,30,30,30,26,8,,0.00,3,,340<br />
2005-3-11,22,19,16,17,13,8,88,71,49,1020,1017,1015,30,24,4,27,14,,0.00,4,Rain,243<br />
2005-3-12,22,17,13,15,12,9,83,69,57,1023,1021,1020,,,,26,14,,0.00,3,,144<br />
2005-3-13,23,19,15,15,14,13,94,76,60,1024,1023,1022,30,30,30,21,6,,0.00,5,,162<br />
2005-3-14,24,20,17,16,13,10,94,70,44,1025,1023,1022,30,27,8,11,6,,0.00,5,Rain,154<br />
2005-3-15,23,18,14,14,12,10,82,65,46,1023,1020,1018,30,30,30,26,16,,0.00,2,,174<br />
2005-3-16,25,19,14,16,14,13,94,76,54,1017,1014,1011,30,30,30,26,8,,0.00,2,,212<br />
2005-3-17,24,20,16,17,16,14,94,80,61,1012,1009,1007,30,30,30,29,13,,0.00,3,,214<br />
2005-3-18,23,20,17,18,16,14,88,79,65,1013,1009,1007,30,26,15,26,18,,0.00,5,Rain,228<br />
2005-3-19,24,21,18,18,17,15,94,80,61,1017,1015,1013,25,25,25,29,18,,0.00,2,,221<br />
2005-3-20,26,21,16,17,16,15,94,79,54,1016,1015,1012,30,30,30,19,6,,0.00,4,,202<br />
2005-3-21,25,22,19,18,17,16,94,80,61,1014,1012,1011,30,30,30,23,10,,0.00,5,,217<br />
2005-3-22,25,21,17,18,17,16,94,82,57,1015,1013,1012,30,20,10,16,5,,0.00,3,Fog,190<br />
2005-3-23,25,20,16,18,17,15,94,78,54,1014,1013,1011,30,30,30,19,6,,0.00,3,,44<br />
2005-3-24,25,22,19,20,19,17,94,86,69,1012,1007,1003,30,15,4,34,16,34,0.00,6,Rain,46<br />
2005-3-25,25,22,19,20,18,15,94,81,61,1004,1001,999,30,21,6,34,24,,0.00,5,Rain,347<br />
2005-3-26,24,21,18,18,16,13,94,76,50,1012,1009,1005,30,27,5,27,18,,0.00,5,Rain,310<br />
2005-3-27,23,20,17,17,15,12,94,76,50,1012,1011,1010,30,21,5,21,13,,0.00,5,Rain,316<br />
2005-3-28,22,18,15,16,14,11,88,77,68,1010,1008,1007,30,27,8,35,16,48,0.00,3,Rain,292<br />
2005-3-29,22,18,15,16,13,11,88,71,53,1011,1009,1007,30,23,15,27,18,,0.00,5,Rain,7<br />
2005-3-30,22,18,14,16,13,11,94,74,53,1015,1010,1007,30,23,15,23,16,,0.00,3,Rain,328<br />
2005-3-31,22,17,12,15,13,11,94,75,57,1016,1015,1013,30,26,20,32,11,,0.00,2,Rain-Thunderstorm,42<br />
2005-4-1,24,19,15,16,14,12,94,73,50,1017,1015,1014,30,30,30,26,13,29,0.00,2,,39<br />
2005-4-2,22,18,15,16,15,13,94,78,60,1016,1013,1011,20,15,5,24,11,,0.00,2,Rain,283<br />
2005-4-3,23,20,16,15,14,12,94,74,60,1022,1019,1016,30,27,20,24,14,,0.00,3,Rain,215<br />
2005-4-4,23,18,13,17,14,13,100,82,61,1023,1022,1021,,,,24,6,,0.00,3,,328<br />
2005-4-5,22,19,16,16,14,12,94,73,56,1028,1026,1023,30,29,25,21,13,,0.00,4,Rain,220<br />
2005-4-6,23,19,15,16,13,12,94,74,56,1028,1028,1027,30,23,15,27,10,,0.00,4,Rain,85<br />
2005-4-7,23,17,12,16,14,11,94,79,57,1027,1026,1024,30,30,30,16,6,,0.00,3,,188<br />
2005-4-8,23,19,15,16,14,13,94,78,57,1028,1027,1026,30,27,15,19,10,,0.00,4,Rain,179<br />
2005-4-9,22,19,16,17,16,15,94,84,69,1028,1027,1025,30,24,20,21,8,,0.00,5,Rain,170<br />
2005-4-10,20,18,15,15,12,10,94,76,56,1025,1023,1021,30,26,6,24,16,,0.00,3,Rain,187<br />
2005-4-11,22,16,11,14,11,8,88,71,41,1021,1018,1014,30,30,30,19,13,,0.00,3,Rain,187<br />
2005-4-12,21,19,17,17,15,13,83,77,73,1013,1009,1007,30,26,25,40,23,,0.00,5,,216<br />
2005-4-13,22,19,17,15,14,10,83,72,60,1020,1012,1008,30,29,25,37,24,,0.00,3,,208<br />
2005-4-14,19,14,11,10,7,4,88,61,46,1025,1024,1021,,,,19,11,,0.00,3,,141<br />
2005-4-15,20,14,9,11,9,7,94,76,52,1024,1023,1021,30,30,30,16,6,,0.00,1,,177<br />
2005-4-16,20,15,10,12,11,9,94,79,52,1024,1022,1021,30,30,30,13,5,,0.00,2,,173<br />
2005-4-17,20,16,12,15,12,9,94,79,49,1022,1021,1020,30,27,3,27,10,,0.00,5,Rain,264<br />
2005-4-18,21,17,13,14,12,9,94,79,46,1024,1023,1022,30,28,25,16,8,,0.00,2,,187<br />
2005-4-19,21,16,10,14,12,9,100,82,56,1025,1024,1023,30,30,25,19,6,,0.00,1,Fog,167<br />
2005-4-20,20,15,10,14,11,9,100,78,49,1023,1021,1019,30,30,30,23,10,,0.00,3,,331<br />
2005-4-21,19,16,12,15,11,6,94,78,59,1023,1018,1017,30,21,4,47,18,71,0.00,4,Rain,244<br />
2005-4-22,18,12,7,13,8,5,93,73,59,1025,1024,1023,30,26,15,24,11,,0.00,3,Rain,187<br />
2005-4-23,19,17,15,14,12,10,94,75,56,1023,1019,1015,30,21,6,35,24,,0.00,7,Rain,235<br />
2005-4-24,17,13,9,14,8,1,94,65,50,1019,1014,1011,30,23,15,47,34,64,0.00,4,Rain,224<br />
2005-4-25,14,10,6,4,3,1,81,61,41,1024,1021,1019,,,,34,19,,0.00,1,,184<br />
2005-4-26,18,12,6,15,8,2,94,72,51,1024,1021,1018,30,21,5,35,13,,0.00,5,Rain,279<br />
2005-4-27,18,16,14,15,12,10,88,74,64,1021,1019,1017,30,23,3,40,31,40,0.00,4,Rain,231<br />
2005-4-28,18,16,14,14,12,9,88,80,68,1020,1020,1019,30,21,6,37,27,48,0.00,5,Rain,225<br />
2005-4-29,17,12,8,10,8,7,93,72,59,1021,1020,1019,30,30,30,21,13,,0.00,4,,229<br />
2005-4-30,20,17,14,14,11,9,88,72,60,1020,1018,1017,30,24,10,24,13,,0.00,4,Rain,315<br />
2005-5-1,20,16,12,15,13,10,94,83,60,1020,1019,1018,30,27,8,19,10,,0.00,4,Rain,22<br />
2005-5-2,20,17,14,18,15,13,100,91,78,1020,1019,1018,30,24,2,21,8,,0.00,4,Rain,26<br />
2005-5-3,18,17,15,17,15,13,100,90,82,1020,1018,1016,30,22,4,21,10,,0.00,6,Rain-Thunderstorm,273<br />
2005-5-4,20,17,14,15,13,12,88,81,68,1021,1017,1016,30,29,20,32,18,,0.00,4,Rain,167<br />
2005-5-5,19,16,13,12,11,10,88,74,60,1025,1023,1021,,,,27,14,,0.00,2,,139<br />
2005-5-6,20,16,11,12,11,9,88,77,60,1024,1023,1022,30,30,30,21,14,,0.00,2,,150<br />
2005-5-7,19,14,10,13,11,9,94,84,60,1022,1019,1017,30,30,30,14,6,,0.00,1,,193<br />
2005-5-8,17,13,10,15,11,6,100,84,63,1017,1015,1014,30,19,4,32,13,,0.00,5,Rain,274<br />
2005-5-9,15,11,8,9,7,3,87,73,45,1022,1019,1016,30,30,30,29,18,,0.00,1,,186<br />
2005-5-10,16,12,8,12,9,7,94,81,67,1023,1022,1021,30,12,4,21,6,,0.00,5,Rain,302<br />
2005-5-11,17,13,10,11,10,8,94,79,55,1022,1021,1019,30,30,30,21,10,,0.00,4,,328<br />
2005-5-12,19,16,12,16,13,11,100,89,73,1019,1017,1016,30,20,5,21,11,,0.00,3,Rain,280<br />
2005-5-13,18,14,11,14,12,9,94,85,72,1018,1016,1015,30,30,30,19,11,,0.00,3,,212<br />
2005-5-14,18,13,8,13,11,7,100,87,68,1018,1017,1016,30,27,20,14,6,,0.00,4,,338<br />
2005-5-15,18,14,10,14,12,10,100,91,73,1016,1012,1007,30,15,0,19,8,,0.00,5,Fog-Rain,89<br />
2005-5-16,17,14,13,14,13,12,94,89,77,1011,1009,1006,30,14,5,24,14,,0.00,6,Rain,130<br />
2005-5-17,19,17,14,17,14,12,94,91,82,1010,1009,1008,30,13,3,37,16,,0.00,6,Rain,99<br />
2005-5-18,21,19,17,18,17,16,94,91,83,1014,1012,1010,20,17,7,29,19,42,0.00,6,Rain,39<br />
2005-5-19,22,18,14,16,15,13,100,88,64,1017,1015,1014,30,24,15,14,8,27,0.00,5,Rain,83<br />
2005-5-20,20,18,17,17,16,15,94,89,83,1019,1017,1016,30,20,8,27,16,,0.00,6,,32<br />
2005-5-21,18,16,14,16,14,13,94,90,77,1020,1019,1018,25,19,6,19,11,,0.00,6,Rain,255<br />
2005-5-22,19,17,14,18,16,13,94,92,83,1019,1010,1004,25,14,2,40,16,61,0.00,5,Rain,59<br />
2005-5-23,18,16,14,15,13,12,88,84,77,1016,1012,1008,30,24,15,24,16,,0.00,3,Rain,272<br />
