
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,15,13,12,14,12,10,94,87,72,1004,1001,999,30,17,3,39,16,,0.00,5,Rain,197<br />
2005-1-2,17,14,13,14,13,11,94,84,77,1013,1008,1003,30,30,30,24,13,,0.00,4,,147<br />
2005-1-3,18,17,15,12,11,11,82,74,68,1014,1013,1011,30,30,30,45,27,61,0.00,6,,5<br />
2005-1-4,20,18,15,13,12,11,82,74,64,1011,1009,1006,30,30,30,42,37,64,0.00,6,Rain,355<br />
2005-1-5,18,17,15,17,14,12,100,86,72,1005,1002,999,30,13,3,45,34,64,0.00,7,Rain,354<br />
2005-1-6,19,17,14,17,15,14,100,91,82,1003,1001,999,20,13,5,29,14,,0.00,6,Rain,358<br />
2005-1-7,21,18,16,15,14,14,88,80,68,1003,1002,1000,30,21,15,42,31,66,0.00,4,,356<br />
2005-1-8,16,14,14,14,13,12,94,87,82,1003,998,994,30,18,3,35,21,,0.00,6,Rain-Thunderstorm,3<br />
2005-1-9,17,14,12,14,12,11,94,82,72,1013,1008,1003,30,30,30,26,14,,0.00,4,Rain,189<br />
2005-1-10,17,14,13,11,11,9,82,77,68,1019,1016,1013,30,27,20,34,27,,0.00,6,,169<br />
2005-1-11,17,14,13,11,10,9,82,75,68,1024,1022,1019,,,,26,23,,0.00,5,,168<br />
2005-1-12,21,16,11,13,11,8,88,74,56,1024,1021,1019,,,,34,16,,0.00,1,,17<br />
2005-1-13,19,17,15,14,12,11,88,74,68,1021,1018,1015,30,25,20,58,39,77,0.00,3,,8<br />
2005-1-14,24,19,15,14,13,11,82,67,47,1018,1017,1014,30,30,30,40,29,,0.00,1,Rain,10<br />
2005-1-15,22,19,17,16,14,13,88,76,64,1017,1016,1014,30,21,20,48,35,,0.00,1,,10<br />
2005-1-16,23,19,16,16,14,13,88,75,57,1019,1017,1014,30,23,20,47,29,63,0.00,2,,6<br />
2005-1-17,20,18,16,15,14,13,88,79,68,1015,1010,1005,30,23,15,60,45,87,0.00,5,,355<br />
2005-1-18,21,18,14,12,9,8,77,60,46,1011,1007,1005,30,28,20,40,29,53,0.00,1,,351<br />
2005-1-19,17,14,13,10,8,6,72,65,59,1021,1015,1011,30,30,30,29,23,,0.00,3,,155<br />
2005-1-20,20,15,10,13,10,6,82,70,60,1021,1020,1018,30,30,30,47,19,61,0.00,3,,16<br />
2005-1-21,19,17,15,12,11,11,77,70,60,1022,1020,1018,30,30,30,52,43,84,0.00,4,,360<br />
2005-1-22,21,18,16,15,14,12,82,74,60,1021,1020,1018,30,29,20,47,39,74,0.00,3,,355<br />
2005-1-23,22,19,17,17,16,13,94,80,68,1022,1021,1019,30,27,10,37,34,52,0.00,6,Rain,356<br />
2005-1-24,23,20,18,18,17,15,94,86,73,1023,1022,1020,30,15,4,37,27,,0.00,5,Rain,2<br />
2005-1-25,20,18,16,16,15,14,94,86,78,1027,1024,1023,30,23,7,27,11,,0.00,4,,200<br />
