
CLST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,27,18,10,12,9,6,87,56,34,1015,1014,1013,,,,26,13,,0.00,,,185<br />
2000-1-2,27,18,10,13,11,9,94,65,42,1015,1013,1011,10,7,5,27,13,,0.00,1,,187<br />
2000-1-3,26,19,12,14,12,11,100,71,47,1015,1014,1013,10,7,4,34,13,,0.00,4,,181<br />
2000-1-4,30,20,11,14,11,9,100,60,32,1015,1014,1012,10,8,6,29,11,,0.00,0,,195<br />
2000-1-5,30,21,12,12,11,9,88,54,32,1016,1014,1013,10,10,10,32,10,,0.00,1,,204<br />
2000-1-6,30,20,11,12,8,4,82,46,26,1017,1016,1014,10,10,8,27,11,,0.00,1,,180<br />
2000-1-7,28,19,11,10,6,2,58,39,28,1017,1016,1014,10,10,10,29,11,47,0.00,1,,190<br />
2000-1-8,28,19,11,11,9,7,82,51,32,1018,1016,1014,10,10,9,26,10,,0.00,1,,191<br />
2000-1-9,30,20,10,11,8,5,76,44,30,1016,1014,1013,10,10,10,26,10,,0.00,1,,197<br />
2000-1-10,31,21,12,10,7,4,77,41,24,1014,1012,1011,9,9,9,29,10,,0.00,0,,188<br />
2000-1-11,31,21,11,10,6,3,62,38,22,1014,1012,1011,,,,35,10,,0.00,,,203<br />
2000-1-12,29,20,11,10,8,5,82,46,27,1015,1013,1011,8,7,7,27,11,,0.00,0,,197<br />
2000-1-13,27,20,13,13,12,7,88,59,39,1014,1013,1011,10,10,8,34,10,,0.00,1,,188<br />
2000-1-14,25,18,11,12,9,5,94,58,41,1014,1013,1011,10,10,8,32,13,,0.00,1,,184<br />
2000-1-15,25,17,9,11,9,7,94,65,38,1015,1013,1011,10,9,7,24,13,,0.00,2,,178<br />
2000-1-16,27,18,10,10,8,7,94,57,34,1015,1014,1012,10,10,10,21,10,,0.00,1,,180<br />
2000-1-17,29,21,14,11,8,6,72,48,33,1016,1015,1013,10,10,10,26,10,,0.00,3,Rain-Thunderstorm,195<br />
2000-1-18,32,21,11,13,9,6,77,47,29,1019,1017,1015,,,,26,10,,0.00,,,204<br />
2000-1-19,33,22,12,12,10,8,82,45,26,1016,1013,1010,8,8,8,24,8,,0.00,0,,175<br />
2000-1-20,32,23,14,10,9,7,67,42,22,1012,1011,1009,8,5,1,26,8,,0.00,0,,207<br />
2000-1-21,30,21,12,11,9,7,77,46,29,1014,1012,1011,8,6,3,26,10,,0.00,0,,202<br />
2000-1-22,30,21,13,11,7,5,67,41,23,1015,1014,1012,9,8,8,26,10,,0.00,0,,188<br />
2000-1-23,33,22,11,10,6,4,67,39,22,1016,1014,1011,8,8,8,27,10,,0.00,0,,194<br />
2000-1-24,31,21,11,8,6,3,62,37,22,1014,1013,1011,,,,26,10,,0.00,,,196<br />
2000-1-25,32,21,11,10,7,4,67,39,22,1015,1013,1011,9,8,7,24,8,,0.00,0,,194<br />
2000-1-26,33,23,14,11,8,6,63,36,24,1014,1012,1010,,,,29,11,,0.00,,,179<br />
2000-1-27,31,21,12,12,9,5,72,45,29,1015,1013,1012,10,10,10,32,10,,0.00,1,,196<br />
2000-1-28,28,20,12,13,12,10,88,60,39,1016,1015,1014,10,9,7,34,11,,0.00,1,,200<br />
2000-1-29,27,19,12,15,13,10,100,68,42,1016,1014,1013,10,9,2,23,11,,0.00,3,Fog,182<br />
