
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,-17,-20,-24,-22,-23,-25,66,62,46,1023,1016,1007,24,21,2,35,16,40,2.03,5,Snow,326<br />
2013-1-2,-14,-17,-19,-18,-21,-26,72,63,46,1023,1008,998,24,22,8,42,19,55,0.00,6,Snow,146<br />
2013-1-3,-6,-18,-29,-10,-22,-35,74,60,29,1023,1011,999,24,24,24,37,19,52,0.00,3,Snow,335<br />
2013-1-4,-24,-28,-32,-30,-34,-38,64,55,35,1023,1021,1017,24,24,24,13,6,,0.00,1,Fog-Snow,85<br />
2013-1-5,-18,-24,-31,-24,-26,-31,66,59,45,1019,1018,1015,24,20,0,13,8,,0.00,7,Fog-Snow,322<br />
2013-1-6,-16,-18,-21,-19,-22,-24,78,67,51,1015,1009,1006,24,9,0,13,5,,0.25,8,Fog-Snow,71<br />
2013-1-7,-17,-23,-29,-21,-24,-35,72,64,39,1006,1003,1001,24,16,5,16,8,,1.02,6,Snow,49<br />
2013-1-8,-31,-34,-39,-37,-41,-45,62,54,36,1014,1011,1006,24,24,24,11,6,,0.00,1,,44<br />
2013-1-9,-32,-36,-40,-38,-42,-45,62,54,31,1023,1018,1014,24,22,10,14,8,,0.00,2,Snow,307<br />
2013-1-10,-27,-32,-37,-32,-36,-41,64,55,37,1025,1024,1023,24,24,16,14,6,,0.00,1,Fog-Snow,218<br />
2013-1-11,-27,-30,-33,-33,-37,-39,63,54,37,1024,1022,1020,24,24,19,11,6,,0.00,2,Snow,118<br />
2013-1-12,-28,-33,-38,-35,-39,-42,67,54,34,1030,1026,1021,24,24,24,23,11,,0.00,1,,328<br />
2013-1-13,-33,-37,-41,-39,-43,-45,67,57,39,1030,1029,1025,24,23,11,10,6,,0.00,2,Fog,22<br />
2013-1-14,-26,-32,-39,-31,-34,-40,64,58,41,1024,1015,1011,24,19,5,16,13,,0.51,8,Snow,75<br />
2013-1-15,-26,-29,-33,-32,-34,-37,76,64,42,1023,1016,1011,24,22,10,23,13,,0.00,6,Snow,60<br />
2013-1-16,-26,-31,-36,-36,-39,-40,91,69,51,1030,1029,1024,24,22,10,13,6,,0.00,2,Snow,64<br />
2013-1-17,-29,-33,-37,-33,-37,-41,76,69,51,1030,1025,1021,24,23,16,16,10,,0.00,5,Snow,79<br />
2013-1-18,-26,-30,-34,-30,-31,-33,76,70,57,1030,1025,1021,24,20,10,19,14,,0.76,7,Snow,21<br />
2013-1-19,-27,-30,-33,-32,-34,-37,76,70,54,1039,1036,1031,24,22,5,26,18,35,0.00,2,Snow,303<br />
2013-1-20,-28,-30,-33,-32,-33,-36,76,71,56,1040,1038,1035,24,24,24,27,19,34,0.00,0,,299<br />
2013-1-21,-29,-32,-36,-33,-36,-39,76,71,54,1035,1030,1027,24,24,24,21,11,,0.00,2,,305<br />
2013-1-22,-27,-30,-33,-30,-33,-37,76,71,58,1036,1032,1028,24,24,24,23,14,,0.25,4,Snow,344<br />
