
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,31,28,25,24,23,22,94,76,62,1010,1008,1006,10,10,10,26,18,,0.00,4,,123<br />
2000-1-2,32,28,25,24,23,23,89,74,62,1009,1008,1005,10,10,6,29,16,,0.00,3,Rain,116<br />
2000-1-3,30,24,19,25,24,19,100,83,74,1010,1008,1006,10,9,3,23,16,,0.00,5,Rain,125<br />
2000-1-4,29,26,23,24,23,22,94,82,70,1010,1008,1006,10,9,4,29,16,,0.00,6,Rain,124<br />
2000-1-5,31,27,24,24,23,22,94,78,58,1011,1010,1008,10,10,8,21,13,,0.00,6,Rain,119<br />
2000-1-6,30,27,24,26,24,23,100,88,70,1011,1010,1008,10,9,4,19,10,,0.00,6,Rain,93<br />
2000-1-7,30,27,24,24,24,23,94,85,70,1011,1009,1005,10,10,10,23,8,,0.00,5,Rain,116<br />
2000-1-8,31,28,25,25,24,23,94,80,62,1011,1009,1007,10,9,4,23,11,,0.00,4,Rain,119<br />
2000-1-9,31,28,25,25,24,23,94,82,62,1012,1009,1006,10,10,8,23,11,,0.00,5,Rain,117<br />
2000-1-10,30,27,24,25,24,23,94,84,66,1011,1010,1007,10,10,4,24,14,,0.00,4,Rain,124<br />
2000-1-11,30,28,25,25,24,23,94,81,66,1012,1010,1008,10,10,6,19,14,,0.00,5,Rain,114<br />
2000-1-12,31,28,26,24,23,22,89,75,62,1011,1009,1008,10,10,10,124,11,,0.00,3,,81<br />
2000-1-13,31,28,25,24,24,22,94,78,66,1011,1010,1008,10,10,9,23,10,,0.00,5,Rain,83<br />
2000-1-14,31,28,25,24,23,22,94,76,58,1011,1009,1006,10,10,10,23,10,,0.00,3,,108<br />
2000-1-15,31,28,26,24,23,22,89,77,62,1010,1009,1007,10,10,10,23,13,,0.00,4,,104<br />
2000-1-16,30,27,24,25,23,22,94,81,62,1011,1009,1008,10,10,8,23,11,,0.00,6,Rain,131<br />
2000-1-17,30,27,24,25,24,23,100,88,66,1012,1010,1008,10,9,1,23,8,,0.00,6,Rain-Thunderstorm,144<br />
2000-1-18,31,27,24,25,23,22,100,80,62,1013,1011,1009,10,10,6,23,10,,0.00,4,Rain,134<br />
2000-1-19,32,28,25,24,23,23,94,75,59,1012,1011,1009,10,10,10,23,11,,0.00,4,,97<br />
2000-1-20,32,28,25,24,23,23,94,78,59,1013,1011,1009,10,10,10,23,13,,0.00,4,,85<br />
2000-1-21,31,28,25,24,24,23,94,78,62,1012,1011,1009,10,10,10,14,8,,0.00,5,,342<br />
2000-1-22,32,29,26,25,24,23,89,76,62,1013,1011,1009,10,10,10,23,6,,0.00,4,,67<br />
2000-1-23,32,28,25,25,24,23,89,78,62,1012,1010,1008,10,10,10,23,10,,0.00,4,,103<br />
2000-1-24,32,28,25,24,23,21,94,74,52,1012,1011,1009,10,10,10,23,8,,0.00,2,,100<br />
2000-1-25,32,28,25,24,23,21,94,73,52,1013,1011,1010,10,10,10,23,14,,0.00,2,,106<br />
2000-1-26,32,29,27,23,23,21,79,67,55,1013,1011,1010,10,10,10,19,11,,0.00,2,,98<br />
2000-1-27,32,29,26,25,24,23,89,74,62,1013,1011,1009,10,10,10,23,10,,0.00,3,,83<br />
2000-1-28,32,29,26,24,23,22,89,76,55,1012,1010,1008,10,10,10,23,11,,0.00,3,,109<br />
2000-1-29,32,29,26,24,23,22,84,74,58,1013,1011,1009,10,10,10,34,11,,0.00,3,Rain,84<br />
2000-1-30,32,29,26,24,23,22,89,74,58,1014,1012,1009,10,10,10,26,14,,0.00,3,,101<br />
2000-1-31,32,28,25,24,23,22,89,73,55,1014,1012,1010,10,10,10,26,11,,0.00,4,,129<br />
2000-2-1,32,29,27,24,23,22,84,72,55,1014,1012,1010,10,10,10,23,11,,0.00,3,,109<br />
2000-2-2,32,29,26,25,24,23,94,78,59,1014,1012,1010,10,10,10,23,11,,0.00,4,,115<br />
2000-2-3,33,30,27,25,23,17,84,73,38,1012,1011,1009,10,10,10,23,10,,0.00,3,,81<br />
2000-2-4,32,29,26,25,24,23,89,75,59,1019,1012,1010,10,10,10,23,13,,0.00,3,,74<br />
2000-2-5,39,32,25,24,23,22,94,72,40,1014,1012,1010,10,10,10,19,8,,0.00,3,,90<br />
