
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,33,26,19,24,14,11,89,48,29,1013,1011,1009,5,3,1,13,5,,0.00,0,,28<br />
2000-1-2,33,27,20,17,13,10,68,47,24,1014,1011,1009,5,3,1,14,3,,0.00,0,,29<br />
2000-1-3,33,27,21,21,11,8,100,42,21,1013,1011,1009,5,3,1,13,3,,0.00,0,,43<br />
2000-1-4,32,26,20,20,11,7,94,42,21,1013,1011,1009,5,3,2,16,5,,0.00,0,,11<br />
2000-1-5,33,27,20,13,10,6,56,38,18,1013,1011,1009,5,4,2,19,8,,0.00,0,,27<br />
2000-1-6,32,27,22,11,7,3,47,31,18,1015,1012,1010,5,3,2,19,8,,0.00,0,,32<br />
2000-1-7,33,23,13,11,8,2,82,38,15,1013,1011,1009,6,4,2,11,8,,0.00,0,,59<br />
2000-1-8,33,26,18,18,10,4,73,42,18,1013,1011,1008,5,3,2,13,5,,0.00,0,,49<br />
2000-1-9,33,26,18,18,14,11,78,56,29,1012,1010,1008,5,3,1,13,3,,0.00,0,,340<br />
2000-1-10,33,26,19,22,17,13,83,60,34,1011,1009,1007,4,3,1,14,5,,0.00,0,,317<br />
2000-1-11,31,26,20,21,18,14,88,64,35,1012,1010,1007,4,2,1,16,5,,0.00,0,,307<br />
2000-1-12,28,26,23,21,18,13,83,66,39,1013,1010,1008,7,4,1,23,10,,0.00,1,,331<br />
2000-1-13,30,25,20,19,16,13,83,62,42,1013,1011,1008,8,4,1,19,6,,0.00,0,,348<br />
2000-1-14,28,24,21,19,14,11,88,55,35,1012,1010,1008,5,3,2,19,8,,0.00,0,,335<br />
2000-1-15,28,24,20,15,10,5,68,45,26,1012,1011,1008,6,4,2,19,5,,0.00,0,,336<br />
