
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,4,-1,-6,-7,-8,-10,74,63,42,1028,1027,1026,10,9,8,11,8,,0.00,2,,75<br />
2006-1-2,3,0,-3,-2,-7,-9,81,61,48,1027,1025,1024,10,7,3,14,6,,0.00,8,Snow,82<br />
2006-1-3,2,0,-1,-1,-2,-4,93,82,75,1029,1027,1025,5,3,1,6,5,,0.00,7,Snow,323<br />
2006-1-4,2,1,1,-2,-3,-4,81,73,65,1031,1030,1029,7,5,4,6,2,,0.00,8,,210<br />
2006-1-5,8,3,-1,-3,-4,-5,80,73,46,1031,1029,1027,7,4,3,6,5,,0.00,8,,266<br />
2006-1-6,4,1,-2,-3,-4,-4,86,73,56,1025,1023,1021,5,4,3,6,5,,0.00,6,Fog,93<br />
2006-1-7,11,6,0,1,-1,-3,100,86,44,1021,1018,1015,6,2,1,6,5,,0.00,8,Fog-Rain-Snow,79<br />
2006-1-8,2,1,0,1,1,-1,100,98,93,1013,1012,1011,4,1,0,11,3,,0.00,8,Fog-Snow,34<br />
2006-1-9,0,-2,-3,-2,-4,-6,100,82,64,1017,1014,1012,10,4,0,18,8,,0.00,7,Fog-Snow,46<br />
2006-1-10,-1,-2,-3,-4,-5,-7,93,81,69,1021,1019,1017,10,5,3,18,10,,0.00,7,Rain-Snow,78<br />
2006-1-11,40,18,-3,-4,-6,-7,86,66,5,1021,1020,1019,10,10,6,32,14,,0.00,3,Fog,84<br />
2006-1-12,0,-1,-2,-4,-7,-8,80,69,64,1020,1018,1017,10,8,5,61,18,,0.00,6,,86<br />
2006-1-13,0,-2,-3,-3,-4,-5,93,84,75,1021,1020,1019,6,4,1,6,5,,0.00,8,Snow,33<br />
2006-1-14,-1,-3,-4,-3,-6,-7,93,81,69,1019,1018,1017,7,5,1,21,8,,0.00,7,Snow,3<br />
2006-1-15,-2,-6,-8,-7,-9,-12,86,72,59,1018,1017,1016,10,7,0,14,10,,0.00,4,,7<br />
2006-1-16,-2,-7,-11,-11,-13,-15,85,68,51,1021,1019,1017,10,10,10,21,10,,0.00,1,,61<br />
2006-1-17,-3,-8,-13,-9,-13,-15,85,71,59,1018,1017,1016,8,8,7,18,11,,0.00,1,,77<br />
2006-1-18,-3,-8,-13,-10,-13,-16,85,69,59,1019,1018,1017,9,8,8,14,11,,0.00,1,,79<br />
