
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,22,16,11,15,9,4,88,66,35,1019,1017,1015,8,7,6,13,5,,0.00,2,,164<br />
2005-1-2,17,14,12,15,11,9,88,79,68,1015,1014,1012,10,7,3,48,13,66,0.00,7,Rain-Thunderstorm,213<br />
2005-1-3,15,13,12,13,11,8,88,82,63,1018,1016,1015,10,9,5,26,16,,0.00,6,Rain,201<br />
2005-1-4,16,13,12,11,11,9,88,81,72,1020,1018,1017,10,9,7,21,13,,0.00,6,Rain,171<br />
2005-1-5,15,13,11,11,9,7,88,77,67,1018,1014,1011,10,9,4,35,19,53,0.00,6,Rain,187<br />
2005-1-6,16,12,9,9,7,5,88,69,48,1024,1021,1018,10,10,9,21,11,,0.00,4,Rain,149<br />
2005-1-7,15,11,8,8,6,4,77,67,51,1024,1023,1022,10,10,10,14,8,,0.00,6,,149<br />
2005-1-8,17,12,8,6,2,-4,82,52,31,1022,1020,1019,,,,23,10,,0.00,,,93<br />
2005-1-9,17,13,9,4,-1,-5,66,40,26,1023,1021,1018,10,10,10,23,13,,0.00,2,,114<br />
2005-1-10,17,12,7,8,5,2,76,64,45,1025,1024,1023,10,10,10,23,8,,0.00,4,,199<br />
2005-1-11,18,14,10,11,9,7,82,73,56,1025,1024,1023,10,10,10,14,10,,0.00,3,,172<br />
2005-1-12,20,14,9,9,6,2,93,64,30,1026,1024,1023,10,9,9,14,5,,0.00,0,,120<br />
2005-1-13,21,14,8,7,3,-4,71,52,20,1023,1020,1018,,,,13,3,,0.00,,,282<br />
2005-1-14,20,13,7,9,3,-3,72,53,23,1017,1015,1013,10,10,10,16,6,,0.00,6,,229<br />
2005-1-15,17,14,12,13,10,7,94,79,67,1016,1014,1013,10,9,6,26,14,,0.00,6,Rain-Thunderstorm,171<br />
2005-1-16,19,14,11,10,8,6,88,67,45,1016,1015,1013,10,10,8,19,10,,0.00,3,,161<br />
2005-1-17,18,13,9,8,6,5,82,64,45,1016,1015,1014,10,10,10,23,13,37,0.00,3,,180<br />
2005-1-18,14,11,9,7,5,4,76,64,51,1014,1012,1010,10,10,8,34,19,40,0.00,5,Rain,184<br />
2005-1-19,14,11,9,9,7,3,94,76,62,1017,1012,1010,10,8,5,27,21,47,0.00,7,Rain-Hail-Thunderstorm,156<br />
2005-1-20,17,13,10,10,8,6,94,74,48,1019,1017,1016,10,9,5,16,11,,0.00,4,Rain,157<br />
2005-1-21,21,14,9,6,3,-5,82,43,25,1016,1013,1010,,,,32,14,,0.00,,,114<br />
2005-1-22,12,9,7,8,6,3,87,78,66,1013,1010,1008,10,9,7,24,10,42,0.00,7,Rain-Thunderstorm,144<br />
2005-1-23,18,14,10,11,6,3,87,62,48,1014,1012,1011,10,9,5,40,24,60,0.00,6,Rain,201<br />
2005-1-24,16,13,11,10,7,4,76,62,45,1020,1017,1013,10,10,10,27,21,,0.00,5,,285<br />
2005-1-25,18,14,9,7,6,4,82,62,40,1021,1019,1017,10,10,10,11,6,,0.00,3,,89<br />
2005-1-26,19,13,7,10,7,4,82,67,48,1018,1016,1015,,,,14,5,,0.00,,,323<br />
2005-1-27,22,14,8,12,8,2,87,68,33,1018,1017,1015,9,9,9,16,5,,0.00,0,,162<br />
2005-1-28,25,17,8,9,4,-1,76,50,18,1018,1017,1014,,,,23,5,,0.00,,,92<br />
2005-1-29,29,22,15,7,2,0,42,29,15,1015,1013,1012,,,,27,16,,0.00,,,153<br />
2005-1-30,28,22,16,15,8,3,83,47,21,1013,1011,1007,7,6,4,26,13,,0.00,3,,206<br />
2005-1-31,18,16,13,14,12,10,82,75,63,1015,1014,1013,10,9,6,19,13,,0.00,4,Rain,232<br />
2005-2-1,18,16,13,12,10,8,82,74,56,1015,1014,1013,10,10,5,40,23,60,0.00,7,Rain,212<br />
