
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,-8,-11,-14,-8,-12,-14,100,100,100,1031,1025,1020,7,3,0,6,2,,0.00,6,Fog-Snow,274<br />
2000-1-2,-8,-12,-16,-8,-12,-16,100,99,92,1021,1018,1015,5,2,0,3,3,,0.00,6,Snow,309<br />
2000-1-3,-5,-8,-12,-5,-7,-12,100,100,100,1027,1024,1021,5,1,1,6,3,,0.00,8,Snow,73<br />
2000-1-4,-11,-17,-23,-11,-16,-23,100,98,92,1038,1032,1027,8,4,2,6,2,,0.00,5,Snow,299<br />
2000-1-5,-20,-23,-27,-21,-25,-28,100,93,92,1038,1035,1031,5,3,1,3,0,,0.00,3,Snow,289<br />
2000-1-6,-19,-23,-28,-20,-25,-30,92,90,84,1030,1025,1021,7,4,1,3,2,,0.00,2,Snow,202<br />
2000-1-7,-12,-18,-24,-16,-20,-25,92,86,72,1020,1018,1016,5,3,1,3,2,,0.00,4,,346<br />
2000-1-8,-14,-17,-19,-16,-18,-21,92,88,79,1019,1016,1013,3,2,1,3,2,,0.00,3,,295<br />
2000-1-9,-4,-12,-19,-4,-9,-20,100,92,73,1031,1023,1017,6,2,1,11,5,,0.00,7,Snow,294<br />
2000-1-10,-6,-12,-17,-6,-11,-18,100,98,92,1032,1031,1028,4,2,2,3,2,,0.00,3,Snow,266<br />
2000-1-11,-8,-15,-22,-10,-17,-22,100,92,79,1028,1026,1026,8,3,0,3,2,,0.00,3,Fog-Snow,192<br />
2000-1-12,-10,-14,-20,-15,-18,-21,100,85,62,1028,1027,1023,3,2,1,3,2,,0.00,1,,208<br />
2000-1-13,-10,-17,-23,-15,-18,-24,100,88,67,1027,1023,1019,4,2,1,3,2,,0.00,4,Snow,235<br />
2000-1-14,-8,-14,-20,-12,-17,-21,92,82,62,1030,1029,1027,8,4,3,6,3,,0.00,1,,216<br />
2000-1-15,-9,-17,-24,-14,-20,-25,100,86,67,1032,1031,1030,8,2,1,3,2,,0.00,0,,201<br />
2000-1-16,-11,-17,-22,-15,-19,-22,100,90,73,1034,1031,1029,5,3,1,3,3,,0.00,1,Snow,282<br />
2000-1-17,-11,-16,-21,-13,-18,-22,100,90,79,1034,1033,1032,4,2,1,3,2,,0.00,0,,220<br />
2000-1-18,-14,-19,-23,-15,-20,-24,100,94,85,1033,1028,1023,6,2,1,3,2,,0.00,1,Snow,240<br />
2000-1-19,-5,-12,-20,-5,-16,-21,100,85,50,1029,1025,1022,6,3,1,6,3,,0.00,4,Snow,184<br />
2000-1-20,-8,-11,-13,-8,-11,-13,100,100,100,1029,1026,1024,2,1,0,3,2,,0.00,6,Fog-Snow,281<br />
2000-1-21,-5,-11,-17,-11,-14,-17,100,92,63,1028,1026,1024,6,2,1,3,2,,0.00,2,Snow,173<br />
2000-1-22,-10,-16,-21,-12,-17,-21,100,94,85,1028,1026,1023,3,2,1,3,3,,0.00,1,Snow,238<br />
2000-1-23,-13,-18,-22,-15,-18,-23,100,92,79,1026,1023,1022,3,2,1,3,2,,0.00,2,Fog-Snow,236<br />
2000-1-24,-10,-16,-21,-14,-18,-22,100,91,73,1036,1031,1027,2,2,1,3,2,,0.00,0,,193<br />
2000-1-25,-10,-16,-22,-10,-17,-23,100,94,85,1038,1037,1036,4,2,1,3,0,,0.00,1,Snow,333<br />
2000-1-26,-10,-16,-21,-14,-18,-22,100,89,73,1040,1039,1038,3,2,2,3,3,,0.00,0,,196<br />
2000-1-27,-11,-16,-21,-14,-18,-22,92,84,67,1040,1037,1034,6,4,2,3,2,,0.00,0,,203<br />
2000-1-28,-12,-18,-23,-16,-19,-24,92,87,73,1038,1035,1034,3,2,1,3,2,,0.00,4,,241<br />
2000-1-29,-10,-16,-21,-14,-18,-22,92,86,73,1039,1038,1038,2,1,0,3,0,,0.00,3,,23<br />
2000-1-30,-11,-17,-22,-14,-19,-23,92,87,73,1038,1034,1028,7,3,1,3,2,,0.00,0,,147<br />
2000-1-31,-9,-16,-22,-13,-18,-23,92,81,58,1030,1028,1026,4,3,2,3,3,,0.00,2,,147<br />
2000-2-1,-7,-12,-16,-13,-16,-19,85,74,58,1031,1029,1026,4,3,2,3,3,,0.00,3,,219<br />
2000-2-2,-8,-13,-18,-13,-16,-20,92,82,68,1026,1023,1021,4,3,1,3,2,,0.00,1,,281<br />
2000-2-3,-5,-10,-15,-13,-14,-17,92,80,46,1025,1023,1021,6,3,1,3,2,,0.00,2,,325<br />
2000-2-4,-5,-11,-18,-10,-14,-19,92,78,54,1031,1028,1025,6,2,1,6,2,,0.00,3,,185<br />
2000-2-5,-1,-6,-11,-6,-8,-12,100,86,69,1031,1029,1028,4,2,1,6,2,,0.00,3,,329<br />
2000-2-6,-6,-10,-13,-6,-10,-13,100,98,86,1028,1027,1026,5,2,0,3,2,,0.00,3,Fog-Snow,13<br />
2000-2-7,-4,-10,-15,-8,-12,-15,100,89,68,1026,1023,1020,3,2,2,3,3,,0.00,2,,208<br />
2000-2-8,-5,-10,-15,-9,-13,-16,100,86,68,1020,1018,1017,5,3,0,3,3,,0.00,1,,191<br />
2000-2-9,-6,-11,-15,-9,-12,-15,100,92,74,1018,1017,1015,2,1,0,3,2,,0.00,1,Fog,345<br />
2000-2-10,2,-8,-17,-6,-11,-17,100,77,41,1027,1022,1017,8,6,2,6,3,,0.00,1,,207<br />
2000-2-11,-3,-7,-10,-4,-6,-10,100,98,86,1033,1030,1028,7,4,1,6,3,,0.00,6,Snow,283<br />
2000-2-12,-4,-9,-14,-7,-12,-17,100,84,62,1034,1033,1032,8,4,1,3,3,,0.00,1,,169<br />
2000-2-13,-9,-13,-16,-10,-14,-17,100,90,73,1032,1030,1029,6,3,1,6,2,,0.00,0,Snow,258<br />
2000-2-14,-7,-12,-16,-10,-13,-16,100,92,79,1030,1028,1024,6,3,0,3,2,,0.00,2,Fog-Snow,277<br />
2000-2-15,-5,-10,-15,-9,-12,-15,100,92,74,1024,1020,1018,7,4,1,6,2,,0.00,2,Snow,248<br />
2000-2-16,1,-7,-14,-3,-10,-16,100,75,38,1028,1024,1019,10,5,1,3,2,,0.00,6,Snow,220<br />
2000-2-17,-3,-7,-10,-3,-6,-10,100,96,86,1031,1029,1028,7,4,1,3,3,,0.00,6,Snow,315<br />
2000-2-18,-2,-9,-15,-9,-12,-16,100,83,47,1028,1025,1024,8,4,1,3,3,,0.00,1,,201<br />
2000-2-19,-5,-10,-14,-9,-12,-15,92,83,63,1024,1022,1021,10,4,2,3,3,,0.00,1,,229<br />
