
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,20,18,16,16,15,13,94,82,73,1018,1016,1015,10,8,3,16,14,,0.00,7,,146<br />
2010-1-2,28,22,17,19,18,15,88,70,51,1017,1016,1014,10,9,6,16,8,,0.00,5,,23<br />
2010-1-3,23,21,19,20,19,17,100,89,78,1020,1019,1018,10,8,1,13,8,,0.00,5,Rain-Thunderstorm,85<br />
2010-1-4,29,24,20,20,19,17,94,78,51,1020,1018,1016,10,10,8,13,8,,0.00,6,Rain-Thunderstorm,24<br />
2010-1-5,29,23,18,21,19,18,100,83,58,1016,1014,1011,10,10,6,19,8,40,0.00,4,Rain-Thunderstorm,325<br />
2010-1-6,30,24,19,21,19,17,94,73,51,1013,1011,1010,10,9,6,14,8,34,0.00,3,Rain-Thunderstorm,304<br />
2010-1-7,28,23,19,19,18,17,94,78,51,1016,1014,1013,10,8,2,26,10,,0.00,5,Rain,158<br />
2010-1-8,21,19,17,18,17,16,94,89,83,1019,1017,1016,10,8,3,19,14,,0.00,7,,144<br />
2010-1-9,23,21,19,19,18,17,94,88,73,1018,1016,1015,10,7,3,24,10,50,0.00,7,Rain,11<br />
2010-1-10,22,20,19,20,19,18,94,90,78,1017,1015,1014,10,8,4,13,6,,0.00,6,Rain,332<br />
2010-1-11,26,22,18,21,18,18,100,88,69,1016,1014,1013,10,7,1,19,8,,0.00,6,Rain-Thunderstorm,313<br />
2010-1-12,29,23,17,20,18,17,100,77,48,1015,1013,1012,10,10,6,19,10,29,0.00,5,Rain-Thunderstorm,344<br />
2010-1-13,26,22,18,18,18,17,94,77,61,1015,1014,1013,10,9,3,19,13,34,0.00,5,Rain,7<br />
2010-1-14,24,21,18,22,19,17,94,88,69,1018,1015,1014,10,8,4,14,6,,0.00,6,Rain,6<br />
2010-1-15,21,18,16,15,14,13,88,76,68,1022,1022,1020,10,10,10,19,13,,0.00,6,,109<br />
2010-1-16,25,21,17,18,17,15,94,76,64,1022,1020,1018,10,10,6,21,11,,0.00,6,Rain,63<br />
2010-1-17,26,22,19,19,18,18,94,79,61,1021,1019,1016,10,10,7,16,10,,0.00,4,,344<br />
2010-1-18,28,23,18,19,18,17,94,69,54,1019,1017,1015,10,9,5,14,5,,0.00,3,Rain-Thunderstorm,288<br />
2010-1-19,28,24,20,21,19,17,94,69,58,1016,1015,1012,10,10,10,16,10,39,0.00,4,,340<br />
2010-1-20,29,24,20,19,18,18,94,77,51,1014,1013,1012,10,9,4,27,14,,0.00,5,Rain-Thunderstorm,335<br />
2010-1-21,22,19,17,19,18,16,100,91,83,1015,1014,1013,10,6,2,19,10,47,0.00,7,Rain,99<br />
2010-1-22,25,21,18,18,17,16,94,82,57,1017,1016,1014,10,8,3,23,6,,0.00,6,Rain-Thunderstorm,112<br />
2010-1-23,24,21,18,18,17,16,94,81,61,1018,1017,1016,10,9,6,19,6,,0.00,5,Rain-Thunderstorm,150<br />
2010-1-24,27,22,17,18,17,16,94,74,51,1018,1017,1015,10,10,10,26,8,45,0.00,4,Thunderstorm,154<br />
2010-1-25,26,22,18,18,17,16,94,77,54,1018,1016,1014,10,8,2,16,6,,0.00,5,Rain-Thunderstorm,121<br />
2010-1-26,24,20,17,18,16,14,94,78,57,1017,1015,1013,10,8,3,13,5,,0.00,4,Rain-Thunderstorm,125<br />
2010-1-27,27,21,16,19,17,15,94,70,51,1015,1014,1012,10,9,4,13,5,,0.00,3,Rain-Thunderstorm,33<br />
2010-1-28,25,21,17,20,18,16,100,87,61,1015,1013,1012,10,8,1,16,6,39,0.00,3,Rain-Thunderstorm,54<br />
2010-1-29,23,20,17,19,18,17,100,91,73,1015,1014,1012,10,7,3,21,11,39,0.00,4,Rain-Thunderstorm,6<br />
2010-1-30,26,21,17,18,17,16,94,76,57,1020,1018,1016,10,10,10,16,8,,0.00,4,,2<br />
2010-1-31,30,23,16,17,16,14,94,60,37,1020,1019,1017,10,10,10,11,5,,0.00,3,Thunderstorm,349<br />
2010-2-1,29,23,18,19,17,15,94,67,45,1020,1019,1017,10,10,10,16,6,,0.00,3,Rain,341<br />
2010-2-2,31,24,19,19,17,14,94,56,35,1019,1018,1016,10,10,10,11,6,,0.00,3,,357<br />
2010-2-3,31,26,20,19,17,14,88,51,35,1019,1016,1015,10,10,10,16,6,,0.00,2,,15<br />
2010-2-4,33,27,21,20,17,12,88,51,28,1018,1017,1015,10,10,10,13,6,,0.00,2,,355<br />
2010-2-5,33,27,21,20,17,14,88,57,31,1018,1016,1014,10,10,10,19,5,,0.00,3,Rain-Thunderstorm,47<br />
2010-2-6,32,26,19,20,16,11,94,53,27,1016,1015,1013,10,9,6,16,8,,0.00,2,,11<br />
2010-2-7,33,27,20,20,17,11,94,57,26,1017,1015,1012,10,10,10,16,6,,0.00,3,Thunderstorm,335<br />
2010-2-8,31,26,20,19,18,17,88,60,43,1015,1013,1010,10,10,10,16,8,34,0.00,3,Thunderstorm,342<br />
2010-2-9,23,20,18,20,18,18,100,96,83,1013,1012,1011,10,8,2,10,5,,0.00,6,Rain-Thunderstorm,71<br />
