
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,25,24,24,24,24,24,100,97,94,1010,1008,1005,7,6,5,11,3,,0.00,4,Rain-Thunderstorm,322<br />
2000-1-2,,,,,,,,,,1009,1007,1005,10,6,5,11,5,,0.00,4,,327<br />
2000-1-3,30,30,28,24,24,24,79,73,70,1010,1007,1004,10,7,3,13,2,,0.00,4,Rain,6<br />
2000-1-4,30,29,28,24,24,23,79,72,66,1010,1008,1005,8,6,3,11,2,,0.00,4,Rain,315<br />
2000-1-5,,,,,,,,,,1011,1009,1006,8,5,4,10,2,,0.00,5,Rain-Thunderstorm,116<br />
2000-1-6,23,,23,23,23,23,100,100,100,1011,1009,1006,10,7,4,19,2,,0.00,4,Rain,124<br />
2000-1-7,25,24,24,24,23,23,100,96,94,1012,1009,1006,8,6,2,14,2,,0.00,4,Rain-Thunderstorm,77<br />
2000-1-8,31,27,23,24,23,22,94,85,66,1012,1009,1006,10,8,5,14,6,,0.00,4,Rain-Thunderstorm,21<br />
2000-1-9,30,27,24,24,23,22,89,79,66,1012,1009,1006,10,8,4,16,2,,0.00,3,Rain-Thunderstorm,358<br />
2000-1-10,30,28,25,25,24,24,94,86,70,1010,1008,1006,8,7,5,19,3,,0.00,3,,22<br />
2000-1-11,26,26,25,24,24,24,94,92,89,1011,1008,1005,6,5,3,10,2,,0.00,4,Rain,336<br />
2000-1-12,,,,,,,,,,1010,1008,1005,7,5,1,16,3,,0.00,4,Thunderstorm,344<br />
2000-1-13,26,24,23,24,23,22,94,92,89,1010,1008,1006,8,5,2,13,5,,0.00,3,Rain,323<br />
2000-1-14,30,26,23,24,23,22,94,86,66,1009,1008,1005,10,7,4,13,2,,0.00,3,,345<br />
2000-1-15,32,28,24,25,24,23,94,76,62,1010,1008,1006,9,6,4,14,3,,0.00,4,,332<br />
2000-1-16,28,26,23,25,23,23,100,84,74,1012,1010,1007,10,7,4,19,5,,0.00,4,Rain-Thunderstorm,323<br />
2000-1-17,31,27,24,24,23,22,94,77,66,1011,1009,1007,10,7,4,10,2,,0.00,3,Rain,346<br />
2000-1-18,26,26,25,24,24,23,89,89,89,1012,1010,1008,6,5,3,11,2,,0.00,4,Thunderstorm,271<br />
2000-1-19,26,24,23,23,23,22,94,92,83,1012,1010,1007,8,5,3,11,2,,0.00,4,,130<br />
2000-1-20,30,27,24,25,23,22,89,78,74,1012,1010,1008,6,5,3,19,3,,0.00,4,,76<br />
2000-1-21,31,26,22,24,23,22,100,86,62,1013,1011,1009,7,5,3,34,3,,0.00,4,Thunderstorm,104<br />
2000-1-22,32,29,25,23,23,22,89,75,58,1012,1011,1008,8,5,3,19,3,,0.00,3,,29<br />
2000-1-23,30,29,28,24,23,22,74,68,62,1012,1010,1008,9,6,3,19,5,,0.00,3,,328<br />
2000-1-24,28,27,24,24,24,23,100,91,74,1012,1011,1009,8,6,4,14,2,,0.00,4,Rain,317<br />
2000-1-25,24,23,23,23,23,22,94,94,94,1012,1010,1007,10,7,5,14,6,,0.00,4,Rain,335<br />
2000-1-26,29,27,25,24,24,23,89,80,74,1011,1010,1008,8,6,3,11,3,,0.00,4,Rain-Thunderstorm,270<br />
2000-1-27,29,26,23,24,23,21,100,86,66,1012,1010,1008,10,9,3,19,5,,0.00,4,Rain,229<br />
2000-1-28,30,27,24,23,22,20,78,67,58,1013,1011,1008,10,8,4,11,3,,0.00,3,,358<br />
2000-1-29,28,28,27,23,22,22,74,74,74,1013,1011,1010,10,6,4,13,2,,0.00,4,Thunderstorm,200<br />
2000-1-30,30,29,26,24,23,23,89,73,66,1014,1012,1010,6,5,4,14,3,,0.00,5,Rain,17<br />
2000-1-31,25,24,24,24,23,23,94,93,89,1014,1012,1009,10,7,5,11,2,,0.00,5,Rain-Thunderstorm,263<br />
2000-2-1,,,,,,,,,,1013,1011,1008,8,5,3,14,3,,0.00,5,Rain,256<br />
2000-2-2,28,26,23,24,23,22,100,91,74,1014,1012,1009,7,6,3,11,2,,0.00,4,Rain,269<br />
2000-2-3,29,28,27,23,22,22,79,71,66,1014,1012,1010,8,5,3,14,5,,0.00,3,Rain,305<br />
2000-2-4,30,24,20,22,21,19,94,79,62,1013,1010,1008,10,7,4,14,5,,0.00,2,,324<br />
2000-2-5,31,29,28,23,23,23,74,69,62,1012,1009,1006,6,5,3,19,5,,0.00,4,,341<br />
2000-2-6,27,26,25,24,24,24,94,90,84,1011,1009,1006,8,5,4,19,3,,0.00,4,Rain,317<br />
2000-2-7,25,24,24,24,23,23,94,92,89,1011,1008,1006,7,5,4,14,5,,0.00,5,Rain,316<br />
2000-2-8,,,,,,,,,,1011,1009,1006,7,5,3,16,6,,0.00,4,Thunderstorm,335<br />
2000-2-9,33,31,30,24,23,21,70,61,55,1010,1008,1005,7,5,3,19,3,,0.00,4,,11<br />
2000-2-10,30,28,25,24,24,23,89,79,70,1011,1009,1007,6,5,3,19,5,,0.00,4,,332<br />
2000-2-11,29,27,24,25,23,22,94,83,66,1011,1009,1006,6,5,3,19,3,,0.00,3,,6<br />
2000-2-12,32,27,23,25,23,22,94,77,62,1010,1008,1006,7,5,3,23,5,,0.00,2,,10<br />
2000-2-13,28,27,25,24,23,23,89,84,74,1011,1008,1005,6,4,2,11,3,,0.00,3,Rain,336<br />
2000-2-14,25,23,22,23,22,20,94,91,88,1009,1007,1005,6,4,2,23,3,,0.00,3,Thunderstorm,296<br />
2000-2-15,28,27,26,25,24,24,89,85,84,1010,1008,1005,8,6,3,19,6,,0.00,5,Rain-Thunderstorm,340<br />
2000-2-16,33,29,25,24,24,23,94,74,59,1009,1007,1004,10,7,4,29,6,,0.00,3,Rain,109<br />
2000-2-17,28,26,24,24,24,23,94,92,79,1010,1008,1005,6,4,2,14,3,,0.00,5,Rain-Thunderstorm,318<br />
2000-2-18,31,27,23,25,24,22,94,81,70,1010,1008,1004,10,7,5,23,5,,0.00,4,Rain-Thunderstorm,99<br />
2000-2-19,31,30,29,24,24,24,74,71,66,1012,1009,1006,10,6,4,19,3,,0.00,4,Rain,101<br />
2000-2-20,28,27,25,25,25,24,94,88,84,1010,1008,1006,7,6,4,13,3,,0.00,4,,30<br />
2000-2-21,27,26,25,25,24,24,94,92,89,1011,1008,1006,6,5,3,19,5,,0.00,5,Rain-Thunderstorm,356<br />
2000-2-22,,,,,,,,,,1012,1010,1008,8,6,3,19,6,,0.00,4,Rain-Thunderstorm,316<br />
2000-2-23,,,,,,,,,,1010,1010,1010,8,8,8,0,0,,0.00,3,,-1<br />
2000-3-28,,,,,,,,,,1012,1012,1012,,,,,,,0.00,6,Rain-Thunderstorm,-1<br />
2000-3-29,26,,26,25,25,25,94,94,94,1009,1009,1009,5,5,5,0,0,,0.00,3,,-1<br />
2000-3-30,27,,27,24,24,24,84,84,84,1010,1008,1006,10,7,4,8,2,,0.00,4,,30<br />
2000-3-31,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-4-1,28,28,26,25,24,23,94,84,74,1010,1009,1009,7,6,5,14,8,,0.00,3,,330<br />
2000-4-2,30,25,25,24,23,23,94,80,66,1007,1007,1007,10,8,7,19,6,,0.00,4,,10<br />
2000-4-3,,,,,,,,,,1010,1009,1009,7,6,6,0,0,,0.00,3,,-1<br />
2000-4-4,,,,,,,,,,1005,1005,1005,10,10,10,19,19,,0.00,3,,70<br />
2000-4-5,,,,,,,,,,1008,1007,1007,6,6,6,0,0,,0.00,3,,-1<br />
2000-4-6,32,,32,24,24,24,62,62,62,1007,1006,1006,10,8,5,19,8,,0.00,4,,180<br />
2000-4-8,30,26,26,24,23,23,89,78,66,1012,1009,1008,10,8,5,10,5,,0.00,3,,335<br />
2000-4-9,,,,,,,,,,1007,1007,1007,6,6,6,0,0,,0.00,3,,-1<br />
2000-4-10,25,25,25,24,24,24,94,94,94,1007,1006,1005,8,6,5,8,2,,0.00,3,,320<br />
2000-4-11,30,26,26,24,24,24,89,80,70,1010,1008,1007,7,5,3,8,0,,0.00,4,Rain,350<br />
2000-4-12,,,,,,,,,,1011,1009,1007,7,5,4,8,3,,0.00,4,Rain,240<br />
2000-4-13,,,,,,,,,,1009,1009,1008,7,6,5,8,3,,0.00,3,,210<br />
2000-4-14,29,27,25,26,25,24,94,87,79,1007,1006,1005,5,5,5,8,3,,0.00,3,,270<br />
2000-4-15,27,,27,26,26,26,94,94,94,1008,1007,1007,10,8,5,0,0,,0.00,3,,-1<br />
2000-4-16,28,,28,25,25,25,84,84,84,1009,1008,1006,10,8,6,14,6,,0.00,4,,7<br />
2000-4-17,27,27,25,26,25,24,94,94,94,1010,1008,1006,8,6,5,8,2,,0.00,4,,180<br />
2000-4-18,33,,33,24,24,24,59,59,59,1010,1009,1008,10,10,10,11,2,,0.00,3,,120<br />
2000-4-19,30,,30,24,24,24,70,70,70,1010,1009,1009,10,8,6,0,0,,0.00,3,,-1<br />
2000-4-20,28,,28,25,25,25,84,84,84,1010,1009,1008,8,6,5,8,2,,0.00,2,,250<br />
2000-4-21,25,,25,24,24,24,94,94,94,,,,6,5,4,8,3,,0.00,4,,250<br />
