
PET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,15,12,9,8,7,6,87,71,55,1031,1028,1025,10,9,6,13,5,,0.00,6,Rain,336<br />
2009-1-2,19,14,10,8,7,5,82,66,40,1030,1028,1025,10,10,8,23,5,,0.00,6,,294<br />
2009-1-3,16,12,8,9,7,6,88,76,52,1031,1029,1026,10,9,5,19,6,,0.00,6,Rain,28<br />
2009-1-4,17,13,9,9,7,5,94,71,48,1033,1030,1026,10,9,6,23,8,,0.00,5,Rain,275<br />
2009-1-5,20,14,9,8,7,4,87,66,37,1031,1027,1023,10,10,10,19,6,,0.00,3,,357<br />
2009-1-6,19,14,9,9,7,5,82,69,40,1029,1027,1024,10,10,8,14,3,,0.00,5,Rain-Thunderstorm,309<br />
2009-1-7,21,13,7,7,6,5,87,62,37,1031,1027,1023,10,10,5,16,3,,0.00,3,Rain-Thunderstorm,313<br />
2009-1-8,18,13,9,8,6,4,82,64,40,1031,1029,1026,10,10,8,14,5,,0.00,6,Rain,328<br />
2009-1-9,21,14,9,8,6,2,87,56,30,1032,1029,1025,10,10,10,21,5,,0.00,4,,333<br />
2009-1-10,18,13,9,7,6,3,82,61,39,1033,1031,1028,10,10,9,21,8,,0.00,6,Rain,319<br />
2009-1-11,15,11,7,7,5,4,87,66,48,1034,1031,1028,10,10,7,24,8,,0.00,6,Rain,19<br />
2009-1-12,17,13,9,7,6,2,87,65,39,1033,1030,1027,10,10,8,26,5,,0.00,4,,359<br />
2009-1-13,19,13,7,7,5,3,82,63,37,1033,1030,1027,10,10,10,23,5,,0.00,4,,10<br />
2009-1-14,20,14,8,7,5,3,93,59,35,1033,1031,1027,10,10,10,27,5,,0.00,4,,350<br />
2009-1-15,22,13,6,7,6,3,87,61,29,1033,1030,1025,10,10,10,14,3,,0.00,4,,20<br />
2009-1-16,19,13,8,7,6,4,82,64,40,1032,1029,1026,10,10,10,23,5,,0.00,5,Rain,318<br />
2009-1-17,19,13,7,7,6,4,93,70,40,1039,1029,1024,10,10,10,19,3,,0.00,6,,339<br />
2009-1-18,15,11,8,8,7,5,87,75,55,1032,1030,1028,10,10,7,21,5,,0.00,6,Rain,26<br />
2009-1-19,17,11,6,8,7,4,93,73,48,1033,1030,1027,10,10,9,16,3,,0.00,5,Rain,34<br />
2009-1-20,15,11,7,8,6,4,93,77,51,1034,1032,1029,10,9,6,26,6,,0.00,6,Rain,38<br />
2009-1-21,18,13,9,8,6,5,87,71,48,1033,1031,1028,10,10,10,21,5,,0.00,5,,336<br />
2009-1-22,20,14,9,7,6,4,87,65,35,1033,1030,1026,10,10,10,26,5,,0.00,5,,6<br />
2009-1-23,16,12,8,8,7,5,93,73,52,1034,1031,1028,10,10,9,27,6,,0.00,5,Rain,5<br />
2009-1-24,18,13,9,8,7,5,87,70,42,1032,1029,1025,10,10,10,27,5,,0.00,5,,305<br />
2009-1-25,22,14,8,7,6,3,87,60,29,1030,1027,1023,10,10,10,23,5,,0.00,5,,29<br />
2009-1-26,18,13,8,7,6,3,82,63,37,1032,1029,1026,10,10,10,23,6,,0.00,5,,28<br />
2009-1-27,18,13,9,8,7,5,87,66,45,1033,1030,1026,10,10,10,16,8,,0.00,5,Rain,352<br />
2009-1-28,19,14,9,7,6,3,87,64,37,1032,1029,1026,10,10,10,16,6,,0.00,5,Rain,335<br />
2009-1-29,20,14,9,7,6,3,87,64,35,1033,1030,1026,10,10,9,21,5,,0.00,6,Rain,360<br />
2009-1-30,17,12,8,8,6,4,82,66,42,1033,1031,1028,10,10,10,13,5,,0.00,6,,34<br />
2009-1-31,19,14,8,8,6,3,87,65,35,1033,1030,1027,10,10,10,23,6,,0.00,4,,9<br />
2009-2-1,21,13,6,7,4,1,87,59,27,1032,1029,1024,10,10,10,19,3,,0.00,3,Rain,24<br />
2009-2-2,17,12,8,8,6,4,87,73,42,1031,1029,1026,10,10,10,21,3,,0.00,6,Rain,297<br />
2009-2-3,19,14,9,8,7,6,87,71,43,1032,1029,1026,10,10,9,29,3,,0.00,5,Rain,272<br />
2009-2-4,21,14,9,8,6,3,82,60,33,1034,1031,1027,10,10,10,19,5,,0.00,5,Rain,324<br />
2009-2-5,20,13,7,9,6,3,87,63,37,1034,1031,1027,10,10,8,14,5,,0.00,5,Rain,16<br />
2009-2-6,22,14,8,6,6,3,82,59,31,1033,1030,1024,10,10,10,14,5,,0.00,5,,324<br />
2009-2-7,21,14,8,8,6,2,82,59,33,1033,1030,1025,10,10,9,26,6,,0.00,4,,352<br />
2009-2-8,21,14,8,8,6,4,93,64,33,1033,1030,1025,10,9,1,21,8,,0.00,6,Rain-Thunderstorm,23<br />
2009-2-9,17,13,10,9,7,5,87,71,48,1030,1028,1026,10,10,8,21,5,,0.00,6,Rain,318<br />
2009-2-10,13,10,8,8,7,5,87,78,67,1033,1030,1028,10,9,5,13,5,,0.00,6,Rain,49<br />
2009-2-11,19,14,10,9,8,6,88,70,45,1032,1030,1027,10,10,10,19,3,,0.00,5,Rain,291<br />
2009-2-12,20,15,10,9,7,5,82,65,37,1033,1029,1025,10,10,10,23,3,,0.00,6,,307<br />
2009-2-13,20,14,8,7,6,5,93,69,40,1031,1028,1023,10,9,5,16,8,,0.00,6,Rain,4<br />
2009-2-14,21,14,9,9,7,4,82,64,35,1028,1025,1021,10,10,9,19,3,,0.00,5,Rain,313<br />
2009-2-15,17,13,9,7,6,5,82,67,45,1029,1026,1024,10,10,10,16,5,,0.00,5,,292<br />
2009-2-16,22,14,8,9,6,0,94,62,25,1028,1025,1020,10,10,10,27,5,,0.00,5,,354<br />
2009-2-17,15,11,7,9,6,5,87,72,55,1031,1028,1025,10,9,5,14,6,,0.00,7,Rain,21<br />
2009-2-18,19,13,8,6,5,4,82,63,37,1031,1028,1024,10,10,10,14,5,,0.00,5,,31<br />
2009-2-19,21,13,6,7,6,4,87,65,37,1031,1028,1024,10,10,10,14,3,,0.00,4,,12<br />
2009-2-20,17,12,7,8,7,5,93,73,48,1031,1028,1024,10,9,5,14,3,,0.00,6,Rain,360<br />
2009-2-21,18,13,9,7,6,5,87,69,45,1030,1027,1024,10,10,10,27,6,,0.00,6,,350<br />
2009-2-22,20,13,7,9,6,4,93,67,35,1031,1029,1024,10,10,9,21,5,,0.00,6,Rain,19<br />
2009-2-23,18,13,9,8,7,5,87,73,45,1031,1029,1027,10,10,7,21,3,,0.00,5,Rain,3<br />
2009-2-24,17,12,8,8,7,5,93,71,45,1031,1028,1024,10,10,7,14,5,,0.00,6,Rain,3<br />
2009-2-25,19,13,7,8,6,5,87,69,43,1030,1028,1024,10,10,8,23,5,,0.00,6,Rain,9<br />
2009-2-26,16,12,8,9,7,6,87,73,59,1030,1028,1024,10,9,5,24,5,,0.00,6,Rain,319<br />
2009-2-27,17,13,9,8,7,4,87,67,45,1030,1027,1024,10,10,7,16,6,,0.00,5,Rain,7<br />
