
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,2,-4,-9,-4,-8,-11,100,70,37,1035,1027,1022,19,10,2,23,10,,0.00,3,,126<br />
2013-1-2,6,-1,-8,-6,-8,-12,86,61,23,1029,1022,1020,14,9,8,26,5,,0.00,,,148<br />
2013-1-3,4,-2,-7,-3,-7,-9,100,74,42,1033,1027,1025,10,6,0,14,8,,0.00,8,Fog,111<br />
2013-1-4,1,-3,-6,-3,-6,-7,100,81,48,1032,1024,1019,14,4,1,14,6,,0.00,5,,77<br />
2013-1-5,8,0,-8,-2,-6,-9,93,65,33,1024,1014,1010,11,8,6,26,5,,0.00,2,,25<br />
2013-1-6,8,2,-4,-1,-4,-7,80,62,46,1016,1012,1010,14,8,5,23,10,,0.00,1,,170<br />
2013-1-7,10,3,-3,-1,-3,-5,93,69,40,1018,1014,1011,11,8,3,14,5,,0.00,1,,94<br />
2013-1-8,10,4,-1,1,-1,-3,93,71,45,1014,1011,1009,10,6,4,11,5,,0.00,2,,161<br />
2013-1-9,12,6,0,2,-1,-2,87,67,30,1017,1013,1011,10,6,3,14,5,,0.00,0,,145<br />
2013-1-10,17,8,0,6,2,-2,93,67,24,1011,1008,1005,10,7,5,26,10,,0.51,1,Rain,210<br />
2013-1-11,10,4,-1,5,-2,-8,100,73,44,1024,1012,1004,19,9,5,40,14,,0.00,4,,307<br />
2013-1-12,5,0,-4,-3,-7,-11,93,61,26,1032,1026,1022,14,10,7,23,6,,0.00,1,,118<br />
2013-1-13,8,2,-3,-3,-6,-11,86,59,15,1028,1021,1015,14,11,8,26,5,,0.00,,,105<br />
2013-1-14,11,6,0,-3,-11,-14,75,34,10,1018,1015,1013,14,10,10,34,11,,0.00,5,,278<br />
2013-1-15,4,1,-2,-1,-3,-10,100,75,38,1033,1023,1017,10,6,2,29,14,,0.76,7,Snow,130<br />
2013-1-16,1,-2,-5,-3,-5,-7,100,83,56,1039,1031,1029,10,6,0,26,13,,2.03,6,Fog-Snow,131<br />
2013-1-17,6,-1,-7,-3,-5,-9,100,76,35,1033,1024,1016,8,4,0,14,6,,0.00,0,Fog,135<br />
2013-1-18,11,3,-3,-4,-8,-11,86,43,14,1022,1017,1015,14,9,4,26,13,,0.00,0,,245<br />
2013-1-19,11,4,-2,-4,-5,-8,80,58,15,1025,1020,1019,11,11,10,11,6,,0.00,,,187<br />
2013-1-20,15,7,-2,-3,-4,-7,86,49,14,1021,1016,1014,11,9,8,14,6,,0.00,0,,175<br />
2013-1-21,13,8,3,-1,-3,-6,65,48,19,1019,1015,1012,14,10,7,37,11,,0.00,4,,337<br />
2013-1-22,12,6,-1,0,-3,-8,87,55,14,1025,1021,1019,18,13,10,14,8,,0.00,,,167<br />
2013-1-23,15,7,-1,-2,-4,-6,81,50,15,1022,1018,1016,11,9,6,23,6,,0.00,2,,280<br />
2013-1-24,17,9,2,0,-4,-7,75,43,10,1017,1016,1014,11,9,6,26,8,,0.00,1,,255<br />
2013-1-25,18,10,2,0,-2,-3,75,49,16,1021,1018,1017,11,10,8,14,8,,0.00,2,,215<br />
2013-1-26,18,11,4,2,-1,-4,75,48,20,1019,1017,1014,10,9,4,14,6,,0.00,5,,266<br />
2013-1-27,18,10,2,2,-1,-6,81,49,11,1023,1021,1019,14,10,8,14,6,,0.00,1,,103<br />
2013-1-28,19,11,3,1,-1,-4,70,51,14,1019,1017,1012,11,9,5,14,6,,0.00,4,,210<br />
2013-1-29,14,10,6,7,3,1,83,62,31,1016,1012,1006,10,8,6,14,6,,1.02,6,Rain,281<br />
2013-1-30,16,11,7,8,4,1,100,72,36,1015,1008,1003,11,9,5,34,11,,0.25,5,Rain,274<br />
2013-1-31,14,8,3,7,3,1,93,65,33,1017,1013,1008,11,8,6,14,6,,0.25,6,Rain,303<br />
2013-2-1,16,10,5,10,4,-3,94,64,38,1011,1006,1002,14,10,5,26,10,,2.03,6,Rain,268<br />
