
TMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,17,12,7,5,2,-3,87,54,26,1019,1016,1014,10,10,10,14,8,,0.00,3,Fog,280<br />
2001-1-2,14,8,2,6,4,1,93,75,51,1023,1021,1019,10,10,10,21,6,,0.00,4,,113<br />
2001-1-3,15,10,5,5,4,3,87,68,51,1024,1023,1022,10,10,10,18,13,,0.00,1,,84<br />
2001-1-4,7,3,1,4,2,0,93,87,70,1023,1021,1020,10,10,10,21,6,,0.00,5,,295<br />
2001-1-5,9,6,2,3,2,-1,93,79,62,1025,1022,1021,10,10,10,18,10,,0.00,5,,291<br />
2001-1-6,7,6,4,3,2,0,87,76,66,1027,1026,1026,10,8,3,14,6,,0.00,6,,59<br />
2001-1-7,,,,,,,,,,,,,,,,,,,0.00,8,Fog,-1<br />
2001-1-8,10,7,3,3,2,1,87,75,62,1027,1026,1025,10,10,10,11,6,,0.00,5,Fog,76<br />
2001-1-9,13,10,8,3,2,1,71,54,44,1026,1025,1024,10,10,10,14,8,,0.00,0,,79<br />
2001-1-10,15,11,6,1,0,-1,66,48,34,1024,1021,1020,10,10,10,29,16,,0.00,0,,111<br />
2001-1-11,18,8,-1,1,-1,-3,93,63,26,1020,1018,1016,10,9,5,18,8,,0.00,0,,57<br />
2001-1-12,11,7,4,6,3,-2,87,75,65,1022,1021,1020,10,10,7,11,5,,0.00,7,,320<br />
2001-1-13,16,9,2,5,3,0,100,71,36,1023,1021,1019,10,9,3,11,5,,0.00,2,,112<br />
2001-1-14,16,10,4,2,0,-1,76,56,31,1023,1021,1018,10,10,10,14,5,,0.00,3,,265<br />
2001-1-15,8,7,5,4,3,2,87,79,71,1027,1022,1019,10,10,10,21,16,,0.00,6,Rain,287<br />
2001-1-16,2,1,0,1,-2,-5,100,82,69,1036,1034,1032,10,10,10,14,10,,0.00,8,Rain-Snow,51<br />
2001-1-17,9,2,-4,0,-4,-6,93,73,40,1033,1031,1029,10,10,10,11,6,,0.00,2,Fog,99<br />
2001-1-18,5,0,-4,0,-3,-6,93,81,57,1028,1024,1021,10,9,1,14,3,,0.00,3,,292<br />
2001-1-19,7,3,-1,3,-1,-3,87,77,66,1025,1024,1022,10,10,10,14,6,,0.00,7,,302<br />
2001-1-20,4,2,1,2,1,0,100,88,81,1029,1027,1025,10,8,1,21,6,,0.00,8,Fog-Rain,317<br />
2001-1-21,1,-1,-2,-1,-3,-5,93,88,80,1033,1031,1029,10,9,3,21,18,,0.00,8,Snow,305<br />
2001-1-22,2,-1,-3,-3,-4,-5,86,78,60,1033,1029,1026,10,10,10,18,8,,0.00,6,,95<br />
2001-1-23,10,2,-6,-3,-6,-9,93,63,27,1029,1027,1025,10,9,3,14,6,,0.00,2,,95<br />
2001-1-24,3,-3,-8,-2,-11,-13,86,72,68,1039,1038,1029,10,9,5,29,14,,0.00,8,Snow,20<br />
2001-1-25,-3,-7,-9,-8,-9,-13,93,79,68,1039,1038,1032,10,10,10,18,11,,0.00,6,Snow,103<br />
2001-1-26,0,-4,-9,-6,-8,-11,100,74,51,1039,1038,1037,10,10,10,18,11,,0.00,6,,100<br />
2001-1-27,1,-4,-8,-7,-9,-11,86,67,44,1038,1037,1034,10,10,10,18,8,,0.00,3,,85<br />
2001-1-28,-1,-3,-6,-6,-9,-11,86,69,59,1034,1033,1031,10,10,5,18,6,,0.00,7,Snow,331<br />
2001-1-29,3,-2,-7,-9,-12,-15,86,56,28,1035,1033,1032,10,10,10,14,3,,0.00,2,,69<br />
2001-1-30,4,-2,-8,-6,-9,-11,93,65,36,1033,1031,1029,10,10,10,21,10,,0.00,0,,104<br />
2001-1-31,7,-1,-9,-4,-8,-11,86,65,31,1031,1028,1025,10,10,10,18,10,,0.00,1,,86<br />
2001-2-1,12,2,-8,-3,-7,-9,93,62,26,1025,1019,1015,10,10,10,18,6,,0.00,3,,96<br />
2001-2-2,20,8,-4,-2,-6,-11,80,49,12,1014,1013,1011,10,10,10,14,5,,0.00,3,,111<br />
2001-2-3,18,10,3,-1,-4,-7,57,39,20,1014,1013,1011,10,10,10,14,5,,0.00,3,,164<br />
2001-2-4,15,8,0,4,-1,-5,81,57,31,1013,1010,1007,10,10,10,18,6,,0.00,5,Rain,298<br />
2001-2-5,6,3,2,3,2,1,93,85,76,1024,1021,1014,10,9,3,18,10,,0.00,8,Rain,327<br />
2001-2-6,4,2,0,1,1,-2,93,86,81,1028,1027,1025,10,9,5,11,10,,0.00,6,,99<br />
2001-2-7,12,3,-4,1,-2,-5,100,71,38,1028,1027,1025,10,9,5,21,6,,0.00,0,,107<br />
2001-2-8,10,5,0,2,1,-1,93,75,54,1033,1030,1027,10,10,10,18,10,,0.00,2,Fog,302<br />
2001-2-9,7,3,1,2,-1,-2,87,74,57,1040,1035,1032,10,10,10,29,8,,0.00,7,,283<br />
2001-2-10,9,2,-4,-2,-7,-10,70,50,32,1039,1038,1036,10,10,10,26,13,,0.00,3,,90<br />
2001-2-11,10,2,-5,-3,-6,-10,93,63,29,1037,1035,1033,10,10,10,21,14,,0.00,0,,96<br />
2001-2-12,12,2,-7,-1,-7,-10,86,57,22,1033,1030,1027,10,10,10,14,5,,0.00,0,,107<br />
2001-2-13,14,4,-4,-4,-7,-16,86,50,11,1029,1026,1023,10,10,10,21,6,,0.00,0,,291<br />
2001-2-14,13,7,1,-2,-4,-6,70,51,33,1024,1018,1009,10,10,10,18,8,,0.00,2,,148<br />
2001-2-15,18,9,1,1,-3,-5,70,47,22,1015,1008,1003,10,10,10,35,11,,0.00,5,,262<br />
2001-2-16,13,8,3,2,-1,-3,76,59,38,1027,1024,1016,10,10,10,35,19,,0.00,5,,10<br />
2001-2-17,15,7,-1,2,-1,-3,87,60,31,1024,1021,1020,10,10,10,26,5,,0.00,1,,318<br />
2001-2-18,10,7,4,3,-1,-3,87,60,43,1026,1023,1019,10,10,10,26,10,,0.00,6,,307<br />
2001-2-19,10,8,5,6,4,0,93,81,50,1019,1017,1014,10,9,5,14,8,,0.00,5,Rain,57<br />
2001-2-20,17,10,3,10,7,3,100,77,48,1016,1012,1007,10,8,0,18,8,,0.00,4,Fog,86<br />
2001-2-21,25,15,5,10,1,-9,100,52,11,1006,998,992,10,9,3,35,6,,0.00,4,,319<br />
2001-2-22,14,10,6,1,-1,-3,70,53,35,1012,1008,1000,10,9,5,35,21,55,0.00,6,,351<br />
2001-2-23,16,9,2,1,-3,-8,87,50,19,1015,1013,1011,10,10,10,26,11,,0.00,1,,111<br />
2001-2-24,22,12,2,-2,-9,-24,65,29,4,1015,1012,1010,10,10,10,29,8,,0.00,2,,283<br />
2001-2-25,23,14,5,2,-8,-16,53,27,7,1018,1015,1013,10,10,10,21,10,,0.00,2,,123<br />
2001-2-26,23,14,7,-1,-7,-14,43,26,8,1013,1011,1010,10,10,10,14,8,,0.00,1,,208<br />
2001-2-27,20,13,7,4,-1,-5,62,42,30,1021,1018,1014,10,10,10,18,10,,0.00,2,,324<br />
2001-2-28,26,16,5,4,-1,-11,76,52,8,1021,1018,1016,10,10,10,11,6,,0.00,6,,124<br />
2001-3-1,17,13,11,5,1,-6,62,43,26,1032,1025,1020,10,9,5,32,16,,0.00,3,,274<br />
2001-3-2,17,11,6,4,2,0,76,55,34,1032,1028,1022,10,7,5,26,11,,0.00,4,,71<br />
2001-3-3,25,14,4,7,3,0,93,54,25,1021,1016,1012,10,9,5,18,8,,0.00,4,,109<br />
2001-3-4,17,12,8,7,2,-5,72,45,25,1025,1019,1012,10,9,3,35,18,,0.00,5,,298<br />
2001-3-5,16,9,3,2,1,-1,81,54,31,1026,1023,1013,10,10,5,14,5,,0.00,1,,107<br />
2001-3-6,22,13,4,2,1,-1,75,47,22,1023,1019,1014,10,10,10,26,8,,0.00,2,,118<br />
2001-3-7,24,14,4,4,1,-2,76,45,18,1016,1013,1012,10,9,5,18,3,,0.00,2,,316<br />
2001-3-8,24,17,9,5,3,0,62,44,25,1017,1015,1012,10,10,10,18,6,,0.00,0,,225<br />
2001-3-9,13,10,8,8,6,4,100,80,54,1024,1019,1014,10,10,10,32,19,,0.00,6,Rain,294<br />
2001-3-10,8,4,0,6,0,-7,100,78,37,1032,1027,1024,10,8,1,29,13,,0.00,8,Rain-Snow,308<br />
2001-3-11,3,1,0,1,-1,-4,100,89,70,1034,1033,1031,10,5,1,18,11,,0.00,8,Snow,294<br />
2001-3-12,8,3,-1,0,-2,-4,93,68,46,1033,1030,1027,10,10,10,18,8,,0.00,5,,110<br />
2001-3-13,12,6,0,1,-1,-2,93,66,44,1027,1023,1020,10,9,0,29,14,,0.00,1,,102<br />
2001-3-14,16,8,1,5,2,-1,87,67,42,1021,1019,1016,10,10,10,21,16,,0.00,1,,96<br />
2001-3-15,22,12,2,7,5,1,93,63,31,1018,1014,1011,10,10,10,18,8,,0.00,3,,104<br />
2001-3-16,25,17,9,10,8,6,87,58,32,1012,1009,1007,10,9,5,26,3,,0.00,6,,225<br />
2001-3-17,24,19,14,10,7,5,77,50,29,1013,1011,1008,10,10,10,47,11,,0.00,5,Rain,118<br />
2001-3-18,12,10,8,10,7,3,94,78,54,1027,1021,1014,10,10,10,40,26,,0.00,6,Rain-Thunderstorm,299<br />
2001-3-19,19,12,5,5,2,0,87,57,28,1028,1022,1017,10,10,10,32,14,,0.00,1,,108<br />
2001-3-20,24,14,4,5,1,-11,93,49,10,1017,1015,1014,10,10,10,11,5,,0.00,0,,49<br />
2001-3-21,28,20,12,4,-1,-6,51,29,10,1014,1009,1005,10,10,10,21,6,,0.00,3,,121<br />
2001-3-22,29,21,14,7,1,-3,63,29,13,1009,1008,1006,10,10,10,32,10,,0.00,4,,299<br />
2001-3-23,27,19,11,7,4,3,62,42,21,1009,1005,1002,10,10,10,11,5,,0.00,5,,268<br />
2001-3-24,31,23,17,7,4,-3,52,33,11,1002,1001,999,10,10,10,14,8,,0.00,5,,177<br />
2001-3-25,28,21,15,11,5,1,72,38,18,1006,1002,1000,10,10,5,29,11,,0.00,5,Rain,264<br />
2001-3-26,14,11,8,12,8,5,94,86,76,1012,1009,1006,10,9,5,21,16,,0.00,8,Rain,314<br />
2001-3-27,9,8,7,8,6,4,93,85,76,1012,1011,1011,10,10,10,18,11,,0.00,8,Rain,337<br />
2001-3-28,20,13,6,9,5,2,93,56,30,1018,1016,1014,10,10,10,26,10,,0.00,3,Fog,211<br />
2001-3-29,26,18,11,9,5,1,76,47,21,1018,1011,1006,10,10,5,26,13,,0.00,1,,116<br />
2001-3-30,18,14,10,9,6,3,77,64,49,1023,1018,1008,10,10,5,29,16,47,0.00,5,Rain,296<br />
2001-3-31,15,12,10,9,4,2,76,60,45,1027,1023,1022,10,10,10,14,6,,0.00,8,,325<br />
2001-4-1,14,12,11,6,5,3,67,60,54,1032,1030,1027,10,10,10,6,3,,0.00,8,,311<br />
2001-4-2,20,16,11,7,5,3,76,56,35,1031,1027,1023,10,10,10,29,13,,0.00,5,,100<br />
2001-4-3,32,20,8,8,4,1,81,42,14,1022,1015,1011,10,10,10,29,13,,0.00,2,,110<br />
2001-4-4,23,19,15,10,8,3,63,51,41,1024,1017,1011,10,10,10,29,11,,0.00,5,,285<br />
